D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0000.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-41;0.674;49.97;9.200;177.1;3.630;
1-42;0.691;49.97;8.800;177.6;3.677;
1-43;0.708;49.97;8.700;178.2;3.723;
1-44;0.724;49.97;8.600;178.5;3.768;
1-45;0.741;49.97;8.600;179.0;3.813;
1-46;0.758;49.97;8.400;179.5;3.857;
1-47;0.774;49.97;8.200;179.7;3.901;
1-48;0.791;49.97;8.400;180.2;3.944;
1-49;0.808;49.97;8.000;180.7;3.987;
1-50;0.824;49.97;8.000;180.9;4.029;
1-51;0.841;49.97;7.900;181.3;4.071;
1-52;0.858;49.97;8.000;181.8;4.112;
1-53;0.874;49.97;7.700;182.0;4.153;
1-54;0.891;49.97;7.700;182.0;4.194;
1-55;0.908;49.97;7.700;182.3;4.234;
1-56;0.924;49.97;7.600;182.7;4.274;
1-57;0.941;49.97;7.500;182.9;4.314;
1-58;0.958;49.97;7.400;183.3;4.353;
1-59;0.974;49.97;7.600;183.6;4.392;
1-60;0.991;49.97;7.300;183.9;4.431;
1-61;1.008;49.97;7.300;184.2;4.469;
1-62;1.024;49.97;7.200;184.5;4.507;
1-63;1.041;49.97;7.200;184.6;4.545;
1-64;1.058;49.97;7.100;185.0;4.582;
1-65;1.074;49.97;7.000;185.3;4.619;
1-66;1.091;49.97;7.200;185.4;4.656;
1-67;1.108;49.97;6.900;185.7;4.693;
1-68;1.124;49.97;7.000;185.9;4.729;
1-69;1.141;49.97;6.900;186.2;4.766;
1-70;1.158;49.97;7.100;186.3;4.802;
1-71;1.174;49.97;6.800;186.5;4.839;
1-72;1.191;49.97;6.800;186.8;4.874;
1-73;1.208;49.97;6.800;186.9;4.910;
1-74;1.224;49.97;6.800;187.2;4.945;
1-75;1.241;49.97;6.800;187.4;4.981;
1-76;1.258;49.97;6.800;187.5;5.017;
1-77;1.274;49.97;6.800;187.7;5.052;
1-78;1.291;49.97;6.600;187.9;5.087;
1-79;1.308;49.97;6.600;187.9;5.122;
1-80;1.324;49.97;6.600;188.1;5.156;
1-81;1.341;49.97;6.600;188.3;5.191;
1-82;1.358;49.97;6.600;188.4;5.225;
1-83;1.374;49.97;6.500;188.6;5.260;
1-84;1.391;49.97;6.600;188.8;5.294;
1-85;1.408;49.97;6.400;188.9;5.328;
1-86;1.424;49.97;6.500;189.1;5.362;
1-87;1.441;49.97;6.400;189.2;5.396;
1-88;1.458;49.97;6.500;189.3;5.429;
1-89;1.474;49.97;6.300;189.4;5.463;
1-90;1.491;49.97;6.400;189.6;5.496;
1-91;1.508;49.97;6.300;189.7;5.529;
1-92;1.524;49.97;6.300;189.9;5.562;
1-93;1.541;49.97;6.300;190.0;5.595;
1-94;1.558;49.97;6.300;190.0;5.628;
1-95;1.574;49.97;6.400;190.2;5.661;
1-96;1.591;49.97;6.200;190.3;5.694;
1-97;1.608;49.97;6.200;190.4;5.727;
1-98;1.624;49.97;6.200;190.6;5.759;
1-99;1.641;49.97;6.200;190.7;5.792;
1-100;1.658;49.97;6.200;190.8;5.824;
1-101;1.674;49.97;6.100;190.9;5.856;
1-102;1.691;49.97;6.200;191.0;5.889;
1-103;1.708;49.97;6.000;191.1;5.920;
1-104;1.724;49.97;6.100;191.2;5.952;
1-105;1.741;49.97;6.000;191.4;5.984;
1-106;1.758;49.97;6.100;191.4;6.015;
1-107;1.774;49.97;6.000;191.6;6.047;
1-108;1.791;49.97;6.000;191.6;6.079;
1-109;1.808;49.97;6.000;191.7;6.110;
1-110;1.824;49.97;5.900;191.8;6.141;
1-111;1.841;49.97;6.000;191.9;6.172;
1-112;1.858;49.97;6.000;192.0;6.204;
1-113;1.874;49.97;6.000;192.1;6.235;
1-114;1.891;49.97;5.800;192.2;6.266;
1-115;1.908;49.97;5.900;192.3;6.296;
1-116;1.924;49.97;5.800;192.4;6.327;
1-117;1.941;49.97;5.900;192.5;6.358;
1-118;1.958;49.97;5.900;192.6;6.389;
1-119;1.974;49.97;5.800;192.7;6.419;
1-120;1.991;49.97;5.900;192.8;6.450;
1-121;2.008;49.97;5.700;192.9;6.480;
1-122;2.024;49.97;5.800;193.0;6.510;
1-123;2.041;49.97;5.700;193.1;6.540;
1-124;2.058;49.97;5.900;193.1;6.571;
1-125;2.074;49.97;5.700;193.2;6.601;
1-126;2.091;49.97;5.700;193.3;6.631;
1-127;2.108;49.97;5.700;193.4;6.661;
1-128;2.124;49.97;5.600;193.5;6.690;
1-129;2.141;49.97;5.700;193.6;6.720;
1-130;2.158;49.97;5.700;193.6;6.750;
1-131;2.174;49.97;5.800;193.8;6.780;
1-132;2.191;49.97;5.600;193.9;6.810;
1-133;2.208;49.97;5.600;193.9;6.839;
1-134;2.224;49.97;5.600;194.0;6.868;
1-135;2.241;49.97;5.600;194.1;6.898;
1-136;2.258;49.97;5.700;194.1;6.927;
1-137;2.274;49.97;5.500;194.2;6.956;
1-138;2.291;49.97;5.700;194.3;6.986;
1-139;2.308;49.97;5.500;194.4;7.015;
1-140;2.324;49.97;5.600;194.5;7.044;
1-141;2.341;49.97;5.500;194.6;7.073;
1-142;2.358;49.97;5.600;194.6;7.102;
1-143;2.374;49.97;5.500;194.7;7.131;
1-144;2.391;49.97;5.500;194.8;7.160;
1-145;2.408;49.97;5.500;194.8;7.189;
1-146;2.424;49.97;5.400;194.9;7.217;
1-147;2.441;49.97;5.500;195.0;7.246;
1-148;2.458;49.97;5.500;195.0;7.275;
1-149;2.474;49.97;5.600;195.1;7.304;
1-150;2.491;49.97;5.400;195.2;7.332;
1-151;2.508;49.97;5.400;195.2;7.361;
1-152;2.524;49.97;5.400;195.3;7.389;
1-153;2.541;49.97;5.400;195.5;7.417;
1-154;2.558;49.97;5.500;195.5;7.446;
1-155;2.574;49.97;5.300;195.6;7.474;
1-156;2.591;49.97;5.500;195.6;7.502;
1-157;2.608;49.97;5.300;195.7;7.530;
1-158;2.624;49.97;5.400;195.8;7.558;
1-159;2.641;49.97;5.300;195.8;7.586;
1-160;2.658;49.97;5.400;195.9;7.614;
1-161;2.674;49.97;5.400;196.0;7.643;
1-162;2.691;49.97;5.300;196.0;7.671;
1-163;2.708;49.97;5.400;196.1;7.699;
1-164;2.724;49.97;5.200;196.2;7.726;
1-165;2.741;49.97;5.400;196.2;7.754;
1-166;2.758;49.97;5.300;196.3;7.782;
1-167;2.774;49.97;5.400;196.4;7.810;
1-168;2.791;49.97;5.200;196.4;7.838;
1-169;2.808;49.97;5.200;196.5;7.865;
1-170;2.824;49.97;5.200;196.6;7.892;
1-171;2.841;49.97;5.200;196.7;7.920;
1-172;2.858;49.97;5.300;196.7;7.947;
1-173;2.874;49.97;5.200;196.8;7.975;
1-174;2.891;49.97;5.300;196.9;8.002;
1-175;2.908;49.97;5.200;196.9;8.029;
1-176;2.924;49.97;5.200;197.0;8.057;
1-177;2.941;49.97;5.200;197.0;8.084;
1-178;2.958;49.97;5.200;197.1;8.111;
1-179;2.974;49.97;5.200;197.2;8.138;
1-180;2.991;49.97;5.100;197.2;8.165;
1-181;3.008;49.97;5.200;197.3;8.192;
1-182;3.024;49.97;5.100;197.3;8.219;
1-183;3.041;49.97;5.200;197.4;8.246;
1-184;3.058;49.97;5.100;197.4;8.273;
1-185;3.074;49.97;5.300;197.5;8.300;
1-186;3.091;49.97;5.100;197.6;8.328;
1-187;3.108;49.97;5.100;197.6;8.354;
1-188;3.124;49.97;5.100;197.7;8.381;
1-189;3.141;49.97;5.000;197.8;8.407;
1-190;3.158;49.97;5.200;197.8;8.434;
1-191;3.174;49.97;5.100;197.9;8.461;
1-192;3.191;49.97;5.200;198.0;8.488;
1-193;3.208;49.97;5.100;198.0;8.515;
1-194;3.224;49.97;5.000;198.0;8.541;
1-195;3.241;49.97;5.000;198.1;8.567;
1-196;3.258;49.97;5.100;198.2;8.594;
1-197;3.274;49.97;5.100;198.2;8.621;
1-198;3.291;49.97;4.900;198.3;8.647;
1-199;3.308;49.97;5.100;198.3;8.673;
1-200;3.324;49.97;4.900;198.4;8.699;
1-201;3.341;49.97;5.000;198.5;8.725;
1-202;3.358;49.97;4.900;198.5;8.751;
1-203;3.374;49.97;5.100;198.6;8.777;
1-204;3.391;49.97;4.900;198.6;8.803;
1-205;3.408;49.97;4.900;198.7;8.829;
1-206;3.424;49.97;4.900;198.7;8.854;
1-207;3.441;49.97;4.900;198.8;8.880;
1-208;3.458;49.97;4.900;198.8;8.906;
1-209;3.474;49.97;4.900;198.9;8.931;
1-210;3.491;49.97;5.000;198.9;8.957;
1-211;3.508;49.97;4.900;199.0;8.983;
1-212;3.524;49.97;4.900;199.0;9.009;
1-213;3.541;49.97;4.900;199.1;9.035;
1-214;3.558;49.97;4.900;199.2;9.060;
1-215;3.574;49.97;5.000;199.2;9.086;
1-216;3.591;49.97;4.700;199.3;9.111;
1-217;3.608;49.97;5.000;199.3;9.137;
1-218;3.624;49.97;4.800;199.4;9.162;
1-219;3.641;49.97;4.900;199.4;9.188;
1-220;3.658;49.97;4.900;199.4;9.213;
1-221;3.674;49.97;4.900;199.5;9.239;
1-222;3.691;49.97;4.800;199.6;9.265;
1-223;3.708;49.97;4.800;199.6;9.290;
1-224;3.724;49.97;4.800;199.6;9.315;
1-225;3.741;49.97;4.700;199.7;9.340;
1-226;3.758;49.97;4.800;199.7;9.364;
1-227;3.774;49.97;4.800;199.8;9.390;
1-228;3.791;49.97;4.900;199.8;9.415;
1-229;3.808;49.97;4.700;199.9;9.440;
1-230;3.824;49.97;4.800;199.9;9.465;
1-231;3.841;49.97;4.700;200.0;9.490;
1-232;3.858;49.97;4.700;200.0;9.514;
1-233;3.874;49.97;4.800;200.0;9.539;
1-234;3.891;49.97;4.700;200.1;9.564;
1-235;3.908;49.97;4.800;200.1;9.589;
1-236;3.924;49.97;4.700;200.2;9.614;
1-237;3.941;49.97;4.800;200.2;9.639;
1-238;3.958;49.97;4.700;200.2;9.664;
1-239;3.974;49.97;4.800;200.3;9.688;
1-240;3.991;49.97;4.700;200.3;9.713;
1-241;4.008;49.97;4.700;200.4;9.738;
1-242;4.024;49.97;4.700;200.4;9.762;
1-243;4.041;49.97;4.700;200.5;9.787;
1-244;4.058;49.97;4.700;200.5;9.812;
1-245;4.074;49.97;4.700;200.5;9.836;
1-246;4.091;49.97;4.800;200.6;9.861;
1-247;4.108;49.97;4.600;200.6;9.886;
1-248;4.124;49.97;4.700;200.6;9.910;
1-249;4.141;49.97;4.600;200.7;9.934;
1-250;4.158;49.97;4.700;200.7;9.959;
1-251;4.174;49.97;4.700;200.8;9.983;
1-252;4.191;49.97;4.600;200.8;10.01;
1-253;4.208;49.97;4.700;200.8;10.03;
1-254;4.224;49.97;4.600;200.9;10.06;
1-255;4.241;49.97;4.600;200.9;10.08;
1-256;4.258;49.97;4.600;201.0;10.10;
1-257;4.274;49.97;4.800;201.0;10.13;
1-258;4.291;49.97;4.600;201.0;10.15;
1-259;4.308;49.97;4.600;201.1;10.18;
1-260;4.324;49.97;4.600;201.1;10.20;
1-261;4.341;49.97;4.600;201.1;10.23;
1-262;4.358;49.97;4.600;201.2;10.25;
1-263;4.374;49.97;4.700;201.2;10.27;
1-264;4.391;49.97;4.700;201.2;10.30;
1-265;4.408;49.97;4.600;201.3;10.32;
1-266;4.424;49.97;4.600;201.3;10.35;
1-267;4.441;49.97;4.500;201.3;10.37;
1-268;4.458;49.97;4.600;201.4;10.39;
1-269;4.474;49.97;4.600;201.4;10.42;
1-270;4.491;49.97;4.600;201.4;10.44;
1-271;4.508;49.97;4.600;201.5;10.47;
1-272;4.524;49.97;4.500;201.5;10.49;
1-273;4.541;49.97;4.500;201.5;10.51;
1-274;4.558;49.97;4.500;201.6;10.54;
1-275;4.574;49.97;4.600;201.6;10.56;
1-276;4.591;49.97;4.600;201.6;10.59;
1-277;4.608;49.97;4.500;201.7;10.61;
1-278;4.624;49.97;4.500;201.7;10.63;
1-279;4.641;49.97;4.500;201.8;10.66;
1-280;4.658;49.97;4.500;201.8;10.68;
1-281;4.674;49.97;4.600;201.8;10.70;
1-282;4.691;49.97;4.600;201.8;10.73;
1-283;4.708;49.97;4.500;201.9;10.75;
1-284;4.724;49.97;4.500;201.9;10.78;
1-285;4.741;49.97;4.500;201.9;10.80;
1-286;4.758;49.97;4.500;202.0;10.82;
1-287;4.774;49.97;4.500;202.0;10.85;
1-288;4.791;49.97;4.500;202.0;10.87;
1-289;4.808;49.97;4.500;202.0;10.89;
1-290;4.824;49.97;4.500;202.1;10.92;
1-291;4.841;49.97;4.500;202.1;10.94;
1-292;4.858;49.97;4.400;202.2;10.96;
1-293;4.874;49.97;4.600;202.2;10.99;
1-294;4.891;49.97;4.500;202.2;11.01;
1-295;4.908;49.97;4.400;202.3;11.03;
1-296;4.924;49.97;4.500;202.3;11.06;
1-297;4.941;49.97;4.400;202.3;11.08;
1-298;4.958;49.97;4.400;202.3;11.10;
1-299;4.974;49.97;4.400;202.4;11.13;
1-300;4.991;49.97;4.600;202.4;11.15;
1-301;5.008;49.97;4.400;202.4;11.17;
1-302;5.024;49.97;4.400;202.4;11.20;
1-303;5.041;49.97;4.400;202.5;11.22;
1-304;5.058;49.97;4.500;202.6;11.24;
1-305;5.074;49.97;4.500;202.5;11.27;
1-306;5.091;49.97;4.500;202.6;11.29;
1-307;5.108;49.97;4.400;202.6;11.31;
1-308;5.124;49.97;4.400;202.6;11.34;
1-309;5.141;49.97;4.400;202.7;11.36;
1-310;5.158;49.97;4.400;202.7;11.38;
1-311;5.174;49.97;4.500;202.7;11.41;
1-312;5.191;49.97;4.500;202.8;11.43;
1-313;5.208;49.97;4.400;202.8;11.45;
1-314;5.224;49.97;4.500;202.8;11.48;
1-315;5.241;49.97;4.400;202.8;11.50;
1-316;5.258;49.97;4.400;202.8;11.52;
1-317;5.274;49.97;4.400;202.9;11.55;
1-318;5.291;49.97;4.500;202.9;11.57;
1-319;5.308;49.97;4.400;202.9;11.59;
1-320;5.324;49.97;4.400;203.0;11.62;
1-321;5.341;49.97;4.400;203.0;11.64;
1-322;5.358;49.97;4.400;203.0;11.66;
1-323;5.374;49.97;4.400;203.0;11.68;
1-324;5.391;49.97;4.400;203.0;11.71;
1-325;5.408;49.97;4.400;203.1;11.73;
1-326;5.424;49.97;4.300;203.1;11.75;
1-327;5.441;49.97;4.400;203.1;11.78;
1-328;5.458;49.97;4.400;203.1;11.80;
1-329;5.474;49.97;4.300;203.2;11.82;
1-330;5.491;49.97;4.400;203.2;11.84;
1-331;5.508;49.97;4.300;203.2;11.87;
1-332;5.524;49.97;4.400;203.2;11.89;
1-333;5.541;49.97;4.300;203.3;11.91;
1-334;5.558;49.97;4.300;203.3;11.94;
1-335;5.574;49.97;4.400;203.3;11.96;
1-336;5.591;49.97;4.500;203.3;11.98;
1-337;5.608;49.97;4.300;203.4;12.00;
1-338;5.624;49.97;4.400;203.4;12.03;
1-339;5.641;49.97;4.300;203.4;12.05;
1-340;5.658;49.97;4.300;203.4;12.07;
1-341;5.674;49.97;4.400;203.4;12.10;
1-342;5.691;49.97;4.400;203.4;12.12;
1-343;5.708;49.97;4.400;203.5;12.14;
1-344;5.724;49.97;4.300;203.5;12.16;
1-345;5.741;49.97;4.400;203.5;12.19;
1-346;5.758;49.97;4.300;203.5;12.21;
1-347;5.774;49.97;4.400;203.6;12.23;
1-348;5.791;49.97;4.400;203.6;12.26;
1-349;5.808;49.97;4.300;203.6;12.28;
1-350;5.824;49.97;4.400;203.6;12.30;
1-351;5.841;49.97;4.400;203.6;12.32;
1-352;5.858;49.97;4.300;203.7;12.35;
1-353;5.874;49.97;4.300;203.7;12.37;
1-354;5.891;49.97;4.400;203.7;12.39;
1-355;5.908;49.97;4.300;203.7;12.41;
1-356;5.924;49.97;4.300;203.7;12.44;
1-357;5.941;49.97;4.300;203.8;12.46;
1-358;5.958;49.97;4.400;203.8;12.48;
1-359;5.974;49.97;4.400;203.8;12.51;
1-360;5.991;49.97;4.400;203.8;12.53;
1-361;6.008;49.97;4.400;203.8;12.55;
1-362;6.024;49.97;4.300;203.8;12.57;
1-363;6.041;49.97;4.400;203.9;12.60;
1-364;6.058;49.97;4.200;203.9;12.62;
1-365;6.074;49.97;4.300;203.9;12.64;
1-366;6.091;49.97;4.300;203.9;12.66;
1-367;6.108;49.97;4.300;204.0;12.69;
1-368;6.124;49.97;4.300;204.0;12.71;
1-369;6.141;49.97;4.200;204.0;12.73;
1-370;6.158;49.97;4.200;204.0;12.75;
1-371;6.175;49.97;4.200;204.0;12.78;
1-372;6.191;49.97;4.400;204.0;12.80;
1-373;6.208;49.97;4.200;204.1;12.82;
1-374;6.225;49.97;4.200;204.1;12.84;
1-375;6.241;49.97;4.200;204.1;12.87;
1-376;6.258;49.97;4.200;204.2;12.89;
1-377;6.275;49.97;4.200;204.1;12.91;
1-378;6.291;49.97;4.300;204.2;12.93;
1-379;6.308;49.97;4.200;204.2;12.95;
1-380;6.325;49.97;4.200;204.2;12.98;
1-381;6.341;49.97;4.200;204.2;13.00;
1-382;6.358;49.97;4.200;204.2;13.02;
1-383;6.375;49.97;4.200;204.3;13.04;
1-384;6.391;49.97;4.300;204.3;13.06;
1-385;6.408;49.97;4.200;204.3;13.09;
1-386;6.425;49.97;4.200;204.3;13.11;
1-387;6.441;49.97;4.200;204.3;13.13;
1-388;6.458;49.97;4.200;204.3;13.15;
1-389;6.475;49.97;4.200;204.4;13.17;
1-390;6.491;49.97;4.300;204.4;13.20;
1-391;6.508;49.97;4.300;204.4;13.22;
1-392;6.525;49.97;4.200;204.4;13.24;
1-393;6.541;49.97;4.200;204.4;13.26;
1-394;6.558;49.97;4.200;204.5;13.28;
1-395;6.575;49.97;4.200;204.5;13.31;
1-396;6.591;49.97;4.300;204.5;13.33;
1-397;6.608;49.97;4.300;204.5;13.35;
1-398;6.625;49.97;4.100;204.5;13.37;
1-399;6.641;49.97;4.200;204.5;13.40;
1-400;6.658;49.97;4.200;204.5;13.42;
1-401;6.675;49.97;4.200;204.5;13.44;
1-402;6.691;49.97;4.200;204.6;13.46;
1-403;6.708;49.97;4.300;204.6;13.48;
1-404;6.725;49.97;4.200;204.6;13.51;
1-405;6.741;49.97;4.200;204.6;13.53;
1-406;6.758;49.97;4.200;204.6;13.55;
1-407;6.775;49.97;4.200;204.6;13.57;
1-408;6.791;49.97;4.300;204.6;13.59;
1-409;6.808;49.97;4.200;204.7;13.62;
1-410;6.825;49.97;4.200;204.7;13.64;
1-411;6.841;49.97;4.200;204.7;13.66;
1-412;6.858;49.97;4.200;204.7;13.68;
1-413;6.875;49.97;4.200;204.7;13.70;
1-414;6.891;49.97;4.200;204.7;13.73;
1-415;6.908;49.97;4.300;204.8;13.75;
1-416;6.925;49.97;4.100;204.8;13.77;
1-417;6.941;49.97;4.200;204.8;13.79;
1-418;6.958;49.97;4.100;204.8;13.81;
1-419;6.975;49.97;4.200;204.8;13.84;
1-420;6.991;49.97;4.200;204.8;13.86;
1-421;7.008;49.97;4.300;204.8;13.88;
1-422;7.025;49.97;4.200;204.8;13.90;
1-423;7.041;49.97;4.100;204.9;13.92;
1-424;7.058;49.97;4.200;204.9;13.95;
1-425;7.075;49.97;4.100;204.9;13.97;
1-426;7.091;49.97;4.200;204.9;13.99;
1-427;7.108;49.97;4.200;204.9;14.01;
1-428;7.125;49.97;4.200;204.9;14.03;
1-429;7.141;49.97;4.100;205.0;14.05;
1-430;7.158;49.97;4.100;205.0;14.08;
1-431;7.175;49.97;4.200;205.0;14.10;
1-432;7.191;49.97;4.200;205.0;14.12;
1-433;7.208;49.97;4.200;205.0;14.14;
1-434;7.225;49.97;4.100;205.0;14.16;
1-435;7.241;49.97;4.100;205.0;14.18;
1-436;7.258;49.97;4.100;205.1;14.21;
1-437;7.275;49.97;4.100;205.1;14.23;
1-438;7.291;49.97;4.100;205.1;14.25;
1-439;7.308;49.97;4.200;205.1;14.27;
1-440;7.325;49.97;4.100;205.1;14.29;
1-441;7.341;49.97;4.100;205.1;14.31;
1-442;7.358;49.97;4.200;205.1;14.34;
1-443;7.375;49.97;4.100;205.2;14.36;
1-444;7.391;49.97;4.200;205.2;14.38;
1-445;7.408;49.97;4.200;205.2;14.40;
1-446;7.425;49.97;4.200;205.2;14.42;
1-447;7.441;49.97;4.200;205.2;14.45;
1-448;7.458;49.97;4.100;205.2;14.47;
1-449;7.475;49.97;4.100;205.2;14.49;
1-450;7.491;49.97;4.100;205.2;14.51;
1-451;7.508;49.97;4.200;205.2;14.53;
1-452;7.525;49.97;4.000;205.2;14.55;
1-453;7.541;49.97;4.100;205.2;14.57;
1-454;7.558;49.97;4.000;205.3;14.60;
1-455;7.575;49.97;4.100;205.3;14.62;
1-456;7.591;49.97;4.100;205.3;14.64;
1-457;7.608;49.97;4.200;205.3;14.66;
1-458;7.625;49.97;4.100;205.3;14.68;
1-459;7.641;49.97;4.000;205.3;14.70;
1-460;7.658;49.97;4.100;205.3;14.72;
1-461;7.675;49.97;4.000;205.4;14.74;
1-462;7.691;49.97;4.100;205.4;14.77;
1-463;7.708;49.97;4.100;205.4;14.79;
1-464;7.725;49.97;4.100;205.4;14.81;
1-465;7.741;49.97;4.100;205.4;14.83;
1-466;7.758;49.97;4.100;205.4;14.85;
1-467;7.775;49.97;4.100;205.4;14.87;
1-468;7.791;49.97;4.100;205.5;14.89;
1-469;7.808;49.97;4.100;205.4;14.92;
1-470;7.825;49.97;4.000;205.5;14.94;
1-471;7.841;49.97;4.100;205.5;14.96;
1-472;7.858;49.97;4.100;205.5;14.98;
1-473;7.875;49.97;4.000;205.5;15.00;
1-474;7.891;49.97;4.100;205.5;15.02;
1-475;7.908;49.97;4.100;205.6;15.04;
1-476;7.925;49.97;4.200;205.6;15.07;
1-477;7.941;49.97;4.100;205.6;15.09;
1-478;7.958;49.97;4.100;205.6;15.11;
1-479;7.975;49.97;4.000;205.6;15.13;
1-480;7.991;49.97;4.100;205.6;15.15;
1-481;8.008;49.97;4.100;205.6;15.17;
1-482;8.025;49.97;4.100;205.6;15.19;
1-483;8.041;49.97;4.100;205.6;15.22;
1-484;8.058;49.97;4.000;205.7;15.24;
1-485;8.075;49.97;4.000;205.7;15.26;
1-486;8.092;49.97;4.000;205.7;15.28;
1-487;8.108;49.97;4.100;205.7;15.30;
1-488;8.125;49.97;4.000;205.7;15.32;
1-489;8.142;49.97;4.000;205.7;15.34;
1-490;8.158;49.97;4.000;205.7;15.36;
1-491;8.175;49.97;4.000;205.7;15.38;
1-492;8.192;49.97;4.100;205.7;15.41;
1-493;8.208;49.97;4.100;205.8;15.43;
1-494;8.225;49.97;4.100;205.8;15.45;
1-495;8.242;49.97;4.000;205.8;15.47;
1-496;8.258;49.97;4.000;205.8;15.49;
1-497;8.275;49.97;4.000;205.8;15.51;
1-498;8.292;49.97;4.000;205.8;15.53;
1-499;8.308;49.97;4.100;205.8;15.55;
1-500;8.325;49.97;4.100;205.8;15.58;
1-501;8.342;49.97;4.000;205.8;15.60;
1-502;8.358;49.97;4.000;205.8;15.62;
1-503;8.375;49.97;4.000;205.8;15.64;
1-504;8.392;49.97;4.000;205.8;15.66;
1-505;8.408;49.97;4.100;205.8;15.68;
1-506;8.425;49.97;4.000;205.8;15.70;
1-507;8.442;49.97;4.000;205.8;15.72;
1-508;8.458;49.97;4.000;205.9;15.74;
1-509;8.475;49.97;4.000;205.9;15.76;
1-510;8.492;49.97;4.000;205.9;15.79;
1-511;8.508;49.97;4.100;205.9;15.81;
1-512;8.525;49.97;4.100;206.0;15.83;
1-513;8.542;49.97;4.000;206.0;15.85;
1-514;8.558;49.97;4.100;206.0;15.87;
1-515;8.575;49.97;4.100;206.0;15.89;
1-516;8.592;49.97;4.100;206.0;15.91;
1-517;8.608;49.97;4.100;206.0;15.93;
1-518;8.625;49.97;4.100;206.0;15.96;
1-519;8.642;49.97;4.100;206.0;15.98;
1-520;8.658;49.97;4.000;206.0;16.00;
1-521;8.675;49.97;4.000;206.0;16.02;
1-522;8.692;49.97;4.100;206.0;16.04;
1-523;8.708;49.97;4.000;206.0;16.06;
1-524;8.725;49.97;4.000;206.0;16.08;
1-525;8.742;49.97;4.000;206.0;16.10;
1-526;8.758;49.97;4.000;206.0;16.12;
1-527;8.775;49.97;3.900;206.0;16.15;
1-528;8.792;49.97;4.000;206.0;16.17;
1-529;8.808;49.97;4.000;206.1;16.19;
1-530;8.825;49.97;4.000;206.1;16.21;
1-531;8.842;49.97;4.000;206.1;16.23;
1-532;8.858;49.97;4.000;206.1;16.25;
1-533;8.875;49.97;4.000;206.1;16.27;
1-534;8.892;49.97;4.000;206.1;16.29;
1-535;8.908;49.97;4.000;206.1;16.31;
1-536;8.925;49.97;4.000;206.1;16.33;
1-537;8.942;49.97;4.000;206.1;16.35;
1-538;8.958;49.97;4.000;206.1;16.38;
1-539;8.975;49.97;4.000;206.2;16.40;
1-540;8.992;49.97;4.000;206.2;16.42;
1-541;9.008;49.97;4.000;206.2;16.44;
1-542;9.025;49.97;4.000;206.2;16.46;
1-543;9.042;49.97;4.000;206.2;16.48;
1-544;9.058;49.97;4.000;206.2;16.50;
1-545;9.075;49.97;3.900;206.2;16.52;
1-546;9.092;49.97;4.000;206.2;16.54;
1-547;9.108;49.97;4.000;206.2;16.56;
1-548;9.125;49.97;4.000;206.2;16.58;
1-549;9.142;49.97;4.000;206.2;16.61;
1-550;9.158;49.97;4.000;206.2;16.63;
1-551;9.175;49.97;4.000;206.2;16.65;
