D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0005.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-249;4.138;49.97;4.100;199.8;8.932;
1-250;4.155;49.97;4.000;199.9;8.954;
1-251;4.172;49.97;4.000;199.9;8.975;
1-252;4.188;49.97;4.000;200.0;8.996;
1-253;4.205;49.97;4.000;200.0;9.016;
1-254;4.222;49.97;4.000;200.0;9.037;
1-255;4.238;49.97;3.900;200.1;9.058;
1-256;4.255;49.97;4.000;200.1;9.079;
1-257;4.272;49.97;3.900;200.2;9.099;
1-258;4.288;49.97;4.000;200.2;9.120;
1-259;4.305;49.97;3.900;200.2;9.141;
1-260;4.322;49.97;4.000;200.3;9.161;
1-261;4.338;49.97;3.900;200.3;9.182;
1-262;4.355;49.97;3.900;200.4;9.203;
1-263;4.372;49.97;3.900;200.4;9.223;
1-264;4.389;49.97;3.900;200.5;9.244;
1-265;4.405;49.97;3.900;200.5;9.264;
1-266;4.422;49.97;3.900;200.5;9.284;
1-267;4.439;49.97;3.900;200.6;9.305;
1-268;4.455;49.97;3.900;200.6;9.325;
1-269;4.472;49.97;3.900;200.6;9.346;
1-270;4.489;49.97;3.900;200.7;9.366;
1-271;4.505;49.97;3.900;200.7;9.387;
1-272;4.522;49.97;3.900;200.8;9.407;
1-273;4.539;49.97;3.800;200.8;9.427;
1-274;4.555;49.97;3.900;200.8;9.447;
1-275;4.572;49.97;3.800;200.9;9.467;
1-276;4.589;49.97;3.900;200.9;9.488;
1-277;4.605;49.97;3.800;200.9;9.508;
1-278;4.622;49.97;3.900;201.0;9.528;
1-279;4.639;49.97;3.900;201.0;9.548;
1-280;4.655;49.97;3.900;201.0;9.569;
1-281;4.672;49.97;3.900;201.1;9.589;
1-282;4.689;49.97;3.800;201.1;9.609;
1-283;4.705;49.97;3.900;201.1;9.629;
1-284;4.722;49.97;3.900;201.2;9.650;
1-285;4.739;49.97;3.900;201.2;9.670;
1-286;4.755;49.97;3.900;201.3;9.691;
1-287;4.772;49.97;3.800;201.3;9.711;
1-288;4.789;49.97;3.800;201.3;9.731;
1-289;4.805;49.97;3.800;201.4;9.751;
1-290;4.822;49.97;3.900;201.4;9.771;
1-291;4.839;49.97;3.800;201.4;9.791;
1-292;4.855;49.97;3.900;201.5;9.811;
1-293;4.872;49.97;3.800;201.5;9.831;
1-294;4.889;49.97;3.800;201.5;9.851;
1-295;4.905;49.97;3.800;201.6;9.871;
1-296;4.922;49.97;3.800;201.6;9.891;
1-297;4.939;49.97;3.800;201.6;9.911;
1-298;4.955;49.97;3.800;201.6;9.931;
1-299;4.972;49.97;3.800;201.7;9.950;
1-300;4.989;49.97;3.700;201.7;9.970;
1-301;5.005;49.97;3.800;201.7;9.990;
1-302;5.022;49.97;3.800;201.8;10.01;
1-303;5.039;49.97;3.800;201.8;10.03;
1-304;5.055;49.97;3.800;201.8;10.05;
1-305;5.072;49.97;3.800;201.9;10.07;
1-306;5.089;49.97;3.800;201.9;10.09;
1-307;5.105;49.97;3.800;201.9;10.11;
1-308;5.122;49.97;3.800;202.0;10.13;
1-309;5.139;49.97;3.800;202.0;10.15;
1-310;5.155;49.97;3.800;202.0;10.17;
1-311;5.172;49.97;3.700;202.0;10.19;
1-312;5.189;49.97;3.800;202.1;10.21;
1-313;5.205;49.97;3.800;202.1;10.23;
1-314;5.222;49.97;3.800;202.1;10.25;
1-315;5.239;49.97;3.800;202.2;10.27;
1-316;5.255;49.97;3.700;202.2;10.29;
1-317;5.272;49.97;3.800;202.2;10.31;
1-318;5.289;49.97;3.700;202.2;10.33;
1-319;5.305;49.97;3.800;202.3;10.35;
1-320;5.322;49.97;3.700;202.3;10.37;
1-321;5.339;49.97;3.700;202.4;10.39;
1-322;5.355;49.97;3.700;202.4;10.40;
1-323;5.372;49.97;3.700;202.4;10.42;
1-324;5.389;49.97;3.700;202.4;10.44;
1-325;5.405;49.97;3.700;202.4;10.46;
1-326;5.422;49.97;3.700;202.5;10.48;
1-327;5.439;49.97;3.700;202.5;10.50;
1-328;5.455;49.97;3.700;202.5;10.52;
1-329;5.472;49.97;3.700;202.6;10.54;
1-330;5.489;49.97;3.700;202.6;10.56;
1-331;5.505;49.97;3.700;202.6;10.58;
1-332;5.522;49.97;3.700;202.7;10.60;
1-333;5.539;49.97;3.700;202.7;10.62;
1-334;5.555;49.97;3.700;202.7;10.64;
1-335;5.572;49.97;3.700;202.7;10.66;
1-336;5.589;49.97;3.600;202.7;10.68;
1-337;5.605;49.97;3.700;202.8;10.69;
1-338;5.622;49.97;3.700;202.8;10.71;
1-339;5.639;49.97;3.700;202.8;10.73;
1-340;5.655;49.97;3.600;202.8;10.75;
1-341;5.672;49.97;3.600;202.9;10.77;
1-342;5.689;49.97;3.600;202.9;10.79;
1-343;5.705;49.97;3.700;202.9;10.81;
1-344;5.722;49.97;3.700;203.0;10.83;
1-345;5.739;49.97;3.700;203.0;10.85;
1-346;5.755;49.97;3.700;203.0;10.87;
1-347;5.772;49.97;3.700;203.0;10.89;
1-348;5.789;49.97;3.700;203.0;10.91;
1-349;5.805;49.97;3.700;203.0;10.93;
1-350;5.822;49.97;3.700;203.1;10.94;
1-351;5.839;49.97;3.700;203.1;10.96;
1-352;5.855;49.97;3.600;203.1;10.98;
1-353;5.872;49.97;3.700;203.2;11.00;
1-354;5.889;49.97;3.600;203.2;11.02;
1-355;5.905;49.97;3.700;203.2;11.04;
1-356;5.922;49.97;3.600;203.2;11.06;
1-357;5.939;49.97;3.700;203.3;11.08;
1-358;5.955;49.97;3.600;203.3;11.10;
1-359;5.972;49.97;3.600;203.3;11.12;
1-360;5.989;49.97;3.600;203.3;11.14;
1-361;6.005;49.97;3.600;203.4;11.15;
1-362;6.022;49.97;3.600;203.4;11.17;
1-363;6.039;49.97;3.600;203.4;11.19;
1-364;6.055;49.97;3.600;203.4;11.21;
1-365;6.072;49.97;3.600;203.4;11.23;
1-366;6.089;49.97;3.600;203.5;11.25;
1-367;6.105;49.97;3.600;203.5;11.27;
1-368;6.122;49.97;3.600;203.5;11.29;
1-369;6.139;49.97;3.600;203.6;11.30;
1-370;6.155;49.97;3.500;203.6;11.32;
1-371;6.172;49.97;3.600;203.6;11.34;
1-372;6.189;49.97;3.500;203.6;11.36;
1-373;6.205;49.97;3.600;203.6;11.38;
1-374;6.222;49.97;3.600;203.6;11.40;
1-375;6.239;49.97;3.600;203.7;11.42;
1-376;6.255;49.97;3.500;203.7;11.44;
1-377;6.272;49.97;3.500;203.7;11.45;
1-378;6.289;49.97;3.600;203.8;11.47;
1-379;6.305;49.97;3.500;203.8;11.49;
1-380;6.322;49.97;3.600;203.8;11.51;
1-381;6.339;49.97;3.600;203.8;11.53;
1-382;6.355;49.97;3.600;203.8;11.55;
1-383;6.372;49.97;3.600;203.8;11.57;
1-384;6.389;49.97;3.600;203.9;11.58;
1-385;6.405;49.97;3.600;203.9;11.60;
1-386;6.422;49.97;3.600;203.9;11.62;
1-387;6.439;49.97;3.600;203.9;11.64;
1-388;6.455;49.97;3.500;204.0;11.66;
1-389;6.472;49.97;3.600;204.0;11.68;
1-390;6.489;49.97;3.500;204.0;11.70;
1-391;6.505;49.97;3.600;204.0;11.72;
1-392;6.522;49.97;3.500;204.0;11.73;
1-393;6.539;49.97;3.600;204.1;11.75;
1-394;6.555;49.97;3.500;204.1;11.77;
1-395;6.572;49.97;3.500;204.1;11.79;
1-396;6.589;49.97;3.500;204.1;11.81;
1-397;6.605;49.97;3.500;204.1;11.83;
1-398;6.622;49.97;3.600;204.2;11.84;
1-399;6.639;49.97;3.500;204.2;11.86;
1-400;6.655;49.97;3.500;204.2;11.88;
1-401;6.672;49.97;3.500;204.2;11.90;
1-402;6.689;49.97;3.500;204.2;11.92;
1-403;6.705;49.97;3.500;204.2;11.94;
1-404;6.722;49.97;3.500;204.3;11.96;
1-405;6.739;49.97;3.600;204.3;11.97;
1-406;6.755;49.97;3.500;204.3;11.99;
1-407;6.772;49.97;3.600;204.3;12.01;
1-408;6.789;49.97;3.500;204.3;12.03;
1-409;6.805;49.97;3.600;204.3;12.05;
1-410;6.822;49.97;3.500;204.4;12.07;
1-411;6.839;49.97;3.600;204.4;12.09;
1-412;6.855;49.97;3.500;204.4;12.10;
1-413;6.872;49.97;3.500;204.4;12.12;
1-414;6.889;49.97;3.500;204.5;12.14;
1-415;6.905;49.97;3.500;204.5;12.16;
1-416;6.922;49.97;3.600;204.5;12.18;
1-417;6.939;49.97;3.500;204.5;12.20;
1-418;6.955;49.97;3.500;204.5;12.21;
1-419;6.972;49.97;3.500;204.5;12.23;
1-420;6.989;49.97;3.500;204.6;12.25;
1-421;7.005;49.97;3.500;204.6;12.27;
1-422;7.022;49.97;3.500;204.6;12.29;
1-423;7.039;49.97;3.600;204.6;12.31;
1-424;7.055;49.97;3.500;204.6;12.32;
1-425;7.072;49.97;3.500;204.6;12.34;
1-426;7.089;49.97;3.400;204.7;12.36;
1-427;7.105;49.97;3.500;204.7;12.38;
1-428;7.122;49.97;3.500;204.7;12.40;
1-429;7.139;49.97;3.500;204.7;12.42;
1-430;7.155;49.97;3.500;204.7;12.43;
1-431;7.172;49.97;3.500;204.7;12.45;
1-432;7.189;49.97;3.500;204.8;12.47;
1-433;7.205;49.97;3.500;204.8;12.49;
1-434;7.222;49.97;3.500;204.8;12.51;
1-435;7.239;49.97;3.500;204.8;12.53;
1-436;7.255;49.97;3.500;204.8;12.54;
1-437;7.272;49.97;3.500;204.8;12.56;
1-438;7.289;49.97;3.500;204.8;12.58;
1-439;7.305;49.97;3.500;204.8;12.60;
1-440;7.322;49.97;3.500;204.9;12.62;
1-441;7.339;49.97;3.500;204.9;12.64;
1-442;7.355;49.97;3.500;204.9;12.65;
1-443;7.372;49.97;3.500;204.9;12.67;
1-444;7.389;49.97;3.500;204.9;12.69;
1-445;7.405;49.97;3.500;204.9;12.71;
1-446;7.422;49.97;3.500;205.0;12.73;
1-447;7.439;49.97;3.500;205.0;12.75;
1-448;7.455;49.97;3.500;205.0;12.76;
1-449;7.472;49.97;3.500;205.0;12.78;
1-450;7.489;49.97;3.500;205.0;12.80;
1-451;7.505;49.97;3.500;205.0;12.82;
1-452;7.522;49.97;3.500;205.0;12.84;
1-453;7.539;49.97;3.500;205.1;12.86;
1-454;7.555;49.97;3.500;205.1;12.87;
1-455;7.572;49.97;3.500;205.1;12.89;
1-456;7.589;49.97;3.500;205.1;12.91;
1-457;7.605;49.97;3.500;205.1;12.93;
1-458;7.622;49.97;3.500;205.1;12.95;
1-459;7.639;49.97;3.500;205.2;12.97;
1-460;7.655;49.97;3.500;205.2;12.98;
1-461;7.672;49.97;3.500;205.2;13.00;
1-462;7.689;49.97;3.500;205.2;13.02;
1-463;7.705;49.97;3.500;205.2;13.04;
1-464;7.722;49.97;3.500;205.2;13.06;
1-465;7.739;49.97;3.500;205.2;13.07;
1-466;7.755;49.97;3.500;205.2;13.09;
1-467;7.772;49.97;3.400;205.2;13.11;
1-468;7.789;49.97;3.500;205.3;13.13;
1-469;7.805;49.97;3.400;205.3;13.15;
1-470;7.822;49.97;3.500;205.3;13.17;
1-471;7.839;49.97;3.500;205.3;13.18;
1-472;7.855;49.97;3.500;205.3;13.20;
1-473;7.872;49.97;3.500;205.3;13.22;
1-474;7.889;49.97;3.500;205.3;13.24;
1-475;7.905;49.97;3.500;205.4;13.26;
1-476;7.922;49.97;3.500;205.4;13.28;
1-477;7.939;49.97;3.500;205.4;13.29;
1-478;7.955;49.97;3.500;205.4;13.31;
1-479;7.972;49.97;3.500;205.4;13.33;
1-480;7.989;49.97;3.500;205.4;13.35;
1-481;8.005;49.97;3.500;205.4;13.37;
1-482;8.022;49.97;3.500;205.4;13.39;
1-483;8.039;49.97;3.500;205.4;13.40;
1-484;8.055;49.97;3.500;205.5;13.42;
1-485;8.072;49.97;3.500;205.5;13.44;
1-486;8.089;49.97;3.500;205.5;13.46;
1-487;8.105;49.97;3.400;205.5;13.48;
1-488;8.122;49.97;3.500;205.5;13.49;
1-489;8.139;49.97;3.500;205.5;13.51;
1-490;8.155;49.97;3.500;205.5;13.53;
1-491;8.172;49.97;3.500;205.6;13.55;
1-492;8.189;49.97;3.500;205.6;13.57;
1-493;8.205;49.97;3.500;205.6;13.59;
1-494;8.222;49.97;3.500;205.6;13.60;
1-495;8.239;49.97;3.500;205.6;13.62;
1-496;8.255;49.97;3.500;205.6;13.64;
1-497;8.272;49.97;3.500;205.6;13.66;
1-498;8.289;49.97;3.500;205.6;13.68;
1-499;8.305;49.97;3.500;205.6;13.70;
1-500;8.322;49.97;3.500;205.6;13.71;
1-501;8.339;49.97;3.500;205.7;13.73;
1-502;8.355;49.97;3.500;205.7;13.75;
1-503;8.372;49.97;3.400;205.7;13.77;
1-504;8.389;49.97;3.500;205.7;13.79;
1-505;8.405;49.97;3.400;205.7;13.81;
1-506;8.422;49.97;3.500;205.7;13.82;
1-507;8.439;49.97;3.500;205.7;13.84;
1-508;8.455;49.97;3.500;205.7;13.86;
1-509;8.472;49.97;3.500;205.8;13.88;
1-510;8.489;49.97;3.500;205.8;13.90;
1-511;8.505;49.97;3.400;205.8;13.91;
1-512;8.522;49.97;3.400;205.8;13.93;
1-513;8.539;49.97;3.500;205.8;13.95;
1-514;8.555;49.97;3.500;205.8;13.97;
1-515;8.572;49.97;3.500;205.8;13.99;
1-516;8.589;49.97;3.400;205.8;14.01;
1-517;8.605;49.97;3.500;205.8;14.02;
1-518;8.622;49.97;3.400;205.8;14.04;
1-519;8.639;49.97;3.500;205.8;14.06;
1-520;8.655;49.97;3.500;205.8;14.08;
1-521;8.672;49.97;3.400;205.8;14.10;
1-522;8.689;49.97;3.500;205.8;14.11;
1-523;8.705;49.97;3.400;205.9;14.13;
1-524;8.722;49.97;3.500;205.9;14.15;
1-525;8.739;49.97;3.400;205.9;14.17;
1-526;8.755;49.97;3.500;205.9;14.19;
1-527;8.772;49.97;3.400;205.9;14.20;
1-528;8.789;49.97;3.500;205.9;14.22;
1-529;8.805;49.97;3.500;205.9;14.24;
1-530;8.822;49.97;3.400;206.0;14.26;
1-531;8.839;49.97;3.500;206.0;14.28;
1-532;8.855;49.97;3.500;206.0;14.29;
1-533;8.872;49.97;3.500;206.0;14.31;
1-534;8.889;49.97;3.500;206.0;14.33;
1-535;8.905;49.97;3.500;206.0;14.35;
1-536;8.922;49.97;3.500;206.0;14.37;
1-537;8.939;49.97;3.500;206.0;14.39;
1-538;8.955;49.97;3.500;206.0;14.40;
1-539;8.972;49.97;3.500;206.0;14.42;
1-540;8.989;49.97;3.500;206.0;14.44;
1-541;9.005;49.97;3.500;206.1;14.46;
1-542;9.022;49.97;3.500;206.0;14.48;
1-543;9.039;49.97;3.500;206.0;14.50;
1-544;9.055;49.97;3.500;206.1;14.51;
1-545;9.072;49.97;3.500;206.1;14.53;
1-546;9.089;49.97;3.400;206.1;14.55;
1-547;9.105;49.97;3.500;206.1;14.57;
1-548;9.122;49.97;3.400;206.1;14.59;
1-549;9.139;49.97;3.500;206.1;14.61;
1-550;9.155;49.97;3.400;206.1;14.62;
1-551;9.172;49.97;3.500;206.2;14.64;
