D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0005.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-1688;28.12;49.97;5.000;209.1;36.96;
1-1689;28.14;49.97;5.000;209.1;36.98;
1-1690;28.16;49.97;5.000;209.1;37.01;
1-1691;28.17;49.97;5.000;209.2;37.04;
1-1692;28.19;49.97;5.000;209.2;37.06;
1-1693;28.21;49.97;5.100;209.2;37.09;
1-1694;28.22;49.97;5.100;209.2;37.11;
1-1695;28.24;49.97;4.900;209.2;37.14;
1-1696;28.26;49.97;5.000;209.1;37.17;
1-1697;28.27;49.97;5.000;209.2;37.19;
1-1698;28.29;49.97;4.900;209.1;37.22;
1-1699;28.31;49.97;5.000;209.2;37.24;
1-1700;28.32;49.97;5.000;209.2;37.27;
1-1701;28.34;49.97;5.100;209.2;37.30;
1-1702;28.36;49.97;5.000;209.2;37.32;
1-1703;28.37;49.97;5.100;209.2;37.35;
1-1704;28.39;49.97;5.000;209.2;37.38;
1-1705;28.41;49.97;5.000;209.2;37.40;
1-1706;28.42;49.97;5.000;209.2;37.43;
1-1707;28.44;49.97;5.000;209.2;37.46;
1-1708;28.46;49.97;5.100;209.2;37.48;
1-1709;28.47;49.97;5.000;209.2;37.51;
1-1710;28.49;49.97;5.000;209.2;37.53;
1-1711;28.51;49.97;5.100;209.2;37.56;
1-1712;28.52;49.97;5.100;209.2;37.59;
1-1713;28.54;49.97;5.100;209.2;37.61;
1-1714;28.56;49.97;5.100;209.2;37.64;
1-1715;28.57;49.97;5.100;209.2;37.67;
1-1716;28.59;49.97;5.000;209.2;37.69;
1-1717;28.61;49.97;5.100;209.2;37.72;
1-1718;28.62;49.97;5.100;209.2;37.75;
1-1719;28.64;49.97;5.100;209.2;37.77;
1-1720;28.66;49.97;5.100;209.2;37.80;
1-1721;28.67;49.97;5.100;209.2;37.83;
1-1722;28.69;49.97;5.100;209.2;37.85;
1-1723;28.71;49.97;5.100;209.2;37.88;
1-1724;28.72;49.97;5.100;209.2;37.91;
1-1725;28.74;49.97;5.100;209.2;37.93;
1-1726;28.76;49.97;5.200;209.2;37.96;
1-1727;28.77;49.97;5.100;209.2;37.99;
1-1728;28.79;49.97;5.100;209.2;38.01;
1-1729;28.81;49.97;5.200;209.2;38.04;
1-1730;28.82;49.97;5.100;209.2;38.07;
1-1731;28.84;49.97;5.200;209.2;38.10;
1-1732;28.86;49.97;5.200;209.2;38.12;
1-1733;28.87;49.97;5.200;209.2;38.15;
1-1734;28.89;49.97;5.100;209.2;38.18;
1-1735;28.91;49.97;5.200;209.3;38.20;
1-1736;28.92;49.97;5.200;209.3;38.23;
1-1737;28.94;49.97;5.200;209.3;38.26;
1-1738;28.96;49.97;5.100;209.2;38.28;
1-1739;28.97;49.97;5.200;209.2;38.31;
1-1740;28.99;49.97;5.100;209.2;38.34;
1-1741;29.01;49.97;5.200;209.3;38.37;
1-1742;29.02;49.97;5.200;209.2;38.39;
1-1743;29.04;49.97;5.200;209.2;38.42;
1-1744;29.06;49.97;5.200;209.2;38.45;
1-1745;29.07;49.97;5.200;209.3;38.47;
1-1746;29.09;49.97;5.100;209.3;38.50;
1-1747;29.11;49.97;5.200;209.3;38.53;
1-1748;29.12;49.97;5.200;209.3;38.56;
1-1749;29.14;49.97;5.200;209.3;38.58;
1-1750;29.16;49.97;5.100;209.3;38.61;
1-1751;29.17;49.97;5.200;209.3;38.64;
1-1752;29.19;49.97;5.100;209.3;38.66;
1-1753;29.21;49.97;5.200;209.3;38.69;
1-1754;29.22;49.97;5.200;209.3;38.72;
1-1755;29.24;49.97;5.200;209.3;38.75;
1-1756;29.26;49.97;5.200;209.3;38.77;
1-1757;29.27;49.97;5.300;209.3;38.80;
1-1758;29.29;49.97;5.200;209.3;38.83;
1-1759;29.31;49.97;5.200;209.3;38.85;
1-1760;29.32;49.97;5.200;209.3;38.88;
1-1761;29.34;49.97;5.300;209.3;38.91;
1-1762;29.36;49.97;5.300;209.4;38.94;
1-1763;29.37;49.97;5.200;209.4;38.96;
1-1764;29.39;49.97;5.200;209.4;38.99;
1-1765;29.41;49.97;5.200;209.4;39.02;
1-1766;29.42;49.97;5.300;209.4;39.05;
1-1767;29.44;49.97;5.300;209.4;39.07;
1-1768;29.46;49.97;5.200;209.4;39.10;
1-1769;29.47;49.97;5.300;209.4;39.13;
1-1770;29.49;49.97;5.200;209.4;39.16;
1-1771;29.51;49.97;5.300;209.4;39.18;
1-1772;29.52;49.97;5.300;209.4;39.21;
1-1773;29.54;49.97;5.300;209.4;39.24;
1-1774;29.56;49.97;5.300;209.4;39.27;
1-1775;29.57;49.97;5.300;209.4;39.29;
1-1776;29.59;49.97;5.300;209.4;39.32;
1-1777;29.61;49.97;5.300;209.4;39.35;
1-1778;29.62;49.97;5.300;209.4;39.38;
1-1779;29.64;49.97;5.300;209.4;39.41;
1-1780;29.66;49.97;5.300;209.4;39.43;
1-1781;29.67;49.97;5.300;209.4;39.46;
1-1782;29.69;49.97;5.300;209.4;39.49;
1-1783;29.71;49.97;5.300;209.4;39.52;
1-1784;29.72;49.97;5.300;209.4;39.54;
1-1785;29.74;49.97;5.300;209.4;39.57;
1-1786;29.76;49.97;5.300;209.4;39.60;
1-1787;29.77;49.97;5.400;209.5;39.63;
1-1788;29.79;49.97;5.300;209.5;39.66;
1-1789;29.81;49.97;5.400;209.5;39.68;
1-1790;29.82;49.97;5.300;209.5;39.71;
1-1791;29.84;49.97;5.400;209.5;39.74;
1-1792;29.86;49.97;5.300;209.5;39.77;
1-1793;29.87;49.97;5.400;209.5;39.80;
1-1794;29.89;49.97;5.300;209.5;39.82;
1-1795;29.91;49.97;5.300;209.5;39.85;
1-1796;29.92;49.97;5.400;209.5;39.88;
1-1797;29.94;49.97;5.300;209.5;39.91;
1-1798;29.96;49.97;5.400;209.5;39.94;
1-1799;29.97;49.97;5.400;209.5;39.96;
1-1800;29.99;49.97;5.400;209.5;39.99;
1-1801;30.01;49.97;5.400;209.5;40.02;
1-1802;30.02;49.97;5.400;209.5;40.05;
1-1803;30.04;49.97;5.400;209.5;40.08;
1-1804;30.06;49.97;5.400;209.5;40.11;
1-1805;30.07;49.97;5.400;209.5;40.13;
1-1806;30.09;49.97;5.400;209.5;40.16;
1-1807;30.11;49.97;5.400;209.5;40.19;
1-1808;30.12;49.97;5.400;209.5;40.22;
1-1809;30.14;49.97;5.500;209.5;40.25;
1-1810;30.16;49.97;5.500;209.6;40.28;
1-1811;30.17;49.97;5.500;209.5;40.30;
1-1812;30.19;49.97;5.500;209.6;40.33;
1-1813;30.21;49.97;5.500;209.5;40.36;
1-1814;30.22;49.97;5.500;209.5;40.39;
1-1815;30.24;49.97;5.500;209.5;40.42;
1-1816;30.26;49.97;5.600;209.6;40.45;
1-1817;30.27;49.97;5.500;209.6;40.48;
1-1818;30.29;49.97;5.500;209.6;40.51;
1-1819;30.31;49.97;5.500;209.6;40.54;
1-1820;30.32;49.97;5.500;209.6;40.56;
1-1821;30.34;49.97;5.500;209.6;40.59;
1-1822;30.36;49.97;5.500;209.6;40.62;
1-1823;30.37;49.97;5.500;209.6;40.65;
1-1824;30.39;49.97;5.500;209.6;40.68;
1-1825;30.41;49.97;5.500;209.6;40.71;
1-1826;30.42;49.97;5.600;209.6;40.74;
1-1827;30.44;49.97;5.600;209.6;40.77;
1-1828;30.46;49.97;5.500;209.6;40.80;
1-1829;30.47;49.97;5.500;209.6;40.82;
1-1830;30.49;49.97;5.600;209.6;40.85;
1-1831;30.51;49.97;5.500;209.6;40.88;
1-1832;30.52;49.97;5.500;209.6;40.91;
1-1833;30.54;49.97;5.500;209.6;40.94;
1-1834;30.56;49.97;5.600;209.6;40.97;
1-1835;30.57;49.97;5.500;209.6;41.00;
1-1836;30.59;49.97;5.600;209.6;41.03;
1-1837;30.61;49.97;5.500;209.6;41.06;
1-1838;30.62;49.97;5.600;209.6;41.08;
1-1839;30.64;49.97;5.600;209.6;41.11;
1-1840;30.66;49.97;5.600;209.7;41.14;
1-1841;30.67;49.97;5.600;209.7;41.17;
1-1842;30.69;49.97;5.600;209.7;41.20;
1-1843;30.71;49.97;5.600;209.6;41.23;
1-1844;30.72;49.97;5.600;209.7;41.26;
1-1845;30.74;49.97;5.600;209.7;41.29;
1-1846;30.76;49.97;5.600;209.7;41.32;
1-1847;30.77;49.97;5.600;209.7;41.35;
1-1848;30.79;49.97;5.700;209.7;41.38;
1-1849;30.81;49.97;5.600;209.7;41.41;
1-1850;30.82;49.97;5.600;209.7;41.44;
1-1851;30.84;49.97;5.600;209.7;41.47;
1-1852;30.86;49.97;5.700;209.7;41.50;
1-1853;30.87;49.97;5.500;209.7;41.53;
1-1854;30.89;49.97;5.600;209.7;41.55;
1-1855;30.91;49.97;5.600;209.7;41.58;
1-1856;30.92;49.97;5.700;209.7;41.61;
1-1857;30.94;49.97;5.600;209.7;41.64;
1-1858;30.96;49.97;5.700;209.7;41.67;
1-1859;30.97;49.97;5.700;209.7;41.70;
1-1860;30.99;49.97;5.700;209.7;41.73;
1-1861;31.01;49.97;5.600;209.7;41.76;
1-1862;31.02;49.97;5.700;209.8;41.79;
1-1863;31.04;49.97;5.700;209.8;41.82;
1-1864;31.06;49.97;5.700;209.8;41.85;
1-1865;31.07;49.97;5.600;209.8;41.88;
1-1866;31.09;49.97;5.800;209.8;41.91;
1-1867;31.11;49.97;5.600;209.8;41.94;
1-1868;31.12;49.97;5.700;209.8;41.97;
1-1869;31.14;49.97;5.700;209.8;42.00;
1-1870;31.16;49.97;5.700;209.8;42.03;
1-1871;31.17;49.97;5.600;209.8;42.06;
1-1872;31.19;49.97;5.700;209.8;42.09;
1-1873;31.21;49.97;5.700;209.8;42.12;
1-1874;31.22;49.97;5.800;209.8;42.15;
1-1875;31.24;49.97;5.700;209.8;42.18;
1-1876;31.26;49.97;5.700;209.8;42.21;
1-1877;31.27;49.97;5.700;209.8;42.24;
1-1878;31.29;49.97;5.700;209.8;42.27;
1-1879;31.31;49.97;5.700;209.8;42.30;
1-1880;31.32;49.97;5.700;209.8;42.33;
1-1881;31.34;49.97;5.800;209.8;42.36;
1-1882;31.36;49.97;5.700;209.8;42.39;
1-1883;31.37;49.97;5.700;209.8;42.42;
1-1884;31.39;49.97;5.900;209.8;42.45;
1-1885;31.41;49.97;5.700;209.8;42.48;
1-1886;31.42;49.97;5.700;209.8;42.51;
1-1887;31.44;49.97;5.800;209.8;42.54;
1-1888;31.46;49.97;5.900;209.8;42.57;
1-1889;31.47;49.97;5.700;209.8;42.60;
1-1890;31.49;49.97;5.800;209.8;42.63;
1-1891;31.51;49.97;5.800;209.8;42.66;
1-1892;31.52;49.97;5.800;209.8;42.69;
1-1893;31.54;49.97;5.800;209.8;42.72;
1-1894;31.56;49.97;5.800;209.9;42.75;
1-1895;31.57;49.97;5.800;209.9;42.78;
1-1896;31.59;49.97;5.800;209.9;42.81;
1-1897;31.61;49.97;5.800;209.9;42.84;
1-1898;31.62;49.97;5.800;209.9;42.87;
1-1899;31.64;49.97;5.900;209.9;42.90;
1-1900;31.66;49.97;5.800;209.9;42.93;
1-1901;31.67;49.97;5.800;209.9;42.96;
1-1902;31.69;49.97;5.900;209.9;42.99;
1-1903;31.71;49.97;5.800;209.9;43.02;
1-1904;31.72;49.97;5.800;209.9;43.06;
1-1905;31.74;49.97;5.800;209.9;43.09;
1-1906;31.76;49.97;5.900;209.9;43.12;
1-1907;31.77;49.97;5.800;209.9;43.15;
1-1908;31.79;49.97;5.800;209.9;43.18;
1-1909;31.81;49.97;5.900;210.0;43.21;
1-1910;31.82;49.97;5.900;210.0;43.24;
1-1911;31.84;49.97;5.900;210.0;43.27;
1-1912;31.86;49.97;5.900;210.0;43.30;
1-1913;31.87;49.97;5.900;210.0;43.33;
1-1914;31.89;49.97;5.900;210.0;43.36;
1-1915;31.91;49.97;5.900;210.0;43.39;
1-1916;31.92;49.97;5.800;210.0;43.42;
1-1917;31.94;49.97;5.900;210.0;43.45;
1-1918;31.96;49.97;5.900;210.0;43.49;
1-1919;31.97;49.97;5.800;210.0;43.52;
1-1920;31.99;49.97;5.900;210.0;43.55;
1-1921;32.01;49.97;5.900;210.0;43.58;
1-1922;32.02;49.97;5.900;210.0;43.61;
1-1923;32.04;49.97;5.900;210.0;43.64;
1-1924;32.06;49.97;6.000;210.0;43.67;
1-1925;32.07;49.97;5.900;210.1;43.70;
1-1926;32.09;49.97;5.900;210.0;43.73;
1-1927;32.11;49.97;6.000;210.1;43.76;
1-1928;32.12;49.97;5.900;210.1;43.79;
1-1929;32.14;49.97;6.000;210.1;43.83;
1-1930;32.16;49.97;5.900;210.1;43.86;
1-1931;32.17;49.97;6.000;210.1;43.89;
1-1932;32.19;49.97;5.900;210.1;43.92;
1-1933;32.21;49.97;6.000;210.1;43.95;
1-1934;32.22;49.97;5.900;210.1;43.98;
1-1935;32.24;49.97;6.000;210.1;44.01;
1-1936;32.26;49.97;6.000;210.1;44.04;
1-1937;32.27;49.97;6.000;210.1;44.08;
1-1938;32.29;49.97;6.000;210.1;44.11;
1-1939;32.31;49.97;6.000;210.1;44.14;
1-1940;32.32;49.97;6.000;210.1;44.17;
1-1941;32.34;49.97;6.000;210.1;44.20;
1-1942;32.36;49.97;6.100;210.1;44.23;
1-1943;32.37;49.97;6.000;210.1;44.26;
1-1944;32.39;49.97;6.000;210.1;44.30;
1-1945;32.41;49.97;6.100;210.1;44.33;
1-1946;32.42;49.97;6.000;210.1;44.36;
1-1947;32.44;49.97;6.000;210.2;44.39;
1-1948;32.46;49.97;6.000;210.2;44.42;
1-1949;32.47;49.97;6.100;210.2;44.45;
1-1950;32.49;49.97;6.000;210.2;44.49;
1-1951;32.51;49.97;6.100;210.2;44.52;
1-1952;32.52;49.97;6.000;210.2;44.55;
1-1953;32.54;49.97;6.100;210.2;44.58;
1-1954;32.56;49.97;6.100;210.2;44.61;
1-1955;32.57;49.97;6.100;210.2;44.64;
1-1956;32.59;49.97;6.100;210.2;44.68;
1-1957;32.61;49.97;6.100;210.2;44.71;
1-1958;32.62;49.97;6.100;210.2;44.74;
1-1959;32.64;49.97;6.100;210.2;44.77;
1-1960;32.66;49.97;6.200;210.2;44.80;
1-1961;32.67;49.97;6.200;210.2;44.84;
1-1962;32.69;49.97;6.000;210.2;44.87;
1-1963;32.71;49.97;6.200;210.2;44.90;
1-1964;32.72;49.97;6.100;210.2;44.93;
1-1965;32.74;49.97;6.200;210.2;44.96;
1-1966;32.76;49.97;6.100;210.2;45.00;
1-1967;32.77;49.97;6.200;210.2;45.03;
1-1968;32.79;49.97;6.000;210.2;45.06;
1-1969;32.81;49.97;6.200;210.3;45.09;
1-1970;32.82;49.97;6.200;210.3;45.13;
1-1971;32.84;49.97;6.200;210.3;45.16;
1-1972;32.86;49.97;6.200;210.3;45.19;
1-1973;32.87;49.97;6.200;210.3;45.22;
1-1974;32.89;49.97;6.200;210.3;45.26;
1-1975;32.91;49.97;6.200;210.3;45.29;
1-1976;32.92;49.97;6.200;210.3;45.32;
1-1977;32.94;49.97;6.200;210.3;45.35;
1-1978;32.96;49.97;6.300;210.3;45.39;
1-1979;32.97;49.97;6.300;210.3;45.42;
1-1980;32.99;49.97;6.200;210.3;45.45;
1-1981;33.01;49.97;6.300;210.3;45.48;
1-1982;33.02;49.97;6.200;210.3;45.52;
1-1983;33.04;49.97;6.300;210.3;45.55;
1-1984;33.06;49.97;6.200;210.4;45.58;
1-1985;33.07;49.97;6.400;210.4;45.61;
1-1986;33.09;49.97;6.200;210.4;45.65;
1-1987;33.11;49.97;6.300;210.4;45.68;
1-1988;33.12;49.97;6.300;210.4;45.71;
1-1989;33.14;49.97;6.300;210.4;45.75;
1-1990;33.16;49.97;6.400;210.4;45.78;
1-1991;33.17;49.97;6.300;210.4;45.81;
1-1992;33.19;49.97;6.400;210.4;45.85;
1-1993;33.21;49.97;6.400;210.4;45.88;
1-1994;33.22;49.97;6.300;210.4;45.91;
1-1995;33.24;49.97;6.300;210.4;45.95;
1-1996;33.26;49.97;6.400;210.4;45.98;
1-1997;33.27;49.97;6.400;210.4;46.01;
1-1998;33.29;49.97;6.200;210.4;46.05;
1-1999;33.31;49.97;6.500;210.4;46.08;
1-2000;33.32;49.97;6.300;210.4;46.11;
1-2001;33.34;49.97;6.400;210.4;46.15;
1-2002;33.36;49.97;6.300;210.5;46.18;
1-2003;33.37;49.97;6.400;210.5;46.21;
1-2004;33.39;49.97;6.300;210.5;46.24;
1-2005;33.41;49.97;6.400;210.5;46.28;
1-2006;33.42;49.97;6.400;210.5;46.31;
1-2007;33.44;49.97;6.400;210.5;46.35;
1-2008;33.46;49.97;6.500;210.5;46.38;
1-2009;33.47;49.97;6.500;210.5;46.41;
1-2010;33.49;49.97;6.500;210.5;46.45;
1-2011;33.51;49.97;6.400;210.5;46.48;
1-2012;33.52;49.97;6.400;210.5;46.51;
1-2013;33.54;49.97;6.400;210.5;46.55;
1-2014;33.56;49.97;6.500;210.5;46.58;
1-2015;33.57;49.97;6.500;210.5;46.62;
1-2016;33.59;49.97;6.300;210.5;46.65;
1-2017;33.61;49.97;6.500;210.5;46.68;
1-2018;33.62;49.97;6.400;210.5;46.72;
1-2019;33.64;49.97;6.500;210.5;46.75;
1-2020;33.66;49.97;6.400;210.5;46.78;
1-2021;33.67;49.97;6.600;210.6;46.82;
1-2022;33.69;49.97;6.500;210.6;46.85;
1-2023;33.71;49.97;6.400;210.6;46.89;
1-2024;33.72;49.97;6.500;210.6;46.92;
1-2025;33.74;49.97;6.500;210.6;46.95;
1-2026;33.76;49.97;6.600;210.6;46.99;
1-2027;33.77;49.97;6.500;210.6;47.02;
1-2028;33.79;49.97;6.600;210.6;47.06;
1-2029;33.81;49.97;6.600;210.6;47.09;
1-2030;33.82;49.97;6.600;210.6;47.13;
1-2031;33.84;49.97;6.500;210.6;47.16;
1-2032;33.86;49.97;6.600;210.6;47.19;
1-2033;33.87;49.97;6.600;210.6;47.23;
1-2034;33.89;49.97;6.500;210.6;47.26;
1-2035;33.91;49.97;6.700;210.7;47.30;
1-2036;33.92;49.97;6.600;210.7;47.33;
1-2037;33.94;49.97;6.600;210.7;47.37;
1-2038;33.96;49.97;6.600;210.7;47.40;
1-2039;33.97;49.97;6.700;210.7;47.44;
1-2040;33.99;49.97;6.600;210.7;47.47;
1-2041;34.01;49.97;6.600;210.7;47.51;
1-2042;34.02;49.97;6.700;210.7;47.54;
1-2043;34.04;49.97;6.700;210.7;47.58;
1-2044;34.06;49.97;6.700;210.7;47.61;
1-2045;34.07;49.97;6.700;210.7;47.65;
1-2046;34.09;49.97;6.800;210.7;47.68;
1-2047;34.11;49.97;6.700;210.7;47.72;
1-2048;34.12;49.97;6.700;210.7;47.75;
1-2049;34.14;49.97;6.700;210.8;47.79;
1-2050;34.16;49.97;6.800;210.8;47.82;
1-2051;34.17;49.97;6.800;210.8;47.86;
1-2052;34.19;49.97;6.700;210.8;47.89;
1-2053;34.21;49.97;6.800;210.8;47.93;
1-2054;34.22;49.97;6.700;210.8;47.96;
1-2055;34.24;49.97;6.700;210.8;48.00;
1-2056;34.26;49.97;6.700;210.8;48.03;
1-2057;34.27;49.97;6.800;210.8;48.07;
1-2058;34.29;49.97;6.800;210.8;48.10;
1-2059;34.31;49.97;6.700;210.8;48.14;
1-2060;34.32;49.97;6.900;210.8;48.17;
1-2061;34.34;49.97;6.800;210.8;48.21;
1-2062;34.36;49.97;6.900;210.8;48.25;
1-2063;34.37;49.97;6.700;210.8;48.28;
1-2064;34.39;49.97;6.900;210.8;48.32;
1-2065;34.41;49.97;6.700;210.8;48.35;
1-2066;34.42;49.97;6.800;210.8;48.39;
1-2067;34.44;49.97;6.800;210.8;48.42;
1-2068;34.46;49.97;6.900;210.9;48.46;
1-2069;34.47;49.97;6.800;210.8;48.50;
1-2070;34.49;49.97;6.800;210.9;48.53;
1-2071;34.51;49.97;6.900;210.9;48.57;
1-2072;34.52;49.97;6.900;210.9;48.60;
1-2073;34.54;49.97;6.800;210.9;48.64;
1-2074;34.56;49.97;6.900;210.9;48.68;
1-2075;34.57;49.97;7.000;210.9;48.71;
1-2076;34.59;49.97;7.000;210.9;48.75;
1-2077;34.61;49.97;6.800;210.9;48.78;
1-2078;34.62;49.97;7.000;210.9;48.82;
1-2079;34.64;49.97;6.800;210.9;48.86;
1-2080;34.66;49.97;7.000;211.0;48.89;
1-2081;34.67;49.97;6.900;211.0;48.93;
1-2082;34.69;49.97;7.100;211.0;48.97;
1-2083;34.71;49.97;6.900;211.0;49.00;
1-2084;34.72;49.97;7.000;211.0;49.04;
1-2085;34.74;49.97;7.000;211.0;49.08;
1-2086;34.76;49.97;7.000;211.0;49.11;
1-2087;34.77;49.97;7.100;211.0;49.15;
1-2088;34.79;49.97;7.000;211.0;49.19;
1-2089;34.81;49.97;7.000;211.0;49.22;
1-2090;34.82;49.97;7.000;211.0;49.26;
1-2091;34.84;49.97;6.900;211.0;49.30;
1-2092;34.86;49.97;7.000;211.0;49.33;
1-2093;34.87;49.97;7.100;211.0;49.37;
1-2094;34.89;49.97;7.100;211.0;49.41;
1-2095;34.91;49.97;6.900;211.1;49.44;
1-2096;34.92;49.97;7.100;211.1;49.48;
1-2097;34.94;49.97;7.000;211.1;49.52;
1-2098;34.96;49.97;7.200;211.1;49.55;
1-2099;34.97;49.97;7.000;211.1;49.59;
1-2100;34.99;49.97;7.300;211.1;49.63;
1-2101;35.01;49.97;7.100;211.1;49.67;
1-2102;35.02;49.97;7.100;211.1;49.70;
1-2103;35.04;49.97;7.100;211.1;49.74;
1-2104;35.06;49.97;7.100;211.1;49.78;
1-2105;35.07;49.97;7.200;211.1;49.81;
1-2106;35.09;49.97;7.100;211.1;49.85;
1-2107;35.11;49.97;7.200;211.1;49.89;
1-2108;35.12;49.97;7.200;211.1;49.93;
1-2109;35.14;49.97;7.100;211.2;49.96;
1-2110;35.16;49.97;7.200;211.2;50.00;
1-2111;35.17;49.97;7.200;211.2;50.04;
1-2112;35.19;49.97;7.300;211.2;50.08;
1-2113;35.21;49.97;7.100;211.2;50.11;
1-2114;35.22;49.97;7.300;211.2;50.15;
1-2115;35.24;49.97;7.100;211.2;50.19;
1-2116;35.26;49.97;7.200;211.2;50.23;
1-2117;35.27;49.97;7.200;211.2;50.27;
1-2118;35.29;49.97;7.300;211.2;50.30;
1-2119;35.31;49.97;7.200;211.2;50.34;
1-2120;35.32;49.97;7.200;211.2;50.38;
1-2121;35.34;49.97;7.200;211.2;50.42;
1-2122;35.36;49.97;7.200;211.2;50.45;
1-2123;35.37;49.97;7.300;211.2;50.49;
1-2124;35.39;49.97;7.200;211.2;50.53;
1-2125;35.41;49.97;7.300;211.2;50.57;
1-2126;35.42;49.97;7.300;211.3;50.61;
1-2127;35.44;49.97;7.300;211.3;50.64;
1-2128;35.46;49.97;7.300;211.3;50.68;
1-2129;35.47;49.97;7.400;211.3;50.72;
1-2130;35.49;49.97;7.400;211.3;50.76;
1-2131;35.51;49.97;7.200;211.3;50.80;
1-2132;35.52;49.97;7.400;211.3;50.84;
1-2133;35.54;49.97;7.200;211.3;50.87;
1-2134;35.56;49.97;7.400;211.3;50.91;
1-2135;35.57;49.97;7.300;211.4;50.95;
1-2136;35.59;49.97;7.400;211.4;50.99;
1-2137;35.61;49.97;7.300;211.4;51.03;
1-2138;35.62;49.97;7.400;211.4;51.07;
1-2139;35.64;49.97;7.400;211.4;51.11;
1-2140;35.66;49.97;7.300;211.4;51.14;
1-2141;35.67;49.97;7.500;211.4;51.18;
1-2142;35.69;49.97;7.300;211.4;51.22;
1-2143;35.71;49.97;7.500;211.4;51.26;
1-2144;35.72;49.97;7.400;211.4;51.30;
1-2145;35.74;49.97;7.500;211.4;51.34;
1-2146;35.76;49.97;7.400;211.4;51.38;
1-2147;35.77;49.97;7.500;211.4;51.42;
1-2148;35.79;49.97;7.500;211.4;51.46;
1-2149;35.81;49.97;7.400;211.5;51.49;
1-2150;35.82;49.97;7.600;211.5;51.53;
1-2151;35.84;49.97;7.400;211.5;51.57;
1-2152;35.86;49.97;7.400;211.5;51.61;
1-2153;35.87;49.97;7.400;211.5;51.65;
1-2154;35.89;49.97;7.500;211.5;51.69;
1-2155;35.91;49.97;7.400;211.5;51.73;
1-2156;35.92;49.97;7.400;211.5;51.77;
1-2157;35.94;49.97;7.500;211.5;51.81;
1-2158;35.96;49.97;7.400;211.5;51.84;
1-2159;35.97;49.97;7.600;211.5;51.88;
1-2160;35.99;49.97;7.400;211.5;51.92;
1-2161;36.01;49.97;7.600;211.5;51.96;
1-2162;36.02;49.97;7.400;211.6;52.00;
1-2163;36.04;49.97;7.500;211.6;52.04;
1-2164;36.06;49.97;7.400;211.6;52.08;
1-2165;36.07;49.97;7.600;211.6;52.12;
1-2166;36.09;49.97;7.600;211.6;52.16;
1-2167;36.11;49.97;7.500;211.6;52.20;
1-2168;36.12;49.97;7.500;211.6;52.24;
1-2169;36.14;49.97;7.500;211.6;52.28;
1-2170;36.16;49.97;7.500;211.6;52.32;
1-2171;36.17;49.97;7.600;211.6;52.36;
1-2172;36.19;49.97;7.600;211.6;52.40;
1-2173;36.21;49.97;7.600;211.6;52.44;
1-2174;36.22;49.97;7.500;211.6;52.47;
1-2175;36.24;49.97;7.700;211.7;52.51;
1-2176;36.26;49.97;7.600;211.7;52.55;
1-2177;36.27;49.97;7.800;211.7;52.59;
1-2178;36.29;49.97;7.700;211.7;52.64;
1-2179;36.31;49.97;7.900;211.7;52.68;
1-2180;36.32;49.97;7.600;211.7;52.72;
1-2181;36.34;49.97;7.700;211.7;52.76;
1-2182;36.36;49.97;7.600;211.7;52.80;
1-2183;36.37;49.97;7.700;211.7;52.84;
1-2184;36.39;49.97;7.700;211.7;52.88;
1-2185;36.41;49.97;7.600;211.7;52.92;
1-2186;36.42;49.97;7.700;211.7;52.96;
1-2187;36.44;49.97;7.600;211.7;53.00;
1-2188;36.46;49.97;7.600;211.8;53.04;
1-2189;36.47;49.97;7.700;211.8;53.08;
1-2190;36.49;49.97;7.700;211.8;53.12;
1-2191;36.51;49.97;7.700;211.8;53.16;
1-2192;36.52;49.97;7.600;211.8;53.20;
1-2193;36.54;49.97;7.800;211.8;53.24;
1-2194;36.56;49.97;7.600;211.8;53.28;
1-2195;36.57;49.97;7.700;211.8;53.32;
1-2196;36.59;49.97;7.600;211.8;53.36;
1-2197;36.61;49.97;7.800;211.8;53.40;
1-2198;36.62;49.97;7.600;211.8;53.44;
1-2199;36.64;49.97;7.800;211.8;53.48;
1-2200;36.66;49.97;7.700;211.9;53.52;
1-2201;36.67;49.97;7.800;211.9;53.56;
1-2202;36.69;49.97;7.900;211.9;53.60;
1-2203;36.71;49.97;7.800;211.9;53.64;
1-2204;36.72;49.97;7.800;211.9;53.68;
1-2205;36.74;49.97;7.800;211.9;53.72;
1-2206;36.76;49.97;7.800;211.9;53.76;
1-2207;36.77;49.97;7.800;211.9;53.81;
1-2208;36.79;49.97;7.800;211.9;53.85;
1-2209;36.81;49.97;7.800;211.9;53.89;
1-2210;36.82;49.97;7.600;211.9;53.93;
1-2211;36.84;49.97;7.900;211.9;53.97;
1-2212;36.86;49.97;7.600;211.9;54.01;
1-2213;36.87;49.97;7.800;211.9;54.05;
1-2214;36.89;49.97;7.700;211.9;54.09;
1-2215;36.91;49.97;7.900;212.0;54.13;
1-2216;36.92;49.97;7.700;212.0;54.17;
1-2217;36.94;49.97;7.800;212.0;54.21;
1-2218;36.96;49.97;7.700;212.0;54.25;
1-2219;36.97;49.97;7.800;212.0;54.29;
1-2220;36.99;49.97;7.900;212.0;54.33;
1-2221;37.01;49.97;7.800;212.0;54.38;
