D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0003.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-122;2.029;49.97;5.200;190.8;5.546;
1-123;2.046;49.97;5.100;190.9;5.573;
1-124;2.063;49.97;5.200;191.0;5.599;
1-125;2.079;49.97;5.100;191.1;5.626;
1-126;2.096;49.97;5.100;191.2;5.653;
1-127;2.113;49.97;5.000;191.3;5.680;
1-128;2.129;49.97;5.100;191.3;5.706;
1-129;2.146;49.97;5.100;191.4;5.733;
1-130;2.163;49.97;5.000;191.6;5.759;
1-131;2.179;49.97;5.100;191.6;5.786;
1-132;2.196;49.97;5.000;191.7;5.812;
1-133;2.213;49.97;5.000;191.8;5.838;
1-134;2.229;49.97;5.000;191.9;5.864;
1-135;2.246;49.97;5.000;192.0;5.890;
1-136;2.263;49.97;4.900;192.1;5.916;
1-137;2.279;49.97;4.900;192.2;5.942;
1-138;2.296;49.97;4.900;192.3;5.968;
1-139;2.313;49.97;4.800;192.4;5.993;
1-140;2.329;49.97;4.900;192.5;6.018;
1-141;2.346;49.97;4.900;192.6;6.044;
1-142;2.363;49.97;4.900;192.7;6.070;
1-143;2.379;49.97;4.800;192.7;6.095;
1-144;2.396;49.97;4.800;192.8;6.120;
1-145;2.413;49.97;4.800;192.9;6.145;
1-146;2.429;49.97;4.800;193.0;6.170;
1-147;2.446;49.97;4.800;193.1;6.196;
1-148;2.463;49.97;4.800;193.2;6.221;
1-149;2.479;49.97;4.800;193.2;6.246;
1-150;2.496;49.97;4.700;193.4;6.271;
1-151;2.513;49.97;4.700;193.4;6.295;
1-152;2.529;49.97;4.700;193.5;6.320;
1-153;2.546;49.97;4.800;193.6;6.345;
1-154;2.563;49.97;4.700;193.7;6.370;
1-155;2.579;49.97;4.700;193.7;6.394;
1-156;2.596;49.97;4.700;193.8;6.419;
1-157;2.613;49.97;4.600;193.9;6.443;
1-158;2.629;49.97;4.700;194.0;6.467;
1-159;2.646;49.97;4.600;194.0;6.492;
1-160;2.663;49.97;4.700;194.2;6.516;
1-161;2.679;49.97;4.500;194.2;6.540;
1-162;2.696;49.97;4.600;194.3;6.564;
1-163;2.713;49.97;4.500;194.4;6.588;
1-164;2.729;49.97;4.600;194.5;6.612;
1-165;2.746;49.97;4.600;194.6;6.636;
1-166;2.763;49.97;4.600;194.6;6.660;
1-167;2.779;49.97;4.500;194.7;6.684;
1-168;2.796;49.97;4.500;194.8;6.707;
1-169;2.813;49.97;4.500;194.8;6.731;
1-170;2.829;49.97;4.500;194.9;6.754;
1-171;2.846;49.97;4.500;195.0;6.778;
1-172;2.863;49.97;4.500;195.1;6.801;
1-173;2.879;49.97;4.500;195.1;6.825;
1-174;2.896;49.97;4.500;195.2;6.848;
1-175;2.913;49.97;4.400;195.3;6.872;
1-176;2.929;49.97;4.400;195.3;6.895;
1-177;2.946;49.97;4.400;195.4;6.918;
1-178;2.963;49.97;4.500;195.5;6.941;
1-179;2.979;49.97;4.400;195.5;6.964;
1-180;2.996;49.97;4.500;195.6;6.988;
1-181;3.013;49.97;4.400;195.7;7.011;
1-182;3.029;49.97;4.400;195.8;7.034;
1-183;3.046;49.97;4.400;195.8;7.057;
1-184;3.063;49.97;4.400;195.9;7.080;
1-185;3.079;49.97;4.400;196.0;7.103;
1-186;3.096;49.97;4.300;196.0;7.126;
1-187;3.113;49.97;4.300;196.1;7.148;
1-188;3.129;49.97;4.300;196.2;7.171;
1-189;3.146;49.97;4.400;196.2;7.194;
1-190;3.163;49.97;4.300;196.3;7.216;
1-191;3.179;49.97;4.300;196.4;7.239;
1-192;3.196;49.97;4.300;196.4;7.261;
1-193;3.213;49.97;4.200;196.5;7.284;
1-194;3.229;49.97;4.200;196.6;7.306;
1-195;3.246;49.97;4.200;196.6;7.328;
1-196;3.263;49.97;4.300;196.7;7.350;
1-197;3.279;49.97;4.200;196.7;7.372;
1-198;3.296;49.97;4.200;196.8;7.394;
1-199;3.313;49.97;4.200;196.9;7.416;
1-200;3.329;49.97;4.200;197.0;7.438;
1-201;3.346;49.97;4.200;197.0;7.460;
1-202;3.363;49.97;4.200;197.0;7.482;
1-203;3.379;49.97;4.200;197.2;7.504;
1-204;3.396;49.97;4.200;197.2;7.526;
1-205;3.413;49.97;4.200;197.3;7.548;
1-206;3.429;49.97;4.100;197.4;7.570;
1-207;3.446;49.97;4.200;197.4;7.591;
1-208;3.463;49.97;4.100;197.5;7.613;
1-209;3.479;49.97;4.100;197.5;7.634;
1-210;3.496;49.97;4.200;197.6;7.656;
1-211;3.513;49.97;4.100;197.6;7.678;
1-212;3.529;49.97;4.100;197.7;7.699;
1-213;3.546;49.97;4.100;197.7;7.721;
1-214;3.563;49.97;4.200;197.8;7.743;
1-215;3.579;49.97;4.100;197.9;7.764;
1-216;3.596;49.97;4.100;197.9;7.786;
1-217;3.613;49.97;4.100;198.0;7.807;
1-218;3.629;49.97;4.100;198.0;7.829;
1-219;3.646;49.97;4.100;198.1;7.850;
1-220;3.663;49.97;4.100;198.2;7.872;
1-221;3.679;49.97;4.100;198.2;7.893;
1-222;3.696;49.97;4.000;198.3;7.914;
1-223;3.713;49.97;4.000;198.3;7.935;
1-224;3.729;49.97;4.000;198.4;7.956;
1-225;3.746;49.97;4.100;198.4;7.977;
1-226;3.763;49.97;4.000;198.5;7.998;
1-227;3.779;49.97;4.000;198.5;8.019;
1-228;3.796;49.97;4.000;198.6;8.040;
1-229;3.813;49.97;4.000;198.6;8.061;
1-230;3.829;49.97;4.000;198.7;8.082;
1-231;3.846;49.97;4.000;198.7;8.103;
1-232;3.863;49.97;4.100;198.8;8.124;
1-233;3.879;49.97;4.000;198.8;8.145;
1-234;3.896;49.97;4.000;198.9;8.166;
1-235;3.913;49.97;4.000;198.9;8.187;
1-236;3.929;49.97;4.000;199.0;8.208;
1-237;3.946;49.97;4.000;199.0;8.229;
1-238;3.963;49.97;4.000;199.1;8.250;
1-239;3.979;49.97;4.000;199.2;8.271;
1-240;3.996;49.97;3.900;199.2;8.292;
1-241;4.013;49.97;4.000;199.2;8.312;
1-242;4.029;49.97;3.900;199.3;8.333;
1-243;4.046;49.97;4.000;199.3;8.354;
1-244;4.063;49.97;3.900;199.4;8.374;
1-245;4.079;49.97;3.900;199.5;8.395;
1-246;4.096;49.97;3.900;199.5;8.415;
1-247;4.113;49.97;3.900;199.5;8.436;
1-248;4.129;49.97;3.900;199.6;8.456;
1-249;4.146;49.97;3.900;199.6;8.476;
1-250;4.163;49.97;3.900;199.7;8.497;
1-251;4.179;49.97;3.900;199.7;8.517;
1-252;4.196;49.97;3.900;199.7;8.538;
1-253;4.213;49.97;3.900;199.8;8.558;
1-254;4.229;49.97;3.800;199.8;8.578;
1-255;4.246;49.97;3.900;199.9;8.598;
1-256;4.263;49.97;3.800;199.9;8.619;
1-257;4.279;49.97;3.900;200.0;8.639;
1-258;4.296;49.97;3.800;200.0;8.659;
1-259;4.313;49.97;3.800;200.0;8.679;
1-260;4.329;49.97;3.800;200.1;8.699;
1-261;4.346;49.97;3.900;200.1;8.719;
1-262;4.363;49.97;3.800;200.2;8.739;
1-263;4.379;49.97;3.800;200.2;8.759;
1-264;4.396;49.97;3.800;200.2;8.779;
1-265;4.413;49.97;3.800;200.3;8.799;
1-266;4.429;49.97;3.800;200.3;8.818;
1-267;4.446;49.97;3.800;200.4;8.838;
1-268;4.463;49.97;3.800;200.4;8.858;
1-269;4.479;49.97;3.800;200.5;8.878;
1-270;4.496;49.97;3.800;200.5;8.898;
1-271;4.513;49.97;3.800;200.5;8.918;
1-272;4.529;49.97;3.700;200.6;8.938;
1-273;4.546;49.97;3.800;200.6;8.957;
1-274;4.563;49.97;3.700;200.6;8.977;
1-275;4.579;49.97;3.800;200.7;8.996;
1-276;4.596;49.97;3.700;200.7;9.016;
1-277;4.613;49.97;3.800;200.8;9.036;
1-278;4.629;49.97;3.700;200.8;9.055;
1-279;4.646;49.97;3.800;200.8;9.075;
1-280;4.663;49.97;3.700;200.9;9.095;
1-281;4.679;49.97;3.700;200.9;9.114;
1-282;4.696;49.97;3.700;200.9;9.133;
1-283;4.713;49.97;3.700;201.0;9.153;
1-284;4.729;49.97;3.700;201.0;9.172;
1-285;4.746;49.97;3.700;201.0;9.191;
1-286;4.763;49.97;3.800;201.1;9.211;
1-287;4.779;49.97;3.700;201.1;9.231;
1-288;4.796;49.97;3.700;201.2;9.250;
1-289;4.813;49.97;3.800;201.2;9.270;
1-290;4.829;49.97;3.700;201.2;9.289;
1-291;4.846;49.97;3.700;201.3;9.309;
1-292;4.863;49.97;3.700;201.3;9.328;
1-293;4.879;49.97;3.800;201.3;9.348;
1-294;4.896;49.97;3.700;201.4;9.367;
1-295;4.913;49.97;3.700;201.4;9.387;
1-296;4.929;49.97;3.700;201.4;9.406;
1-297;4.946;49.97;3.800;201.4;9.426;
1-298;4.963;49.97;3.700;201.5;9.445;
1-299;4.979;49.97;3.700;201.5;9.465;
1-300;4.996;49.97;3.700;201.6;9.484;
1-301;5.013;49.97;3.700;201.6;9.503;
1-302;5.029;49.97;3.700;201.6;9.523;
1-303;5.046;49.97;3.700;201.6;9.542;
1-304;5.063;49.97;3.800;201.7;9.562;
1-305;5.079;49.97;3.700;201.7;9.581;
1-306;5.096;49.97;3.700;201.8;9.601;
1-307;5.113;49.97;3.700;201.8;9.620;
1-308;5.129;49.97;3.600;201.8;9.639;
1-309;5.146;49.97;3.700;201.9;9.658;
1-310;5.163;49.97;3.700;201.9;9.678;
1-311;5.179;49.97;3.700;201.9;9.697;
1-312;5.196;49.97;3.600;202.0;9.716;
1-313;5.213;49.97;3.700;202.0;9.735;
1-314;5.229;49.97;3.600;202.0;9.754;
1-315;5.246;49.97;3.700;202.0;9.773;
1-316;5.263;49.97;3.700;202.1;9.793;
1-317;5.279;49.97;3.700;202.1;9.812;
1-318;5.296;49.97;3.600;202.1;9.831;
1-319;5.313;49.97;3.600;202.2;9.850;
1-320;5.329;49.97;3.600;202.2;9.869;
1-321;5.346;49.97;3.600;202.2;9.888;
1-322;5.363;49.97;3.600;202.2;9.906;
1-323;5.379;49.97;3.600;202.3;9.925;
1-324;5.396;49.97;3.600;202.3;9.944;
1-325;5.413;49.97;3.600;202.3;9.963;
1-326;5.429;49.97;3.500;202.4;9.982;
1-327;5.446;49.97;3.600;202.4;10.00;
1-328;5.463;49.97;3.600;202.4;10.02;
1-329;5.479;49.97;3.600;202.4;10.04;
1-330;5.496;49.97;3.500;202.5;10.06;
1-331;5.513;49.97;3.600;202.5;10.08;
1-332;5.529;49.97;3.600;202.6;10.09;
1-333;5.546;49.97;3.600;202.6;10.11;
1-334;5.563;49.97;3.600;202.6;10.13;
1-335;5.579;49.97;3.600;202.6;10.15;
1-336;5.596;49.97;3.600;202.6;10.17;
1-337;5.613;49.97;3.500;202.7;10.19;
1-338;5.629;49.97;3.600;202.7;10.21;
1-339;5.646;49.97;3.500;202.7;10.22;
1-340;5.663;49.97;3.600;202.7;10.24;
1-341;5.679;49.97;3.500;202.8;10.26;
1-342;5.696;49.97;3.500;202.8;10.28;
1-343;5.713;49.97;3.600;202.8;10.30;
1-344;5.729;49.97;3.500;202.8;10.32;
1-345;5.746;49.97;3.500;202.9;10.34;
1-346;5.763;49.97;3.500;202.9;10.35;
1-347;5.779;49.97;3.600;202.9;10.37;
1-348;5.796;49.97;3.500;203.0;10.39;
1-349;5.813;49.97;3.500;203.0;10.41;
1-350;5.829;49.97;3.500;203.0;10.43;
1-351;5.846;49.97;3.500;203.0;10.45;
1-352;5.863;49.97;3.500;203.0;10.46;
1-353;5.879;49.97;3.500;203.1;10.48;
1-354;5.896;49.97;3.600;203.1;10.50;
1-355;5.913;49.97;3.500;203.1;10.52;
1-356;5.929;49.97;3.600;203.2;10.54;
1-357;5.946;49.97;3.500;203.2;10.56;
1-358;5.963;49.97;3.600;203.2;10.58;
1-359;5.979;49.97;3.500;203.2;10.59;
1-360;5.996;49.97;3.600;203.3;10.61;
1-361;6.013;49.97;3.600;203.3;10.63;
1-362;6.029;49.97;3.500;203.3;10.65;
1-363;6.046;49.97;3.500;203.3;10.67;
1-364;6.063;49.97;3.500;203.4;10.69;
1-365;6.079;49.97;3.600;203.4;10.71;
1-366;6.096;49.97;3.500;203.4;10.72;
1-367;6.113;49.97;3.500;203.4;10.74;
1-368;6.129;49.97;3.500;203.4;10.76;
1-369;6.146;49.97;3.500;203.5;10.78;
1-370;6.163;49.97;3.500;203.5;10.80;
1-371;6.179;49.97;3.500;203.5;10.82;
1-372;6.196;49.97;3.500;203.5;10.83;
1-373;6.213;49.97;3.500;203.6;10.85;
1-374;6.229;49.97;3.500;203.6;10.87;
1-375;6.246;49.97;3.500;203.6;10.89;
1-376;6.263;49.97;3.500;203.6;10.91;
1-377;6.279;49.97;3.500;203.6;10.93;
1-378;6.296;49.97;3.500;203.6;10.94;
1-379;6.313;49.97;3.500;203.7;10.96;
1-380;6.329;49.97;3.500;203.7;10.98;
1-381;6.346;49.97;3.500;203.7;11.00;
1-382;6.363;49.97;3.500;203.8;11.02;
1-383;6.379;49.97;3.500;203.8;11.04;
1-384;6.396;49.97;3.400;203.8;11.05;
1-385;6.413;49.97;3.500;203.8;11.07;
1-386;6.429;49.97;3.500;203.8;11.09;
1-387;6.446;49.97;3.400;203.8;11.11;
1-388;6.463;49.97;3.500;203.8;11.13;
1-389;6.479;49.97;3.500;203.9;11.14;
1-390;6.496;49.97;3.500;203.9;11.16;
1-391;6.513;49.97;3.400;203.9;11.18;
1-392;6.529;49.97;3.500;203.9;11.20;
1-393;6.546;49.97;3.400;204.0;11.22;
1-394;6.563;49.97;3.500;204.0;11.23;
1-395;6.579;49.97;3.400;204.0;11.25;
1-396;6.596;49.97;3.400;204.0;11.27;
1-397;6.613;49.97;3.400;204.0;11.29;
1-398;6.629;49.97;3.400;204.0;11.31;
1-399;6.646;49.97;3.500;204.1;11.32;
1-400;6.663;49.97;3.400;204.1;11.34;
1-401;6.679;49.97;3.500;204.1;11.36;
1-402;6.696;49.97;3.400;204.1;11.38;
1-403;6.713;49.97;3.400;204.2;11.40;
1-404;6.729;49.97;3.400;204.2;11.41;
1-405;6.746;49.97;3.400;204.2;11.43;
1-406;6.763;49.97;3.400;204.2;11.45;
1-407;6.779;49.97;3.400;204.2;11.47;
1-408;6.796;49.97;3.500;204.2;11.49;
1-409;6.813;49.97;3.400;204.3;11.50;
1-410;6.829;49.97;3.500;204.3;11.52;
1-411;6.846;49.97;3.400;204.3;11.54;
1-412;6.863;49.97;3.400;204.3;11.56;
1-413;6.879;49.97;3.400;204.3;11.58;
1-414;6.896;49.97;3.400;204.3;11.59;
1-415;6.913;49.97;3.500;204.4;11.61;
1-416;6.929;49.97;3.400;204.4;11.63;
1-417;6.946;49.97;3.400;204.4;11.65;
1-418;6.963;49.97;3.400;204.4;11.66;
1-419;6.979;49.97;3.500;204.4;11.68;
1-420;6.996;49.97;3.400;204.5;11.70;
1-421;7.013;49.97;3.500;204.5;11.72;
1-422;7.029;49.97;3.400;204.5;11.74;
1-423;7.046;49.97;3.400;204.5;11.75;
1-424;7.063;49.97;3.400;204.5;11.77;
1-425;7.079;49.97;3.400;204.5;11.79;
1-426;7.096;49.97;3.500;204.6;11.81;
1-427;7.113;49.97;3.400;204.6;11.83;
1-428;7.129;49.97;3.400;204.6;11.84;
1-429;7.146;49.97;3.400;204.6;11.86;
1-430;7.163;49.97;3.400;204.6;11.88;
1-431;7.179;49.97;3.400;204.6;11.90;
1-432;7.196;49.97;3.400;204.6;11.92;
1-433;7.213;49.97;3.400;204.7;11.93;
1-434;7.229;49.97;3.400;204.7;11.95;
1-435;7.246;49.97;3.400;204.7;11.97;
1-436;7.263;49.97;3.400;204.7;11.99;
1-437;7.279;49.97;3.400;204.7;12.00;
1-438;7.296;49.97;3.400;204.7;12.02;
1-439;7.313;49.97;3.400;204.8;12.04;
1-440;7.329;49.97;3.400;204.8;12.06;
1-441;7.346;49.97;3.300;204.8;12.08;
1-442;7.363;49.97;3.400;204.8;12.09;
1-443;7.379;49.97;3.400;204.8;12.11;
1-444;7.396;49.97;3.500;204.8;12.13;
1-445;7.413;49.97;3.400;204.8;12.15;
1-446;7.429;49.97;3.400;204.8;12.16;
1-447;7.446;49.97;3.300;204.9;12.18;
1-448;7.463;49.97;3.400;204.9;12.20;
1-449;7.479;49.97;3.300;204.9;12.22;
1-450;7.496;49.97;3.400;204.9;12.23;
1-451;7.513;49.97;3.300;204.9;12.25;
1-452;7.529;49.97;3.300;205.0;12.27;
1-453;7.546;49.97;3.400;205.0;12.29;
1-454;7.563;49.97;3.300;205.0;12.30;
1-455;7.579;49.97;3.400;205.0;12.32;
1-456;7.596;49.97;3.400;205.0;12.34;
1-457;7.613;49.97;3.400;205.0;12.36;
1-458;7.629;49.97;3.400;205.0;12.38;
1-459;7.646;49.97;3.300;205.0;12.39;
1-460;7.663;49.97;3.400;205.1;12.41;
1-461;7.679;49.97;3.300;205.1;12.43;
1-462;7.696;49.97;3.400;205.1;12.45;
1-463;7.713;49.97;3.300;205.1;12.46;
1-464;7.729;49.97;3.400;205.1;12.48;
1-465;7.746;49.97;3.300;205.1;12.50;
1-466;7.763;49.97;3.300;205.1;12.52;
1-467;7.779;49.97;3.300;205.1;12.53;
1-468;7.796;49.97;3.300;205.2;12.55;
1-469;7.813;49.97;3.300;205.2;12.57;
1-470;7.829;49.97;3.300;205.2;12.58;
1-471;7.846;49.97;3.400;205.2;12.60;
1-472;7.863;49.97;3.300;205.2;12.62;
1-473;7.879;49.97;3.400;205.2;12.64;
1-474;7.896;49.97;3.300;205.2;12.65;
1-475;7.913;49.97;3.400;205.2;12.67;
1-476;7.929;49.97;3.300;205.2;12.69;
1-477;7.946;49.97;3.300;205.2;12.71;
1-478;7.963;49.97;3.300;205.3;12.72;
1-479;7.979;49.97;3.300;205.3;12.74;
1-480;7.996;49.97;3.300;205.3;12.76;
1-481;8.013;49.97;3.300;205.3;12.78;
1-482;8.029;49.97;3.300;205.3;12.79;
1-483;8.046;49.97;3.300;205.3;12.81;
1-484;8.063;49.97;3.300;205.3;12.83;
1-485;8.079;49.97;3.300;205.3;12.85;
1-486;8.096;49.97;3.300;205.4;12.86;
1-487;8.113;49.97;3.300;205.4;12.88;
1-488;8.129;49.97;3.300;205.4;12.90;
1-489;8.146;49.97;3.300;205.4;12.91;
1-490;8.163;49.97;3.300;205.4;12.93;
1-491;8.179;49.97;3.400;205.4;12.95;
1-492;8.196;49.97;3.300;205.4;12.97;
1-493;8.213;49.97;3.300;205.4;12.98;
1-494;8.229;49.97;3.300;205.4;13.00;
1-495;8.246;49.97;3.300;205.4;13.02;
1-496;8.263;49.97;3.300;205.4;13.04;
1-497;8.279;49.97;3.300;205.5;13.05;
1-498;8.296;49.97;3.300;205.5;13.07;
1-499;8.313;49.97;3.300;205.5;13.09;
1-500;8.329;49.97;3.300;205.5;13.10;
1-501;8.346;49.97;3.300;205.5;13.12;
1-502;8.363;49.97;3.300;205.5;13.14;
1-503;8.379;49.97;3.300;205.5;13.16;
1-504;8.396;49.97;3.300;205.6;13.17;
1-505;8.413;49.97;3.300;205.6;13.19;
1-506;8.429;49.97;3.300;205.6;13.21;
1-507;8.446;49.97;3.300;205.6;13.23;
1-508;8.463;49.97;3.300;205.6;13.24;
1-509;8.479;49.97;3.300;205.6;13.26;
1-510;8.496;49.97;3.300;205.6;13.28;
1-511;8.513;49.97;3.300;205.6;13.29;
1-512;8.529;49.97;3.300;205.6;13.31;
1-513;8.546;49.97;3.300;205.6;13.33;
1-514;8.563;49.97;3.300;205.6;13.35;
1-515;8.579;49.97;3.300;205.6;13.36;
1-516;8.596;49.97;3.300;205.7;13.38;
1-517;8.613;49.97;3.300;205.7;13.40;
1-518;8.629;49.97;3.300;205.7;13.42;
1-519;8.646;49.97;3.300;205.7;13.43;
1-520;8.663;49.97;3.300;205.7;13.45;
1-521;8.679;49.97;3.300;205.7;13.47;
1-522;8.696;49.97;3.300;205.7;13.48;
1-523;8.713;49.97;3.300;205.7;13.50;
1-524;8.729;49.97;3.200;205.7;13.52;
1-525;8.746;49.97;3.300;205.8;13.54;
1-526;8.763;49.97;3.300;205.8;13.55;
1-527;8.779;49.97;3.300;205.8;13.57;
1-528;8.796;49.97;3.300;205.8;13.59;
1-529;8.813;49.97;3.300;205.8;13.61;
1-530;8.829;49.97;3.300;205.8;13.62;
1-531;8.846;49.97;3.200;205.8;13.64;
1-532;8.863;49.97;3.300;205.8;13.66;
1-533;8.879;49.97;3.200;205.8;13.67;
1-534;8.896;49.97;3.300;205.8;13.69;
1-535;8.913;49.97;3.300;205.8;13.71;
1-536;8.929;49.97;3.300;205.8;13.72;
1-537;8.946;49.97;3.300;205.8;13.74;
1-538;8.963;49.97;3.200;205.8;13.76;
1-539;8.979;49.97;3.300;205.8;13.78;
1-540;8.996;49.97;3.300;205.8;13.79;
1-541;9.013;49.97;3.300;205.9;13.81;
1-542;9.029;49.97;3.200;205.9;13.83;
1-543;9.046;49.97;3.300;205.9;13.84;
1-544;9.063;49.97;3.200;205.9;13.86;
1-545;9.079;49.97;3.300;206.0;13.88;
1-546;9.096;49.97;3.200;205.9;13.90;
1-547;9.113;49.97;3.300;206.0;13.91;
1-548;9.129;49.97;3.300;206.0;13.93;
1-549;9.146;49.97;3.200;206.0;13.95;
1-550;9.163;49.97;3.300;206.0;13.96;
1-551;9.179;49.97;3.300;206.0;13.98;
