D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0012.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-65;1.075;49.97;6.600;184.2;4.086;
1-66;1.092;49.97;6.500;184.5;4.120;
1-67;1.108;49.97;6.500;184.6;4.154;
1-68;1.125;49.97;6.500;184.9;4.188;
1-69;1.142;49.97;6.500;185.2;4.222;
1-70;1.158;49.97;6.400;185.4;4.256;
1-71;1.175;49.97;6.400;185.5;4.290;
1-72;1.192;49.97;6.300;185.7;4.323;
1-73;1.208;49.97;6.300;185.9;4.356;
1-74;1.225;49.97;6.300;186.0;4.389;
1-75;1.242;49.97;6.300;186.3;4.422;
1-76;1.258;49.97;6.200;186.5;4.455;
1-77;1.275;49.97;6.200;186.6;4.487;
1-78;1.292;49.97;6.200;186.8;4.519;
1-79;1.308;49.97;6.100;187.1;4.552;
1-80;1.325;49.97;6.100;187.2;4.584;
1-81;1.342;49.97;6.100;187.4;4.615;
1-82;1.358;49.97;6.100;187.5;4.647;
1-83;1.375;49.97;6.000;187.6;4.679;
1-84;1.392;49.97;6.000;187.8;4.710;
1-85;1.408;49.97;5.900;188.0;4.742;
1-86;1.425;49.97;6.000;188.1;4.773;
1-87;1.442;49.97;5.900;188.2;4.804;
1-88;1.458;49.97;5.900;188.4;4.835;
1-89;1.475;49.97;5.900;188.5;4.866;
1-90;1.492;49.97;5.800;188.6;4.896;
1-91;1.508;49.97;5.800;188.8;4.927;
1-92;1.525;49.97;5.800;188.8;4.957;
1-93;1.542;49.97;5.800;189.0;4.987;
1-94;1.558;49.97;5.800;189.2;5.018;
1-95;1.575;49.97;5.700;189.2;5.048;
1-96;1.592;49.97;5.800;189.4;5.078;
1-97;1.608;49.97;5.700;189.5;5.108;
1-98;1.625;49.97;5.800;189.5;5.138;
1-99;1.642;49.97;5.700;189.7;5.168;
1-100;1.658;49.97;5.800;189.8;5.198;
1-101;1.675;49.97;5.600;189.9;5.228;
1-102;1.692;49.97;5.600;190.0;5.257;
1-103;1.708;49.97;5.500;190.2;5.286;
1-104;1.725;49.97;5.600;190.2;5.315;
1-105;1.742;49.97;5.500;190.4;5.344;
1-106;1.758;49.97;5.500;190.5;5.373;
1-107;1.775;49.97;5.600;190.6;5.402;
1-108;1.792;49.97;5.500;190.7;5.431;
1-109;1.808;49.97;5.500;190.8;5.460;
1-110;1.825;49.97;5.500;190.9;5.489;
1-111;1.842;49.97;5.500;191.0;5.518;
1-112;1.858;49.97;5.500;191.2;5.546;
1-113;1.875;49.97;5.400;191.2;5.575;
1-114;1.892;49.97;5.500;191.3;5.603;
1-115;1.908;49.97;5.400;191.4;5.632;
1-116;1.925;49.97;5.400;191.5;5.660;
1-117;1.942;49.97;5.400;191.6;5.689;
1-118;1.958;49.97;5.500;191.8;5.717;
1-119;1.975;49.97;5.400;191.9;5.746;
1-120;1.992;49.97;5.400;192.0;5.774;
1-121;2.008;49.97;5.400;192.1;5.802;
1-122;2.025;49.97;5.400;192.2;5.830;
1-123;2.042;49.97;5.400;192.3;5.859;
1-124;2.058;49.97;5.400;192.5;5.887;
1-125;2.075;49.97;5.400;192.5;5.915;
1-126;2.092;49.97;5.300;192.7;5.943;
1-127;2.108;49.97;5.300;192.8;5.971;
1-128;2.125;49.97;5.200;192.8;5.998;
1-129;2.142;49.97;5.300;193.0;6.026;
1-130;2.158;49.97;5.300;193.1;6.054;
1-131;2.175;49.97;5.300;193.1;6.081;
1-132;2.192;49.97;5.300;193.3;6.109;
1-133;2.208;49.97;5.100;193.4;6.136;
1-134;2.225;49.97;5.200;193.4;6.163;
1-135;2.242;49.97;5.200;193.6;6.190;
1-136;2.258;49.97;5.200;193.7;6.218;
1-137;2.275;49.97;5.100;193.8;6.245;
1-138;2.292;49.97;5.100;193.9;6.271;
1-139;2.308;49.97;5.100;194.0;6.298;
1-140;2.325;49.97;5.100;194.1;6.325;
1-141;2.342;49.97;5.100;194.3;6.351;
1-142;2.358;49.97;5.100;194.4;6.378;
1-143;2.375;49.97;5.100;194.5;6.405;
1-144;2.392;49.97;5.000;194.6;6.431;
1-145;2.408;49.97;5.000;194.7;6.457;
1-146;2.425;49.97;5.000;194.8;6.483;
1-147;2.442;49.97;5.000;194.9;6.510;
1-148;2.458;49.97;5.000;195.0;6.536;
1-149;2.475;49.97;4.900;195.1;6.562;
1-150;2.492;49.97;5.000;195.2;6.588;
1-151;2.508;49.97;4.900;195.3;6.614;
1-152;2.525;49.97;5.000;195.4;6.639;
1-153;2.542;49.97;4.900;195.5;6.665;
1-154;2.558;49.97;5.000;195.6;6.691;
1-155;2.575;49.97;4.900;195.6;6.717;
1-156;2.592;49.97;4.900;195.7;6.743;
1-157;2.608;49.97;4.900;195.8;6.768;
1-158;2.625;49.97;4.900;195.9;6.794;
1-159;2.642;49.97;4.800;196.0;6.819;
1-160;2.658;49.97;4.800;196.0;6.845;
1-161;2.675;49.97;4.800;196.0;6.870;
1-162;2.692;49.97;4.800;196.2;6.895;
1-163;2.708;49.97;4.800;196.2;6.920;
1-164;2.725;49.97;4.800;196.3;6.945;
1-165;2.742;49.97;4.800;196.3;6.970;
1-166;2.758;49.97;4.800;196.4;6.995;
1-167;2.775;49.97;4.800;196.4;7.020;
1-168;2.792;49.97;4.800;196.5;7.046;
1-169;2.808;49.97;4.700;196.6;7.070;
1-170;2.825;49.97;4.800;196.6;7.095;
1-171;2.842;49.97;4.700;196.8;7.120;
1-172;2.858;49.97;4.700;196.8;7.145;
1-173;2.875;49.97;4.700;196.9;7.169;
1-174;2.892;49.97;4.800;196.9;7.194;
1-175;2.908;49.97;4.700;197.0;7.219;
1-176;2.925;49.97;4.700;197.1;7.244;
1-177;2.942;49.97;4.700;197.1;7.268;
1-178;2.958;49.97;4.700;197.2;7.293;
1-179;2.975;49.97;4.700;197.3;7.317;
1-180;2.992;49.97;4.600;197.3;7.342;
1-181;3.008;49.97;4.700;197.4;7.366;
1-182;3.025;49.97;4.600;197.4;7.390;
1-183;3.042;49.97;4.700;197.5;7.415;
1-184;3.058;49.97;4.700;197.6;7.439;
1-185;3.075;49.97;4.600;197.6;7.464;
1-186;3.092;49.97;4.700;197.7;7.488;
1-187;3.108;49.97;4.600;197.8;7.512;
1-188;3.125;49.97;4.600;197.8;7.536;
1-189;3.142;49.97;4.600;197.8;7.560;
1-190;3.158;49.97;4.600;198.0;7.585;
1-191;3.175;49.97;4.600;198.0;7.609;
1-192;3.192;49.97;4.600;198.0;7.633;
1-193;3.208;49.97;4.500;198.1;7.656;
1-194;3.225;49.97;4.500;198.1;7.680;
1-195;3.242;49.97;4.600;198.2;7.704;
1-196;3.258;49.97;4.600;198.2;7.728;
1-197;3.275;49.97;4.600;198.3;7.752;
1-198;3.292;49.97;4.500;198.4;7.776;
1-199;3.308;49.97;4.500;198.4;7.799;
1-200;3.325;49.97;4.500;198.4;7.823;
1-201;3.342;49.97;4.500;198.5;7.846;
1-202;3.358;49.97;4.500;198.6;7.870;
1-203;3.375;49.97;4.500;198.6;7.894;
1-204;3.392;49.97;4.500;198.7;7.917;
1-205;3.408;49.97;4.400;198.7;7.940;
1-206;3.425;49.97;4.400;198.8;7.963;
1-207;3.442;49.97;4.300;198.8;7.986;
1-208;3.458;49.97;4.400;198.9;8.009;
1-209;3.475;49.97;4.300;198.9;8.032;
1-210;3.492;49.97;4.300;199.0;8.054;
1-211;3.508;49.97;4.300;199.0;8.077;
1-212;3.525;49.97;4.200;199.0;8.099;
1-213;3.542;49.97;4.300;199.1;8.121;
1-214;3.558;49.97;4.300;199.2;8.144;
1-215;3.575;49.97;4.300;199.2;8.166;
1-216;3.592;49.97;4.200;199.2;8.188;
1-217;3.608;49.97;4.200;199.3;8.210;
1-218;3.625;49.97;4.200;199.3;8.232;
1-219;3.642;49.97;4.300;199.4;8.255;
1-220;3.658;49.97;4.200;199.4;8.277;
1-221;3.675;49.97;4.200;199.5;8.299;
1-222;3.692;49.97;4.200;199.5;8.321;
1-223;3.708;49.97;4.200;199.6;8.343;
1-224;3.725;49.97;4.200;199.6;8.365;
1-225;3.742;49.97;4.200;199.6;8.387;
1-226;3.758;49.97;4.200;199.7;8.409;
1-227;3.775;49.97;4.200;199.7;8.431;
1-228;3.792;49.97;4.200;199.8;8.453;
1-229;3.808;49.97;4.200;199.8;8.475;
1-230;3.825;49.97;4.200;199.9;8.497;
1-231;3.842;49.97;4.200;199.9;8.519;
1-232;3.858;49.97;4.200;200.0;8.541;
1-233;3.875;49.97;4.200;200.0;8.563;
1-234;3.892;49.97;4.200;200.0;8.585;
1-235;3.908;49.97;4.200;200.1;8.607;
1-236;3.925;49.97;4.200;200.1;8.629;
1-237;3.942;49.97;4.200;200.2;8.651;
1-238;3.958;49.97;4.200;200.2;8.673;
1-239;3.975;49.97;4.200;200.2;8.695;
1-240;3.992;49.97;4.200;200.3;8.716;
1-241;4.008;49.97;4.200;200.4;8.738;
1-242;4.025;49.97;4.100;200.4;8.760;
1-243;4.042;49.97;4.100;200.4;8.782;
1-244;4.058;49.97;4.100;200.5;8.803;
1-245;4.075;49.97;4.100;200.5;8.825;
1-246;4.092;49.97;4.100;200.5;8.846;
1-247;4.108;49.97;4.200;200.6;8.868;
1-248;4.125;49.97;4.100;200.6;8.890;
1-249;4.142;49.97;4.200;200.6;8.912;
1-250;4.159;49.97;4.100;200.7;8.933;
1-251;4.175;49.97;4.100;200.7;8.955;
1-252;4.192;49.97;4.100;200.8;8.976;
1-253;4.209;49.97;4.100;200.8;8.998;
1-254;4.225;49.97;4.100;200.9;9.019;
1-255;4.242;49.97;4.100;200.9;9.041;
1-256;4.259;49.97;4.100;200.9;9.062;
1-257;4.275;49.97;4.100;201.0;9.083;
1-258;4.292;49.97;4.100;201.0;9.105;
1-259;4.309;49.97;4.100;201.0;9.126;
1-260;4.325;49.97;4.000;201.1;9.148;
1-261;4.342;49.97;4.000;201.1;9.168;
1-262;4.359;49.97;4.100;201.2;9.190;
1-263;4.375;49.97;4.000;201.2;9.211;
1-264;4.392;49.97;4.000;201.2;9.232;
1-265;4.409;49.97;4.000;201.3;9.253;
1-266;4.425;49.97;4.000;201.3;9.274;
1-267;4.442;49.97;4.000;201.3;9.295;
1-268;4.459;49.97;4.000;201.4;9.316;
1-269;4.475;49.97;4.000;201.4;9.336;
1-270;4.492;49.97;4.000;201.4;9.357;
1-271;4.509;49.97;4.000;201.4;9.378;
1-272;4.525;49.97;4.000;201.5;9.399;
1-273;4.542;49.97;4.000;201.5;9.420;
1-274;4.559;49.97;4.000;201.6;9.441;
1-275;4.575;49.97;4.000;201.6;9.462;
1-276;4.592;49.97;4.000;201.6;9.483;
1-277;4.609;49.97;4.000;201.7;9.504;
1-278;4.625;49.97;4.000;201.7;9.525;
1-279;4.642;49.97;4.000;201.7;9.546;
1-280;4.659;49.97;4.000;201.8;9.567;
1-281;4.675;49.97;4.000;201.8;9.588;
1-282;4.692;49.97;3.900;201.8;9.608;
1-283;4.709;49.97;4.000;201.9;9.629;
1-284;4.725;49.97;3.900;201.9;9.650;
1-285;4.742;49.97;4.000;201.9;9.670;
1-286;4.759;49.97;3.900;202.0;9.691;
1-287;4.775;49.97;4.000;202.0;9.712;
1-288;4.792;49.97;3.900;202.0;9.732;
1-289;4.809;49.97;3.900;202.0;9.753;
1-290;4.825;49.97;3.900;202.1;9.773;
1-291;4.842;49.97;3.900;202.1;9.794;
1-292;4.859;49.97;4.000;202.1;9.814;
1-293;4.875;49.97;3.900;202.2;9.835;
1-294;4.892;49.97;3.900;202.2;9.855;
1-295;4.909;49.97;3.900;202.2;9.876;
1-296;4.925;49.97;3.900;202.3;9.896;
1-297;4.942;49.97;3.900;202.3;9.917;
1-298;4.959;49.97;3.900;202.3;9.937;
1-299;4.975;49.97;3.900;202.4;9.957;
1-300;4.992;49.97;3.900;202.4;9.978;
1-301;5.009;49.97;3.900;202.4;9.998;
1-302;5.025;49.97;3.800;202.4;10.02;
1-303;5.042;49.97;3.900;202.4;10.04;
1-304;5.059;49.97;3.800;202.5;10.06;
1-305;5.075;49.97;3.900;202.6;10.08;
1-306;5.092;49.97;3.900;202.6;10.10;
1-307;5.109;49.97;3.900;202.6;10.12;
1-308;5.125;49.97;3.800;202.6;10.14;
1-309;5.142;49.97;3.800;202.6;10.16;
1-310;5.159;49.97;3.800;202.7;10.18;
1-311;5.175;49.97;3.800;202.7;10.20;
1-312;5.192;49.97;3.800;202.7;10.22;
1-313;5.209;49.97;3.800;202.7;10.24;
1-314;5.225;49.97;3.800;202.7;10.26;
1-315;5.242;49.97;3.800;202.8;10.28;
1-316;5.259;49.97;3.800;202.8;10.30;
1-317;5.275;49.97;3.800;202.8;10.32;
1-318;5.292;49.97;3.800;202.8;10.34;
1-319;5.309;49.97;3.800;202.9;10.36;
1-320;5.325;49.97;3.800;202.9;10.38;
1-321;5.342;49.97;3.800;202.9;10.40;
1-322;5.359;49.97;3.800;203.0;10.42;
1-323;5.375;49.97;3.800;203.0;10.44;
1-324;5.392;49.97;3.800;203.0;10.46;
1-325;5.409;49.97;3.800;203.0;10.48;
1-326;5.425;49.97;3.800;203.1;10.50;
1-327;5.442;49.97;3.800;203.1;10.52;
1-328;5.459;49.97;3.800;203.1;10.54;
1-329;5.475;49.97;3.800;203.2;10.56;
1-330;5.492;49.97;3.800;203.2;10.58;
1-331;5.509;49.97;3.800;203.2;10.60;
1-332;5.525;49.97;3.800;203.2;10.62;
1-333;5.542;49.97;3.700;203.2;10.64;
1-334;5.559;49.97;3.800;203.2;10.66;
1-335;5.575;49.97;3.800;203.3;10.68;
1-336;5.592;49.97;3.800;203.3;10.70;
1-337;5.609;49.97;3.800;203.3;10.72;
1-338;5.625;49.97;3.800;203.4;10.74;
1-339;5.642;49.97;3.800;203.4;10.76;
1-340;5.659;49.97;3.800;203.4;10.78;
1-341;5.675;49.97;3.800;203.4;10.80;
1-342;5.692;49.97;3.700;203.4;10.82;
1-343;5.709;49.97;3.700;203.4;10.83;
1-344;5.725;49.97;3.700;203.5;10.85;
1-345;5.742;49.97;3.700;203.5;10.87;
1-346;5.759;49.97;3.700;203.5;10.89;
1-347;5.775;49.97;3.700;203.5;10.91;
1-348;5.792;49.97;3.700;203.5;10.93;
1-349;5.809;49.97;3.700;203.6;10.95;
1-350;5.825;49.97;3.700;203.6;10.97;
1-351;5.842;49.97;3.700;203.6;10.99;
1-352;5.859;49.97;3.700;203.6;11.01;
1-353;5.875;49.97;3.700;203.6;11.03;
1-354;5.892;49.97;3.700;203.6;11.05;
1-355;5.909;49.97;3.700;203.7;11.07;
1-356;5.925;49.97;3.700;203.7;11.09;
1-357;5.942;49.97;3.700;203.7;11.11;
1-358;5.959;49.97;3.700;203.8;11.12;
1-359;5.975;49.97;3.700;203.8;11.14;
1-360;5.992;49.97;3.700;203.8;11.16;
1-361;6.009;49.97;3.700;203.8;11.18;
1-362;6.025;49.97;3.700;203.8;11.20;
1-363;6.042;49.97;3.700;203.8;11.22;
1-364;6.059;49.97;3.700;203.8;11.24;
1-365;6.075;49.97;3.700;203.8;11.26;
1-366;6.092;49.97;3.800;203.9;11.28;
1-367;6.109;49.97;3.700;203.9;11.30;
1-368;6.125;49.97;3.800;203.9;11.32;
1-369;6.142;49.97;3.700;203.9;11.34;
1-370;6.159;49.97;3.700;204.0;11.36;
1-371;6.175;49.97;3.700;204.0;11.38;
1-372;6.192;49.97;3.700;204.0;11.40;
1-373;6.209;49.97;3.700;204.0;11.42;
1-374;6.225;49.97;3.700;204.0;11.44;
1-375;6.242;49.97;3.700;204.0;11.46;
1-376;6.259;49.97;3.700;204.1;11.47;
1-377;6.275;49.97;3.700;204.1;11.49;
1-378;6.292;49.97;3.700;204.1;11.51;
1-379;6.309;49.97;3.700;204.1;11.53;
1-380;6.325;49.97;3.700;204.1;11.55;
1-381;6.342;49.97;3.700;204.2;11.57;
1-382;6.359;49.97;3.700;204.2;11.59;
1-383;6.375;49.97;3.700;204.2;11.61;
1-384;6.392;49.97;3.700;204.2;11.63;
1-385;6.409;49.97;3.700;204.2;11.65;
1-386;6.425;49.97;3.700;204.2;11.67;
1-387;6.442;49.97;3.700;204.3;11.69;
1-388;6.459;49.97;3.700;204.3;11.71;
1-389;6.475;49.97;3.700;204.3;11.73;
1-390;6.492;49.97;3.700;204.3;11.75;
1-391;6.509;49.97;3.700;204.3;11.76;
1-392;6.525;49.97;3.700;204.4;11.78;
1-393;6.542;49.97;3.700;204.4;11.80;
1-394;6.559;49.97;3.700;204.4;11.82;
1-395;6.575;49.97;3.700;204.4;11.84;
1-396;6.592;49.97;3.700;204.4;11.86;
1-397;6.609;49.97;3.700;204.5;11.88;
1-398;6.625;49.97;3.700;204.5;11.90;
1-399;6.642;49.97;3.600;204.5;11.92;
1-400;6.659;49.97;3.700;204.5;11.94;
1-401;6.675;49.97;3.700;204.5;11.96;
1-402;6.692;49.97;3.700;204.5;11.98;
1-403;6.709;49.97;3.700;204.5;12.00;
1-404;6.725;49.97;3.700;204.6;12.02;
1-405;6.742;49.97;3.700;204.6;12.04;
1-406;6.759;49.97;3.700;204.6;12.05;
1-407;6.775;49.97;3.700;204.6;12.07;
1-408;6.792;49.97;3.700;204.6;12.09;
1-409;6.809;49.97;3.700;204.6;12.11;
1-410;6.825;49.97;3.700;204.6;12.13;
1-411;6.842;49.97;3.700;204.7;12.15;
1-412;6.859;49.97;3.700;204.7;12.17;
1-413;6.875;49.97;3.700;204.7;12.19;
1-414;6.892;49.97;3.700;204.7;12.21;
1-415;6.909;49.97;3.700;204.7;12.23;
1-416;6.925;49.97;3.700;204.7;12.25;
1-417;6.942;49.97;3.600;204.8;12.27;
1-418;6.959;49.97;3.700;204.8;12.29;
1-419;6.975;49.97;3.700;204.8;12.31;
1-420;6.992;49.97;3.700;204.8;12.33;
1-421;7.009;49.97;3.700;204.8;12.34;
1-422;7.025;49.97;3.700;204.8;12.36;
1-423;7.042;49.97;3.700;204.8;12.38;
1-424;7.059;49.97;3.700;204.9;12.40;
1-425;7.075;49.97;3.700;204.9;12.42;
1-426;7.092;49.97;3.700;204.9;12.44;
1-427;7.109;49.97;3.700;204.9;12.46;
1-428;7.125;49.97;3.700;204.9;12.48;
1-429;7.142;49.97;3.700;204.9;12.50;
1-430;7.159;49.97;3.600;205.0;12.52;
1-431;7.175;49.97;3.700;205.0;12.54;
1-432;7.192;49.97;3.600;205.0;12.56;
1-433;7.209;49.97;3.600;205.0;12.58;
1-434;7.225;49.97;3.600;205.0;12.59;
1-435;7.242;49.97;3.600;205.0;12.61;
1-436;7.259;49.97;3.600;205.0;12.63;
1-437;7.275;49.97;3.600;205.0;12.65;
1-438;7.292;49.97;3.700;205.1;12.67;
1-439;7.309;49.97;3.600;205.1;12.69;
1-440;7.325;49.97;3.600;205.1;12.71;
1-441;7.342;49.97;3.600;205.1;12.73;
1-442;7.359;49.97;3.600;205.1;12.75;
1-443;7.375;49.97;3.600;205.1;12.76;
1-444;7.392;49.97;3.600;205.1;12.78;
1-445;7.409;49.97;3.700;205.2;12.80;
1-446;7.425;49.97;3.600;205.2;12.82;
1-447;7.442;49.97;3.600;205.2;12.84;
1-448;7.459;49.97;3.600;205.2;12.86;
1-449;7.475;49.97;3.600;205.2;12.88;
1-450;7.492;49.97;3.600;205.2;12.90;
1-451;7.509;49.97;3.600;205.2;12.92;
1-452;7.526;49.97;3.600;205.2;12.94;
1-453;7.542;49.97;3.500;205.2;12.95;
1-454;7.559;49.97;3.500;205.2;12.97;
1-455;7.576;49.97;3.600;205.3;12.99;
1-456;7.592;49.97;3.600;205.3;13.01;
1-457;7.609;49.97;3.600;205.3;13.03;
1-458;7.626;49.97;3.600;205.3;13.05;
1-459;7.642;49.97;3.600;205.3;13.07;
1-460;7.659;49.97;3.600;205.3;13.08;
1-461;7.676;49.97;3.600;205.3;13.10;
1-462;7.692;49.97;3.600;205.3;13.12;
1-463;7.709;49.97;3.600;205.4;13.14;
1-464;7.726;49.97;3.500;205.4;13.16;
1-465;7.742;49.97;3.600;205.4;13.18;
1-466;7.759;49.97;3.600;205.4;13.20;
1-467;7.776;49.97;3.600;205.4;13.22;
1-468;7.792;49.97;3.600;205.4;13.24;
1-469;7.809;49.97;3.600;205.4;13.25;
1-470;7.826;49.97;3.600;205.4;13.27;
1-471;7.842;49.97;3.600;205.4;13.29;
1-472;7.859;49.97;3.600;205.4;13.31;
1-473;7.876;49.97;3.600;205.4;13.33;
1-474;7.892;49.97;3.600;205.5;13.35;
1-475;7.909;49.97;3.600;205.5;13.37;
1-476;7.926;49.97;3.600;205.5;13.39;
1-477;7.942;49.97;3.600;205.5;13.40;
1-478;7.959;49.97;3.500;205.5;13.42;
1-479;7.976;49.97;3.600;205.5;13.44;
1-480;7.992;49.97;3.600;205.6;13.46;
1-481;8.009;49.97;3.600;205.6;13.48;
1-482;8.026;49.97;3.500;205.6;13.50;
1-483;8.042;49.97;3.600;205.6;13.52;
1-484;8.059;49.97;3.500;205.6;13.54;
1-485;8.076;49.97;3.600;205.6;13.55;
1-486;8.092;49.97;3.600;205.6;13.57;
1-487;8.109;49.97;3.600;205.6;13.59;
1-488;8.126;49.97;3.600;205.6;13.61;
1-489;8.142;49.97;3.500;205.6;13.63;
1-490;8.159;49.97;3.500;205.6;13.65;
1-491;8.176;49.97;3.600;205.6;13.67;
1-492;8.192;49.97;3.600;205.6;13.68;
1-493;8.209;49.97;3.600;205.6;13.70;
1-494;8.226;49.97;3.600;205.7;13.72;
1-495;8.242;49.97;3.600;205.7;13.74;
1-496;8.259;49.97;3.500;205.7;13.76;
1-497;8.276;49.97;3.600;205.7;13.78;
1-498;8.292;49.97;3.600;205.7;13.80;
1-499;8.309;49.97;3.600;205.7;13.82;
1-500;8.326;49.97;3.500;205.7;13.83;
1-501;8.342;49.97;3.600;205.8;13.85;
1-502;8.359;49.97;3.500;205.7;13.87;
1-503;8.376;49.97;3.600;205.8;13.89;
1-504;8.392;49.97;3.600;205.8;13.91;
1-505;8.409;49.97;3.600;205.8;13.93;
1-506;8.426;49.97;3.600;205.8;13.95;
1-507;8.442;49.97;3.600;205.8;13.97;
1-508;8.459;49.97;3.500;205.8;13.98;
1-509;8.476;49.97;3.500;205.8;14.00;
1-510;8.492;49.97;3.600;205.8;14.02;
1-511;8.509;49.97;3.600;205.8;14.04;
1-512;8.526;49.97;3.600;205.8;14.06;
1-513;8.542;49.97;3.600;205.8;14.08;
1-514;8.559;49.97;3.500;205.8;14.10;
1-515;8.576;49.97;3.500;205.8;14.11;
1-516;8.592;49.97;3.500;205.8;14.13;
1-517;8.609;49.97;3.500;205.8;14.15;
1-518;8.626;49.97;3.500;205.9;14.17;
1-519;8.642;49.97;3.500;205.9;14.19;
1-520;8.659;49.97;3.500;205.9;14.21;
1-521;8.676;49.97;3.500;205.9;14.22;
1-522;8.692;49.97;3.500;205.9;14.24;
1-523;8.709;49.97;3.500;205.9;14.26;
1-524;8.726;49.97;3.500;206.0;14.28;
1-525;8.742;49.97;3.500;205.9;14.30;
1-526;8.759;49.97;3.500;206.0;14.32;
1-527;8.776;49.97;3.500;206.0;14.33;
1-528;8.792;49.97;3.500;206.0;14.35;
1-529;8.809;49.97;3.500;206.0;14.37;
1-530;8.826;49.97;3.500;206.0;14.39;
1-531;8.842;49.97;3.500;206.0;14.41;
1-532;8.859;49.97;3.400;206.0;14.43;
1-533;8.876;49.97;3.500;206.0;14.44;
1-534;8.892;49.97;3.500;206.0;14.46;
1-535;8.909;49.97;3.500;206.0;14.48;
1-536;8.926;49.97;3.400;206.0;14.50;
1-537;8.942;49.97;3.500;206.0;14.52;
1-538;8.959;49.97;3.400;206.0;14.53;
1-539;8.976;49.97;3.500;206.0;14.55;
1-540;8.992;49.97;3.500;206.1;14.57;
1-541;9.009;49.97;3.500;206.1;14.59;
1-542;9.026;49.97;3.500;206.1;14.61;
1-543;9.042;49.97;3.500;206.1;14.63;
1-544;9.059;49.97;3.500;206.1;14.64;
1-545;9.076;49.97;3.500;206.1;14.66;
1-546;9.092;49.97;3.500;206.1;14.68;
1-547;9.109;49.97;3.500;206.1;14.70;
1-548;9.126;49.97;3.500;206.1;14.72;
1-549;9.142;49.97;3.500;206.2;14.74;
1-550;9.159;49.97;3.500;206.2;14.75;
1-551;9.176;49.97;3.500;206.2;14.77;
