D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0011.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.186;49.97;3.500;206.2;14.66;
1-553;9.203;49.97;3.400;206.2;14.67;
1-554;9.219;49.97;3.400;206.2;14.69;
1-555;9.236;49.97;3.400;206.3;14.71;
1-556;9.253;49.97;3.400;206.2;14.73;
1-557;9.269;49.97;3.400;206.2;14.75;
1-558;9.286;49.97;3.400;206.2;14.76;
1-559;9.303;49.97;3.500;206.3;14.78;
1-560;9.319;49.97;3.400;206.3;14.80;
1-561;9.336;49.97;3.400;206.3;14.82;
1-562;9.353;49.97;3.400;206.3;14.83;
1-563;9.369;49.97;3.400;206.3;14.85;
1-564;9.386;49.97;3.400;206.3;14.87;
1-565;9.403;49.97;3.400;206.4;14.89;
1-566;9.419;49.97;3.400;206.3;14.91;
1-567;9.436;49.97;3.400;206.3;14.92;
1-568;9.453;49.97;3.400;206.3;14.94;
1-569;9.469;49.97;3.400;206.3;14.96;
1-570;9.486;49.97;3.400;206.4;14.98;
1-571;9.503;49.97;3.500;206.4;15.00;
1-572;9.519;49.97;3.400;206.4;15.01;
1-573;9.536;49.97;3.400;206.4;15.03;
1-574;9.553;49.97;3.400;206.4;15.05;
1-575;9.569;49.97;3.400;206.4;15.07;
1-576;9.586;49.97;3.500;206.4;15.08;
1-577;9.603;49.97;3.500;206.4;15.10;
1-578;9.619;49.97;3.400;206.4;15.12;
1-579;9.636;49.97;3.400;206.4;15.14;
1-580;9.653;49.97;3.400;206.4;15.16;
1-581;9.669;49.97;3.400;206.4;15.17;
1-582;9.686;49.97;3.400;206.4;15.19;
1-583;9.703;49.97;3.300;206.5;15.21;
1-584;9.719;49.97;3.400;206.5;15.23;
1-585;9.736;49.97;3.400;206.5;15.25;
1-586;9.753;49.97;3.300;206.5;15.26;
1-587;9.769;49.97;3.400;206.5;15.28;
1-588;9.786;49.97;3.400;206.5;15.30;
1-589;9.803;49.97;3.400;206.5;15.32;
1-590;9.819;49.97;3.400;206.5;15.33;
1-591;9.836;49.97;3.400;206.5;15.35;
1-592;9.853;49.97;3.400;206.5;15.37;
1-593;9.869;49.97;3.400;206.5;15.39;
1-594;9.886;49.97;3.400;206.5;15.40;
1-595;9.903;49.97;3.400;206.5;15.42;
1-596;9.919;49.97;3.400;206.5;15.44;
1-597;9.936;49.97;3.400;206.5;15.46;
1-598;9.953;49.97;3.400;206.6;15.48;
1-599;9.969;49.97;3.400;206.6;15.49;
1-600;9.986;49.97;3.400;206.6;15.51;
1-601;10.00;49.97;3.400;206.5;15.53;
1-602;10.02;49.97;3.400;206.6;15.55;
1-603;10.04;49.97;3.400;206.6;15.57;
1-604;10.05;49.97;3.400;206.6;15.58;
1-605;10.07;49.97;3.400;206.6;15.60;
1-606;10.09;49.97;3.400;206.6;15.62;
1-607;10.10;49.97;3.400;206.6;15.64;
1-608;10.12;49.97;3.400;206.6;15.65;
1-609;10.14;49.97;3.400;206.6;15.67;
1-610;10.15;49.97;3.400;206.6;15.69;
1-611;10.17;49.97;3.400;206.6;15.71;
1-612;10.19;49.97;3.400;206.6;15.73;
1-613;10.20;49.97;3.500;206.6;15.74;
1-614;10.22;49.97;3.400;206.6;15.76;
1-615;10.24;49.97;3.400;206.6;15.78;
1-616;10.25;49.97;3.400;206.6;15.80;
1-617;10.27;49.97;3.400;206.6;15.81;
1-618;10.29;49.97;3.500;206.7;15.83;
1-619;10.30;49.97;3.400;206.7;15.85;
1-620;10.32;49.97;3.300;206.7;15.87;
1-621;10.34;49.97;3.300;206.7;15.89;
1-622;10.35;49.97;3.300;206.7;15.90;
1-623;10.37;49.97;3.300;206.7;15.92;
1-624;10.39;49.97;3.400;206.7;15.94;
1-625;10.40;49.97;3.300;206.7;15.96;
1-626;10.42;49.97;3.300;206.7;15.97;
1-627;10.44;49.97;3.300;206.7;15.99;
1-628;10.45;49.97;3.300;206.7;16.01;
1-629;10.47;49.97;3.300;206.7;16.02;
1-630;10.49;49.97;3.300;206.7;16.04;
1-631;10.50;49.97;3.400;206.7;16.06;
1-632;10.52;49.97;3.300;206.7;16.08;
1-633;10.54;49.97;3.300;206.7;16.09;
1-634;10.55;49.97;3.300;206.7;16.11;
1-635;10.57;49.97;3.400;206.7;16.13;
1-636;10.59;49.97;3.400;206.7;16.15;
1-637;10.60;49.97;3.400;206.7;16.16;
1-638;10.62;49.97;3.400;206.7;16.18;
1-639;10.64;49.97;3.400;206.7;16.20;
1-640;10.65;49.97;3.300;206.8;16.22;
1-641;10.67;49.97;3.300;206.7;16.23;
1-642;10.69;49.97;3.400;206.7;16.25;
1-643;10.70;49.97;3.400;206.7;16.27;
1-644;10.72;49.97;3.400;206.8;16.29;
1-645;10.74;49.97;3.400;206.8;16.31;
1-646;10.75;49.97;3.300;206.8;16.32;
1-647;10.77;49.97;3.400;206.8;16.34;
1-648;10.79;49.97;3.400;206.8;16.36;
1-649;10.80;49.97;3.400;206.8;16.38;
1-650;10.82;49.97;3.400;206.8;16.39;
1-651;10.84;49.97;3.400;206.8;16.41;
1-652;10.85;49.97;3.400;206.8;16.43;
1-653;10.87;49.97;3.400;206.8;16.45;
1-654;10.89;49.97;3.400;206.8;16.47;
1-655;10.90;49.97;3.400;206.8;16.48;
1-656;10.92;49.97;3.400;206.8;16.50;
1-657;10.94;49.97;3.400;206.8;16.52;
1-658;10.95;49.97;3.300;206.8;16.54;
1-659;10.97;49.97;3.300;206.8;16.55;
1-660;10.99;49.97;3.400;206.8;16.57;
1-661;11.00;49.97;3.400;206.8;16.59;
1-662;11.02;49.97;3.300;206.8;16.61;
1-663;11.04;49.97;3.400;206.8;16.62;
1-664;11.05;49.97;3.300;206.8;16.64;
1-665;11.07;49.97;3.200;206.8;16.66;
1-666;11.09;49.97;3.200;206.8;16.68;
1-667;11.10;49.97;3.200;206.8;16.69;
1-668;11.12;49.97;3.200;206.8;16.71;
1-669;11.14;49.97;3.200;206.8;16.73;
1-670;11.15;49.97;3.200;206.8;16.74;
1-671;11.17;49.97;3.200;206.9;16.76;
1-672;11.19;49.97;3.200;206.9;16.78;
1-673;11.20;49.97;3.200;206.9;16.79;
1-674;11.22;49.97;3.200;206.8;16.81;
1-675;11.24;49.97;3.200;206.8;16.83;
1-676;11.25;49.97;3.200;206.9;16.84;
1-677;11.27;49.97;3.200;206.9;16.86;
1-678;11.29;49.97;3.300;206.8;16.88;
1-679;11.30;49.97;3.300;206.9;16.89;
1-680;11.32;49.97;3.300;206.9;16.91;
1-681;11.34;49.97;3.300;206.9;16.93;
1-682;11.35;49.97;3.300;206.9;16.95;
1-683;11.37;49.97;3.300;206.9;16.96;
1-684;11.39;49.97;3.300;206.9;16.98;
1-685;11.40;49.97;3.300;206.9;17.00;
1-686;11.42;49.97;3.300;206.9;17.01;
1-687;11.44;49.97;3.300;206.9;17.03;
1-688;11.45;49.97;3.300;206.9;17.05;
1-689;11.47;49.97;3.300;206.9;17.07;
1-690;11.49;49.97;3.300;206.9;17.08;
1-691;11.50;49.97;3.300;206.9;17.10;
1-692;11.52;49.97;3.300;206.9;17.12;
1-693;11.54;49.97;3.300;206.9;17.14;
1-694;11.55;49.97;3.300;206.9;17.15;
1-695;11.57;49.97;3.300;206.9;17.17;
1-696;11.59;49.97;3.300;206.9;17.19;
1-697;11.60;49.97;3.400;206.9;17.20;
1-698;11.62;49.97;3.300;207.0;17.22;
1-699;11.64;49.97;3.300;206.9;17.24;
1-700;11.65;49.97;3.300;207.0;17.26;
1-701;11.67;49.97;3.300;207.0;17.27;
1-702;11.69;49.97;3.300;207.0;17.29;
1-703;11.70;49.97;3.400;207.0;17.31;
1-704;11.72;49.97;3.300;207.0;17.33;
1-705;11.74;49.97;3.300;207.0;17.34;
1-706;11.75;49.97;3.300;207.0;17.36;
1-707;11.77;49.97;3.300;207.0;17.38;
1-708;11.79;49.97;3.300;207.0;17.40;
1-709;11.80;49.97;3.300;207.0;17.41;
1-710;11.82;49.97;3.300;207.0;17.43;
1-711;11.84;49.97;3.400;207.0;17.45;
1-712;11.85;49.97;3.300;207.0;17.47;
1-713;11.87;49.97;3.300;207.0;17.48;
1-714;11.89;49.97;3.400;207.0;17.50;
1-715;11.90;49.97;3.400;207.0;17.52;
1-716;11.92;49.97;3.300;207.0;17.54;
1-717;11.94;49.97;3.400;207.0;17.55;
1-718;11.95;49.97;3.300;207.0;17.57;
1-719;11.97;49.97;3.300;207.0;17.59;
1-720;11.99;49.97;3.300;207.0;17.60;
1-721;12.00;49.97;3.300;207.0;17.62;
1-722;12.02;49.97;3.400;207.0;17.64;
1-723;12.04;49.97;3.300;207.0;17.66;
1-724;12.05;49.97;3.400;207.0;17.67;
1-725;12.07;49.97;3.300;207.0;17.69;
1-726;12.09;49.97;3.400;207.1;17.71;
1-727;12.10;49.97;3.400;207.1;17.73;
1-728;12.12;49.97;3.400;207.0;17.75;
1-729;12.14;49.97;3.400;207.0;17.76;
1-730;12.15;49.97;3.400;207.0;17.78;
1-731;12.17;49.97;3.300;207.1;17.80;
1-732;12.19;49.97;3.300;207.1;17.82;
1-733;12.20;49.97;3.400;207.1;17.83;
1-734;12.22;49.97;3.300;207.1;17.85;
1-735;12.24;49.97;3.300;207.1;17.87;
1-736;12.25;49.97;3.300;207.1;17.89;
1-737;12.27;49.97;3.300;207.1;17.90;
1-738;12.29;49.97;3.400;207.1;17.92;
1-739;12.30;49.97;3.400;207.1;17.94;
1-740;12.32;49.97;3.400;207.1;17.96;
1-741;12.34;49.97;3.300;207.1;17.97;
1-742;12.35;49.97;3.300;207.1;17.99;
1-743;12.37;49.97;3.300;207.1;18.01;
1-744;12.39;49.97;3.300;207.1;18.02;
1-745;12.40;49.97;3.300;207.1;18.04;
1-746;12.42;49.97;3.300;207.1;18.06;
1-747;12.44;49.97;3.300;207.1;18.08;
1-748;12.45;49.97;3.300;207.1;18.09;
1-749;12.47;49.97;3.300;207.1;18.11;
1-750;12.49;49.97;3.400;207.1;18.13;
1-751;12.50;49.97;3.400;207.1;18.15;
1-752;12.52;49.97;3.400;207.1;18.16;
1-753;12.54;49.97;3.400;207.1;18.18;
1-754;12.55;49.97;3.400;207.1;18.20;
1-755;12.57;49.97;3.300;207.1;18.22;
1-756;12.59;49.97;3.300;207.1;18.23;
1-757;12.60;49.97;3.400;207.1;18.25;
1-758;12.62;49.97;3.400;207.1;18.27;
1-759;12.64;49.97;3.300;207.1;18.29;
1-760;12.65;49.97;3.400;207.1;18.31;
1-761;12.67;49.97;3.300;207.1;18.32;
1-762;12.69;49.97;3.300;207.1;18.34;
1-763;12.70;49.97;3.400;207.1;18.36;
1-764;12.72;49.97;3.400;207.1;18.38;
1-765;12.74;49.97;3.300;207.1;18.39;
1-766;12.75;49.97;3.300;207.1;18.41;
1-767;12.77;49.97;3.400;207.1;18.43;
1-768;12.79;49.97;3.400;207.2;18.45;
1-769;12.80;49.97;3.400;207.2;18.46;
1-770;12.82;49.97;3.300;207.2;18.48;
1-771;12.84;49.97;3.300;207.2;18.50;
1-772;12.85;49.97;3.300;207.2;18.52;
1-773;12.87;49.97;3.300;207.2;18.53;
1-774;12.89;49.97;3.300;207.2;18.55;
1-775;12.90;49.97;3.400;207.2;18.57;
1-776;12.92;49.97;3.400;207.2;18.59;
1-777;12.94;49.97;3.300;207.2;18.60;
1-778;12.95;49.97;3.300;207.2;18.62;
1-779;12.97;49.97;3.300;207.2;18.64;
1-780;12.99;49.97;3.300;207.2;18.65;
1-781;13.00;49.97;3.400;207.2;18.67;
1-782;13.02;49.97;3.400;207.2;18.69;
1-783;13.04;49.97;3.400;207.2;18.71;
1-784;13.05;49.97;3.400;207.2;18.73;
1-785;13.07;49.97;3.400;207.2;18.74;
1-786;13.09;49.97;3.400;207.2;18.76;
1-787;13.10;49.97;3.400;207.2;18.78;
1-788;13.12;49.97;3.400;207.2;18.80;
1-789;13.14;49.97;3.400;207.2;18.81;
1-790;13.15;49.97;3.400;207.2;18.83;
1-791;13.17;49.97;3.300;207.2;18.85;
1-792;13.19;49.97;3.400;207.2;18.87;
1-793;13.20;49.97;3.400;207.2;18.89;
1-794;13.22;49.97;3.400;207.2;18.90;
1-795;13.24;49.97;3.300;207.2;18.92;
1-796;13.25;49.97;3.400;207.2;18.94;
1-797;13.27;49.97;3.400;207.2;18.96;
1-798;13.29;49.97;3.300;207.2;18.97;
1-799;13.30;49.97;3.400;207.2;18.99;
1-800;13.32;49.97;3.500;207.2;19.01;
1-801;13.34;49.97;3.400;207.2;19.03;
1-802;13.35;49.97;3.400;207.2;19.04;
1-803;13.37;49.97;3.400;207.2;19.06;
1-804;13.39;49.97;3.400;207.2;19.08;
1-805;13.40;49.97;3.400;207.2;19.10;
1-806;13.42;49.97;3.400;207.2;19.12;
1-807;13.44;49.97;3.400;207.2;19.13;
1-808;13.45;49.97;3.400;207.2;19.15;
1-809;13.47;49.97;3.300;207.2;19.17;
1-810;13.49;49.97;3.400;207.2;19.19;
1-811;13.50;49.97;3.400;207.2;19.20;
1-812;13.52;49.97;3.400;207.2;19.22;
1-813;13.54;49.97;3.400;207.2;19.24;
1-814;13.55;49.97;3.400;207.2;19.26;
1-815;13.57;49.97;3.400;207.2;19.28;
1-816;13.59;49.97;3.300;207.2;19.29;
1-817;13.60;49.97;3.400;207.2;19.31;
1-818;13.62;49.97;3.500;207.2;19.33;
1-819;13.64;49.97;3.400;207.2;19.35;
1-820;13.65;49.97;3.400;207.2;19.36;
1-821;13.67;49.97;3.400;207.2;19.38;
1-822;13.69;49.97;3.400;207.2;19.40;
1-823;13.70;49.97;3.400;207.2;19.42;
1-824;13.72;49.97;3.400;207.2;19.44;
1-825;13.74;49.97;3.400;207.3;19.45;
1-826;13.75;49.97;3.400;207.3;19.47;
1-827;13.77;49.97;3.300;207.3;19.49;
1-828;13.79;49.97;3.300;207.3;19.51;
1-829;13.80;49.97;3.400;207.3;19.52;
1-830;13.82;49.97;3.400;207.3;19.54;
1-831;13.84;49.97;3.300;207.2;19.56;
1-832;13.85;49.97;3.400;207.2;19.58;
1-833;13.87;49.97;3.400;207.3;19.59;
1-834;13.89;49.97;3.300;207.3;19.61;
1-835;13.90;49.97;3.400;207.2;19.63;
1-836;13.92;49.97;3.400;207.3;19.65;
1-837;13.94;49.97;3.400;207.3;19.66;
1-838;13.95;49.97;3.300;207.3;19.68;
1-839;13.97;49.97;3.400;207.2;19.70;
1-840;13.99;49.97;3.300;207.3;19.72;
1-841;14.00;49.97;3.400;207.2;19.73;
1-842;14.02;49.97;3.400;207.3;19.75;
1-843;14.04;49.97;3.400;207.3;19.77;
1-844;14.05;49.97;3.300;207.3;19.79;
1-845;14.07;49.97;3.300;207.3;19.81;
1-846;14.09;49.97;3.300;207.3;19.82;
1-847;14.10;49.97;3.400;207.3;19.84;
1-848;14.12;49.97;3.400;207.3;19.86;
1-849;14.14;49.97;3.400;207.3;19.88;
1-850;14.15;49.97;3.400;207.3;19.89;
1-851;14.17;49.97;3.400;207.3;19.91;
1-852;14.19;49.97;3.400;207.3;19.93;
1-853;14.20;49.97;3.400;207.3;19.95;
1-854;14.22;49.97;3.500;207.3;19.96;
1-855;14.24;49.97;3.400;207.3;19.98;
1-856;14.25;49.97;3.400;207.3;20.00;
1-857;14.27;49.97;3.400;207.3;20.02;
1-858;14.29;49.97;3.300;207.3;20.04;
1-859;14.30;49.97;3.400;207.3;20.05;
1-860;14.32;49.97;3.400;207.3;20.07;
1-861;14.34;49.97;3.400;207.3;20.09;
1-862;14.35;49.97;3.300;207.3;20.11;
1-863;14.37;49.97;3.300;207.3;20.12;
1-864;14.39;49.97;3.300;207.4;20.14;
1-865;14.40;49.97;3.400;207.4;20.16;
1-866;14.42;49.97;3.400;207.4;20.18;
1-867;14.44;49.97;3.400;207.3;20.19;
1-868;14.45;49.97;3.400;207.4;20.21;
1-869;14.47;49.97;3.400;207.4;20.23;
1-870;14.49;49.97;3.300;207.4;20.25;
1-871;14.50;49.97;3.400;207.4;20.27;
1-872;14.52;49.97;3.400;207.4;20.28;
1-873;14.54;49.97;3.400;207.4;20.30;
1-874;14.55;49.97;3.300;207.4;20.32;
1-875;14.57;49.97;3.400;207.4;20.34;
1-876;14.59;49.97;3.300;207.4;20.35;
1-877;14.60;49.97;3.300;207.4;20.37;
1-878;14.62;49.97;3.300;207.4;20.39;
1-879;14.64;49.97;3.400;207.4;20.41;
1-880;14.65;49.97;3.300;207.4;20.42;
1-881;14.67;49.97;3.300;207.4;20.44;
1-882;14.69;49.97;3.300;207.4;20.46;
1-883;14.70;49.97;3.400;207.4;20.47;
1-884;14.72;49.97;3.400;207.4;20.49;
1-885;14.74;49.97;3.400;207.4;20.51;
1-886;14.75;49.97;3.400;207.4;20.53;
1-887;14.77;49.97;3.400;207.4;20.55;
1-888;14.79;49.97;3.300;207.4;20.56;
1-889;14.80;49.97;3.400;207.4;20.58;
1-890;14.82;49.97;3.400;207.4;20.60;
1-891;14.84;49.97;3.400;207.4;20.62;
1-892;14.85;49.97;3.400;207.4;20.63;
1-893;14.87;49.97;3.400;207.4;20.65;
1-894;14.89;49.97;3.400;207.4;20.67;
1-895;14.90;49.97;3.400;207.4;20.69;
1-896;14.92;49.97;3.400;207.4;20.71;
1-897;14.94;49.97;3.400;207.4;20.72;
1-898;14.95;49.97;3.400;207.4;20.74;
1-899;14.97;49.97;3.400;207.4;20.76;
1-900;14.99;49.97;3.400;207.4;20.78;
1-901;15.00;49.97;3.400;207.4;20.79;
1-902;15.02;49.97;3.400;207.4;20.81;
1-903;15.04;49.97;3.400;207.4;20.83;
1-904;15.05;49.97;3.400;207.4;20.85;
1-905;15.07;49.97;3.400;207.4;20.87;
1-906;15.09;49.97;3.300;207.4;20.88;
1-907;15.10;49.97;3.400;207.4;20.90;
1-908;15.12;49.97;3.400;207.4;20.92;
1-909;15.14;49.97;3.400;207.4;20.94;
1-910;15.15;49.97;3.400;207.4;20.95;
1-911;15.17;49.97;3.500;207.4;20.97;
1-912;15.19;49.97;3.400;207.4;20.99;
1-913;15.20;49.97;3.400;207.4;21.01;
1-914;15.22;49.97;3.400;207.4;21.03;
1-915;15.24;49.97;3.400;207.4;21.04;
1-916;15.25;49.97;3.400;207.4;21.06;
1-917;15.27;49.97;3.400;207.4;21.08;
1-918;15.29;49.97;3.400;207.4;21.10;
1-919;15.30;49.97;3.400;207.4;21.11;
1-920;15.32;49.97;3.400;207.4;21.13;
1-921;15.34;49.97;3.300;207.4;21.15;
1-922;15.35;49.97;3.300;207.4;21.17;
1-923;15.37;49.97;3.300;207.4;21.18;
1-924;15.39;49.97;3.300;207.4;21.20;
1-925;15.40;49.97;3.300;207.4;21.22;
1-926;15.42;49.97;3.300;207.4;21.24;
1-927;15.44;49.97;3.400;207.4;21.25;
1-928;15.45;49.97;3.400;207.4;21.27;
1-929;15.47;49.97;3.300;207.4;21.29;
1-930;15.49;49.97;3.300;207.4;21.31;
1-931;15.50;49.97;3.300;207.5;21.32;
1-932;15.52;49.97;3.400;207.4;21.34;
1-933;15.54;49.97;3.400;207.4;21.36;
1-934;15.55;49.97;3.400;207.4;21.38;
1-935;15.57;49.97;3.300;207.4;21.40;
1-936;15.59;49.97;3.300;207.4;21.41;
1-937;15.60;49.97;3.400;207.4;21.43;
1-938;15.62;49.97;3.400;207.4;21.45;
1-939;15.64;49.97;3.400;207.4;21.47;
1-940;15.65;49.97;3.400;207.5;21.48;
1-941;15.67;49.97;3.400;207.5;21.50;
1-942;15.69;49.97;3.300;207.4;21.52;
1-943;15.70;49.97;3.400;207.4;21.54;
1-944;15.72;49.97;3.400;207.4;21.55;
1-945;15.74;49.97;3.400;207.4;21.57;
1-946;15.75;49.97;3.300;207.4;21.59;
1-947;15.77;49.97;3.400;207.4;21.61;
1-948;15.79;49.97;3.400;207.4;21.62;
1-949;15.80;49.97;3.400;207.4;21.64;
1-950;15.82;49.97;3.400;207.5;21.66;
1-951;15.84;49.97;3.400;207.4;21.68;
1-952;15.85;49.97;3.400;207.5;21.70;
1-953;15.87;49.97;3.400;207.5;21.71;
1-954;15.89;49.97;3.400;207.5;21.73;
1-955;15.90;49.97;3.300;207.5;21.75;
1-956;15.92;49.97;3.400;207.5;21.77;
1-957;15.94;49.97;3.400;207.5;21.78;
1-958;15.95;49.97;3.400;207.5;21.80;
1-959;15.97;49.97;3.400;207.5;21.82;
1-960;15.99;49.97;3.300;207.5;21.84;
1-961;16.00;49.97;3.400;207.4;21.85;
1-962;16.02;49.97;3.400;207.4;21.87;
1-963;16.04;49.97;3.400;207.5;21.89;
1-964;16.05;49.97;3.400;207.5;21.91;
1-965;16.07;49.97;3.400;207.5;21.93;
1-966;16.09;49.97;3.400;207.5;21.94;
1-967;16.10;49.97;3.400;207.5;21.96;
1-968;16.12;49.97;3.400;207.5;21.98;
1-969;16.14;49.97;3.500;207.5;22.00;
1-970;16.15;49.97;3.400;207.5;22.02;
1-971;16.17;49.97;3.300;207.5;22.03;
1-972;16.19;49.97;3.400;207.5;22.05;
1-973;16.20;49.97;3.400;207.5;22.07;
1-974;16.22;49.97;3.400;207.5;22.09;
1-975;16.24;49.97;3.400;207.5;22.10;
1-976;16.25;49.97;3.500;207.5;22.12;
1-977;16.27;49.97;3.400;207.5;22.14;
1-978;16.29;49.97;3.400;207.5;22.16;
1-979;16.30;49.97;3.300;207.5;22.18;
1-980;16.32;49.97;3.300;207.5;22.19;
1-981;16.34;49.97;3.400;207.5;22.21;
1-982;16.35;49.97;3.400;207.5;22.23;
1-983;16.37;49.97;3.300;207.5;22.25;
1-984;16.39;49.97;3.400;207.5;22.26;
1-985;16.40;49.97;3.400;207.5;22.28;
1-986;16.42;49.97;3.400;207.5;22.30;
1-987;16.44;49.97;3.400;207.5;22.32;
1-988;16.45;49.97;3.400;207.5;22.33;
1-989;16.47;49.97;3.400;207.5;22.35;
1-990;16.49;49.97;3.400;207.5;22.37;
1-991;16.50;49.97;3.400;207.5;22.39;
1-992;16.52;49.97;3.400;207.5;22.41;
1-993;16.54;49.97;3.400;207.5;22.42;
1-994;16.55;49.97;3.400;207.5;22.44;
1-995;16.57;49.97;3.400;207.5;22.46;
1-996;16.59;49.97;3.300;207.5;22.48;
1-997;16.60;49.97;3.300;207.5;22.49;
1-998;16.62;49.97;3.400;207.5;22.51;
1-999;16.64;49.97;3.400;207.5;22.53;
1-1000;16.65;49.97;3.300;207.5;22.55;
1-1001;16.67;49.97;3.400;207.5;22.56;
1-1002;16.69;49.97;3.400;207.5;22.58;
1-1003;16.70;49.97;3.300;207.5;22.60;
1-1004;16.72;49.97;3.400;207.5;22.62;
1-1005;16.74;49.97;3.400;207.5;22.64;
1-1006;16.75;49.97;3.400;207.5;22.65;
1-1007;16.77;49.97;3.300;207.5;22.67;
1-1008;16.79;49.97;3.400;207.5;22.69;
1-1009;16.80;49.97;3.300;207.5;22.71;
1-1010;16.82;49.97;3.300;207.5;22.72;
1-1011;16.84;49.97;3.300;207.5;22.74;
1-1012;16.85;49.97;3.400;207.5;22.76;
1-1013;16.87;49.97;3.400;207.5;22.78;
1-1014;16.89;49.97;3.400;207.5;22.79;
1-1015;16.90;49.97;3.400;207.5;22.81;
1-1016;16.92;49.97;3.400;207.5;22.83;
1-1017;16.94;49.97;3.400;207.5;22.85;
1-1018;16.95;49.97;3.400;207.5;22.86;
1-1019;16.97;49.97;3.400;207.5;22.88;
1-1020;16.99;49.97;3.400;207.5;22.90;
1-1021;17.01;49.97;3.400;207.5;22.92;
1-1022;17.02;49.97;3.400;207.5;22.94;
1-1023;17.04;49.97;3.400;207.5;22.96;
1-1024;17.06;49.97;3.400;207.5;22.97;
1-1025;17.08;49.97;3.300;207.6;23.00;
1-1026;17.09;49.97;3.400;207.5;23.01;
1-1027;17.11;49.97;3.400;207.6;23.03;
1-1028;17.13;49.97;3.400;207.5;23.05;
1-1029;17.14;49.97;3.400;207.5;23.07;
1-1030;17.16;49.97;3.500;207.6;23.09;
1-1031;17.18;49.97;3.400;207.6;23.10;
1-1032;17.19;49.97;3.400;207.6;23.12;
1-1033;17.21;49.97;3.400;207.6;23.14;
1-1034;17.23;49.97;3.400;207.6;23.16;
1-1035;17.24;49.97;3.400;207.6;23.17;
1-1036;17.26;49.97;3.400;207.6;23.19;
1-1037;17.28;49.97;3.400;207.6;23.21;
1-1038;17.30;49.97;3.400;207.6;23.23;
1-1039;17.31;49.97;3.300;207.6;23.25;
1-1040;17.33;49.97;3.400;207.6;23.26;
1-1041;17.35;49.97;3.400;207.6;23.28;
1-1042;17.36;49.97;3.400;207.6;23.30;
1-1043;17.38;49.97;3.400;207.6;23.32;
1-1044;17.40;49.97;3.400;207.6;23.34;
1-1045;17.41;49.97;3.400;207.6;23.35;
1-1046;17.43;49.97;3.400;207.6;23.37;
1-1047;17.45;49.97;3.400;207.6;23.39;
1-1048;17.46;49.97;3.400;207.6;23.41;
1-1049;17.48;49.97;3.400;207.6;23.42;
1-1050;17.50;49.97;3.300;207.6;23.44;
1-1051;17.51;49.97;3.400;207.6;23.46;
1-1052;17.53;49.97;3.400;207.6;23.48;
1-1053;17.55;49.97;3.400;207.6;23.50;
1-1054;17.56;49.97;3.400;207.6;23.51;
1-1055;17.58;49.97;3.300;207.6;23.53;
1-1056;17.60;49.97;3.400;207.6;23.55;
1-1057;17.61;49.97;3.300;207.6;23.57;
1-1058;17.63;49.97;3.400;207.6;23.58;
1-1059;17.65;49.97;3.400;207.6;23.60;
1-1060;17.66;49.97;3.400;207.6;23.62;
1-1061;17.68;49.97;3.300;207.6;23.64;
1-1062;17.70;49.97;3.400;207.6;23.65;
1-1063;17.71;49.97;3.400;207.6;23.67;
1-1064;17.73;49.97;3.400;207.6;23.69;
1-1065;17.75;49.97;3.400;207.6;23.71;
1-1066;17.76;49.97;3.400;207.6;23.73;
1-1067;17.78;49.97;3.400;207.6;23.74;
1-1068;17.80;49.97;3.400;207.6;23.76;
1-1069;17.81;49.97;3.400;207.6;23.78;
1-1070;17.83;49.97;3.400;207.6;23.80;
1-1071;17.85;49.97;3.400;207.6;23.81;
1-1072;17.86;49.97;3.400;207.6;23.83;
1-1073;17.88;49.97;3.400;207.6;23.85;
1-1074;17.90;49.97;3.400;207.6;23.87;
1-1075;17.91;49.97;3.300;207.6;23.89;
1-1076;17.93;49.97;3.400;207.6;23.90;
1-1077;17.95;49.97;3.400;207.6;23.92;
1-1078;17.96;49.97;3.400;207.6;23.94;
1-1079;17.98;49.97;3.300;207.6;23.96;
1-1080;18.00;49.97;3.300;207.6;23.97;
1-1081;18.01;49.97;3.300;207.6;23.99;
1-1082;18.03;49.97;3.300;207.6;24.01;
1-1083;18.05;49.97;3.400;207.6;24.03;
1-1084;18.06;49.97;3.400;207.6;24.04;
1-1085;18.08;49.97;3.400;207.6;24.06;
1-1086;18.10;49.97;3.400;207.6;24.08;
1-1087;18.11;49.97;3.400;207.6;24.10;
1-1088;18.13;49.97;3.300;207.6;24.11;
1-1089;18.15;49.97;3.400;207.6;24.13;
1-1090;18.16;49.97;3.400;207.6;24.15;
1-1091;18.18;49.97;3.500;207.6;24.17;
1-1092;18.20;49.97;3.400;207.6;24.19;
1-1093;18.21;49.97;3.400;207.6;24.20;
1-1094;18.23;49.97;3.300;207.6;24.22;
1-1095;18.25;49.97;3.400;207.6;24.24;
1-1096;18.26;49.97;3.400;207.6;24.26;
1-1097;18.28;49.97;3.400;207.6;24.27;
1-1098;18.30;49.97;3.400;207.6;24.29;
1-1099;18.31;49.97;3.400;207.6;24.31;
1-1100;18.33;49.97;3.300;207.6;24.33;
1-1101;18.35;49.97;3.400;207.6;24.35;
1-1102;18.36;49.97;3.400;207.6;24.36;
