D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0011.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-51;0.836;49.97;7.800;177.9;3.721;
1-52;0.853;49.97;7.700;178.3;3.762;
1-53;0.869;49.97;7.700;178.7;3.802;
1-54;0.886;49.97;7.500;179.0;3.842;
1-55;0.903;49.97;7.500;179.3;3.881;
1-56;0.919;49.97;7.500;179.6;3.921;
1-57;0.936;49.97;7.400;180.0;3.959;
1-58;0.953;49.97;7.300;180.2;3.998;
1-59;0.969;49.97;7.200;180.6;4.036;
1-60;0.986;49.97;7.200;181.0;4.074;
1-61;1.003;49.97;7.100;181.1;4.111;
1-62;1.019;49.97;7.100;181.4;4.148;
1-63;1.036;49.97;7.000;181.8;4.185;
1-64;1.053;49.97;7.000;181.9;4.222;
1-65;1.069;49.97;6.800;182.2;4.258;
1-66;1.086;49.97;6.800;182.5;4.293;
1-67;1.103;49.97;6.800;182.6;4.329;
1-68;1.119;49.97;6.800;182.9;4.365;
1-69;1.136;49.97;6.700;183.1;4.400;
1-70;1.153;49.97;6.600;183.3;4.435;
1-71;1.169;49.97;6.700;183.5;4.469;
1-72;1.186;49.97;6.500;183.8;4.504;
1-73;1.203;49.97;6.600;183.9;4.538;
1-74;1.219;49.97;6.500;184.1;4.573;
1-75;1.236;49.97;6.500;184.3;4.607;
1-76;1.253;49.97;6.400;184.4;4.640;
1-77;1.269;49.97;6.400;184.6;4.674;
1-78;1.286;49.97;6.300;184.9;4.707;
1-79;1.303;49.97;6.300;185.0;4.740;
1-80;1.319;49.97;6.400;185.2;4.773;
1-81;1.336;49.97;6.300;185.4;4.807;
1-82;1.353;49.97;6.200;185.5;4.839;
1-83;1.369;49.97;6.100;185.7;4.871;
1-84;1.386;49.97;6.200;185.9;4.904;
1-85;1.403;49.97;6.100;186.0;4.936;
1-86;1.419;49.97;6.200;186.2;4.968;
1-87;1.436;49.97;6.100;186.3;5.000;
1-88;1.453;49.97;6.000;186.5;5.032;
1-89;1.469;49.97;6.100;186.6;5.063;
1-90;1.486;49.97;6.000;186.8;5.095;
1-91;1.503;49.97;6.000;186.9;5.127;
1-92;1.519;49.97;5.900;187.1;5.158;
1-93;1.536;49.97;6.000;187.2;5.189;
1-94;1.553;49.97;5.800;187.3;5.220;
1-95;1.569;49.97;5.900;187.5;5.250;
1-96;1.586;49.97;5.800;187.7;5.281;
1-97;1.603;49.97;5.800;187.8;5.311;
1-98;1.619;49.97;5.800;187.9;5.342;
1-99;1.636;49.97;5.800;188.1;5.372;
1-100;1.653;49.97;5.800;188.1;5.402;
1-101;1.669;49.97;5.700;188.3;5.432;
1-102;1.686;49.97;5.700;188.4;5.462;
1-103;1.703;49.97;5.700;188.5;5.492;
1-104;1.719;49.97;5.700;188.6;5.522;
1-105;1.736;49.97;5.700;188.8;5.552;
1-106;1.753;49.97;5.600;188.8;5.581;
1-107;1.769;49.97;5.700;189.0;5.611;
1-108;1.786;49.97;5.500;189.1;5.640;
1-109;1.803;49.97;5.600;189.2;5.669;
1-110;1.819;49.97;5.500;189.4;5.698;
1-111;1.836;49.97;5.600;189.5;5.727;
1-112;1.853;49.97;5.500;189.6;5.756;
1-113;1.869;49.97;5.500;189.7;5.785;
1-114;1.886;49.97;5.500;189.9;5.814;
1-115;1.903;49.97;5.400;189.9;5.842;
1-116;1.919;49.97;5.500;190.1;5.871;
1-117;1.936;49.97;5.400;190.2;5.899;
1-118;1.953;49.97;5.400;190.3;5.928;
1-119;1.969;49.97;5.300;190.4;5.956;
1-120;1.986;49.97;5.300;190.5;5.983;
1-121;2.003;49.97;5.300;190.6;6.011;
1-122;2.019;49.97;5.300;190.7;6.039;
1-123;2.036;49.97;5.300;190.9;6.067;
1-124;2.053;49.97;5.200;191.0;6.094;
1-125;2.069;49.97;5.300;191.1;6.122;
1-126;2.086;49.97;5.200;191.2;6.149;
1-127;2.103;49.97;5.200;191.3;6.176;
1-128;2.119;49.97;5.200;191.3;6.204;
1-129;2.136;49.97;5.200;191.5;6.231;
1-130;2.153;49.97;5.100;191.5;6.258;
1-131;2.169;49.97;5.200;191.6;6.285;
1-132;2.186;49.97;5.100;191.8;6.312;
1-133;2.203;49.97;5.100;191.8;6.338;
1-134;2.219;49.97;5.100;192.0;6.365;
1-135;2.236;49.97;5.100;192.1;6.392;
1-136;2.253;49.97;5.100;192.1;6.418;
1-137;2.269;49.97;5.100;192.2;6.445;
1-138;2.286;49.97;5.000;192.4;6.471;
1-139;2.303;49.97;5.000;192.4;6.498;
1-140;2.319;49.97;5.000;192.5;6.524;
1-141;2.336;49.97;5.000;192.6;6.550;
1-142;2.353;49.97;4.900;192.7;6.576;
1-143;2.369;49.97;5.000;192.8;6.602;
1-144;2.386;49.97;4.900;192.9;6.628;
1-145;2.403;49.97;4.900;193.0;6.653;
1-146;2.419;49.97;4.900;193.1;6.679;
1-147;2.436;49.97;4.900;193.2;6.705;
1-148;2.453;49.97;4.800;193.3;6.730;
1-149;2.469;49.97;4.900;193.4;6.755;
1-150;2.486;49.97;4.800;193.5;6.781;
1-151;2.503;49.97;4.900;193.5;6.806;
1-152;2.519;49.97;4.800;193.6;6.832;
1-153;2.536;49.97;4.800;193.8;6.857;
1-154;2.553;49.97;4.800;193.8;6.882;
1-155;2.569;49.97;4.800;193.9;6.907;
1-156;2.586;49.97;4.700;194.0;6.932;
1-157;2.603;49.97;4.700;194.0;6.956;
1-158;2.619;49.97;4.800;194.2;6.981;
1-159;2.636;49.97;4.800;194.2;7.006;
1-160;2.653;49.97;4.700;194.2;7.031;
1-161;2.669;49.97;4.800;194.3;7.056;
1-162;2.686;49.97;4.600;194.4;7.081;
1-163;2.703;49.97;4.600;194.5;7.105;
1-164;2.719;49.97;4.600;194.6;7.129;
1-165;2.736;49.97;4.700;194.6;7.153;
1-166;2.753;49.97;4.600;194.7;7.177;
1-167;2.769;49.97;4.600;194.8;7.202;
1-168;2.786;49.97;4.600;194.9;7.226;
1-169;2.803;49.97;4.600;195.0;7.250;
1-170;2.819;49.97;4.600;195.0;7.274;
1-171;2.836;49.97;4.600;195.1;7.298;
1-172;2.853;49.97;4.600;195.2;7.322;
1-173;2.869;49.97;4.500;195.2;7.346;
1-174;2.886;49.97;4.500;195.3;7.369;
1-175;2.903;49.97;4.400;195.4;7.393;
1-176;2.919;49.97;4.500;195.5;7.416;
1-177;2.936;49.97;4.500;195.6;7.439;
1-178;2.953;49.97;4.500;195.6;7.463;
1-179;2.969;49.97;4.500;195.7;7.486;
1-180;2.986;49.97;4.500;195.8;7.510;
1-181;3.003;49.97;4.400;195.9;7.533;
1-182;3.019;49.97;4.400;195.9;7.556;
1-183;3.036;49.97;4.500;196.0;7.580;
1-184;3.053;49.97;4.400;196.0;7.603;
1-185;3.069;49.97;4.400;196.1;7.626;
1-186;3.086;49.97;4.400;196.2;7.649;
1-187;3.103;49.97;4.400;196.3;7.672;
1-188;3.119;49.97;4.400;196.3;7.695;
1-189;3.136;49.97;4.400;196.4;7.718;
1-190;3.153;49.97;4.400;196.4;7.741;
1-191;3.169;49.97;4.400;196.5;7.764;
1-192;3.186;49.97;4.400;196.6;7.787;
1-193;3.203;49.97;4.300;196.6;7.810;
1-194;3.219;49.97;4.400;196.7;7.833;
1-195;3.236;49.97;4.300;196.7;7.855;
1-196;3.253;49.97;4.300;196.8;7.878;
1-197;3.269;49.97;4.300;196.9;7.900;
1-198;3.286;49.97;4.300;197.0;7.923;
1-199;3.303;49.97;4.200;197.0;7.945;
1-200;3.319;49.97;4.200;197.1;7.967;
1-201;3.336;49.97;4.300;197.1;7.989;
1-202;3.353;49.97;4.200;197.2;8.012;
1-203;3.369;49.97;4.200;197.2;8.034;
1-204;3.386;49.97;4.200;197.3;8.056;
1-205;3.403;49.97;4.200;197.4;8.078;
1-206;3.419;49.97;4.200;197.4;8.100;
1-207;3.436;49.97;4.200;197.5;8.122;
1-208;3.453;49.97;4.200;197.6;8.144;
1-209;3.469;49.97;4.200;197.6;8.165;
1-210;3.486;49.97;4.200;197.7;8.187;
1-211;3.503;49.97;4.100;197.8;8.209;
1-212;3.519;49.97;4.200;197.8;8.231;
1-213;3.536;49.97;4.100;197.9;8.253;
1-214;3.553;49.97;4.100;198.0;8.274;
1-215;3.569;49.97;4.100;198.0;8.296;
1-216;3.586;49.97;4.100;198.0;8.317;
1-217;3.603;49.97;4.100;198.1;8.338;
1-218;3.619;49.97;4.100;198.2;8.360;
1-219;3.636;49.97;4.100;198.2;8.381;
1-220;3.653;49.97;4.100;198.3;8.403;
1-221;3.669;49.97;4.100;198.4;8.424;
1-222;3.686;49.97;4.100;198.4;8.446;
1-223;3.703;49.97;4.000;198.5;8.467;
1-224;3.719;49.97;4.100;198.5;8.488;
1-225;3.736;49.97;4.000;198.6;8.509;
1-226;3.753;49.97;4.100;198.6;8.531;
1-227;3.769;49.97;4.000;198.7;8.552;
1-228;3.786;49.97;4.100;198.7;8.573;
1-229;3.803;49.97;4.000;198.8;8.594;
1-230;3.819;49.97;4.100;198.8;8.615;
1-231;3.836;49.97;4.000;198.9;8.636;
1-232;3.853;49.97;4.000;198.9;8.657;
1-233;3.869;49.97;4.000;199.0;8.678;
1-234;3.886;49.97;4.000;199.0;8.699;
1-235;3.903;49.97;4.000;199.1;8.720;
1-236;3.919;49.97;4.000;199.1;8.741;
1-237;3.936;49.97;4.100;199.2;8.762;
1-238;3.953;49.97;4.100;199.2;8.784;
1-239;3.969;49.97;4.000;199.3;8.805;
1-240;3.986;49.97;4.000;199.3;8.826;
1-241;4.003;49.97;4.000;199.3;8.847;
1-242;4.019;49.97;4.000;199.4;8.868;
1-243;4.036;49.97;4.000;199.4;8.889;
1-244;4.053;49.97;4.000;199.5;8.910;
1-245;4.069;49.97;4.000;199.6;8.931;
1-246;4.086;49.97;4.000;199.6;8.952;
1-247;4.103;49.97;3.900;199.7;8.972;
1-248;4.119;49.97;4.000;199.7;8.993;
1-249;4.136;49.97;3.900;199.8;9.014;
1-250;4.153;49.97;4.000;199.8;9.034;
1-251;4.169;49.97;3.900;199.9;9.055;
1-252;4.186;49.97;3.900;199.9;9.075;
1-253;4.203;49.97;3.900;199.9;9.096;
1-254;4.219;49.97;4.000;200.0;9.116;
1-255;4.236;49.97;4.000;200.0;9.137;
1-256;4.253;49.97;3.900;200.1;9.158;
1-257;4.269;49.97;3.900;200.1;9.178;
1-258;4.286;49.97;4.000;200.1;9.199;
1-259;4.303;49.97;3.900;200.2;9.220;
1-260;4.319;49.97;3.900;200.2;9.240;
1-261;4.336;49.97;3.900;200.3;9.261;
1-262;4.353;49.97;3.900;200.3;9.281;
1-263;4.369;49.97;3.800;200.4;9.301;
1-264;4.386;49.97;3.800;200.4;9.321;
1-265;4.403;49.97;3.800;200.5;9.341;
1-266;4.419;49.97;3.800;200.5;9.361;
1-267;4.436;49.97;3.900;200.5;9.381;
1-268;4.453;49.97;3.900;200.6;9.401;
1-269;4.469;49.97;3.900;200.6;9.422;
1-270;4.486;49.97;3.800;200.6;9.442;
1-271;4.503;49.97;3.800;200.7;9.462;
1-272;4.519;49.97;3.800;200.7;9.482;
1-273;4.536;49.97;3.900;200.8;9.502;
1-274;4.553;49.97;3.800;200.8;9.522;
1-275;4.569;49.97;3.800;200.8;9.542;
1-276;4.586;49.97;3.800;200.9;9.562;
1-277;4.603;49.97;3.800;200.9;9.582;
1-278;4.619;49.97;3.800;201.0;9.602;
1-279;4.636;49.97;3.800;201.0;9.621;
1-280;4.653;49.97;3.800;201.0;9.641;
1-281;4.669;49.97;3.800;201.1;9.661;
1-282;4.686;49.97;3.800;201.1;9.681;
1-283;4.703;49.97;3.800;201.2;9.701;
1-284;4.719;49.97;3.800;201.2;9.721;
1-285;4.736;49.97;3.800;201.2;9.741;
1-286;4.753;49.97;3.800;201.2;9.761;
1-287;4.769;49.97;3.800;201.3;9.780;
1-288;4.786;49.97;3.800;201.3;9.800;
1-289;4.803;49.97;3.800;201.4;9.820;
1-290;4.819;49.97;3.800;201.4;9.840;
1-291;4.836;49.97;3.800;201.4;9.860;
1-292;4.853;49.97;3.800;201.5;9.880;
1-293;4.869;49.97;3.800;201.5;9.900;
1-294;4.886;49.97;3.800;201.5;9.920;
1-295;4.903;49.97;3.700;201.6;9.939;
1-296;4.919;49.97;3.700;201.6;9.959;
1-297;4.936;49.97;3.700;201.6;9.978;
1-298;4.953;49.97;3.800;201.7;9.998;
1-299;4.969;49.97;3.700;201.7;10.02;
1-300;4.986;49.97;3.700;201.8;10.04;
1-301;5.003;49.97;3.700;201.8;10.06;
1-302;5.019;49.97;3.800;201.8;10.08;
1-303;5.036;49.97;3.800;201.9;10.10;
1-304;5.053;49.97;3.800;201.9;10.12;
1-305;5.069;49.97;3.800;202.0;10.14;
1-306;5.086;49.97;3.700;202.0;10.15;
1-307;5.103;49.97;3.700;202.0;10.17;
1-308;5.119;49.97;3.700;202.0;10.19;
1-309;5.136;49.97;3.700;202.0;10.21;
1-310;5.153;49.97;3.700;202.1;10.23;
1-311;5.169;49.97;3.700;202.1;10.25;
1-312;5.186;49.97;3.700;202.1;10.27;
1-313;5.203;49.97;3.700;202.2;10.29;
1-314;5.219;49.97;3.700;202.2;10.31;
1-315;5.236;49.97;3.700;202.2;10.33;
1-316;5.253;49.97;3.700;202.3;10.35;
1-317;5.269;49.97;3.700;202.3;10.37;
1-318;5.286;49.97;3.700;202.3;10.39;
1-319;5.303;49.97;3.700;202.4;10.41;
1-320;5.319;49.97;3.700;202.4;10.43;
1-321;5.336;49.97;3.700;202.4;10.45;
1-322;5.353;49.97;3.700;202.4;10.46;
1-323;5.369;49.97;3.700;202.5;10.48;
1-324;5.386;49.97;3.700;202.5;10.50;
1-325;5.403;49.97;3.700;202.6;10.52;
1-326;5.419;49.97;3.700;202.6;10.54;
1-327;5.436;49.97;3.700;202.6;10.56;
1-328;5.453;49.97;3.700;202.6;10.58;
1-329;5.469;49.97;3.700;202.7;10.60;
1-330;5.486;49.97;3.600;202.7;10.62;
1-331;5.503;49.97;3.600;202.7;10.64;
1-332;5.519;49.97;3.600;202.7;10.66;
1-333;5.536;49.97;3.700;202.8;10.68;
1-334;5.553;49.97;3.700;202.8;10.70;
1-335;5.569;49.97;3.700;202.8;10.71;
1-336;5.586;49.97;3.600;202.8;10.73;
1-337;5.603;49.97;3.600;202.9;10.75;
1-338;5.619;49.97;3.600;202.9;10.77;
1-339;5.636;49.97;3.600;202.9;10.79;
1-340;5.653;49.97;3.600;203.0;10.81;
1-341;5.669;49.97;3.600;203.0;10.83;
1-342;5.686;49.97;3.500;203.0;10.85;
1-343;5.703;49.97;3.600;203.0;10.87;
1-344;5.719;49.97;3.500;203.1;10.88;
1-345;5.736;49.97;3.600;203.1;10.90;
1-346;5.753;49.97;3.600;203.1;10.92;
1-347;5.769;49.97;3.600;203.2;10.94;
1-348;5.786;49.97;3.600;203.2;10.96;
1-349;5.803;49.97;3.600;203.2;10.98;
1-350;5.819;49.97;3.600;203.2;11.00;
1-351;5.836;49.97;3.600;203.2;11.02;
1-352;5.853;49.97;3.600;203.3;11.03;
1-353;5.869;49.97;3.600;203.3;11.05;
1-354;5.886;49.97;3.600;203.3;11.07;
1-355;5.903;49.97;3.600;203.4;11.09;
1-356;5.919;49.97;3.500;203.4;11.11;
1-357;5.936;49.97;3.600;203.4;11.13;
1-358;5.953;49.97;3.600;203.4;11.15;
1-359;5.969;49.97;3.600;203.4;11.17;
1-360;5.986;49.97;3.600;203.5;11.18;
1-361;6.003;49.97;3.600;203.5;11.20;
1-362;6.019;49.97;3.600;203.5;11.22;
1-363;6.036;49.97;3.600;203.5;11.24;
1-364;6.053;49.97;3.600;203.6;11.26;
1-365;6.069;49.97;3.600;203.6;11.28;
1-366;6.086;49.97;3.600;203.6;11.30;
1-367;6.103;49.97;3.600;203.6;11.32;
1-368;6.119;49.97;3.600;203.6;11.34;
1-369;6.136;49.97;3.600;203.7;11.35;
1-370;6.153;49.97;3.600;203.7;11.37;
1-371;6.169;49.97;3.600;203.7;11.39;
1-372;6.186;49.97;3.600;203.7;11.41;
1-373;6.203;49.97;3.600;203.8;11.43;
1-374;6.219;49.97;3.500;203.8;11.45;
1-375;6.236;49.97;3.600;203.8;11.47;
1-376;6.253;49.97;3.600;203.8;11.49;
1-377;6.269;49.97;3.600;203.8;11.50;
1-378;6.286;49.97;3.500;203.8;11.52;
1-379;6.303;49.97;3.600;203.9;11.54;
1-380;6.319;49.97;3.500;203.9;11.56;
1-381;6.336;49.97;3.600;203.9;11.58;
1-382;6.353;49.97;3.600;203.9;11.60;
1-383;6.369;49.97;3.600;204.0;11.62;
1-384;6.386;49.97;3.600;204.0;11.64;
1-385;6.403;49.97;3.500;204.0;11.65;
1-386;6.419;49.97;3.600;204.0;11.67;
1-387;6.436;49.97;3.500;204.0;11.69;
1-388;6.453;49.97;3.500;204.1;11.71;
1-389;6.469;49.97;3.600;204.1;11.73;
1-390;6.486;49.97;3.500;204.1;11.75;
1-391;6.503;49.97;3.500;204.1;11.76;
1-392;6.519;49.97;3.500;204.2;11.78;
1-393;6.536;49.97;3.500;204.2;11.80;
1-394;6.553;49.97;3.500;204.2;11.82;
1-395;6.569;49.97;3.500;204.2;11.84;
1-396;6.586;49.97;3.500;204.2;11.86;
1-397;6.603;49.97;3.500;204.3;11.87;
1-398;6.619;49.97;3.500;204.3;11.89;
1-399;6.636;49.97;3.500;204.3;11.91;
1-400;6.653;49.97;3.500;204.3;11.93;
1-401;6.669;49.97;3.500;204.3;11.95;
1-402;6.686;49.97;3.500;204.4;11.97;
1-403;6.703;49.97;3.500;204.4;11.98;
1-404;6.719;49.97;3.500;204.4;12.00;
1-405;6.736;49.97;3.500;204.4;12.02;
1-406;6.753;49.97;3.500;204.4;12.04;
1-407;6.769;49.97;3.500;204.4;12.06;
1-408;6.786;49.97;3.500;204.5;12.08;
1-409;6.803;49.97;3.500;204.5;12.09;
1-410;6.819;49.97;3.400;204.5;12.11;
1-411;6.836;49.97;3.500;204.5;12.13;
1-412;6.853;49.97;3.500;204.5;12.15;
1-413;6.869;49.97;3.500;204.6;12.17;
1-414;6.886;49.97;3.500;204.6;12.19;
1-415;6.903;49.97;3.500;204.6;12.20;
1-416;6.919;49.97;3.400;204.6;12.22;
1-417;6.936;49.97;3.400;204.6;12.24;
1-418;6.953;49.97;3.500;204.6;12.26;
1-419;6.969;49.97;3.500;204.6;12.28;
1-420;6.986;49.97;3.500;204.7;12.29;
1-421;7.003;49.97;3.400;204.7;12.31;
1-422;7.019;49.97;3.400;204.7;12.33;
1-423;7.036;49.97;3.400;204.7;12.35;
1-424;7.053;49.97;3.400;204.8;12.37;
1-425;7.069;49.97;3.400;204.8;12.38;
1-426;7.086;49.97;3.400;204.8;12.40;
1-427;7.103;49.97;3.400;204.8;12.42;
1-428;7.119;49.97;3.400;204.8;12.44;
1-429;7.136;49.97;3.400;204.8;12.45;
1-430;7.153;49.97;3.400;204.8;12.47;
1-431;7.169;49.97;3.500;204.9;12.49;
1-432;7.186;49.97;3.400;204.9;12.51;
1-433;7.203;49.97;3.400;204.9;12.53;
1-434;7.219;49.97;3.400;204.9;12.54;
1-435;7.236;49.97;3.400;205.0;12.56;
1-436;7.253;49.97;3.400;204.9;12.58;
1-437;7.269;49.97;3.400;205.0;12.60;
1-438;7.286;49.97;3.400;205.0;12.62;
1-439;7.303;49.97;3.400;205.0;12.63;
1-440;7.319;49.97;3.400;205.0;12.65;
1-441;7.336;49.97;3.400;205.0;12.67;
1-442;7.353;49.97;3.400;205.0;12.69;
1-443;7.369;49.97;3.400;205.1;12.70;
1-444;7.386;49.97;3.500;205.0;12.72;
1-445;7.403;49.97;3.400;205.0;12.74;
1-446;7.419;49.97;3.400;205.1;12.76;
1-447;7.436;49.97;3.400;205.1;12.78;
1-448;7.453;49.97;3.400;205.1;12.79;
1-449;7.469;49.97;3.400;205.1;12.81;
1-450;7.486;49.97;3.400;205.2;12.83;
1-451;7.503;49.97;3.400;205.2;12.85;
1-452;7.519;49.97;3.400;205.2;12.86;
1-453;7.536;49.97;3.400;205.2;12.88;
1-454;7.553;49.97;3.400;205.2;12.90;
1-455;7.569;49.97;3.400;205.2;12.92;
1-456;7.586;49.97;3.400;205.2;12.94;
1-457;7.603;49.97;3.400;205.2;12.95;
1-458;7.619;49.97;3.500;205.2;12.97;
1-459;7.636;49.97;3.400;205.2;12.99;
1-460;7.653;49.97;3.400;205.3;13.01;
1-461;7.669;49.97;3.500;205.2;13.03;
1-462;7.686;49.97;3.400;205.3;13.04;
1-463;7.703;49.97;3.500;205.3;13.06;
1-464;7.719;49.97;3.400;205.3;13.08;
1-465;7.736;49.97;3.400;205.4;13.10;
1-466;7.753;49.97;3.400;205.4;13.12;
1-467;7.769;49.97;3.500;205.4;13.13;
1-468;7.786;49.97;3.400;205.4;13.15;
1-469;7.803;49.97;3.400;205.4;13.17;
1-470;7.819;49.97;3.400;205.4;13.19;
1-471;7.836;49.97;3.400;205.4;13.21;
1-472;7.853;49.97;3.500;205.4;13.22;
1-473;7.869;49.97;3.500;205.5;13.24;
1-474;7.886;49.97;3.500;205.5;13.26;
1-475;7.903;49.97;3.400;205.5;13.28;
1-476;7.919;49.97;3.500;205.5;13.30;
1-477;7.936;49.97;3.400;205.5;13.31;
1-478;7.953;49.97;3.400;205.5;13.33;
1-479;7.969;49.97;3.400;205.5;13.35;
1-480;7.986;49.97;3.400;205.6;13.37;
1-481;8.003;49.97;3.400;205.6;13.39;
1-482;8.019;49.97;3.400;205.6;13.40;
1-483;8.036;49.97;3.400;205.6;13.42;
1-484;8.053;49.97;3.400;205.6;13.44;
1-485;8.069;49.97;3.400;205.6;13.46;
1-486;8.086;49.97;3.400;205.6;13.47;
1-487;8.103;49.97;3.400;205.6;13.49;
1-488;8.119;49.97;3.400;205.6;13.51;
1-489;8.136;49.97;3.400;205.6;13.53;
1-490;8.153;49.97;3.400;205.6;13.55;
1-491;8.169;49.97;3.400;205.6;13.56;
1-492;8.186;49.97;3.400;205.6;13.58;
1-493;8.203;49.97;3.400;205.6;13.60;
1-494;8.219;49.97;3.400;205.7;13.62;
1-495;8.236;49.97;3.400;205.7;13.63;
1-496;8.253;49.97;3.400;205.7;13.65;
1-497;8.269;49.97;3.400;205.7;13.67;
1-498;8.286;49.97;3.400;205.8;13.69;
1-499;8.303;49.97;3.400;205.7;13.71;
1-500;8.319;49.97;3.400;205.8;13.72;
1-501;8.336;49.97;3.400;205.8;13.74;
1-502;8.353;49.97;3.400;205.8;13.76;
1-503;8.369;49.97;3.400;205.8;13.78;
1-504;8.386;49.97;3.400;205.8;13.79;
1-505;8.403;49.97;3.400;205.8;13.81;
1-506;8.419;49.97;3.400;205.8;13.83;
1-507;8.436;49.97;3.400;205.8;13.85;
1-508;8.453;49.97;3.400;205.8;13.87;
1-509;8.469;49.97;3.400;205.8;13.88;
1-510;8.486;49.97;3.500;205.8;13.90;
1-511;8.503;49.97;3.400;205.8;13.92;
1-512;8.519;49.97;3.500;205.8;13.94;
1-513;8.536;49.97;3.400;205.9;13.96;
1-514;8.553;49.97;3.500;205.9;13.97;
1-515;8.569;49.97;3.500;205.9;13.99;
1-516;8.586;49.97;3.500;205.9;14.01;
1-517;8.603;49.97;3.400;205.9;14.03;
1-518;8.619;49.97;3.400;205.9;14.05;
1-519;8.636;49.97;3.400;205.9;14.06;
1-520;8.653;49.97;3.400;205.9;14.08;
1-521;8.669;49.97;3.400;206.0;14.10;
1-522;8.686;49.97;3.500;206.0;14.12;
1-523;8.703;49.97;3.400;206.0;14.14;
1-524;8.719;49.97;3.400;206.0;14.15;
1-525;8.736;49.97;3.400;206.0;14.17;
1-526;8.753;49.97;3.400;206.0;14.19;
1-527;8.769;49.97;3.400;206.0;14.21;
1-528;8.786;49.97;3.500;206.0;14.22;
1-529;8.803;49.97;3.400;206.0;14.24;
1-530;8.819;49.97;3.500;206.0;14.26;
1-531;8.836;49.97;3.400;206.0;14.28;
1-532;8.853;49.97;3.400;206.0;14.30;
1-533;8.869;49.97;3.500;206.1;14.31;
1-534;8.886;49.97;3.400;206.0;14.33;
1-535;8.903;49.97;3.400;206.1;14.35;
1-536;8.919;49.97;3.400;206.1;14.37;
1-537;8.936;49.97;3.400;206.1;14.39;
1-538;8.953;49.97;3.400;206.1;14.40;
1-539;8.969;49.97;3.500;206.1;14.42;
1-540;8.986;49.97;3.400;206.1;14.44;
1-541;9.003;49.97;3.500;206.1;14.46;
1-542;9.019;49.97;3.400;206.1;14.48;
1-543;9.036;49.97;3.400;206.1;14.49;
1-544;9.053;49.97;3.400;206.1;14.51;
1-545;9.069;49.97;3.400;206.2;14.53;
1-546;9.086;49.97;3.500;206.2;14.55;
1-547;9.103;49.97;3.400;206.2;14.57;
1-548;9.119;49.97;3.500;206.2;14.58;
1-549;9.136;49.97;3.400;206.2;14.60;
1-550;9.153;49.97;3.400;206.2;14.62;
1-551;9.169;49.97;3.500;206.2;14.64;
