D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0018.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-228;3.790;49.97;4.400;198.9;9.787;
1-229;3.807;49.97;4.400;199.0;9.811;
1-230;3.823;49.97;4.500;199.0;9.834;
1-231;3.840;49.97;4.500;199.0;9.857;
1-232;3.857;49.97;4.400;199.1;9.881;
1-233;3.873;49.97;4.500;199.1;9.904;
1-234;3.890;49.97;4.400;199.2;9.927;
1-235;3.907;49.97;4.400;199.3;9.950;
1-236;3.923;49.97;4.400;199.3;9.973;
1-237;3.940;49.97;4.500;199.3;9.997;
1-238;3.957;49.97;4.400;199.4;10.02;
1-239;3.973;49.97;4.400;199.5;10.04;
1-240;3.990;49.97;4.400;199.5;10.07;
1-241;4.007;49.97;4.300;199.6;10.09;
1-242;4.023;49.97;4.400;199.6;10.11;
1-243;4.040;49.97;4.400;199.6;10.13;
1-244;4.057;49.97;4.400;199.7;10.16;
1-245;4.073;49.97;4.400;199.7;10.18;
1-246;4.090;49.97;4.400;199.8;10.20;
1-247;4.107;49.97;4.300;199.8;10.23;
1-248;4.123;49.97;4.300;199.8;10.25;
1-249;4.140;49.97;4.300;199.9;10.27;
1-250;4.157;49.97;4.300;200.0;10.29;
1-251;4.173;49.97;4.300;200.0;10.32;
1-252;4.190;49.97;4.300;200.0;10.34;
1-253;4.207;49.97;4.300;200.1;10.36;
1-254;4.223;49.97;4.300;200.1;10.38;
1-255;4.240;49.97;4.300;200.2;10.41;
1-256;4.257;49.97;4.200;200.2;10.43;
1-257;4.273;49.97;4.200;200.3;10.45;
1-258;4.290;49.97;4.300;200.3;10.47;
1-259;4.307;49.97;4.300;200.4;10.50;
1-260;4.323;49.97;4.300;200.4;10.52;
1-261;4.340;49.97;4.300;200.4;10.54;
1-262;4.357;49.97;4.300;200.5;10.56;
1-263;4.373;49.97;4.200;200.5;10.59;
1-264;4.390;49.97;4.300;200.5;10.61;
1-265;4.407;49.97;4.200;200.6;10.63;
1-266;4.423;49.97;4.300;200.6;10.65;
1-267;4.440;49.97;4.300;200.7;10.67;
1-268;4.457;49.97;4.300;200.7;10.70;
1-269;4.473;49.97;4.300;200.8;10.72;
1-270;4.490;49.97;4.200;200.8;10.74;
1-271;4.507;49.97;4.200;200.8;10.76;
1-272;4.523;49.97;4.200;200.9;10.79;
1-273;4.540;49.97;4.200;200.9;10.81;
1-274;4.557;49.97;4.200;201.0;10.83;
1-275;4.573;49.97;4.200;201.0;10.85;
1-276;4.590;49.97;4.200;201.0;10.87;
1-277;4.607;49.97;4.100;201.1;10.90;
1-278;4.623;49.97;4.200;201.1;10.92;
1-279;4.640;49.97;4.200;201.2;10.94;
1-280;4.657;49.97;4.200;201.2;10.96;
1-281;4.673;49.97;4.100;201.2;10.98;
1-282;4.690;49.97;4.200;201.3;11.00;
1-283;4.707;49.97;4.100;201.3;11.03;
1-284;4.723;49.97;4.200;201.3;11.05;
1-285;4.740;49.97;4.200;201.4;11.07;
1-286;4.757;49.97;4.200;201.4;11.09;
1-287;4.773;49.97;4.100;201.4;11.11;
1-288;4.790;49.97;4.100;201.5;11.13;
1-289;4.807;49.97;4.100;201.5;11.16;
1-290;4.823;49.97;4.100;201.6;11.18;
1-291;4.840;49.97;4.100;201.6;11.20;
1-292;4.857;49.97;4.100;201.6;11.22;
1-293;4.873;49.97;4.100;201.6;11.24;
1-294;4.890;49.97;4.100;201.7;11.26;
1-295;4.907;49.97;4.100;201.8;11.28;
1-296;4.923;49.97;4.100;201.8;11.31;
1-297;4.940;49.97;4.000;201.8;11.33;
1-298;4.957;49.97;4.100;201.8;11.35;
1-299;4.973;49.97;4.000;201.9;11.37;
1-300;4.990;49.97;4.000;201.9;11.39;
1-301;5.007;49.97;4.000;202.0;11.41;
1-302;5.023;49.97;4.000;202.0;11.43;
1-303;5.040;49.97;4.000;202.0;11.45;
1-304;5.057;49.97;4.000;202.0;11.47;
1-305;5.073;49.97;4.000;202.0;11.50;
1-306;5.090;49.97;4.000;202.1;11.52;
1-307;5.107;49.97;4.000;202.1;11.54;
1-308;5.123;49.97;4.000;202.1;11.56;
1-309;5.140;49.97;4.000;202.2;11.58;
1-310;5.157;49.97;4.000;202.2;11.60;
1-311;5.173;49.97;4.000;202.2;11.62;
1-312;5.190;49.97;4.000;202.2;11.64;
1-313;5.207;49.97;3.900;202.3;11.66;
1-314;5.223;49.97;4.000;202.3;11.68;
1-315;5.240;49.97;4.000;202.3;11.70;
1-316;5.257;49.97;4.000;202.4;11.73;
1-317;5.273;49.97;4.000;202.4;11.75;
1-318;5.290;49.97;4.000;202.4;11.77;
1-319;5.307;49.97;3.900;202.4;11.79;
1-320;5.323;49.97;4.000;202.5;11.81;
1-321;5.340;49.97;4.000;202.5;11.83;
1-322;5.357;49.97;4.000;202.6;11.85;
1-323;5.373;49.97;4.000;202.6;11.87;
1-324;5.390;49.97;4.000;202.6;11.89;
1-325;5.407;49.97;4.000;202.6;11.91;
1-326;5.423;49.97;4.000;202.7;11.93;
1-327;5.440;49.97;4.000;202.7;11.96;
1-328;5.457;49.97;4.000;202.7;11.98;
1-329;5.473;49.97;3.900;202.7;12.00;
1-330;5.490;49.97;4.000;202.7;12.02;
1-331;5.507;49.97;3.900;202.8;12.04;
1-332;5.523;49.97;3.900;202.8;12.06;
1-333;5.540;49.97;3.900;202.8;12.08;
1-334;5.557;49.97;4.000;202.8;12.10;
1-335;5.573;49.97;3.900;202.9;12.12;
1-336;5.590;49.97;4.000;202.9;12.14;
1-337;5.607;49.97;4.000;203.0;12.16;
1-338;5.623;49.97;4.000;203.0;12.18;
1-339;5.640;49.97;4.000;203.0;12.20;
1-340;5.657;49.97;4.000;203.0;12.22;
1-341;5.673;49.97;4.000;203.0;12.25;
1-342;5.690;49.97;3.900;203.1;12.27;
1-343;5.707;49.97;3.900;203.1;12.29;
1-344;5.723;49.97;3.900;203.1;12.31;
1-345;5.740;49.97;4.000;203.2;12.33;
1-346;5.757;49.97;4.000;203.2;12.35;
1-347;5.773;49.97;3.900;203.2;12.37;
1-348;5.790;49.97;3.900;203.2;12.39;
1-349;5.807;49.97;3.900;203.3;12.41;
1-350;5.823;49.97;3.900;203.3;12.43;
1-351;5.840;49.97;3.900;203.3;12.45;
1-352;5.857;49.97;3.900;203.4;12.47;
1-353;5.873;49.97;3.900;203.4;12.49;
1-354;5.890;49.97;3.900;203.4;12.51;
1-355;5.907;49.97;3.900;203.4;12.53;
1-356;5.923;49.97;3.900;203.4;12.55;
1-357;5.940;49.97;3.900;203.4;12.57;
1-358;5.957;49.97;3.900;203.5;12.59;
1-359;5.973;49.97;3.900;203.5;12.61;
1-360;5.990;49.97;3.900;203.5;12.63;
1-361;6.007;49.97;3.900;203.5;12.66;
1-362;6.023;49.97;3.800;203.6;12.68;
1-363;6.040;49.97;3.900;203.6;12.70;
1-364;6.057;49.97;3.900;203.6;12.72;
1-365;6.073;49.97;3.900;203.6;12.74;
1-366;6.090;49.97;3.900;203.6;12.76;
1-367;6.107;49.97;3.800;203.7;12.78;
1-368;6.123;49.97;3.800;203.7;12.80;
1-369;6.140;49.97;3.800;203.7;12.82;
1-370;6.157;49.97;3.900;203.8;12.84;
1-371;6.173;49.97;3.800;203.8;12.86;
1-372;6.190;49.97;3.800;203.8;12.88;
1-373;6.207;49.97;3.900;203.8;12.90;
1-374;6.223;49.97;3.800;203.8;12.92;
1-375;6.240;49.97;3.900;203.8;12.94;
1-376;6.257;49.97;3.800;203.8;12.96;
1-377;6.273;49.97;3.900;203.9;12.98;
1-378;6.290;49.97;3.800;203.9;13.00;
1-379;6.307;49.97;3.900;203.9;13.02;
1-380;6.323;49.97;3.800;204.0;13.04;
1-381;6.340;49.97;3.800;204.0;13.06;
1-382;6.357;49.97;3.800;204.0;13.08;
1-383;6.373;49.97;3.900;204.0;13.10;
1-384;6.390;49.97;3.800;204.0;13.12;
1-385;6.407;49.97;3.800;204.0;13.14;
1-386;6.423;49.97;3.800;204.1;13.16;
1-387;6.440;49.97;3.800;204.1;13.18;
1-388;6.457;49.97;3.800;204.1;13.20;
1-389;6.473;49.97;3.800;204.1;13.22;
1-390;6.490;49.97;3.800;204.1;13.24;
1-391;6.507;49.97;3.800;204.2;13.26;
1-392;6.523;49.97;3.800;204.2;13.28;
1-393;6.540;49.97;3.800;204.2;13.30;
1-394;6.557;49.97;3.800;204.2;13.32;
1-395;6.573;49.97;3.800;204.2;13.34;
1-396;6.590;49.97;3.800;204.2;13.36;
1-397;6.607;49.97;3.800;204.3;13.38;
1-398;6.623;49.97;3.800;204.3;13.40;
1-399;6.640;49.97;3.800;204.3;13.42;
1-400;6.657;49.97;3.800;204.3;13.44;
1-401;6.673;49.97;3.800;204.3;13.46;
1-402;6.690;49.97;3.800;204.3;13.48;
1-403;6.707;49.97;3.800;204.4;13.50;
1-404;6.723;49.97;3.800;204.4;13.52;
1-405;6.740;49.97;3.800;204.4;13.54;
1-406;6.757;49.97;3.800;204.4;13.56;
1-407;6.773;49.97;3.800;204.4;13.58;
1-408;6.790;49.97;3.800;204.4;13.60;
1-409;6.807;49.97;3.800;204.5;13.62;
1-410;6.823;49.97;3.800;204.5;13.64;
1-411;6.840;49.97;3.800;204.5;13.65;
1-412;6.857;49.97;3.800;204.5;13.67;
1-413;6.873;49.97;3.800;204.6;13.69;
1-414;6.890;49.97;3.800;204.6;13.71;
1-415;6.907;49.97;3.800;204.6;13.73;
1-416;6.923;49.97;3.800;204.6;13.75;
1-417;6.940;49.97;3.800;204.6;13.77;
1-418;6.957;49.97;3.800;204.6;13.79;
1-419;6.973;49.97;3.800;204.6;13.81;
1-420;6.990;49.97;3.700;204.7;13.83;
1-421;7.007;49.97;3.800;204.7;13.85;
1-422;7.023;49.97;3.800;204.7;13.87;
1-423;7.040;49.97;3.800;204.7;13.89;
1-424;7.057;49.97;3.800;204.7;13.91;
1-425;7.073;49.97;3.800;204.8;13.93;
1-426;7.090;49.97;3.700;204.7;13.95;
1-427;7.107;49.97;3.800;204.8;13.97;
1-428;7.123;49.97;3.700;204.8;13.99;
1-429;7.140;49.97;3.800;204.8;14.01;
1-430;7.157;49.97;3.800;204.8;14.03;
1-431;7.173;49.97;3.800;204.8;14.05;
1-432;7.190;49.97;3.700;204.9;14.07;
1-433;7.207;49.97;3.800;204.9;14.09;
1-434;7.223;49.97;3.700;204.9;14.11;
1-435;7.240;49.97;3.800;204.9;14.13;
1-436;7.257;49.97;3.800;204.9;14.15;
1-437;7.273;49.97;3.800;204.9;14.17;
1-438;7.290;49.97;3.700;204.9;14.19;
1-439;7.307;49.97;3.700;205.0;14.21;
1-440;7.323;49.97;3.700;205.0;14.23;
1-441;7.340;49.97;3.700;205.0;14.25;
1-442;7.357;49.97;3.800;205.0;14.27;
1-443;7.373;49.97;3.800;205.0;14.29;
1-444;7.390;49.97;3.800;205.0;14.31;
1-445;7.407;49.97;3.800;205.0;14.33;
1-446;7.423;49.97;3.700;205.1;14.35;
1-447;7.440;49.97;3.800;205.1;14.37;
1-448;7.457;49.97;3.800;205.1;14.39;
1-449;7.473;49.97;3.800;205.1;14.41;
1-450;7.490;49.97;3.800;205.2;14.43;
1-451;7.507;49.97;3.800;205.2;14.45;
1-452;7.523;49.97;3.700;205.2;14.46;
1-453;7.540;49.97;3.700;205.2;14.48;
1-454;7.557;49.97;3.800;205.2;14.50;
1-455;7.573;49.97;3.800;205.2;14.52;
1-456;7.590;49.97;3.800;205.2;14.54;
1-457;7.607;49.97;3.800;205.2;14.56;
1-458;7.623;49.97;3.800;205.3;14.58;
1-459;7.640;49.97;3.700;205.3;14.60;
1-460;7.657;49.97;3.800;205.3;14.62;
1-461;7.673;49.97;3.800;205.3;14.64;
1-462;7.690;49.97;3.800;205.3;14.66;
1-463;7.707;49.97;3.800;205.4;14.68;
1-464;7.724;49.97;3.800;205.4;14.70;
1-465;7.740;49.97;3.800;205.4;14.72;
1-466;7.757;49.97;3.800;205.4;14.74;
1-467;7.774;49.97;3.800;205.4;14.76;
1-468;7.790;49.97;3.800;205.4;14.78;
1-469;7.807;49.97;3.800;205.5;14.80;
1-470;7.824;49.97;3.800;205.5;14.82;
1-471;7.840;49.97;3.800;205.5;14.84;
1-472;7.857;49.97;3.800;205.5;14.86;
1-473;7.874;49.97;3.800;205.5;14.88;
1-474;7.890;49.97;3.800;205.6;14.90;
1-475;7.907;49.97;3.800;205.6;14.92;
1-476;7.924;49.97;3.900;205.6;14.94;
1-477;7.940;49.97;3.800;205.6;14.96;
1-478;7.958;49.97;3.900;205.6;14.98;
1-479;7.974;49.97;3.900;205.6;15.00;
1-480;7.991;49.97;3.900;205.6;15.02;
1-481;8.008;49.97;3.800;205.7;15.04;
1-482;8.024;49.97;3.800;205.7;15.06;
1-483;8.041;49.97;3.800;205.7;15.08;
1-484;8.058;49.97;3.800;205.7;15.10;
1-485;8.074;49.97;3.800;205.7;15.12;
1-486;8.091;49.97;3.800;205.7;15.14;
1-487;8.108;49.97;3.800;205.8;15.16;
1-488;8.124;49.97;3.800;205.8;15.18;
1-489;8.141;49.97;3.800;205.8;15.20;
1-490;8.158;49.97;3.900;205.8;15.22;
1-491;8.174;49.97;3.800;205.8;15.24;
1-492;8.191;49.97;3.800;205.8;15.26;
1-493;8.208;49.97;3.800;205.8;15.28;
1-494;8.224;49.97;3.800;205.8;15.30;
1-495;8.241;49.97;3.800;205.8;15.32;
1-496;8.258;49.97;3.800;205.9;15.34;
1-497;8.274;49.97;3.900;205.9;15.36;
1-498;8.291;49.97;3.800;205.9;15.38;
1-499;8.308;49.97;3.900;206.0;15.40;
1-500;8.324;49.97;3.800;206.0;15.42;
1-501;8.341;49.97;3.800;206.0;15.44;
1-502;8.359;49.97;3.800;206.0;15.46;
1-503;8.375;49.97;3.900;206.0;15.48;
1-504;8.392;49.97;3.900;206.0;15.50;
1-505;8.409;49.97;3.900;206.0;15.53;
1-506;8.426;49.97;3.900;206.0;15.55;
1-507;8.443;49.97;3.800;206.0;15.57;
1-508;8.460;49.97;3.900;206.1;15.59;
1-509;8.476;49.97;3.800;206.1;15.61;
1-510;8.493;49.97;3.900;206.1;15.63;
1-511;8.510;49.97;3.800;206.1;15.65;
1-512;8.526;49.97;3.800;206.1;15.67;
1-513;8.543;49.97;3.800;206.1;15.69;
1-514;8.560;49.97;3.900;206.1;15.71;
1-515;8.576;49.97;3.900;206.2;15.73;
1-516;8.593;49.97;3.800;206.2;15.75;
1-517;8.610;49.97;3.900;206.2;15.77;
1-518;8.626;49.97;3.800;206.2;15.79;
1-519;8.643;49.97;3.800;206.2;15.81;
1-520;8.660;49.97;3.800;206.2;15.83;
1-521;8.676;49.97;3.900;206.2;15.85;
1-522;8.693;49.97;3.800;206.2;15.87;
1-523;8.710;49.97;3.800;206.2;15.89;
1-524;8.726;49.97;3.900;206.3;15.91;
1-525;8.743;49.97;3.800;206.3;15.93;
1-526;8.760;49.97;3.800;206.3;15.95;
1-527;8.776;49.97;3.800;206.3;15.97;
1-528;8.793;49.97;3.800;206.3;15.99;
1-529;8.810;49.97;3.800;206.3;16.01;
1-530;8.826;49.97;3.800;206.3;16.03;
1-531;8.843;49.97;3.800;206.3;16.05;
1-532;8.860;49.97;3.800;206.4;16.07;
1-533;8.876;49.97;3.800;206.4;16.09;
1-534;8.893;49.97;3.800;206.4;16.11;
1-535;8.910;49.97;3.800;206.4;16.13;
1-536;8.926;49.97;3.800;206.4;16.15;
1-537;8.943;49.97;3.800;206.4;16.17;
1-538;8.960;49.97;3.800;206.4;16.19;
1-539;8.976;49.97;3.800;206.4;16.21;
1-540;8.993;49.97;3.800;206.4;16.23;
1-541;9.010;49.97;3.800;206.4;16.25;
1-542;9.026;49.97;3.800;206.4;16.27;
1-543;9.043;49.97;3.800;206.5;16.29;
1-544;9.060;49.97;3.800;206.5;16.31;
1-545;9.076;49.97;3.800;206.5;16.33;
1-546;9.093;49.97;3.800;206.5;16.35;
1-547;9.110;49.97;3.800;206.5;16.37;
1-548;9.126;49.97;3.800;206.5;16.39;
1-549;9.143;49.97;3.800;206.5;16.41;
1-550;9.160;49.97;3.800;206.5;16.43;
1-551;9.176;49.97;3.800;206.5;16.45;
