D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0007.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.188;49.97;3.700;206.5;15.93;
1-553;9.205;49.97;3.600;206.5;15.95;
1-554;9.221;49.97;3.600;206.5;15.96;
1-555;9.238;49.97;3.600;206.5;15.98;
1-556;9.255;49.97;3.600;206.5;16.00;
1-557;9.271;49.97;3.600;206.5;16.02;
1-558;9.288;49.97;3.600;206.6;16.04;
1-559;9.305;49.97;3.600;206.6;16.06;
1-560;9.321;49.97;3.600;206.5;16.08;
1-561;9.338;49.97;3.600;206.6;16.10;
1-562;9.355;49.97;3.600;206.6;16.11;
1-563;9.371;49.97;3.700;206.6;16.13;
1-564;9.388;49.97;3.600;206.6;16.15;
1-565;9.405;49.97;3.700;206.6;16.17;
1-566;9.421;49.97;3.600;206.6;16.19;
1-567;9.438;49.97;3.700;206.6;16.21;
1-568;9.455;49.97;3.600;206.6;16.23;
1-569;9.471;49.97;3.700;206.6;16.25;
1-570;9.488;49.97;3.700;206.6;16.27;
1-571;9.505;49.97;3.600;206.7;16.29;
1-572;9.521;49.97;3.700;206.6;16.31;
1-573;9.538;49.97;3.700;206.7;16.33;
1-574;9.555;49.97;3.700;206.7;16.34;
1-575;9.571;49.97;3.700;206.7;16.36;
1-576;9.588;49.97;3.600;206.7;16.38;
1-577;9.605;49.97;3.700;206.7;16.40;
1-578;9.621;49.97;3.700;206.7;16.42;
1-579;9.638;49.97;3.700;206.7;16.44;
1-580;9.655;49.97;3.700;206.7;16.46;
1-581;9.671;49.97;3.700;206.7;16.48;
1-582;9.688;49.97;3.600;206.7;16.50;
1-583;9.705;49.97;3.700;206.7;16.52;
1-584;9.721;49.97;3.600;206.7;16.54;
1-585;9.738;49.97;3.700;206.7;16.56;
1-586;9.755;49.97;3.700;206.7;16.58;
1-587;9.771;49.97;3.700;206.7;16.59;
1-588;9.788;49.97;3.700;206.7;16.61;
1-589;9.805;49.97;3.700;206.8;16.63;
1-590;9.821;49.97;3.700;206.8;16.65;
1-591;9.838;49.97;3.700;206.8;16.67;
1-592;9.855;49.97;3.700;206.8;16.69;
1-593;9.871;49.97;3.700;206.8;16.71;
1-594;9.888;49.97;3.700;206.8;16.73;
1-595;9.905;49.97;3.700;206.8;16.75;
1-596;9.921;49.97;3.700;206.8;16.77;
1-597;9.938;49.97;3.700;206.8;16.79;
1-598;9.955;49.97;3.700;206.8;16.81;
1-599;9.971;49.97;3.700;206.8;16.83;
1-600;9.988;49.97;3.700;206.8;16.85;
1-601;10.00;49.97;3.700;206.8;16.87;
1-602;10.02;49.97;3.700;206.8;16.89;
1-603;10.04;49.97;3.700;206.8;16.90;
1-604;10.05;49.97;3.700;206.8;16.92;
1-605;10.07;49.97;3.700;206.8;16.94;
1-606;10.09;49.97;3.700;206.8;16.96;
1-607;10.10;49.97;3.700;206.9;16.98;
1-608;10.12;49.97;3.700;206.9;17.00;
1-609;10.14;49.97;3.700;206.9;17.02;
1-610;10.15;49.97;3.700;206.9;17.04;
1-611;10.17;49.97;3.700;206.9;17.06;
1-612;10.19;49.97;3.700;206.9;17.08;
1-613;10.20;49.97;3.700;206.9;17.10;
1-614;10.22;49.97;3.600;206.9;17.12;
1-615;10.24;49.97;3.700;206.9;17.14;
1-616;10.25;49.97;3.700;206.9;17.16;
1-617;10.27;49.97;3.700;206.9;17.18;
1-618;10.29;49.97;3.700;206.9;17.19;
1-619;10.30;49.97;3.700;206.9;17.21;
1-620;10.32;49.97;3.700;206.9;17.23;
1-621;10.34;49.97;3.700;206.9;17.25;
1-622;10.35;49.97;3.700;206.9;17.27;
1-623;10.37;49.97;3.700;206.9;17.29;
1-624;10.39;49.97;3.700;207.0;17.31;
1-625;10.40;49.97;3.700;207.0;17.33;
1-626;10.42;49.97;3.700;207.0;17.35;
1-627;10.44;49.97;3.700;207.0;17.37;
1-628;10.45;49.97;3.700;207.0;17.39;
1-629;10.47;49.97;3.700;207.0;17.41;
1-630;10.49;49.97;3.700;207.0;17.43;
1-631;10.50;49.97;3.700;207.0;17.45;
1-632;10.52;49.97;3.600;207.0;17.47;
1-633;10.54;49.97;3.700;207.0;17.48;
1-634;10.55;49.97;3.600;207.0;17.50;
1-635;10.57;49.97;3.700;207.0;17.52;
1-636;10.59;49.97;3.700;207.0;17.54;
1-637;10.60;49.97;3.700;207.0;17.56;
1-638;10.62;49.97;3.700;207.0;17.58;
1-639;10.64;49.97;3.700;207.0;17.60;
1-640;10.65;49.97;3.700;207.0;17.62;
1-641;10.67;49.97;3.700;207.0;17.64;
1-642;10.69;49.97;3.700;207.0;17.66;
1-643;10.70;49.97;3.700;207.0;17.68;
1-644;10.72;49.97;3.700;207.0;17.70;
1-645;10.74;49.97;3.700;207.0;17.72;
1-646;10.75;49.97;3.700;207.0;17.74;
1-647;10.77;49.97;3.700;207.1;17.75;
1-648;10.79;49.97;3.700;207.0;17.77;
1-649;10.80;49.97;3.700;207.1;17.79;
1-650;10.82;49.97;3.700;207.1;17.81;
1-651;10.84;49.97;3.700;207.1;17.83;
1-652;10.85;49.97;3.600;207.1;17.85;
1-653;10.87;49.97;3.700;207.1;17.87;
1-654;10.89;49.97;3.700;207.1;17.89;
1-655;10.90;49.97;3.700;207.0;17.91;
1-656;10.92;49.97;3.700;207.1;17.93;
1-657;10.94;49.97;3.700;207.1;17.95;
1-658;10.95;49.97;3.700;207.1;17.97;
1-659;10.97;49.97;3.700;207.1;17.99;
1-660;10.99;49.97;3.700;207.1;18.01;
1-661;11.00;49.97;3.600;207.1;18.03;
1-662;11.02;49.97;3.700;207.1;18.04;
1-663;11.04;49.97;3.700;207.1;18.06;
1-664;11.05;49.97;3.700;207.1;18.08;
1-665;11.07;49.97;3.700;207.1;18.10;
1-666;11.09;49.97;3.700;207.1;18.12;
1-667;11.10;49.97;3.700;207.1;18.14;
1-668;11.12;49.97;3.700;207.1;18.16;
1-669;11.14;49.97;3.700;207.1;18.18;
1-670;11.15;49.97;3.700;207.1;18.20;
1-671;11.17;49.97;3.700;207.1;18.22;
1-672;11.19;49.97;3.600;207.1;18.24;
1-673;11.20;49.97;3.600;207.1;18.26;
1-674;11.22;49.97;3.700;207.1;18.28;
1-675;11.24;49.97;3.600;207.1;18.29;
1-676;11.25;49.97;3.700;207.1;18.31;
1-677;11.27;49.97;3.700;207.1;18.33;
1-678;11.29;49.97;3.700;207.2;18.35;
1-679;11.30;49.97;3.700;207.1;18.37;
1-680;11.32;49.97;3.700;207.1;18.39;
1-681;11.34;49.97;3.700;207.2;18.41;
1-682;11.35;49.97;3.700;207.2;18.43;
1-683;11.37;49.97;3.700;207.1;18.45;
1-684;11.39;49.97;3.700;207.2;18.47;
1-685;11.40;49.97;3.700;207.2;18.49;
1-686;11.42;49.97;3.600;207.2;18.51;
1-687;11.44;49.97;3.700;207.2;18.53;
1-688;11.45;49.97;3.700;207.2;18.55;
1-689;11.47;49.97;3.700;207.2;18.57;
1-690;11.49;49.97;3.700;207.2;18.58;
1-691;11.50;49.97;3.600;207.2;18.60;
1-692;11.52;49.97;3.700;207.2;18.62;
1-693;11.54;49.97;3.600;207.2;18.64;
1-694;11.55;49.97;3.700;207.2;18.66;
1-695;11.57;49.97;3.700;207.2;18.68;
1-696;11.59;49.97;3.700;207.2;18.70;
1-697;11.60;49.97;3.600;207.2;18.72;
1-698;11.62;49.97;3.700;207.2;18.74;
1-699;11.64;49.97;3.600;207.2;18.76;
1-700;11.65;49.97;3.700;207.2;18.78;
1-701;11.67;49.97;3.700;207.2;18.80;
1-702;11.69;49.97;3.700;207.2;18.81;
1-703;11.70;49.97;3.700;207.2;18.83;
1-704;11.72;49.97;3.700;207.2;18.85;
1-705;11.74;49.97;3.700;207.2;18.87;
1-706;11.75;49.97;3.700;207.2;18.89;
1-707;11.77;49.97;3.700;207.2;18.91;
1-708;11.79;49.97;3.700;207.2;18.93;
1-709;11.80;49.97;3.700;207.2;18.95;
1-710;11.82;49.97;3.700;207.2;18.97;
1-711;11.84;49.97;3.700;207.2;18.99;
1-712;11.85;49.97;3.700;207.3;19.01;
1-713;11.87;49.97;3.700;207.3;19.03;
1-714;11.89;49.97;3.700;207.3;19.05;
1-715;11.90;49.97;3.600;207.3;19.07;
1-716;11.92;49.97;3.700;207.3;19.09;
1-717;11.94;49.97;3.700;207.2;19.10;
1-718;11.95;49.97;3.700;207.3;19.12;
1-719;11.97;49.97;3.700;207.3;19.14;
1-720;11.99;49.97;3.700;207.3;19.16;
1-721;12.00;49.97;3.700;207.3;19.18;
1-722;12.02;49.97;3.700;207.3;19.20;
1-723;12.04;49.97;3.700;207.3;19.22;
1-724;12.05;49.97;3.700;207.3;19.24;
1-725;12.07;49.97;3.700;207.3;19.26;
1-726;12.09;49.97;3.600;207.3;19.28;
1-727;12.10;49.97;3.600;207.3;19.30;
1-728;12.12;49.97;3.700;207.3;19.32;
1-729;12.14;49.97;3.600;207.4;19.34;
1-730;12.15;49.97;3.700;207.3;19.35;
1-731;12.17;49.97;3.700;207.3;19.37;
1-732;12.19;49.97;3.700;207.3;19.39;
1-733;12.20;49.97;3.600;207.4;19.41;
1-734;12.22;49.97;3.700;207.4;19.43;
1-735;12.24;49.97;3.700;207.4;19.45;
1-736;12.25;49.97;3.700;207.4;19.47;
1-737;12.27;49.97;3.700;207.3;19.49;
1-738;12.29;49.97;3.700;207.4;19.51;
1-739;12.30;49.97;3.700;207.4;19.53;
1-740;12.32;49.97;3.700;207.4;19.55;
1-741;12.34;49.97;3.700;207.3;19.57;
1-742;12.35;49.97;3.700;207.4;19.59;
1-743;12.37;49.97;3.800;207.4;19.61;
1-744;12.39;49.97;3.700;207.4;19.63;
1-745;12.40;49.97;3.700;207.4;19.65;
1-746;12.42;49.97;3.700;207.4;19.66;
1-747;12.44;49.97;3.700;207.4;19.68;
1-748;12.45;49.97;3.700;207.4;19.70;
1-749;12.47;49.97;3.700;207.4;19.72;
1-750;12.49;49.97;3.800;207.4;19.74;
1-751;12.50;49.97;3.700;207.4;19.76;
1-752;12.52;49.97;3.800;207.4;19.78;
1-753;12.54;49.97;3.700;207.4;19.80;
1-754;12.55;49.97;3.700;207.4;19.82;
1-755;12.57;49.97;3.700;207.4;19.84;
1-756;12.59;49.97;3.700;207.4;19.86;
1-757;12.60;49.97;3.700;207.4;19.88;
1-758;12.62;49.97;3.700;207.4;19.90;
1-759;12.64;49.97;3.700;207.4;19.92;
1-760;12.65;49.97;3.700;207.4;19.94;
1-761;12.67;49.97;3.800;207.4;19.96;
1-762;12.69;49.97;3.700;207.4;19.98;
1-763;12.70;49.97;3.700;207.4;20.00;
1-764;12.72;49.97;3.800;207.4;20.01;
1-765;12.74;49.97;3.700;207.4;20.03;
1-766;12.75;49.97;3.800;207.4;20.05;
1-767;12.77;49.97;3.700;207.4;20.07;
1-768;12.79;49.97;3.800;207.4;20.09;
1-769;12.80;49.97;3.700;207.4;20.11;
1-770;12.82;49.97;3.700;207.4;20.13;
1-771;12.84;49.97;3.700;207.4;20.15;
1-772;12.85;49.97;3.800;207.4;20.17;
1-773;12.87;49.97;3.800;207.4;20.19;
1-774;12.89;49.97;3.700;207.4;20.21;
1-775;12.90;49.97;3.700;207.4;20.23;
1-776;12.92;49.97;3.700;207.4;20.25;
1-777;12.94;49.97;3.700;207.4;20.27;
1-778;12.95;49.97;3.700;207.4;20.29;
1-779;12.97;49.97;3.800;207.4;20.31;
1-780;12.99;49.97;3.700;207.5;20.33;
1-781;13.00;49.97;3.700;207.5;20.35;
1-782;13.02;49.97;3.700;207.5;20.37;
1-783;13.04;49.97;3.700;207.4;20.39;
1-784;13.05;49.97;3.700;207.5;20.41;
1-785;13.07;49.97;3.700;207.5;20.42;
1-786;13.09;49.97;3.800;207.5;20.44;
1-787;13.10;49.97;3.700;207.4;20.46;
1-788;13.12;49.97;3.700;207.5;20.48;
1-789;13.14;49.97;3.700;207.5;20.50;
1-790;13.15;49.97;3.600;207.5;20.52;
1-791;13.17;49.97;3.600;207.5;20.54;
1-792;13.19;49.97;3.600;207.5;20.56;
1-793;13.20;49.97;3.700;207.5;20.58;
1-794;13.22;49.97;3.600;207.5;20.60;
1-795;13.24;49.97;3.600;207.5;20.62;
1-796;13.25;49.97;3.600;207.5;20.64;
1-797;13.27;49.97;3.600;207.5;20.65;
1-798;13.29;49.97;3.600;207.5;20.67;
1-799;13.30;49.97;3.700;207.5;20.69;
1-800;13.32;49.97;3.700;207.5;20.71;
1-801;13.34;49.97;3.600;207.5;20.73;
1-802;13.35;49.97;3.600;207.5;20.75;
1-803;13.37;49.97;3.600;207.5;20.77;
1-804;13.39;49.97;3.600;207.5;20.79;
1-805;13.40;49.97;3.600;207.5;20.81;
1-806;13.42;49.97;3.600;207.5;20.82;
1-807;13.44;49.97;3.600;207.5;20.84;
1-808;13.45;49.97;3.600;207.5;20.86;
1-809;13.47;49.97;3.600;207.5;20.88;
1-810;13.49;49.97;3.600;207.5;20.90;
1-811;13.50;49.97;3.600;207.5;20.92;
1-812;13.52;49.97;3.600;207.5;20.94;
1-813;13.54;49.97;3.700;207.5;20.96;
1-814;13.55;49.97;3.600;207.5;20.98;
1-815;13.57;49.97;3.600;207.5;20.99;
1-816;13.59;49.97;3.600;207.5;21.01;
1-817;13.60;49.97;3.600;207.5;21.03;
1-818;13.62;49.97;3.600;207.5;21.05;
1-819;13.64;49.97;3.600;207.5;21.07;
1-820;13.65;49.97;3.500;207.5;21.09;
1-821;13.67;49.97;3.500;207.5;21.11;
1-822;13.69;49.97;3.600;207.5;21.13;
1-823;13.70;49.97;3.500;207.5;21.14;
1-824;13.72;49.97;3.500;207.5;21.16;
1-825;13.74;49.97;3.500;207.6;21.18;
1-826;13.75;49.97;3.600;207.6;21.20;
1-827;13.77;49.97;3.600;207.6;21.22;
1-828;13.79;49.97;3.600;207.6;21.24;
1-829;13.80;49.97;3.600;207.6;21.26;
1-830;13.82;49.97;3.500;207.6;21.27;
1-831;13.84;49.97;3.600;207.5;21.29;
1-832;13.85;49.97;3.500;207.5;21.31;
1-833;13.87;49.97;3.600;207.6;21.33;
1-834;13.89;49.97;3.600;207.6;21.35;
1-835;13.90;49.97;3.600;207.6;21.37;
1-836;13.92;49.97;3.600;207.6;21.39;
1-837;13.94;49.97;3.600;207.6;21.41;
1-838;13.95;49.97;3.600;207.6;21.42;
1-839;13.97;49.97;3.600;207.6;21.44;
1-840;13.99;49.97;3.700;207.6;21.46;
1-841;14.00;49.97;3.600;207.6;21.48;
1-842;14.02;49.97;3.700;207.6;21.50;
1-843;14.04;49.97;3.700;207.6;21.52;
1-844;14.05;49.97;3.600;207.6;21.54;
1-845;14.07;49.97;3.600;207.6;21.56;
1-846;14.09;49.97;3.600;207.6;21.58;
1-847;14.10;49.97;3.700;207.6;21.60;
1-848;14.12;49.97;3.500;207.6;21.61;
1-849;14.14;49.97;3.600;207.6;21.63;
1-850;14.15;49.97;3.500;207.6;21.65;
1-851;14.17;49.97;3.600;207.6;21.67;
1-852;14.19;49.97;3.500;207.6;21.69;
1-853;14.20;49.97;3.600;207.6;21.71;
1-854;14.22;49.97;3.600;207.6;21.73;
1-855;14.24;49.97;3.600;207.6;21.75;
1-856;14.25;49.97;3.500;207.6;21.76;
1-857;14.27;49.97;3.600;207.6;21.78;
1-858;14.29;49.97;3.600;207.6;21.80;
1-859;14.30;49.97;3.500;207.6;21.82;
1-860;14.32;49.97;3.500;207.6;21.84;
1-861;14.34;49.97;3.600;207.6;21.86;
1-862;14.35;49.97;3.500;207.6;21.88;
1-863;14.37;49.97;3.600;207.6;21.89;
1-864;14.39;49.97;3.600;207.6;21.91;
1-865;14.40;49.97;3.600;207.6;21.93;
1-866;14.42;49.97;3.500;207.6;21.95;
1-867;14.44;49.97;3.600;207.6;21.97;
1-868;14.45;49.97;3.600;207.6;21.99;
1-869;14.47;49.97;3.600;207.6;22.01;
1-870;14.49;49.97;3.500;207.6;22.03;
1-871;14.50;49.97;3.600;207.6;22.04;
1-872;14.52;49.97;3.600;207.6;22.06;
1-873;14.54;49.97;3.600;207.6;22.08;
1-874;14.55;49.97;3.600;207.6;22.10;
1-875;14.57;49.97;3.500;207.6;22.12;
1-876;14.59;49.97;3.600;207.6;22.14;
1-877;14.60;49.97;3.600;207.6;22.16;
1-878;14.62;49.97;3.600;207.6;22.18;
1-879;14.64;49.97;3.600;207.6;22.19;
1-880;14.65;49.97;3.600;207.6;22.21;
1-881;14.67;49.97;3.600;207.6;22.23;
1-882;14.69;49.97;3.600;207.6;22.25;
1-883;14.70;49.97;3.600;207.6;22.27;
1-884;14.72;49.97;3.500;207.6;22.29;
1-885;14.74;49.97;3.600;207.6;22.31;
1-886;14.75;49.97;3.600;207.6;22.33;
1-887;14.77;49.97;3.600;207.6;22.34;
1-888;14.79;49.97;3.600;207.6;22.36;
1-889;14.80;49.97;3.600;207.6;22.38;
1-890;14.82;49.97;3.500;207.6;22.40;
1-891;14.84;49.97;3.600;207.6;22.42;
1-892;14.85;49.97;3.600;207.6;22.44;
1-893;14.87;49.97;3.600;207.6;22.46;
1-894;14.89;49.97;3.600;207.6;22.48;
1-895;14.90;49.97;3.600;207.6;22.49;
1-896;14.92;49.97;3.600;207.6;22.51;
1-897;14.94;49.97;3.600;207.6;22.53;
1-898;14.95;49.97;3.600;207.6;22.55;
1-899;14.97;49.97;3.600;207.6;22.57;
1-900;14.99;49.97;3.600;207.6;22.59;
1-901;15.00;49.97;3.600;207.6;22.61;
1-902;15.02;49.97;3.600;207.6;22.63;
1-903;15.04;49.97;3.600;207.6;22.64;
1-904;15.05;49.97;3.600;207.6;22.66;
1-905;15.07;49.97;3.600;207.6;22.68;
1-906;15.09;49.97;3.600;207.6;22.70;
1-907;15.10;49.97;3.600;207.6;22.72;
1-908;15.12;49.97;3.600;207.6;22.74;
1-909;15.14;49.97;3.600;207.6;22.76;
1-910;15.15;49.97;3.600;207.6;22.78;
1-911;15.17;49.97;3.600;207.6;22.80;
1-912;15.19;49.97;3.700;207.7;22.81;
1-913;15.20;49.97;3.600;207.7;22.83;
1-914;15.22;49.97;3.600;207.6;22.85;
1-915;15.24;49.97;3.600;207.7;22.87;
1-916;15.25;49.97;3.600;207.7;22.89;
1-917;15.27;49.97;3.600;207.7;22.91;
1-918;15.29;49.97;3.600;207.7;22.93;
1-919;15.30;49.97;3.600;207.7;22.95;
1-920;15.32;49.97;3.500;207.7;22.97;
1-921;15.34;49.97;3.600;207.7;22.98;
1-922;15.35;49.97;3.600;207.7;23.00;
1-923;15.37;49.97;3.600;207.7;23.02;
1-924;15.39;49.97;3.600;207.7;23.04;
1-925;15.40;49.97;3.700;207.7;23.06;
1-926;15.42;49.97;3.700;207.7;23.08;
1-927;15.44;49.97;3.600;207.7;23.10;
1-928;15.45;49.97;3.700;207.7;23.12;
1-929;15.47;49.97;3.600;207.7;23.14;
1-930;15.49;49.97;3.700;207.7;23.16;
1-931;15.50;49.97;3.600;207.7;23.17;
1-932;15.52;49.97;3.600;207.7;23.19;
1-933;15.54;49.97;3.700;207.7;23.21;
1-934;15.55;49.97;3.700;207.7;23.23;
1-935;15.57;49.97;3.700;207.8;23.25;
1-936;15.59;49.97;3.700;207.7;23.27;
1-937;15.60;49.97;3.700;207.8;23.29;
1-938;15.62;49.97;3.700;207.8;23.31;
1-939;15.64;49.97;3.700;207.7;23.33;
1-940;15.65;49.97;3.700;207.7;23.35;
1-941;15.67;49.97;3.700;207.8;23.37;
1-942;15.69;49.97;3.700;207.8;23.39;
1-943;15.70;49.97;3.700;207.8;23.41;
1-944;15.72;49.97;3.700;207.8;23.43;
1-945;15.74;49.97;3.700;207.8;23.44;
1-946;15.75;49.97;3.700;207.8;23.46;
1-947;15.77;49.97;3.700;207.8;23.48;
1-948;15.79;49.97;3.700;207.8;23.50;
1-949;15.80;49.97;3.600;207.8;23.52;
1-950;15.82;49.97;3.700;207.8;23.54;
1-951;15.84;49.97;3.700;207.8;23.56;
1-952;15.85;49.97;3.700;207.8;23.58;
1-953;15.87;49.97;3.700;207.8;23.60;
1-954;15.89;49.97;3.700;207.8;23.62;
1-955;15.90;49.97;3.800;207.8;23.64;
1-956;15.92;49.97;3.700;207.8;23.66;
1-957;15.94;49.97;3.700;207.8;23.68;
1-958;15.95;49.97;3.700;207.8;23.70;
1-959;15.97;49.97;3.700;207.8;23.72;
1-960;15.99;49.97;3.700;207.8;23.74;
1-961;16.00;49.97;3.700;207.8;23.75;
1-962;16.02;49.97;3.800;207.8;23.77;
1-963;16.04;49.97;3.600;207.8;23.79;
1-964;16.05;49.97;3.700;207.8;23.81;
1-965;16.07;49.97;3.700;207.8;23.83;
1-966;16.09;49.97;3.700;207.8;23.85;
1-967;16.10;49.97;3.700;207.8;23.87;
1-968;16.12;49.97;3.800;207.8;23.89;
1-969;16.14;49.97;3.700;207.8;23.91;
1-970;16.15;49.97;3.700;207.8;23.93;
1-971;16.17;49.97;3.700;207.8;23.95;
1-972;16.19;49.97;3.700;207.8;23.97;
1-973;16.20;49.97;3.800;207.8;23.99;
1-974;16.22;49.97;3.700;207.8;24.01;
1-975;16.24;49.97;3.700;207.8;24.03;
1-976;16.25;49.97;3.700;207.8;24.05;
1-977;16.27;49.97;3.700;207.8;24.07;
1-978;16.29;49.97;3.700;207.8;24.08;
1-979;16.30;49.97;3.700;207.8;24.10;
1-980;16.32;49.97;3.800;207.8;24.12;
1-981;16.34;49.97;3.700;207.8;24.14;
1-982;16.35;49.97;3.800;207.8;24.16;
1-983;16.37;49.97;3.700;207.8;24.18;
1-984;16.39;49.97;3.700;207.8;24.20;
1-985;16.40;49.97;3.700;207.8;24.22;
1-986;16.42;49.97;3.800;207.8;24.24;
1-987;16.44;49.97;3.700;207.8;24.26;
1-988;16.45;49.97;3.700;207.8;24.28;
1-989;16.47;49.97;3.700;207.8;24.30;
1-990;16.49;49.97;3.700;207.8;24.32;
1-991;16.50;49.97;3.800;207.8;24.34;
1-992;16.52;49.97;3.700;207.8;24.36;
1-993;16.54;49.97;3.700;207.9;24.38;
1-994;16.55;49.97;3.800;207.9;24.40;
1-995;16.57;49.97;3.700;207.9;24.42;
1-996;16.59;49.97;3.700;207.9;24.44;
1-997;16.60;49.97;3.700;207.9;24.46;
1-998;16.62;49.97;3.800;207.9;24.48;
1-999;16.64;49.97;3.700;207.9;24.49;
1-1000;16.65;49.97;3.700;207.9;24.51;
1-1001;16.67;49.97;3.800;207.9;24.53;
1-1002;16.69;49.97;3.800;207.9;24.55;
1-1003;16.70;49.97;3.800;207.9;24.57;
1-1004;16.72;49.97;3.800;207.9;24.59;
1-1005;16.74;49.97;3.800;207.9;24.61;
1-1006;16.75;49.97;3.800;207.9;24.63;
1-1007;16.77;49.97;3.800;207.9;24.65;
1-1008;16.79;49.97;3.800;207.9;24.67;
1-1009;16.80;49.97;3.800;207.9;24.69;
1-1010;16.82;49.97;3.800;207.9;24.71;
1-1011;16.84;49.97;3.900;207.9;24.73;
1-1012;16.85;49.97;3.900;207.9;24.75;
1-1013;16.87;49.97;3.900;207.9;24.77;
1-1014;16.89;49.97;3.900;207.9;24.79;
1-1015;16.90;49.97;3.900;207.9;24.81;
1-1016;16.92;49.97;3.900;207.9;24.83;
1-1017;16.94;49.97;3.800;207.9;24.86;
1-1018;16.95;49.97;3.900;207.9;24.88;
1-1019;16.97;49.97;3.800;207.9;24.90;
1-1020;16.99;49.97;3.900;207.9;24.92;
1-1021;17.00;49.97;3.900;207.9;24.94;
1-1022;17.02;49.97;3.800;207.9;24.96;
1-1023;17.04;49.97;3.900;207.9;24.98;
1-1024;17.05;49.97;3.800;207.9;25.00;
1-1025;17.07;49.97;3.800;207.9;25.02;
1-1026;17.09;49.97;3.800;207.9;25.04;
1-1027;17.10;49.97;3.900;208.0;25.06;
1-1028;17.12;49.97;3.800;208.0;25.08;
1-1029;17.14;49.97;3.800;208.0;25.10;
1-1030;17.15;49.97;3.800;207.9;25.12;
1-1031;17.17;49.97;3.800;208.0;25.14;
1-1032;17.19;49.97;3.800;208.0;25.16;
1-1033;17.20;49.97;3.800;208.0;25.18;
1-1034;17.22;49.97;3.900;208.0;25.20;
1-1035;17.24;49.97;3.800;207.9;25.22;
1-1036;17.25;49.97;3.900;208.0;25.24;
1-1037;17.27;49.97;3.900;208.0;25.26;
1-1038;17.29;49.97;3.900;208.0;25.28;
1-1039;17.30;49.97;3.900;208.0;25.30;
1-1040;17.32;49.97;3.900;208.0;25.32;
1-1041;17.34;49.97;4.000;208.0;25.34;
1-1042;17.35;49.97;3.900;208.0;25.36;
1-1043;17.37;49.97;3.900;208.0;25.38;
1-1044;17.39;49.97;3.900;208.0;25.40;
1-1045;17.40;49.97;3.900;208.0;25.42;
1-1046;17.42;49.97;3.900;208.0;25.44;
1-1047;17.44;49.97;3.900;208.0;25.46;
1-1048;17.45;49.97;3.900;208.0;25.48;
1-1049;17.47;49.97;3.900;208.0;25.50;
1-1050;17.49;49.97;3.900;208.0;25.52;
1-1051;17.50;49.97;3.900;208.0;25.54;
1-1052;17.52;49.97;4.000;208.0;25.56;
1-1053;17.54;49.97;3.900;208.0;25.58;
1-1054;17.55;49.97;3.900;208.0;25.60;
1-1055;17.57;49.97;3.900;208.0;25.63;
1-1056;17.59;49.97;4.000;208.0;25.65;
1-1057;17.60;49.97;4.000;208.0;25.67;
1-1058;17.62;49.97;4.000;208.0;25.69;
1-1059;17.64;49.97;4.000;208.0;25.71;
1-1060;17.65;49.97;3.900;208.0;25.73;
1-1061;17.67;49.97;4.000;208.0;25.75;
1-1062;17.69;49.97;3.900;208.0;25.77;
1-1063;17.70;49.97;4.000;208.0;25.79;
1-1064;17.72;49.97;4.000;208.0;25.81;
1-1065;17.74;49.97;4.000;208.0;25.83;
1-1066;17.75;49.97;4.000;208.0;25.85;
1-1067;17.77;49.97;4.100;208.0;25.88;
1-1068;17.79;49.97;4.200;208.0;25.90;
1-1069;17.80;49.97;4.200;208.1;25.92;
1-1070;17.82;49.97;4.200;208.1;25.94;
1-1071;17.84;49.97;4.100;208.1;25.96;
1-1072;17.85;49.97;4.200;208.1;25.98;
1-1073;17.87;49.97;4.100;208.1;26.01;
1-1074;17.89;49.97;4.100;208.1;26.03;
1-1075;17.90;49.97;4.100;208.1;26.05;
1-1076;17.92;49.97;4.000;208.1;26.07;
1-1077;17.94;49.97;4.100;208.1;26.09;
1-1078;17.95;49.97;4.000;208.1;26.11;
1-1079;17.97;49.97;4.100;208.1;26.13;
1-1080;17.99;49.97;4.000;208.1;26.15;
1-1081;18.00;49.97;4.100;208.1;26.18;
1-1082;18.02;49.97;4.100;208.1;26.20;
1-1083;18.04;49.97;4.100;208.1;26.22;
1-1084;18.05;49.97;4.100;208.1;26.24;
1-1085;18.07;49.97;4.100;208.1;26.26;
1-1086;18.09;49.97;4.300;208.1;26.28;
1-1087;18.10;49.97;4.300;208.1;26.31;
1-1088;18.12;49.97;4.300;208.1;26.33;
1-1089;18.14;49.97;4.200;208.1;26.35;
1-1090;18.15;49.97;4.300;208.1;26.37;
1-1091;18.17;49.97;4.200;208.1;26.40;
1-1092;18.19;49.97;4.200;208.1;26.42;
1-1093;18.20;49.97;4.200;208.1;26.44;
1-1094;18.22;49.97;4.300;208.1;26.46;
1-1095;18.24;49.97;4.300;208.2;26.48;
1-1096;18.25;49.97;4.200;208.1;26.51;
1-1097;18.27;49.97;4.200;208.1;26.53;
1-1098;18.29;49.97;4.100;208.1;26.55;
1-1099;18.30;49.97;4.200;208.2;26.57;
1-1100;18.32;49.97;4.200;208.2;26.59;
1-1101;18.34;49.97;4.200;208.2;26.62;
1-1102;18.35;49.97;4.200;208.2;26.64;
