D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0019.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-50;0.830;49.97;8.000;181.1;4.180;
1-51;0.846;49.97;7.900;181.2;4.222;
1-52;0.863;49.97;7.900;181.7;4.263;
1-53;0.880;49.97;7.700;182.1;4.304;
1-54;0.896;49.97;7.700;182.3;4.344;
1-55;0.913;49.97;7.600;182.6;4.385;
1-56;0.930;49.97;7.500;182.9;4.424;
1-57;0.946;49.97;7.600;183.1;4.464;
1-58;0.963;49.97;7.400;183.5;4.503;
1-59;0.980;49.97;7.400;183.8;4.542;
1-60;0.996;49.97;7.300;183.9;4.580;
1-61;1.013;49.97;7.200;184.3;4.618;
1-62;1.030;49.97;7.200;184.6;4.656;
1-63;1.046;49.97;7.200;184.7;4.693;
1-64;1.063;49.97;7.200;185.0;4.731;
1-65;1.080;49.97;7.000;185.3;4.768;
1-66;1.096;49.97;7.100;185.4;4.805;
1-67;1.113;49.97;6.900;185.7;4.842;
1-68;1.130;49.97;7.000;185.9;4.878;
1-69;1.146;49.97;6.900;186.0;4.914;
1-70;1.163;49.97;7.000;186.3;4.951;
1-71;1.180;49.97;6.900;186.4;4.987;
1-72;1.196;49.97;6.900;186.5;5.023;
1-73;1.213;49.97;6.800;186.8;5.059;
1-74;1.230;49.97;6.700;187.0;5.094;
1-75;1.246;49.97;6.800;187.1;5.130;
1-76;1.263;49.97;6.700;187.4;5.165;
1-77;1.280;49.97;6.700;187.5;5.200;
1-78;1.296;49.97;6.700;187.7;5.235;
1-79;1.313;49.97;6.600;187.9;5.270;
1-80;1.330;49.97;6.500;188.1;5.304;
1-81;1.346;49.97;6.600;188.1;5.339;
1-82;1.363;49.97;6.600;188.3;5.373;
1-83;1.380;49.97;6.500;188.5;5.407;
1-84;1.396;49.97;6.600;188.6;5.442;
1-85;1.413;49.97;6.400;188.7;5.476;
1-86;1.430;49.97;6.400;188.9;5.509;
1-87;1.446;49.97;6.400;189.0;5.543;
1-88;1.463;49.97;6.500;189.2;5.576;
1-89;1.480;49.97;6.400;189.3;5.610;
1-90;1.496;49.97;6.300;189.3;5.643;
1-91;1.513;49.97;6.300;189.5;5.676;
1-92;1.530;49.97;6.200;189.6;5.709;
1-93;1.546;49.97;6.300;189.7;5.742;
1-94;1.563;49.97;6.200;189.9;5.774;
1-95;1.580;49.97;6.300;190.0;5.807;
1-96;1.596;49.97;6.200;190.2;5.840;
1-97;1.613;49.97;6.200;190.2;5.872;
1-98;1.630;49.97;6.100;190.4;5.905;
1-99;1.646;49.97;6.200;190.6;5.937;
1-100;1.663;49.97;6.200;190.6;5.969;
1-101;1.680;49.97;6.100;190.7;6.001;
1-102;1.696;49.97;6.200;190.9;6.034;
1-103;1.713;49.97;6.100;190.9;6.066;
1-104;1.730;49.97;6.000;191.0;6.097;
1-105;1.746;49.97;6.100;191.2;6.129;
1-106;1.763;49.97;6.100;191.3;6.161;
1-107;1.780;49.97;6.000;191.4;6.193;
1-108;1.796;49.97;6.000;191.5;6.224;
1-109;1.813;49.97;6.000;191.5;6.255;
1-110;1.830;49.97;5.900;191.7;6.287;
1-111;1.846;49.97;6.000;191.8;6.318;
1-112;1.863;49.97;5.900;191.8;6.349;
1-113;1.880;49.97;6.000;191.9;6.380;
1-114;1.896;49.97;5.900;192.1;6.411;
1-115;1.913;49.97;5.800;192.1;6.442;
1-116;1.930;49.97;5.800;192.2;6.472;
1-117;1.946;49.97;5.900;192.3;6.503;
1-118;1.963;49.97;5.900;192.4;6.534;
1-119;1.980;49.97;5.800;192.5;6.564;
1-120;1.996;49.97;5.900;192.6;6.595;
1-121;2.013;49.97;5.800;192.7;6.625;
1-122;2.030;49.97;5.700;192.8;6.655;
1-123;2.046;49.97;5.800;192.8;6.686;
1-124;2.063;49.97;5.900;192.9;6.716;
1-125;2.080;49.97;5.800;193.0;6.747;
1-126;2.096;49.97;5.800;193.1;6.777;
1-127;2.113;49.97;5.800;193.2;6.808;
1-128;2.130;49.97;5.600;193.2;6.837;
1-129;2.146;49.97;5.700;193.4;6.867;
1-130;2.163;49.97;5.700;193.4;6.897;
1-131;2.180;49.97;5.800;193.5;6.927;
1-132;2.196;49.97;5.600;193.5;6.957;
1-133;2.213;49.97;5.700;193.6;6.986;
1-134;2.230;49.97;5.500;193.6;7.016;
1-135;2.246;49.97;5.700;193.9;7.045;
1-136;2.263;49.97;5.600;193.9;7.074;
1-137;2.280;49.97;5.600;193.9;7.104;
1-138;2.296;49.97;5.700;194.0;7.133;
1-139;2.313;49.97;5.600;194.1;7.163;
1-140;2.330;49.97;5.500;194.2;7.192;
1-141;2.346;49.97;5.500;194.2;7.221;
1-142;2.363;49.97;5.600;194.4;7.250;
1-143;2.380;49.97;5.600;194.4;7.279;
1-144;2.396;49.97;5.500;194.5;7.308;
1-145;2.413;49.97;5.600;194.6;7.337;
1-146;2.430;49.97;5.400;194.6;7.366;
1-147;2.446;49.97;5.500;194.7;7.394;
1-148;2.463;49.97;5.500;194.8;7.423;
1-149;2.480;49.97;5.600;194.8;7.452;
1-150;2.496;49.97;5.500;194.9;7.481;
1-151;2.513;49.97;5.500;195.0;7.510;
1-152;2.530;49.97;5.400;195.0;7.539;
1-153;2.546;49.97;5.400;195.2;7.567;
1-154;2.563;49.97;5.500;195.2;7.595;
1-155;2.580;49.97;5.400;195.3;7.624;
1-156;2.596;49.97;5.400;195.4;7.652;
1-157;2.613;49.97;5.400;195.5;7.680;
1-158;2.630;49.97;5.300;195.5;7.708;
1-159;2.646;49.97;5.300;195.6;7.736;
1-160;2.663;49.97;5.400;195.6;7.764;
1-161;2.680;49.97;5.400;195.7;7.792;
1-162;2.696;49.97;5.300;195.8;7.820;
1-163;2.713;49.97;5.400;195.9;7.848;
1-164;2.730;49.97;5.200;195.9;7.876;
1-165;2.746;49.97;5.300;196.0;7.904;
1-166;2.763;49.97;5.300;196.0;7.931;
1-167;2.780;49.97;5.300;196.1;7.959;
1-168;2.796;49.97;5.300;196.2;7.987;
1-169;2.813;49.97;5.300;196.2;8.015;
1-170;2.830;49.97;5.200;196.3;8.042;
1-171;2.846;49.97;5.200;196.4;8.069;
1-172;2.863;49.97;5.200;196.4;8.096;
1-173;2.880;49.97;5.200;196.5;8.124;
1-174;2.896;49.97;5.200;196.6;8.151;
1-175;2.913;49.97;5.200;196.6;8.178;
1-176;2.930;49.97;5.100;196.7;8.205;
1-177;2.946;49.97;5.100;196.7;8.232;
1-178;2.963;49.97;5.200;196.8;8.259;
1-179;2.980;49.97;5.200;196.9;8.286;
1-180;2.996;49.97;5.100;197.0;8.313;
1-181;3.013;49.97;5.200;197.0;8.340;
1-182;3.030;49.97;5.000;197.1;8.367;
1-183;3.046;49.97;5.000;197.1;8.393;
1-184;3.063;49.97;5.100;197.2;8.419;
1-185;3.080;49.97;5.200;197.3;8.446;
1-186;3.096;49.97;5.100;197.3;8.473;
1-187;3.113;49.97;5.100;197.4;8.500;
1-188;3.130;49.97;5.000;197.4;8.526;
1-189;3.146;49.97;5.000;197.5;8.552;
1-190;3.163;49.97;5.100;197.5;8.579;
1-191;3.180;49.97;5.000;197.6;8.605;
1-192;3.196;49.97;5.100;197.7;8.632;
1-193;3.213;49.97;5.100;197.8;8.658;
1-194;3.230;49.97;5.000;197.8;8.685;
1-195;3.246;49.97;5.000;197.8;8.711;
1-196;3.263;49.97;5.100;197.9;8.737;
1-197;3.280;49.97;5.100;198.0;8.764;
1-198;3.296;49.97;5.000;198.0;8.790;
1-199;3.313;49.97;5.100;198.1;8.817;
1-200;3.330;49.97;5.000;198.1;8.843;
1-201;3.346;49.97;5.000;198.2;8.869;
1-202;3.363;49.97;5.000;198.2;8.896;
1-203;3.380;49.97;5.100;198.3;8.922;
1-204;3.396;49.97;5.000;198.3;8.948;
1-205;3.413;49.97;5.000;198.4;8.975;
1-206;3.430;49.97;5.000;198.4;9.001;
1-207;3.446;49.97;5.000;198.5;9.027;
1-208;3.463;49.97;5.000;198.6;9.053;
1-209;3.480;49.97;5.000;198.6;9.079;
1-210;3.496;49.97;5.000;198.6;9.105;
1-211;3.513;49.97;5.000;198.7;9.132;
1-212;3.530;49.97;4.900;198.8;9.158;
1-213;3.546;49.97;4.900;198.8;9.183;
1-214;3.563;49.97;5.000;198.9;9.209;
1-215;3.580;49.97;5.000;198.9;9.235;
1-216;3.596;49.97;4.900;199.0;9.261;
1-217;3.613;49.97;4.900;199.0;9.287;
1-218;3.630;49.97;4.900;199.1;9.312;
1-219;3.646;49.97;4.800;199.1;9.338;
1-220;3.663;49.97;4.800;199.2;9.363;
1-221;3.680;49.97;4.900;199.2;9.388;
1-222;3.696;49.97;4.900;199.3;9.414;
1-223;3.713;49.97;4.900;199.3;9.440;
1-224;3.730;49.97;4.800;199.3;9.465;
1-225;3.746;49.97;4.800;199.4;9.490;
1-226;3.763;49.97;4.800;199.5;9.515;
1-227;3.780;49.97;4.800;199.5;9.540;
1-228;3.796;49.97;4.900;199.5;9.566;
1-229;3.813;49.97;4.900;199.6;9.591;
1-230;3.830;49.97;4.800;199.6;9.617;
1-231;3.846;49.97;4.800;199.7;9.642;
1-232;3.863;49.97;4.900;199.7;9.667;
1-233;3.880;49.97;4.800;199.8;9.693;
1-234;3.896;49.97;4.800;199.8;9.718;
1-235;3.913;49.97;4.800;199.9;9.743;
1-236;3.930;49.97;4.800;199.9;9.768;
1-237;3.946;49.97;4.700;200.0;9.793;
1-238;3.963;49.97;4.800;200.0;9.818;
1-239;3.980;49.97;4.800;200.0;9.843;
1-240;3.996;49.97;4.800;200.1;9.868;
1-241;4.013;49.97;4.700;200.2;9.893;
1-242;4.030;49.97;4.800;200.2;9.918;
1-243;4.046;49.97;4.700;200.2;9.943;
1-244;4.063;49.97;4.700;200.3;9.967;
1-245;4.080;49.97;4.700;200.3;9.992;
1-246;4.096;49.97;4.800;200.4;10.02;
1-247;4.113;49.97;4.700;200.4;10.04;
1-248;4.130;49.97;4.700;200.4;10.07;
1-249;4.146;49.97;4.600;200.5;10.09;
1-250;4.163;49.97;4.700;200.5;10.11;
1-251;4.180;49.97;4.700;200.5;10.14;
1-252;4.196;49.97;4.700;200.6;10.16;
1-253;4.213;49.97;4.700;200.7;10.19;
1-254;4.230;49.97;4.700;200.6;10.21;
1-255;4.246;49.97;4.600;200.7;10.24;
1-256;4.263;49.97;4.600;200.8;10.26;
1-257;4.280;49.97;4.700;200.8;10.29;
1-258;4.296;49.97;4.700;200.8;10.31;
1-259;4.313;49.97;4.600;200.9;10.33;
1-260;4.330;49.97;4.700;200.9;10.36;
1-261;4.346;49.97;4.600;200.9;10.38;
1-262;4.363;49.97;4.600;201.0;10.41;
1-263;4.380;49.97;4.600;201.0;10.43;
1-264;4.396;49.97;4.700;201.0;10.46;
1-265;4.413;49.97;4.600;201.1;10.48;
1-266;4.430;49.97;4.700;201.1;10.50;
1-267;4.446;49.97;4.600;201.2;10.53;
1-268;4.463;49.97;4.600;201.2;10.55;
1-269;4.480;49.97;4.600;201.2;10.58;
1-270;4.496;49.97;4.600;201.3;10.60;
1-271;4.513;49.97;4.600;201.3;10.63;
1-272;4.530;49.97;4.700;201.4;10.65;
1-273;4.546;49.97;4.600;201.4;10.67;
1-274;4.563;49.97;4.600;201.4;10.70;
1-275;4.580;49.97;4.700;201.4;10.72;
1-276;4.596;49.97;4.700;201.5;10.75;
1-277;4.613;49.97;4.600;201.5;10.77;
1-278;4.630;49.97;4.700;201.6;10.80;
1-279;4.646;49.97;4.600;201.6;10.82;
1-280;4.663;49.97;4.600;201.6;10.84;
1-281;4.680;49.97;4.600;201.7;10.87;
1-282;4.696;49.97;4.600;201.7;10.89;
1-283;4.713;49.97;4.600;201.7;10.92;
1-284;4.730;49.97;4.600;201.8;10.94;
1-285;4.746;49.97;4.500;201.8;10.96;
1-286;4.763;49.97;4.600;201.8;10.99;
1-287;4.780;49.97;4.600;201.9;11.01;
1-288;4.796;49.97;4.600;201.9;11.04;
1-289;4.813;49.97;4.600;201.9;11.06;
1-290;4.830;49.97;4.600;202.0;11.08;
1-291;4.846;49.97;4.500;202.0;11.11;
1-292;4.863;49.97;4.500;202.0;11.13;
1-293;4.880;49.97;4.600;202.0;11.16;
1-294;4.896;49.97;4.600;202.1;11.18;
1-295;4.913;49.97;4.600;202.1;11.20;
1-296;4.930;49.97;4.600;202.2;11.23;
1-297;4.946;49.97;4.500;202.2;11.25;
1-298;4.963;49.97;4.600;202.2;11.28;
1-299;4.980;49.97;4.600;202.2;11.30;
1-300;4.996;49.97;4.600;202.2;11.32;
1-301;5.013;49.97;4.500;202.3;11.35;
1-302;5.030;49.97;4.600;202.3;11.37;
1-303;5.046;49.97;4.500;202.4;11.39;
1-304;5.063;49.97;4.500;202.4;11.42;
1-305;5.080;49.97;4.600;202.4;11.44;
1-306;5.096;49.97;4.500;202.4;11.47;
1-307;5.113;49.97;4.600;202.5;11.49;
1-308;5.130;49.97;4.600;202.5;11.51;
1-309;5.146;49.97;4.500;202.5;11.54;
1-310;5.163;49.97;4.500;202.6;11.56;
1-311;5.180;49.97;4.600;202.6;11.58;
1-312;5.196;49.97;4.600;202.6;11.61;
1-313;5.213;49.97;4.500;202.6;11.63;
1-314;5.230;49.97;4.600;202.7;11.66;
1-315;5.246;49.97;4.500;202.7;11.68;
1-316;5.263;49.97;4.500;202.7;11.70;
1-317;5.280;49.97;4.500;202.8;11.73;
1-318;5.296;49.97;4.500;202.8;11.75;
1-319;5.313;49.97;4.500;202.8;11.77;
1-320;5.330;49.97;4.500;202.8;11.80;
1-321;5.346;49.97;4.500;202.8;11.82;
1-322;5.363;49.97;4.500;202.9;11.85;
1-323;5.380;49.97;4.500;202.9;11.87;
1-324;5.396;49.97;4.500;202.9;11.89;
1-325;5.413;49.97;4.500;203.0;11.92;
1-326;5.430;49.97;4.500;203.0;11.94;
1-327;5.446;49.97;4.500;203.0;11.96;
1-328;5.463;49.97;4.400;203.0;11.99;
1-329;5.480;49.97;4.500;203.1;12.01;
1-330;5.496;49.97;4.500;203.1;12.03;
1-331;5.513;49.97;4.500;203.1;12.06;
1-332;5.530;49.97;4.500;203.2;12.08;
1-333;5.546;49.97;4.400;203.2;12.10;
1-334;5.563;49.97;4.400;203.2;12.13;
1-335;5.580;49.97;4.400;203.2;12.15;
1-336;5.596;49.97;4.500;203.3;12.17;
1-337;5.613;49.97;4.500;203.3;12.20;
1-338;5.630;49.97;4.500;203.3;12.22;
1-339;5.646;49.97;4.400;203.3;12.24;
1-340;5.663;49.97;4.400;203.4;12.27;
1-341;5.680;49.97;4.400;203.4;12.29;
1-342;5.696;49.97;4.400;203.4;12.31;
1-343;5.713;49.97;4.400;203.4;12.34;
1-344;5.730;49.97;4.500;203.4;12.36;
1-345;5.746;49.97;4.500;203.5;12.38;
1-346;5.763;49.97;4.400;203.5;12.41;
1-347;5.780;49.97;4.400;203.5;12.43;
1-348;5.796;49.97;4.500;203.6;12.45;
1-349;5.813;49.97;4.500;203.6;12.48;
1-350;5.830;49.97;4.500;203.6;12.50;
1-351;5.846;49.97;4.500;203.6;12.52;
1-352;5.863;49.97;4.400;203.6;12.55;
1-353;5.880;49.97;4.400;203.7;12.57;
1-354;5.896;49.97;4.500;203.7;12.59;
1-355;5.913;49.97;4.500;203.7;12.62;
1-356;5.930;49.97;4.500;203.7;12.64;
1-357;5.946;49.97;4.400;203.8;12.66;
1-358;5.963;49.97;4.400;203.8;12.69;
1-359;5.980;49.97;4.500;203.8;12.71;
1-360;5.996;49.97;4.500;203.8;12.73;
1-361;6.013;49.97;4.500;203.8;12.76;
1-362;6.030;49.97;4.500;203.9;12.78;
1-363;6.046;49.97;4.500;203.9;12.80;
1-364;6.063;49.97;4.300;203.9;12.83;
1-365;6.080;49.97;4.500;204.0;12.85;
1-366;6.096;49.97;4.500;204.0;12.87;
1-367;6.113;49.97;4.500;204.0;12.90;
1-368;6.130;49.97;4.400;204.0;12.92;
1-369;6.146;49.97;4.500;204.0;12.94;
1-370;6.163;49.97;4.400;204.0;12.97;
1-371;6.180;49.97;4.400;204.1;12.99;
1-372;6.196;49.97;4.500;204.1;13.01;
1-373;6.213;49.97;4.500;204.1;13.04;
1-374;6.230;49.97;4.400;204.2;13.06;
1-375;6.246;49.97;4.400;204.2;13.08;
1-376;6.263;49.97;4.400;204.2;13.11;
1-377;6.280;49.97;4.500;204.2;13.13;
1-378;6.296;49.97;4.400;204.2;13.15;
1-379;6.313;49.97;4.400;204.3;13.17;
1-380;6.330;49.97;4.400;204.3;13.20;
1-381;6.346;49.97;4.500;204.3;13.22;
1-382;6.363;49.97;4.400;204.3;13.24;
1-383;6.380;49.97;4.400;204.3;13.27;
1-384;6.396;49.97;4.500;204.3;13.29;
1-385;6.413;49.97;4.500;204.4;13.31;
1-386;6.430;49.97;4.400;204.4;13.34;
1-387;6.446;49.97;4.500;204.4;13.36;
1-388;6.463;49.97;4.400;204.5;13.38;
1-389;6.480;49.97;4.400;204.5;13.41;
1-390;6.496;49.97;4.500;204.5;13.43;
1-391;6.513;49.97;4.500;204.5;13.45;
1-392;6.530;49.97;4.500;204.5;13.48;
1-393;6.546;49.97;4.500;204.6;13.50;
1-394;6.563;49.97;4.500;204.6;13.52;
1-395;6.580;49.97;4.500;204.6;13.55;
1-396;6.596;49.97;4.400;204.6;13.57;
1-397;6.613;49.97;4.500;204.6;13.59;
1-398;6.630;49.97;4.500;204.7;13.62;
1-399;6.646;49.97;4.500;204.7;13.64;
1-400;6.663;49.97;4.400;204.7;13.67;
1-401;6.680;49.97;4.500;204.7;13.69;
1-402;6.696;49.97;4.500;204.7;13.71;
1-403;6.713;49.97;4.500;204.8;13.74;
1-404;6.730;49.97;4.500;204.8;13.76;
1-405;6.746;49.97;4.500;204.8;13.78;
1-406;6.763;49.97;4.500;204.8;13.81;
1-407;6.780;49.97;4.500;204.8;13.83;
1-408;6.796;49.97;4.500;204.9;13.85;
1-409;6.813;49.97;4.500;204.9;13.88;
1-410;6.830;49.97;4.500;204.9;13.90;
1-411;6.846;49.97;4.500;204.9;13.92;
1-412;6.863;49.97;4.400;204.9;13.95;
1-413;6.880;49.97;4.400;205.0;13.97;
1-414;6.896;49.97;4.400;205.0;13.99;
1-415;6.913;49.97;4.500;205.0;14.02;
1-416;6.930;49.97;4.500;205.0;14.04;
1-417;6.946;49.97;4.500;205.0;14.06;
1-418;6.963;49.97;4.400;205.0;14.09;
1-419;6.980;49.97;4.500;205.1;14.11;
1-420;6.996;49.97;4.500;205.1;14.13;
1-421;7.013;49.97;4.400;205.1;14.16;
1-422;7.030;49.97;4.500;205.1;14.18;
1-423;7.046;49.97;4.400;205.1;14.20;
1-424;7.063;49.97;4.400;205.2;14.23;
1-425;7.080;49.97;4.400;205.2;14.25;
1-426;7.096;49.97;4.600;205.2;14.27;
1-427;7.113;49.97;4.600;205.2;14.30;
1-428;7.130;49.97;4.600;205.2;14.32;
1-429;7.146;49.97;4.500;205.2;14.35;
1-430;7.163;49.97;4.500;205.3;14.37;
1-431;7.180;49.97;4.600;205.3;14.39;
1-432;7.196;49.97;4.500;205.3;14.42;
1-433;7.213;49.97;4.600;205.3;14.44;
1-434;7.230;49.97;4.500;205.4;14.46;
1-435;7.246;49.97;4.500;205.4;14.49;
1-436;7.263;49.97;4.400;205.4;14.51;
1-437;7.280;49.97;4.400;205.4;14.53;
1-438;7.296;49.97;4.500;205.4;14.56;
1-439;7.313;49.97;4.400;205.4;14.58;
1-440;7.330;49.97;4.400;205.5;14.60;
1-441;7.346;49.97;4.400;205.5;14.63;
1-442;7.363;49.97;4.400;205.5;14.65;
1-443;7.380;49.97;4.300;205.6;14.67;
1-444;7.396;49.97;4.400;205.6;14.70;
1-445;7.413;49.97;4.400;205.6;14.72;
1-446;7.430;49.97;4.400;205.6;14.74;
1-447;7.446;49.97;4.400;205.6;14.76;
1-448;7.463;49.97;4.300;205.7;14.79;
1-449;7.480;49.97;4.300;205.7;14.81;
1-450;7.496;49.97;4.300;205.7;14.83;
1-451;7.513;49.97;4.400;205.7;14.85;
1-452;7.530;49.97;4.400;205.8;14.88;
1-453;7.546;49.97;4.400;205.8;14.90;
1-454;7.563;49.97;4.400;205.8;14.92;
1-455;7.580;49.97;4.300;205.8;14.95;
1-456;7.596;49.97;4.400;205.8;14.97;
1-457;7.613;49.97;4.300;205.8;14.99;
1-458;7.630;49.97;4.400;205.9;15.01;
1-459;7.646;49.97;4.400;205.9;15.04;
1-460;7.663;49.97;4.400;205.9;15.06;
1-461;7.680;49.97;4.400;206.0;15.08;
1-462;7.696;49.97;4.400;206.0;15.11;
1-463;7.713;49.97;4.400;206.0;15.13;
1-464;7.730;49.97;4.400;206.0;15.15;
1-465;7.746;49.97;4.400;206.0;15.18;
1-466;7.763;49.97;4.400;206.0;15.20;
1-467;7.780;49.97;4.400;206.0;15.22;
1-468;7.796;49.97;4.400;206.0;15.25;
1-469;7.813;49.97;4.400;206.1;15.27;
1-470;7.830;49.97;4.400;206.1;15.29;
1-471;7.846;49.97;4.400;206.1;15.31;
1-472;7.863;49.97;4.400;206.1;15.34;
1-473;7.880;49.97;4.400;206.1;15.36;
1-474;7.896;49.97;4.400;206.2;15.38;
1-475;7.913;49.97;4.400;206.2;15.41;
1-476;7.930;49.97;4.400;206.2;15.43;
1-477;7.946;49.97;4.400;206.2;15.45;
1-478;7.963;49.97;4.400;206.2;15.48;
1-479;7.980;49.97;4.300;206.2;15.50;
1-480;7.996;49.97;4.400;206.3;15.52;
1-481;8.013;49.97;4.300;206.3;15.54;
1-482;8.030;49.97;4.400;206.3;15.57;
1-483;8.046;49.97;4.400;206.3;15.59;
1-484;8.063;49.97;4.300;206.3;15.61;
1-485;8.080;49.97;4.300;206.3;15.63;
1-486;8.096;49.97;4.300;206.4;15.66;
1-487;8.113;49.97;4.400;206.4;15.68;
1-488;8.130;49.97;4.400;206.4;15.70;
1-489;8.146;49.97;4.300;206.4;15.73;
1-490;8.163;49.97;4.300;206.4;15.75;
1-491;8.180;49.97;4.300;206.4;15.77;
1-492;8.196;49.97;4.400;206.4;15.79;
1-493;8.213;49.97;4.400;206.5;15.82;
1-494;8.230;49.97;4.400;206.5;15.84;
1-495;8.246;49.97;4.400;206.5;15.86;
1-496;8.263;49.97;4.400;206.5;15.89;
1-497;8.280;49.97;4.400;206.5;15.91;
1-498;8.296;49.97;4.400;206.5;15.93;
1-499;8.313;49.97;4.400;206.5;15.95;
1-500;8.330;49.97;4.400;206.5;15.98;
1-501;8.346;49.97;4.400;206.6;16.00;
1-502;8.363;49.97;4.400;206.6;16.02;
1-503;8.380;49.97;4.300;206.6;16.05;
1-504;8.396;49.97;4.400;206.6;16.07;
1-505;8.413;49.97;4.400;206.6;16.09;
1-506;8.430;49.97;4.400;206.6;16.12;
1-507;8.446;49.97;4.400;206.6;16.14;
1-508;8.463;49.97;4.400;206.7;16.16;
1-509;8.480;49.97;4.300;206.7;16.18;
1-510;8.496;49.97;4.400;206.7;16.21;
1-511;8.513;49.97;4.400;206.7;16.23;
1-512;8.530;49.97;4.400;206.7;16.25;
1-513;8.546;49.97;4.400;206.7;16.28;
1-514;8.563;49.97;4.400;206.7;16.30;
1-515;8.580;49.97;4.400;206.7;16.32;
1-516;8.596;49.97;4.400;206.7;16.35;
1-517;8.613;49.97;4.400;206.8;16.37;
1-518;8.630;49.97;4.500;206.8;16.39;
1-519;8.646;49.97;4.500;206.8;16.42;
1-520;8.663;49.97;4.500;206.8;16.44;
1-521;8.680;49.97;4.400;206.8;16.46;
1-522;8.696;49.97;4.400;206.8;16.48;
1-523;8.713;49.97;4.500;206.8;16.51;
1-524;8.730;49.97;4.500;206.8;16.53;
1-525;8.746;49.97;4.500;206.8;16.56;
1-526;8.763;49.97;4.500;206.8;16.58;
1-527;8.780;49.97;4.400;206.9;16.60;
1-528;8.796;49.97;4.500;206.9;16.63;
1-529;8.813;49.97;4.500;206.9;16.65;
1-530;8.830;49.97;4.600;206.9;16.67;
1-531;8.846;49.97;4.600;206.9;16.70;
1-532;8.863;49.97;4.600;206.9;16.72;
1-533;8.880;49.97;4.600;206.9;16.74;
1-534;8.896;49.97;4.600;207.0;16.77;
1-535;8.913;49.97;4.600;207.0;16.79;
1-536;8.930;49.97;4.600;207.0;16.82;
1-537;8.946;49.97;4.700;207.0;16.84;
1-538;8.963;49.97;4.600;207.0;16.87;
1-539;8.980;49.97;4.600;207.0;16.89;
1-540;8.996;49.97;4.500;207.0;16.91;
1-541;9.013;49.97;4.600;207.0;16.94;
1-542;9.030;49.97;4.500;207.0;16.96;
1-543;9.046;49.97;4.500;207.1;16.98;
1-544;9.063;49.97;4.500;207.1;17.01;
1-545;9.080;49.97;4.400;207.1;17.03;
1-546;9.096;49.97;4.400;207.1;17.05;
1-547;9.113;49.97;4.500;207.1;17.08;
1-548;9.130;49.97;4.600;207.1;17.10;
1-549;9.146;49.97;4.500;207.1;17.13;
1-550;9.163;49.97;4.500;207.1;17.15;
1-551;9.180;49.97;4.500;207.1;17.17;
