D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0019.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.196;49.97;4.500;207.2;17.20;
1-553;9.213;49.97;4.500;207.2;17.22;
1-554;9.230;49.97;4.500;207.2;17.24;
1-555;9.246;49.97;4.600;207.2;17.27;
1-556;9.263;49.97;4.600;207.2;17.29;
1-557;9.280;49.97;4.500;207.2;17.32;
1-558;9.296;49.97;4.500;207.2;17.34;
1-559;9.313;49.97;4.600;207.2;17.36;
1-560;9.330;49.97;4.600;207.2;17.39;
1-561;9.346;49.97;4.500;207.2;17.41;
1-562;9.363;49.97;4.600;207.2;17.43;
1-563;9.380;49.97;4.600;207.3;17.46;
1-564;9.396;49.97;4.500;207.3;17.48;
1-565;9.413;49.97;4.600;207.3;17.51;
1-566;9.430;49.97;4.700;207.3;17.53;
1-567;9.446;49.97;4.700;207.3;17.55;
1-568;9.463;49.97;4.700;207.3;17.58;
1-569;9.480;49.97;4.700;207.3;17.60;
1-570;9.496;49.97;4.700;207.3;17.63;
1-571;9.513;49.97;4.700;207.3;17.65;
1-572;9.530;49.97;4.700;207.4;17.68;
1-573;9.546;49.97;4.800;207.3;17.70;
1-574;9.563;49.97;4.700;207.4;17.73;
1-575;9.580;49.97;4.700;207.4;17.75;
1-576;9.596;49.97;4.700;207.4;17.78;
1-577;9.613;49.97;4.700;207.4;17.80;
1-578;9.630;49.97;4.700;207.4;17.83;
1-579;9.646;49.97;4.700;207.4;17.85;
1-580;9.663;49.97;4.800;207.4;17.88;
1-581;9.680;49.97;4.700;207.4;17.90;
1-582;9.696;49.97;4.700;207.4;17.92;
1-583;9.713;49.97;4.700;207.4;17.95;
1-584;9.730;49.97;4.800;207.4;17.97;
1-585;9.746;49.97;4.800;207.4;18.00;
1-586;9.763;49.97;4.800;207.5;18.02;
1-587;9.780;49.97;4.800;207.5;18.05;
1-588;9.796;49.97;4.700;207.5;18.07;
1-589;9.813;49.97;4.800;207.5;18.10;
1-590;9.830;49.97;4.800;207.5;18.12;
1-591;9.846;49.97;4.900;207.5;18.15;
1-592;9.863;49.97;4.800;207.5;18.18;
1-593;9.880;49.97;4.800;207.5;18.20;
1-594;9.896;49.97;4.700;207.5;18.23;
1-595;9.913;49.97;4.800;207.6;18.25;
1-596;9.930;49.97;4.900;207.6;18.28;
1-597;9.946;49.97;4.800;207.6;18.30;
1-598;9.963;49.97;4.800;207.6;18.33;
1-599;9.980;49.97;4.800;207.6;18.35;
1-600;9.996;49.97;4.900;207.6;18.38;
1-601;10.01;49.97;5.000;207.6;18.40;
1-602;10.03;49.97;5.000;207.6;18.43;
1-603;10.05;49.97;5.000;207.6;18.45;
1-604;10.06;49.97;4.900;207.6;18.48;
1-605;10.08;49.97;5.000;207.6;18.51;
1-606;10.10;49.97;4.900;207.6;18.53;
1-607;10.11;49.97;4.900;207.6;18.56;
1-608;10.13;49.97;4.900;207.6;18.58;
1-609;10.15;49.97;5.100;207.7;18.61;
1-610;10.16;49.97;4.900;207.7;18.64;
1-611;10.18;49.97;4.900;207.7;18.66;
1-612;10.20;49.97;4.900;207.7;18.69;
1-613;10.21;49.97;4.900;207.7;18.71;
1-614;10.23;49.97;5.000;207.7;18.74;
1-615;10.25;49.97;4.900;207.7;18.76;
1-616;10.26;49.97;5.000;207.8;18.79;
1-617;10.28;49.97;5.000;207.8;18.82;
1-618;10.30;49.97;5.000;207.8;18.84;
1-619;10.31;49.97;5.000;207.8;18.87;
1-620;10.33;49.97;5.000;207.8;18.90;
1-621;10.35;49.97;5.100;207.8;18.92;
1-622;10.36;49.97;5.000;207.8;18.95;
1-623;10.38;49.97;5.100;207.8;18.97;
1-624;10.40;49.97;5.100;207.8;19.00;
1-625;10.41;49.97;5.200;207.8;19.03;
1-626;10.43;49.97;5.200;207.8;19.06;
1-627;10.45;49.97;5.300;207.8;19.08;
1-628;10.46;49.97;5.200;207.8;19.11;
1-629;10.48;49.97;5.200;207.9;19.14;
1-630;10.50;49.97;5.200;207.9;19.16;
1-631;10.51;49.97;5.200;207.9;19.19;
1-632;10.53;49.97;5.300;207.9;19.22;
1-633;10.55;49.97;5.300;207.9;19.25;
1-634;10.56;49.97;5.400;207.9;19.28;
1-635;10.58;49.97;5.400;207.9;19.30;
1-636;10.60;49.97;5.400;207.9;19.33;
1-637;10.61;49.97;5.500;207.9;19.36;
1-638;10.63;49.97;5.600;208.0;19.39;
1-639;10.65;49.97;5.500;208.0;19.42;
1-640;10.66;49.97;5.500;208.0;19.45;
1-641;10.68;49.97;5.600;208.0;19.48;
1-642;10.70;49.97;5.500;208.0;19.51;
1-643;10.71;49.97;5.600;208.0;19.53;
1-644;10.73;49.97;5.700;208.0;19.56;
1-645;10.75;49.97;5.700;208.0;19.59;
1-646;10.76;49.97;5.700;208.0;19.62;
1-647;10.78;49.97;5.700;208.0;19.65;
1-648;10.80;49.97;5.700;208.1;19.68;
1-649;10.81;49.97;5.700;208.1;19.71;
1-650;10.83;49.97;5.700;208.1;19.74;
1-651;10.85;49.97;5.700;208.1;19.77;
1-652;10.86;49.97;5.900;208.1;19.80;
1-653;10.88;49.97;5.900;208.1;19.83;
1-654;10.90;49.97;5.800;208.1;19.86;
1-655;10.91;49.97;5.800;208.2;19.89;
1-656;10.93;49.97;5.900;208.2;19.93;
1-657;10.95;49.97;6.000;208.2;19.96;
1-658;10.96;49.97;5.900;208.2;19.99;
1-659;10.98;49.97;6.000;208.2;20.02;
1-660;11.00;49.97;6.000;208.2;20.05;
1-661;11.01;49.97;6.000;208.2;20.08;
1-662;11.03;49.97;6.000;208.2;20.11;
1-663;11.05;49.97;6.100;208.3;20.14;
1-664;11.06;49.97;6.200;208.3;20.18;
1-665;11.08;49.97;6.200;208.3;20.21;
1-666;11.10;49.97;6.200;208.3;20.24;
1-667;11.11;49.97;6.200;208.3;20.27;
1-668;11.13;49.97;6.300;208.3;20.31;
1-669;11.15;49.97;6.300;208.3;20.34;
1-670;11.16;49.97;6.400;208.4;20.37;
1-671;11.18;49.97;6.400;208.4;20.41;
1-672;11.20;49.97;6.400;208.4;20.44;
1-673;11.21;49.97;6.400;208.4;20.47;
1-674;11.23;49.97;6.500;208.4;20.51;
1-675;11.25;49.97;6.600;208.4;20.54;
1-676;11.26;49.97;6.500;208.5;20.58;
1-677;11.28;49.97;6.700;208.5;20.61;
1-678;11.30;49.97;6.700;208.5;20.65;
1-679;11.31;49.97;6.600;208.5;20.68;
1-680;11.33;49.97;6.600;208.5;20.71;
1-681;11.35;49.97;6.800;208.5;20.75;
1-682;11.36;49.97;6.900;208.5;20.79;
1-683;11.38;49.97;6.800;208.5;20.82;
1-684;11.40;49.97;6.900;208.5;20.86;
1-685;11.41;49.97;6.800;208.6;20.89;
1-686;11.43;49.97;7.000;208.6;20.93;
1-687;11.45;49.97;7.000;208.6;20.97;
1-688;11.46;49.97;7.100;208.6;21.00;
1-689;11.48;49.97;7.100;208.6;21.04;
1-690;11.50;49.97;7.100;208.6;21.08;
1-691;11.51;49.97;7.100;208.6;21.11;
1-692;11.53;49.97;7.300;208.6;21.15;
1-693;11.55;49.97;7.300;208.6;21.19;
1-694;11.56;49.97;7.400;208.7;21.23;
1-695;11.58;49.97;7.400;208.7;21.27;
1-696;11.60;49.97;7.400;208.7;21.31;
1-697;11.61;49.97;7.300;208.7;21.34;
1-698;11.63;49.97;7.500;208.8;21.38;
1-699;11.65;49.97;7.600;208.8;21.42;
1-700;11.66;49.97;7.700;208.8;21.46;
1-701;11.68;49.97;7.600;208.8;21.50;
1-702;11.70;49.97;7.800;208.8;21.54;
1-703;11.71;49.97;7.600;208.9;21.58;
1-704;11.73;49.97;7.800;208.9;21.62;
1-705;11.75;49.97;7.800;208.9;21.66;
1-706;11.76;49.97;8.100;209.0;21.71;
1-707;11.78;49.97;7.900;209.0;21.75;
1-708;11.80;49.97;8.200;209.0;21.79;
1-709;11.81;49.97;8.100;209.0;21.83;
1-710;11.83;49.97;8.200;209.0;21.88;
1-711;11.85;49.97;8.300;209.0;21.92;
1-712;11.86;49.97;8.300;209.1;21.96;
1-713;11.88;49.97;8.500;209.1;22.01;
1-714;11.90;49.97;8.500;209.1;22.05;
1-715;11.91;49.97;8.500;209.2;22.10;
1-716;11.93;49.97;8.600;209.2;22.14;
1-717;11.95;49.97;8.800;209.2;22.19;
1-718;11.96;49.97;8.800;209.2;22.23;
1-719;11.98;49.97;8.700;209.3;22.28;
1-720;12.00;49.97;9.200;209.3;22.32;
1-721;12.01;49.97;8.900;209.3;22.37;
1-722;12.03;49.97;9.100;209.4;22.42;
1-723;12.05;49.97;9.200;209.4;22.47;
1-724;12.06;49.97;9.600;209.4;22.52;
1-725;12.08;49.97;9.300;209.5;22.57;
1-726;12.10;49.97;9.500;209.5;22.61;
1-727;12.11;49.97;9.600;209.5;22.66;
1-728;12.13;49.97;9.800;209.6;22.72;
1-729;12.15;49.97;10.00;209.6;22.77;
1-730;12.16;49.97;10.00;209.6;22.82;
1-731;12.18;49.97;10.20;209.7;22.87;
1-732;12.20;49.97;10.20;209.7;22.93;
1-733;12.21;49.97;10.30;209.8;22.98;
1-734;12.23;49.97;10.50;209.8;23.03;
1-735;12.25;49.97;10.70;209.8;23.09;
1-736;12.26;49.97;10.90;209.9;23.15;
1-737;12.28;49.97;10.80;209.9;23.20;
1-738;12.30;49.97;11.20;210.0;23.26;
1-739;12.31;49.97;11.20;210.0;23.32;
1-740;12.33;49.97;11.50;210.1;23.38;
1-741;12.35;49.97;11.40;210.1;23.44;
1-742;12.36;49.97;11.90;210.2;23.50;
1-743;12.38;49.97;11.80;210.2;23.56;
1-744;12.40;49.97;12.10;210.3;23.62;
1-745;12.41;49.97;12.00;210.4;23.69;
1-746;12.43;49.97;12.30;210.4;23.75;
1-747;12.45;49.97;12.60;210.4;23.82;
1-748;12.46;49.97;12.50;210.5;23.88;
1-749;12.48;49.97;12.80;210.6;23.95;
1-750;12.50;49.97;12.90;210.6;24.01;
1-751;12.51;49.97;12.90;210.7;24.08;
1-752;12.53;49.97;13.50;210.8;24.15;
1-753;12.55;49.97;13.70;210.8;24.22;
1-754;12.56;49.97;13.90;210.9;24.29;
1-755;12.58;49.97;13.50;211.0;24.37;
1-756;12.60;49.97;14.20;211.1;24.44;
1-757;12.61;49.97;13.90;211.2;24.51;
1-758;12.63;49.97;14.20;211.3;24.59;
1-759;12.65;49.97;14.00;211.4;24.66;
1-760;12.66;49.97;14.30;211.5;24.73;
1-761;12.68;49.97;14.60;211.6;24.81;
1-762;12.70;49.97;14.50;211.7;24.89;
1-763;12.71;49.97;14.50;211.9;24.96;
1-764;12.73;49.97;14.40;212.0;25.04;
1-765;12.75;49.97;14.70;212.1;25.11;
1-766;12.76;49.97;14.60;212.3;25.19;
1-767;12.78;49.97;15.10;212.4;25.27;
1-768;12.80;49.97;14.90;212.5;25.35;
1-769;12.81;49.97;15.00;212.6;25.42;
1-770;12.83;49.97;14.80;212.7;25.50;
1-771;12.85;49.97;15.00;212.8;25.58;
1-772;12.86;49.97;15.50;212.8;25.66;
1-773;12.88;49.97;15.00;212.9;25.74;
1-774;12.90;49.97;15.60;213.0;25.82;
1-775;12.91;49.97;15.50;213.1;25.90;
1-776;12.93;49.97;15.60;213.2;25.98;
1-777;12.95;49.97;15.60;213.2;26.06;
1-778;12.96;49.97;15.50;213.2;26.15;
1-779;12.98;49.97;15.70;213.3;26.23;
1-780;13.00;49.97;15.70;213.3;26.31;
1-781;13.01;49.97;16.00;213.4;26.39;
1-782;13.03;49.97;15.80;213.4;26.48;
1-783;13.05;49.97;16.20;213.5;26.56;
1-784;13.06;49.97;15.80;213.6;26.64;
1-785;13.08;49.97;15.70;213.6;26.73;
1-786;13.10;49.97;15.40;213.6;26.81;
1-787;13.11;49.97;16.10;213.7;26.89;
1-788;13.13;49.97;16.20;213.7;26.97;
1-789;13.15;49.97;16.40;213.7;27.06;
1-790;13.16;49.97;16.40;213.8;27.14;
1-791;13.18;49.97;16.00;213.8;27.23;
1-792;13.20;49.97;15.90;213.9;27.31;
1-793;13.21;49.97;15.70;213.9;27.40;
1-794;13.23;49.97;16.40;214.0;27.48;
1-795;13.25;49.97;16.70;214.0;27.57;
1-796;13.26;49.97;16.10;214.0;27.65;
1-797;13.28;49.97;16.10;214.1;27.74;
1-798;13.30;49.97;15.90;214.2;27.82;
1-799;13.31;49.97;16.40;214.2;27.90;
1-800;13.33;49.97;16.50;214.2;27.99;
1-801;13.35;49.97;16.60;214.3;28.08;
1-802;13.36;49.97;16.50;214.3;28.16;
1-803;13.38;49.97;16.50;214.4;28.25;
1-804;13.40;49.97;16.20;214.4;28.34;
1-805;13.41;49.97;17.30;214.5;28.42;
1-806;13.43;49.97;16.70;214.5;28.51;
1-807;13.45;49.97;16.30;214.6;28.60;
1-808;13.46;49.97;16.40;214.6;28.68;
1-809;13.48;49.97;16.50;214.7;28.77;
1-810;13.50;49.97;16.40;214.7;28.86;
1-811;13.51;49.97;16.90;214.7;28.94;
1-812;13.53;49.97;16.50;214.8;29.03;
1-813;13.55;49.97;16.20;214.8;29.12;
1-814;13.56;49.97;16.80;214.8;29.20;
1-815;13.58;49.97;16.30;214.9;29.29;
1-816;13.60;49.97;16.80;214.9;29.38;
1-817;13.61;49.97;17.10;215.0;29.46;
1-818;13.63;49.97;16.50;215.0;29.55;
1-819;13.65;49.97;16.70;215.1;29.64;
1-820;13.66;49.97;16.70;215.1;29.73;
1-821;13.68;49.97;17.10;215.2;29.82;
1-822;13.70;49.97;16.70;215.2;29.90;
1-823;13.71;49.97;16.70;215.2;29.99;
1-824;13.73;49.97;16.80;215.3;30.08;
1-825;13.75;49.97;17.00;215.4;30.17;
1-826;13.76;49.97;16.60;215.4;30.26;
1-827;13.78;49.97;16.90;215.4;30.34;
1-828;13.80;49.97;16.60;215.4;30.43;
1-829;13.81;49.97;16.80;215.4;30.52;
1-830;13.83;49.97;17.20;215.4;30.61;
1-831;13.85;49.97;17.20;215.5;30.70;
1-832;13.86;49.97;17.20;215.5;30.79;
1-833;13.88;49.97;17.00;215.6;30.88;
1-834;13.90;49.97;16.40;215.6;30.96;
1-835;13.91;49.97;17.60;215.6;31.05;
1-836;13.93;49.97;17.20;215.7;31.14;
1-837;13.95;49.97;16.90;215.7;31.23;
1-838;13.96;49.97;16.80;215.8;31.32;
1-839;13.98;49.97;17.10;215.8;31.41;
1-840;14.00;49.97;16.30;215.9;31.50;
1-841;14.01;49.97;16.60;215.9;31.58;
1-842;14.03;49.97;16.80;215.9;31.67;
1-843;14.05;49.97;17.50;216.0;31.76;
1-844;14.06;49.97;17.10;216.0;31.85;
1-845;14.08;49.97;17.40;216.1;31.94;
1-846;14.10;49.97;17.20;216.1;32.03;
1-847;14.11;49.97;16.90;216.1;32.12;
1-848;14.13;49.97;17.20;216.1;32.21;
1-849;14.15;49.97;17.20;216.2;32.30;
1-850;14.16;49.97;17.80;216.2;32.39;
1-851;14.18;49.97;17.50;216.2;32.48;
1-852;14.20;49.97;16.80;216.2;32.57;
1-853;14.21;49.97;17.30;216.2;32.66;
1-854;14.23;49.97;17.00;216.3;32.75;
1-855;14.25;49.97;16.90;216.3;32.84;
1-856;14.26;49.97;17.60;216.4;32.93;
1-857;14.28;49.97;17.50;216.4;33.02;
1-858;14.30;49.97;17.00;216.5;33.11;
1-859;14.31;49.97;17.10;216.5;33.20;
1-860;14.33;49.97;17.30;216.5;33.29;
1-861;14.35;49.97;17.20;216.5;33.38;
1-862;14.36;49.97;17.40;216.5;33.47;
1-863;14.38;49.97;17.30;216.6;33.56;
1-864;14.40;49.97;17.30;216.6;33.66;
1-865;14.41;49.97;16.90;216.6;33.75;
1-866;14.43;49.97;17.20;216.7;33.83;
1-867;14.45;49.97;17.40;216.7;33.92;
1-868;14.46;49.97;17.30;216.7;34.02;
1-869;14.48;49.97;17.20;216.7;34.11;
1-870;14.50;49.97;17.30;216.7;34.20;
1-871;14.51;49.97;17.20;216.8;34.29;
1-872;14.53;49.97;17.20;216.8;34.38;
1-873;14.55;49.97;16.80;216.8;34.47;
1-874;14.56;49.97;17.10;216.8;34.55;
1-875;14.58;49.97;17.70;216.8;34.65;
1-876;14.60;49.97;17.10;216.8;34.74;
1-877;14.61;49.97;17.20;216.8;34.83;
1-878;14.63;49.97;17.40;216.9;34.92;
1-879;14.65;49.97;17.20;216.9;35.01;
1-880;14.66;49.97;17.30;216.9;35.10;
1-881;14.68;49.97;17.40;217.0;35.19;
1-882;14.70;49.97;17.40;217.0;35.28;
1-883;14.71;49.97;17.00;217.0;35.37;
1-884;14.73;49.97;17.00;217.0;35.46;
1-885;14.75;49.97;17.20;217.1;35.55;
1-886;14.76;49.97;17.70;217.1;35.64;
1-887;14.78;49.97;17.00;217.1;35.73;
1-888;14.80;49.97;17.00;217.2;35.82;
1-889;14.81;49.97;17.40;217.2;35.91;
1-890;14.83;49.97;17.40;217.2;36.00;
1-891;14.85;49.97;17.10;217.2;36.09;
1-892;14.86;49.97;17.40;217.2;36.18;
1-893;14.88;49.97;17.50;217.3;36.27;
1-894;14.90;49.97;17.20;217.3;36.36;
1-895;14.91;49.97;16.80;217.4;36.45;
1-896;14.93;49.97;17.30;217.4;36.54;
1-897;14.95;49.97;17.30;217.4;36.63;
1-898;14.96;49.97;16.90;217.4;36.72;
1-899;14.98;49.97;17.00;217.4;36.81;
1-900;15.00;49.97;17.10;217.4;36.90;
1-901;15.01;49.97;16.90;217.4;36.99;
1-902;15.03;49.97;17.10;217.4;37.08;
1-903;15.05;49.97;17.00;217.4;37.17;
1-904;15.06;49.97;17.40;217.4;37.26;
1-905;15.08;49.97;17.10;217.5;37.35;
1-906;15.10;49.97;17.10;217.5;37.44;
1-907;15.11;49.97;17.10;217.5;37.52;
1-908;15.13;49.97;16.70;217.5;37.61;
1-909;15.15;49.97;17.10;217.5;37.70;
1-910;15.16;49.97;17.10;217.5;37.79;
1-911;15.18;49.97;17.30;217.5;37.88;
1-912;15.20;49.97;16.90;217.5;37.97;
1-913;15.21;49.97;16.70;217.5;38.06;
1-914;15.23;49.97;17.30;217.6;38.15;
1-915;15.25;49.97;16.90;217.6;38.24;
1-916;15.26;49.97;17.00;217.5;38.33;
1-917;15.28;49.97;16.90;217.5;38.41;
1-918;15.30;49.97;17.60;217.5;38.50;
1-919;15.31;49.97;16.90;217.5;38.60;
1-920;15.33;49.97;17.50;217.5;38.69;
1-921;15.35;49.97;16.90;217.6;38.78;
1-922;15.36;49.97;16.80;217.6;38.86;
1-923;15.38;49.97;17.10;217.7;38.95;
1-924;15.40;49.97;17.20;217.7;39.04;
1-925;15.41;49.97;17.30;217.7;39.13;
1-926;15.43;49.97;17.10;217.7;39.22;
1-927;15.45;49.97;16.90;217.8;39.31;
1-928;15.46;49.97;16.90;217.8;39.40;
1-929;15.48;49.97;17.10;217.8;39.49;
1-930;15.50;49.97;17.00;217.8;39.58;
1-931;15.51;49.97;16.70;217.8;39.67;
1-932;15.53;49.97;17.10;217.8;39.75;
1-933;15.55;49.97;17.10;217.8;39.84;
1-934;15.56;49.97;17.40;217.8;39.93;
1-935;15.58;49.97;16.90;217.8;40.02;
1-936;15.60;49.97;17.00;217.8;40.11;
1-937;15.61;49.97;16.60;217.8;40.20;
1-938;15.63;49.97;17.20;217.8;40.29;
1-939;15.65;49.97;17.00;217.8;40.38;
1-940;15.66;49.97;16.50;217.8;40.47;
1-941;15.68;49.97;17.20;217.8;40.55;
1-942;15.70;49.97;17.30;217.8;40.64;
1-943;15.71;49.97;17.10;217.8;40.73;
1-944;15.73;49.97;16.90;217.8;40.82;
1-945;15.75;49.97;16.80;217.8;40.91;
1-946;15.76;49.97;16.90;217.8;41.00;
1-947;15.78;49.97;17.30;217.8;41.09;
1-948;15.80;49.97;17.10;217.9;41.18;
1-949;15.81;49.97;17.10;217.9;41.27;
1-950;15.83;49.97;17.00;217.9;41.36;
1-951;15.85;49.97;16.70;217.9;41.45;
1-952;15.86;49.97;17.10;217.9;41.53;
1-953;15.88;49.97;17.00;217.9;41.62;
1-954;15.90;49.97;16.50;218.0;41.71;
1-955;15.91;49.97;16.40;218.0;41.80;
1-956;15.93;49.97;17.00;217.9;41.89;
1-957;15.95;49.97;17.00;217.9;41.97;
1-958;15.96;49.97;16.70;217.9;42.06;
1-959;15.98;49.97;16.50;217.9;42.15;
1-960;16.00;49.97;16.60;217.9;42.24;
1-961;16.01;49.97;17.20;217.9;42.32;
1-962;16.03;49.97;16.60;217.9;42.41;
1-963;16.05;49.97;16.80;217.9;42.50;
1-964;16.06;49.97;16.60;217.9;42.59;
1-965;16.08;49.97;16.80;217.9;42.67;
1-966;16.10;49.97;16.80;217.9;42.76;
1-967;16.11;49.97;16.70;218.0;42.85;
1-968;16.13;49.97;16.50;218.0;42.94;
1-969;16.15;49.97;16.70;218.0;43.02;
1-970;16.16;49.97;16.80;218.0;43.11;
1-971;16.18;49.97;16.90;218.0;43.20;
1-972;16.20;49.97;17.10;218.0;43.29;
1-973;16.21;49.97;16.70;218.0;43.38;
1-974;16.23;49.97;16.40;218.0;43.46;
1-975;16.25;49.97;16.60;218.0;43.55;
1-976;16.26;49.97;16.50;218.0;43.64;
1-977;16.28;49.97;16.20;218.0;43.72;
1-978;16.30;49.97;16.20;218.0;43.81;
1-979;16.31;49.97;16.10;218.0;43.89;
1-980;16.33;49.97;16.80;218.0;43.98;
1-981;16.35;49.97;16.50;218.0;44.06;
1-982;16.36;49.97;16.70;218.0;44.15;
1-983;16.38;49.97;17.00;218.0;44.24;
1-984;16.40;49.97;16.60;218.0;44.33;
1-985;16.41;49.97;16.40;218.0;44.41;
1-986;16.43;49.97;16.60;218.0;44.50;
1-987;16.45;49.97;16.40;218.0;44.59;
1-988;16.46;49.97;16.40;218.1;44.67;
1-989;16.48;49.97;16.90;218.1;44.76;
1-990;16.50;49.97;16.40;218.1;44.85;
1-991;16.51;49.97;16.50;218.1;44.93;
1-992;16.53;49.97;16.00;218.0;45.02;
1-993;16.55;49.97;16.30;218.1;45.10;
1-994;16.56;49.97;16.20;218.1;45.19;
1-995;16.58;49.97;16.60;218.1;45.27;
1-996;16.60;49.97;16.70;218.1;45.36;
1-997;16.61;49.97;16.80;218.1;45.45;
1-998;16.63;49.97;15.90;218.1;45.53;
1-999;16.65;49.97;16.00;218.1;45.62;
1-1000;16.66;49.97;16.20;218.1;45.70;
1-1001;16.68;49.97;16.60;218.1;45.79;
1-1002;16.70;49.97;16.30;218.1;45.87;
1-1003;16.71;49.97;16.10;218.1;45.96;
1-1004;16.73;49.97;16.30;218.1;46.04;
1-1005;16.75;49.97;16.80;218.1;46.13;
1-1006;16.76;49.97;16.50;218.1;46.22;
1-1007;16.78;49.97;16.30;218.1;46.30;
1-1008;16.80;49.97;16.40;218.1;46.39;
1-1009;16.81;49.97;16.70;218.1;46.47;
1-1010;16.83;49.97;16.00;218.1;46.56;
1-1011;16.85;49.97;16.20;218.1;46.64;
1-1012;16.86;49.97;16.10;218.1;46.73;
1-1013;16.88;49.97;16.10;218.1;46.81;
1-1014;16.90;49.97;16.60;218.1;46.90;
1-1015;16.91;49.97;16.10;218.1;46.98;
1-1016;16.93;49.97;15.80;218.1;47.07;
1-1017;16.95;49.97;16.10;218.1;47.15;
1-1018;16.96;49.97;16.40;218.0;47.24;
1-1019;16.98;49.97;15.90;218.0;47.32;
1-1020;17.00;49.97;16.20;218.0;47.41;
1-1021;17.01;49.97;16.20;218.0;47.49;
1-1022;17.03;49.97;15.70;218.0;47.57;
1-1023;17.05;49.97;16.20;218.0;47.66;
1-1024;17.06;49.97;16.00;218.0;47.74;
1-1025;17.08;49.97;16.40;218.0;47.83;
1-1026;17.10;49.97;16.10;218.0;47.91;
1-1027;17.11;49.97;16.30;218.0;48.00;
1-1028;17.13;49.97;15.90;218.0;48.08;
1-1029;17.15;49.97;16.00;218.0;48.16;
1-1030;17.16;49.97;16.10;218.0;48.25;
1-1031;17.18;49.97;15.80;218.0;48.33;
1-1032;17.20;49.97;16.00;218.0;48.41;
1-1033;17.21;49.97;16.00;218.0;48.50;
1-1034;17.23;49.97;16.20;218.0;48.58;
1-1035;17.25;49.97;16.00;218.0;48.67;
1-1036;17.26;49.97;15.80;218.0;48.75;
1-1037;17.28;49.97;15.80;218.0;48.83;
1-1038;17.30;49.97;16.30;218.1;48.92;
1-1039;17.31;49.97;15.70;218.1;49.00;
1-1040;17.33;49.97;15.90;218.0;49.08;
1-1041;17.35;49.97;16.00;218.1;49.17;
1-1042;17.36;49.97;15.50;218.0;49.25;
1-1043;17.38;49.97;16.10;218.0;49.33;
1-1044;17.40;49.97;16.10;218.1;49.42;
1-1045;17.41;49.97;16.20;218.0;49.50;
1-1046;17.43;49.97;16.00;218.0;49.58;
1-1047;17.45;49.97;16.20;218.0;49.67;
1-1048;17.46;49.97;16.00;218.0;49.75;
1-1049;17.48;49.97;16.10;218.1;49.84;
1-1050;17.50;49.97;15.70;218.1;49.92;
1-1051;17.51;49.97;15.70;218.1;50.00;
1-1052;17.53;49.97;15.70;218.1;50.08;
1-1053;17.55;49.97;16.20;218.1;50.17;
1-1054;17.56;49.97;16.10;218.1;50.25;
1-1055;17.58;49.97;15.40;218.1;50.33;
1-1056;17.60;49.97;15.40;218.1;50.42;
1-1057;17.61;49.97;15.40;218.1;50.50;
1-1058;17.63;49.97;15.40;218.1;50.58;
1-1059;17.65;49.97;15.50;218.1;50.66;
1-1060;17.66;49.97;15.40;218.1;50.74;
1-1061;17.68;49.97;15.90;218.1;50.82;
1-1062;17.70;49.97;16.30;218.1;50.90;
1-1063;17.71;49.97;16.00;218.1;50.99;
1-1064;17.73;49.97;16.20;218.1;51.07;
1-1065;17.75;49.97;16.10;218.1;51.16;
1-1066;17.76;49.97;15.60;218.1;51.24;
1-1067;17.78;49.97;15.30;218.1;51.32;
1-1068;17.80;49.97;15.20;218.1;51.40;
1-1069;17.81;49.97;15.40;218.1;51.48;
1-1070;17.83;49.97;15.40;218.1;51.56;
1-1071;17.85;49.97;15.20;218.1;51.64;
1-1072;17.86;49.97;15.90;218.1;51.72;
1-1073;17.88;49.97;15.40;218.1;51.81;
1-1074;17.90;49.97;15.20;218.1;51.89;
1-1075;17.91;49.97;15.50;218.1;51.97;
1-1076;17.93;49.97;15.20;218.1;52.05;
1-1077;17.95;49.97;14.90;218.1;52.12;
1-1078;17.96;49.97;15.30;218.1;52.20;
1-1079;17.98;49.97;15.60;218.1;52.28;
1-1080;18.00;49.97;15.50;218.1;52.37;
1-1081;18.01;49.97;15.40;218.1;52.45;
1-1082;18.03;49.97;15.40;218.1;52.53;
1-1083;18.05;49.97;15.80;218.1;52.61;
1-1084;18.06;49.97;15.30;218.1;52.69;
1-1085;18.08;49.97;15.30;218.1;52.77;
1-1086;18.10;49.97;15.30;218.1;52.85;
1-1087;18.11;49.97;15.40;218.1;52.93;
1-1088;18.13;49.97;15.10;218.1;53.01;
1-1089;18.15;49.97;14.60;218.0;53.09;
1-1090;18.16;49.97;15.30;218.0;53.17;
1-1091;18.18;49.97;15.50;218.0;53.25;
1-1092;18.20;49.97;14.70;218.0;53.33;
1-1093;18.21;49.97;15.30;218.0;53.40;
1-1094;18.23;49.97;15.00;218.0;53.48;
1-1095;18.25;49.97;14.90;218.0;53.56;
1-1096;18.26;49.97;15.20;218.0;53.64;
1-1097;18.28;49.97;14.90;218.0;53.72;
1-1098;18.30;49.97;15.10;217.9;53.80;
1-1099;18.31;49.97;14.90;217.9;53.88;
1-1100;18.33;49.97;14.80;217.9;53.95;
1-1101;18.35;49.97;14.80;217.9;54.03;
1-1102;18.36;49.97;14.90;217.9;54.11;
