D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0017.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-127;2.105;49.97;4.700;192.9;5.084;
1-128;2.121;49.97;4.700;193.0;5.109;
1-129;2.138;49.97;4.600;193.1;5.133;
1-130;2.155;49.97;4.600;193.2;5.157;
1-131;2.171;49.97;4.600;193.3;5.181;
1-132;2.188;49.97;4.600;193.4;5.205;
1-133;2.205;49.97;4.700;193.4;5.229;
1-134;2.221;49.97;4.600;193.5;5.254;
1-135;2.238;49.97;4.600;193.6;5.278;
1-136;2.255;49.97;4.700;193.7;5.302;
1-137;2.271;49.97;4.600;193.8;5.327;
1-138;2.288;49.97;4.600;193.9;5.351;
1-139;2.305;49.97;4.600;194.0;5.375;
1-140;2.321;49.97;4.600;194.0;5.399;
1-141;2.338;49.97;4.500;194.1;5.423;
1-142;2.355;49.97;4.500;194.2;5.446;
1-143;2.371;49.97;4.500;194.3;5.470;
1-144;2.388;49.97;4.500;194.3;5.493;
1-145;2.405;49.97;4.600;194.4;5.517;
1-146;2.421;49.97;4.600;194.6;5.541;
1-147;2.438;49.97;4.500;194.6;5.565;
1-148;2.455;49.97;4.500;194.7;5.588;
1-149;2.471;49.97;4.600;194.8;5.612;
1-150;2.488;49.97;4.500;194.8;5.636;
1-151;2.505;49.97;4.500;194.9;5.660;
1-152;2.521;49.97;4.500;195.0;5.683;
1-153;2.538;49.97;4.500;195.0;5.707;
1-154;2.555;49.97;4.500;195.1;5.730;
1-155;2.571;49.97;4.400;195.2;5.754;
1-156;2.588;49.97;4.400;195.3;5.777;
1-157;2.605;49.97;4.400;195.3;5.800;
1-158;2.621;49.97;4.400;195.4;5.823;
1-159;2.638;49.97;4.400;195.5;5.846;
1-160;2.655;49.97;4.400;195.6;5.869;
1-161;2.671;49.97;4.400;195.6;5.892;
1-162;2.688;49.97;4.300;195.7;5.915;
1-163;2.705;49.97;4.400;195.8;5.937;
1-164;2.721;49.97;4.300;195.9;5.960;
1-165;2.738;49.97;4.300;195.9;5.983;
1-166;2.755;49.97;4.300;196.0;6.005;
1-167;2.771;49.97;4.300;196.1;6.028;
1-168;2.788;49.97;4.200;196.2;6.050;
1-169;2.805;49.97;4.300;196.2;6.072;
1-170;2.821;49.97;4.200;196.3;6.094;
1-171;2.838;49.97;4.200;196.4;6.116;
1-172;2.855;49.97;4.300;196.4;6.139;
1-173;2.871;49.97;4.200;196.5;6.161;
1-174;2.888;49.97;4.200;196.6;6.183;
1-175;2.905;49.97;4.200;196.6;6.205;
1-176;2.921;49.97;4.200;196.7;6.227;
1-177;2.938;49.97;4.200;196.7;6.249;
1-178;2.955;49.97;4.200;196.8;6.271;
1-179;2.971;49.97;4.200;196.9;6.293;
1-180;2.988;49.97;4.100;196.9;6.314;
1-181;3.005;49.97;4.200;197.0;6.336;
1-182;3.021;49.97;4.100;197.1;6.358;
1-183;3.038;49.97;4.200;197.1;6.380;
1-184;3.055;49.97;4.100;197.2;6.401;
1-185;3.071;49.97;4.100;197.2;6.423;
1-186;3.088;49.97;4.100;197.3;6.444;
1-187;3.105;49.97;4.100;197.4;6.466;
1-188;3.121;49.97;4.100;197.4;6.487;
1-189;3.138;49.97;4.100;197.4;6.509;
1-190;3.155;49.97;4.100;197.5;6.530;
1-191;3.171;49.97;4.100;197.6;6.551;
1-192;3.188;49.97;4.100;197.6;6.573;
1-193;3.205;49.97;4.100;197.7;6.594;
1-194;3.221;49.97;4.100;197.8;6.616;
1-195;3.238;49.97;4.100;197.8;6.637;
1-196;3.255;49.97;4.100;197.8;6.659;
1-197;3.271;49.97;4.100;197.9;6.680;
1-198;3.288;49.97;4.000;198.0;6.701;
1-199;3.305;49.97;4.000;198.0;6.722;
1-200;3.321;49.97;4.000;198.1;6.743;
1-201;3.338;49.97;4.100;198.1;6.764;
1-202;3.355;49.97;4.000;198.2;6.786;
1-203;3.371;49.97;4.100;198.2;6.807;
1-204;3.388;49.97;4.000;198.3;6.828;
1-205;3.405;49.97;4.000;198.3;6.849;
1-206;3.421;49.97;4.000;198.4;6.870;
1-207;3.438;49.97;4.000;198.4;6.891;
1-208;3.455;49.97;4.000;198.5;6.912;
1-209;3.471;49.97;4.000;198.5;6.933;
1-210;3.488;49.97;3.900;198.6;6.953;
1-211;3.505;49.97;3.900;198.6;6.974;
1-212;3.521;49.97;3.900;198.6;6.994;
1-213;3.538;49.97;3.900;198.6;7.015;
1-214;3.555;49.97;3.900;198.7;7.035;
1-215;3.571;49.97;3.900;198.8;7.055;
1-216;3.588;49.97;3.900;198.8;7.076;
1-217;3.605;49.97;4.000;198.8;7.096;
1-218;3.621;49.97;3.900;198.9;7.117;
1-219;3.638;49.97;3.900;198.9;7.138;
1-220;3.655;49.97;3.900;199.0;7.158;
1-221;3.671;49.97;3.900;199.0;7.178;
1-222;3.688;49.97;3.800;199.1;7.199;
1-223;3.705;49.97;3.900;199.1;7.219;
1-224;3.721;49.97;3.900;199.2;7.239;
1-225;3.738;49.97;3.900;199.2;7.259;
1-226;3.755;49.97;3.800;199.2;7.280;
1-227;3.771;49.97;3.900;199.3;7.300;
1-228;3.788;49.97;3.900;199.3;7.320;
1-229;3.805;49.97;3.900;199.3;7.341;
1-230;3.821;49.97;4.000;199.4;7.361;
1-231;3.838;49.97;3.900;199.5;7.382;
1-232;3.855;49.97;3.900;199.5;7.402;
1-233;3.871;49.97;3.900;199.5;7.423;
1-234;3.888;49.97;3.900;199.6;7.443;
1-235;3.905;49.97;3.900;199.6;7.464;
1-236;3.921;49.97;3.900;199.6;7.484;
1-237;3.938;49.97;3.900;199.7;7.504;
1-238;3.955;49.97;3.900;199.8;7.525;
1-239;3.971;49.97;3.900;199.8;7.545;
1-240;3.988;49.97;3.800;199.8;7.565;
1-241;4.005;49.97;3.800;199.9;7.585;
1-242;4.021;49.97;3.800;199.9;7.605;
1-243;4.038;49.97;3.800;200.0;7.625;
1-244;4.055;49.97;3.800;200.0;7.645;
1-245;4.071;49.97;3.800;200.0;7.665;
1-246;4.088;49.97;3.800;200.1;7.685;
1-247;4.105;49.97;3.800;200.1;7.705;
1-248;4.121;49.97;3.800;200.2;7.724;
1-249;4.138;49.97;3.800;200.2;7.744;
1-250;4.155;49.97;3.800;200.2;7.764;
1-251;4.171;49.97;3.800;200.3;7.784;
1-252;4.188;49.97;3.700;200.3;7.804;
1-253;4.205;49.97;3.700;200.4;7.823;
1-254;4.221;49.97;3.700;200.4;7.842;
1-255;4.238;49.97;3.700;200.4;7.862;
1-256;4.255;49.97;3.700;200.5;7.881;
1-257;4.271;49.97;3.700;200.5;7.901;
1-258;4.288;49.97;3.700;200.5;7.920;
1-259;4.305;49.97;3.700;200.5;7.939;
1-260;4.321;49.97;3.700;200.6;7.959;
1-261;4.338;49.97;3.700;200.6;7.978;
1-262;4.355;49.97;3.700;200.6;7.997;
1-263;4.371;49.97;3.700;200.7;8.017;
1-264;4.388;49.97;3.700;200.7;8.036;
1-265;4.405;49.97;3.700;200.8;8.055;
1-266;4.421;49.97;3.700;200.8;8.075;
1-267;4.438;49.97;3.700;200.8;8.094;
1-268;4.455;49.97;3.700;200.9;8.114;
1-269;4.471;49.97;3.700;200.9;8.133;
1-270;4.488;49.97;3.600;201.0;8.152;
1-271;4.505;49.97;3.700;201.0;8.171;
1-272;4.521;49.97;3.700;201.0;8.190;
1-273;4.538;49.97;3.700;201.1;8.210;
1-274;4.555;49.97;3.700;201.1;8.229;
1-275;4.571;49.97;3.700;201.1;8.249;
1-276;4.588;49.97;3.700;201.2;8.268;
1-277;4.605;49.97;3.600;201.2;8.287;
1-278;4.621;49.97;3.700;201.2;8.306;
1-279;4.638;49.97;3.700;201.3;8.326;
1-280;4.655;49.97;3.700;201.3;8.345;
1-281;4.671;49.97;3.700;201.3;8.364;
1-282;4.688;49.97;3.600;201.3;8.383;
1-283;4.705;49.97;3.600;201.4;8.402;
1-284;4.721;49.97;3.700;201.4;8.421;
1-285;4.738;49.97;3.700;201.4;8.441;
1-286;4.755;49.97;3.700;201.4;8.460;
1-287;4.771;49.97;3.600;201.5;8.479;
1-288;4.788;49.97;3.600;201.6;8.498;
1-289;4.805;49.97;3.600;201.6;8.517;
1-290;4.821;49.97;3.600;201.6;8.536;
1-291;4.838;49.97;3.600;201.6;8.554;
1-292;4.855;49.97;3.600;201.7;8.573;
1-293;4.871;49.97;3.600;201.7;8.592;
1-294;4.888;49.97;3.600;201.7;8.611;
1-295;4.905;49.97;3.600;201.8;8.630;
1-296;4.921;49.97;3.700;201.8;8.649;
1-297;4.938;49.97;3.600;201.8;8.668;
1-298;4.955;49.97;3.600;201.8;8.687;
1-299;4.971;49.97;3.600;201.9;8.706;
1-300;4.988;49.97;3.600;201.9;8.725;
1-301;5.005;49.97;3.600;201.9;8.743;
1-302;5.021;49.97;3.700;202.0;8.762;
1-303;5.038;49.97;3.700;202.0;8.782;
1-304;5.055;49.97;3.600;202.0;8.801;
1-305;5.071;49.97;3.700;202.0;8.820;
1-306;5.088;49.97;3.700;202.0;8.839;
1-307;5.105;49.97;3.600;202.1;8.859;
1-308;5.121;49.97;3.600;202.1;8.877;
1-309;5.138;49.97;3.600;202.2;8.896;
1-310;5.155;49.97;3.600;202.2;8.915;
1-311;5.171;49.97;3.600;202.2;8.934;
1-312;5.188;49.97;3.600;202.2;8.953;
1-313;5.205;49.97;3.600;202.3;8.972;
1-314;5.221;49.97;3.600;202.3;8.990;
1-315;5.238;49.97;3.600;202.3;9.009;
1-316;5.255;49.97;3.600;202.3;9.028;
1-317;5.271;49.97;3.600;202.4;9.047;
1-318;5.288;49.97;3.600;202.4;9.066;
1-319;5.305;49.97;3.500;202.4;9.084;
1-320;5.321;49.97;3.600;202.4;9.103;
1-321;5.338;49.97;3.600;202.5;9.122;
1-322;5.355;49.97;3.600;202.5;9.141;
1-323;5.371;49.97;3.500;202.5;9.159;
1-324;5.388;49.97;3.500;202.6;9.177;
1-325;5.405;49.97;3.500;202.6;9.196;
1-326;5.421;49.97;3.500;202.6;9.214;
1-327;5.438;49.97;3.500;202.6;9.232;
1-328;5.455;49.97;3.500;202.7;9.251;
1-329;5.471;49.97;3.500;202.7;9.269;
1-330;5.488;49.97;3.500;202.7;9.287;
1-331;5.505;49.97;3.500;202.7;9.306;
1-332;5.521;49.97;3.500;202.8;9.324;
1-333;5.538;49.97;3.500;202.8;9.342;
1-334;5.555;49.97;3.500;202.8;9.361;
1-335;5.571;49.97;3.500;202.8;9.379;
1-336;5.588;49.97;3.500;202.8;9.397;
1-337;5.605;49.97;3.500;202.9;9.416;
1-338;5.621;49.97;3.500;202.9;9.434;
1-339;5.638;49.97;3.500;202.9;9.452;
1-340;5.655;49.97;3.500;203.0;9.471;
1-341;5.671;49.97;3.500;203.0;9.489;
1-342;5.688;49.97;3.500;203.0;9.507;
1-343;5.705;49.97;3.500;203.0;9.525;
1-344;5.721;49.97;3.500;203.0;9.544;
1-345;5.738;49.97;3.500;203.1;9.562;
1-346;5.755;49.97;3.500;203.1;9.580;
1-347;5.771;49.97;3.500;203.1;9.599;
1-348;5.788;49.97;3.500;203.1;9.617;
1-349;5.805;49.97;3.500;203.2;9.635;
1-350;5.821;49.97;3.500;203.2;9.654;
1-351;5.838;49.97;3.500;203.2;9.672;
1-352;5.855;49.97;3.500;203.2;9.690;
1-353;5.871;49.97;3.500;203.2;9.709;
1-354;5.888;49.97;3.500;203.3;9.727;
1-355;5.905;49.97;3.500;203.3;9.745;
1-356;5.921;49.97;3.500;203.3;9.764;
1-357;5.938;49.97;3.500;203.3;9.782;
1-358;5.955;49.97;3.500;203.4;9.800;
1-359;5.971;49.97;3.500;203.4;9.819;
1-360;5.988;49.97;3.500;203.4;9.837;
1-361;6.005;49.97;3.500;203.4;9.855;
1-362;6.021;49.97;3.500;203.4;9.874;
1-363;6.038;49.97;3.500;203.4;9.892;
1-364;6.055;49.97;3.500;203.5;9.910;
1-365;6.071;49.97;3.500;203.5;9.928;
1-366;6.088;49.97;3.500;203.5;9.947;
1-367;6.105;49.97;3.500;203.5;9.965;
1-368;6.121;49.97;3.500;203.5;9.983;
1-369;6.138;49.97;3.500;203.6;10.00;
1-370;6.155;49.97;3.500;203.6;10.02;
1-371;6.171;49.97;3.500;203.6;10.04;
1-372;6.188;49.97;3.500;203.6;10.06;
1-373;6.205;49.97;3.500;203.6;10.07;
1-374;6.221;49.97;3.500;203.6;10.09;
1-375;6.238;49.97;3.500;203.6;10.11;
1-376;6.255;49.97;3.500;203.7;10.13;
1-377;6.271;49.97;3.500;203.7;10.15;
1-378;6.288;49.97;3.400;203.7;10.17;
1-379;6.305;49.97;3.500;203.8;10.18;
1-380;6.321;49.97;3.400;203.8;10.20;
1-381;6.338;49.97;3.500;203.8;10.22;
1-382;6.355;49.97;3.400;203.8;10.24;
1-383;6.371;49.97;3.400;203.8;10.26;
1-384;6.388;49.97;3.400;203.8;10.27;
1-385;6.405;49.97;3.400;203.8;10.29;
1-386;6.421;49.97;3.400;203.8;10.31;
1-387;6.438;49.97;3.400;203.9;10.33;
1-388;6.455;49.97;3.400;203.9;10.35;
1-389;6.471;49.97;3.400;203.9;10.36;
1-390;6.488;49.97;3.400;203.9;10.38;
1-391;6.505;49.97;3.300;203.9;10.40;
1-392;6.521;49.97;3.400;203.9;10.42;
1-393;6.538;49.97;3.400;204.0;10.43;
1-394;6.555;49.97;3.400;204.0;10.45;
1-395;6.571;49.97;3.400;204.0;10.47;
1-396;6.588;49.97;3.400;204.0;10.49;
1-397;6.605;49.97;3.500;204.0;10.51;
1-398;6.621;49.97;3.400;204.0;10.52;
1-399;6.638;49.97;3.500;204.1;10.54;
1-400;6.655;49.97;3.500;204.1;10.56;
1-401;6.671;49.97;3.400;204.1;10.58;
1-402;6.688;49.97;3.500;204.1;10.60;
1-403;6.705;49.97;3.500;204.1;10.61;
1-404;6.721;49.97;3.500;204.2;10.63;
1-405;6.738;49.97;3.400;204.2;10.65;
1-406;6.755;49.97;3.500;204.2;10.67;
1-407;6.771;49.97;3.500;204.2;10.69;
1-408;6.788;49.97;3.500;204.2;10.71;
1-409;6.805;49.97;3.500;204.2;10.72;
1-410;6.821;49.97;3.500;204.2;10.74;
1-411;6.838;49.97;3.500;204.3;10.76;
1-412;6.855;49.97;3.500;204.3;10.78;
1-413;6.871;49.97;3.500;204.3;10.80;
1-414;6.888;49.97;3.500;204.3;10.81;
1-415;6.905;49.97;3.500;204.3;10.83;
1-416;6.921;49.97;3.500;204.3;10.85;
1-417;6.938;49.97;3.600;204.3;10.87;
1-418;6.955;49.97;3.600;204.4;10.89;
1-419;6.971;49.97;3.500;204.4;10.91;
1-420;6.988;49.97;3.500;204.4;10.93;
1-421;7.005;49.97;3.500;204.4;10.94;
1-422;7.021;49.97;3.500;204.4;10.96;
1-423;7.038;49.97;3.600;204.4;10.98;
1-424;7.055;49.97;3.600;204.5;11.00;
1-425;7.071;49.97;3.600;204.5;11.02;
1-426;7.088;49.97;3.600;204.5;11.04;
1-427;7.105;49.97;3.600;204.5;11.06;
1-428;7.121;49.97;3.600;204.5;11.08;
1-429;7.138;49.97;3.600;204.5;11.09;
1-430;7.155;49.97;3.600;204.5;11.11;
1-431;7.171;49.97;3.600;204.5;11.13;
1-432;7.188;49.97;3.600;204.6;11.15;
1-433;7.205;49.97;3.600;204.6;11.17;
1-434;7.221;49.97;3.500;204.6;11.19;
1-435;7.238;49.97;3.500;204.6;11.21;
1-436;7.255;49.97;3.500;204.6;11.22;
1-437;7.271;49.97;3.500;204.6;11.24;
1-438;7.288;49.97;3.500;204.7;11.26;
1-439;7.305;49.97;3.500;204.7;11.28;
1-440;7.321;49.97;3.500;204.7;11.30;
1-441;7.338;49.97;3.500;204.7;11.32;
1-442;7.355;49.97;3.500;204.7;11.33;
1-443;7.371;49.97;3.500;204.7;11.35;
1-444;7.388;49.97;3.500;204.7;11.37;
1-445;7.405;49.97;3.500;204.7;11.39;
1-446;7.421;49.97;3.400;204.8;11.41;
1-447;7.438;49.97;3.500;204.8;11.43;
1-448;7.455;49.97;3.500;204.8;11.44;
1-449;7.471;49.97;3.500;204.8;11.46;
1-450;7.488;49.97;3.500;204.8;11.48;
1-451;7.505;49.97;3.500;204.8;11.50;
1-452;7.521;49.97;3.500;204.8;11.52;
1-453;7.538;49.97;3.400;204.9;11.54;
1-454;7.555;49.97;3.500;204.9;11.55;
1-455;7.571;49.97;3.500;204.9;11.57;
1-456;7.588;49.97;3.400;204.9;11.59;
1-457;7.605;49.97;3.400;204.9;11.61;
1-458;7.621;49.97;3.400;204.9;11.63;
1-459;7.638;49.97;3.400;204.9;11.64;
1-460;7.655;49.97;3.400;205.0;11.66;
1-461;7.671;49.97;3.400;205.0;11.68;
1-462;7.688;49.97;3.400;205.0;11.70;
1-463;7.705;49.97;3.400;205.0;11.71;
1-464;7.721;49.97;3.300;205.0;11.73;
1-465;7.738;49.97;3.400;205.0;11.75;
1-466;7.755;49.97;3.300;205.0;11.77;
1-467;7.771;49.97;3.400;205.1;11.78;
1-468;7.788;49.97;3.300;205.1;11.80;
1-469;7.805;49.97;3.400;205.1;11.82;
1-470;7.821;49.97;3.300;205.1;11.84;
1-471;7.838;49.97;3.300;205.1;11.85;
1-472;7.855;49.97;3.300;205.1;11.87;
1-473;7.871;49.97;3.300;205.2;11.89;
1-474;7.888;49.97;3.300;205.2;11.91;
1-475;7.905;49.97;3.300;205.2;11.92;
1-476;7.921;49.97;3.300;205.2;11.94;
1-477;7.938;49.97;3.300;205.2;11.96;
1-478;7.955;49.97;3.300;205.2;11.98;
1-479;7.971;49.97;3.300;205.2;11.99;
1-480;7.988;49.97;3.300;205.2;12.01;
1-481;8.005;49.97;3.300;205.2;12.03;
1-482;8.021;49.97;3.200;205.2;12.04;
1-483;8.038;49.97;3.300;205.2;12.06;
1-484;8.055;49.97;3.200;205.2;12.08;
1-485;8.071;49.97;3.300;205.3;12.10;
1-486;8.088;49.97;3.200;205.3;12.11;
1-487;8.105;49.97;3.200;205.3;12.13;
1-488;8.121;49.97;3.200;205.3;12.15;
1-489;8.138;49.97;3.200;205.3;12.16;
1-490;8.155;49.97;3.300;205.3;12.18;
1-491;8.171;49.97;3.200;205.3;12.20;
1-492;8.188;49.97;3.200;205.3;12.21;
1-493;8.205;49.97;3.200;205.4;12.23;
1-494;8.221;49.97;3.200;205.4;12.25;
1-495;8.238;49.97;3.200;205.4;12.26;
1-496;8.255;49.97;3.300;205.4;12.28;
1-497;8.271;49.97;3.300;205.4;12.30;
1-498;8.288;49.97;3.200;205.4;12.31;
1-499;8.305;49.97;3.300;205.4;12.33;
1-500;8.321;49.97;3.200;205.4;12.35;
1-501;8.338;49.97;3.300;205.4;12.37;
1-502;8.355;49.97;3.200;205.4;12.38;
1-503;8.371;49.97;3.300;205.4;12.40;
1-504;8.388;49.97;3.300;205.4;12.42;
1-505;8.405;49.97;3.300;205.5;12.43;
1-506;8.421;49.97;3.300;205.5;12.45;
1-507;8.438;49.97;3.200;205.5;12.47;
1-508;8.455;49.97;3.300;205.5;12.49;
1-509;8.471;49.97;3.200;205.5;12.50;
1-510;8.488;49.97;3.200;205.5;12.52;
1-511;8.505;49.97;3.200;205.5;12.54;
1-512;8.521;49.97;3.200;205.5;12.55;
1-513;8.538;49.97;3.200;205.5;12.57;
1-514;8.555;49.97;3.200;205.6;12.59;
1-515;8.571;49.97;3.200;205.6;12.60;
1-516;8.588;49.97;3.200;205.6;12.62;
1-517;8.605;49.97;3.300;205.6;12.64;
1-518;8.621;49.97;3.200;205.6;12.65;
1-519;8.638;49.97;3.200;205.6;12.67;
1-520;8.655;49.97;3.200;205.6;12.69;
1-521;8.671;49.97;3.300;205.6;12.70;
1-522;8.688;49.97;3.300;205.6;12.72;
1-523;8.705;49.97;3.300;205.6;12.74;
1-524;8.721;49.97;3.200;205.6;12.76;
1-525;8.738;49.97;3.200;205.6;12.77;
1-526;8.755;49.97;3.200;205.6;12.79;
1-527;8.771;49.97;3.200;205.6;12.81;
1-528;8.788;49.97;3.200;205.6;12.82;
1-529;8.805;49.97;3.200;205.6;12.84;
1-530;8.821;49.97;3.200;205.7;12.86;
1-531;8.838;49.97;3.200;205.7;12.87;
1-532;8.855;49.97;3.300;205.7;12.89;
1-533;8.871;49.97;3.200;205.7;12.91;
1-534;8.888;49.97;3.200;205.7;12.92;
1-535;8.905;49.97;3.200;205.7;12.94;
1-536;8.921;49.97;3.200;205.7;12.96;
1-537;8.938;49.97;3.200;205.7;12.97;
1-538;8.955;49.97;3.200;205.7;12.99;
1-539;8.971;49.97;3.200;205.8;13.01;
1-540;8.988;49.97;3.200;205.8;13.02;
1-541;9.005;49.97;3.200;205.8;13.04;
1-542;9.021;49.97;3.200;205.8;13.06;
1-543;9.038;49.97;3.200;205.8;13.07;
1-544;9.055;49.97;3.200;205.8;13.09;
1-545;9.071;49.97;3.200;205.8;13.11;
1-546;9.088;49.97;3.200;205.8;13.12;
1-547;9.105;49.97;3.200;205.8;13.14;
1-548;9.121;49.97;3.200;205.8;13.16;
1-549;9.138;49.97;3.200;205.8;13.17;
1-550;9.155;49.97;3.200;205.8;13.19;
1-551;9.171;49.97;3.200;205.8;13.21;
