D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0017.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-2312;38.52;49.97;4.400;208.8;45.01;
1-2313;38.54;49.97;4.300;208.8;45.04;
1-2314;38.55;49.97;4.400;208.8;45.06;
1-2315;38.57;49.97;4.300;208.8;45.08;
1-2316;38.59;49.97;4.400;208.8;45.10;
1-2317;38.60;49.97;4.400;208.8;45.13;
1-2318;38.62;49.97;4.400;208.8;45.15;
1-2319;38.64;49.97;4.400;208.8;45.17;
1-2320;38.65;49.97;4.400;208.8;45.20;
1-2321;38.67;49.97;4.400;208.8;45.22;
1-2322;38.69;49.97;4.400;208.8;45.24;
1-2323;38.70;49.97;4.400;208.8;45.27;
1-2324;38.72;49.97;4.400;208.8;45.29;
1-2325;38.74;49.97;4.400;208.8;45.31;
1-2326;38.75;49.97;4.400;208.8;45.34;
1-2327;38.77;49.97;4.400;208.8;45.36;
1-2328;38.79;49.97;4.400;208.8;45.38;
1-2329;38.80;49.97;4.400;208.8;45.40;
1-2330;38.82;49.97;4.500;208.8;45.43;
1-2331;38.84;49.97;4.400;208.8;45.45;
1-2332;38.85;49.97;4.500;208.8;45.47;
1-2333;38.87;49.97;4.400;208.8;45.50;
1-2334;38.89;49.97;4.500;208.8;45.52;
1-2335;38.90;49.97;4.400;208.9;45.54;
1-2336;38.92;49.97;4.500;208.9;45.57;
1-2337;38.94;49.97;4.400;208.9;45.59;
1-2338;38.95;49.97;4.500;208.9;45.61;
1-2339;38.97;49.97;4.400;208.9;45.64;
1-2340;38.99;49.97;4.400;208.9;45.66;
1-2341;39.00;49.97;4.400;208.9;45.68;
1-2342;39.02;49.97;4.500;208.9;45.71;
1-2343;39.04;49.97;4.400;208.9;45.73;
1-2344;39.05;49.97;4.500;208.9;45.75;
1-2345;39.07;49.97;4.400;208.9;45.78;
1-2346;39.09;49.97;4.500;208.9;45.80;
1-2347;39.10;49.97;4.500;208.9;45.82;
1-2348;39.12;49.97;4.500;208.9;45.85;
1-2349;39.14;49.97;4.500;208.9;45.87;
1-2350;39.15;49.97;4.500;208.9;45.89;
1-2351;39.17;49.97;4.400;208.9;45.92;
1-2352;39.19;49.97;4.500;208.9;45.94;
1-2353;39.20;49.97;4.500;208.9;45.96;
1-2354;39.22;49.97;4.500;208.9;45.99;
1-2355;39.24;49.97;4.500;208.9;46.01;
1-2356;39.25;49.97;4.600;208.9;46.03;
1-2357;39.27;49.97;4.500;208.9;46.06;
1-2358;39.29;49.97;4.500;208.9;46.08;
1-2359;39.30;49.97;4.500;208.9;46.11;
1-2360;39.32;49.97;4.500;208.9;46.13;
1-2361;39.34;49.97;4.500;208.9;46.15;
1-2362;39.35;49.97;4.500;208.9;46.18;
1-2363;39.37;49.97;4.500;208.9;46.20;
1-2364;39.39;49.97;4.500;208.9;46.22;
1-2365;39.40;49.97;4.500;208.9;46.25;
1-2366;39.42;49.97;4.500;209.0;46.27;
1-2367;39.44;49.97;4.500;209.0;46.29;
1-2368;39.45;49.97;4.500;209.0;46.32;
1-2369;39.47;49.97;4.500;209.0;46.34;
1-2370;39.49;49.97;4.500;209.0;46.36;
1-2371;39.50;49.97;4.600;209.0;46.39;
1-2372;39.52;49.97;4.600;209.0;46.41;
1-2373;39.54;49.97;4.500;209.0;46.44;
1-2374;39.55;49.97;4.500;209.0;46.46;
1-2375;39.57;49.97;4.600;209.0;46.48;
1-2376;39.59;49.97;4.500;209.0;46.51;
1-2377;39.60;49.97;4.500;209.0;46.53;
1-2378;39.62;49.97;4.500;209.0;46.55;
1-2379;39.64;49.97;4.600;209.0;46.58;
1-2380;39.65;49.97;4.500;209.0;46.60;
1-2381;39.67;49.97;4.600;209.0;46.63;
1-2382;39.69;49.97;4.500;209.0;46.65;
1-2383;39.70;49.97;4.500;209.0;46.67;
1-2384;39.72;49.97;4.600;209.0;46.70;
1-2385;39.74;49.97;4.500;209.0;46.72;
1-2386;39.75;49.97;4.600;209.0;46.74;
1-2387;39.77;49.97;4.600;209.0;46.77;
1-2388;39.79;49.97;4.500;209.0;46.79;
1-2389;39.80;49.97;4.600;209.0;46.82;
1-2390;39.82;49.97;4.600;209.0;46.84;
1-2391;39.84;49.97;4.600;209.0;46.86;
1-2392;39.85;49.97;4.600;209.0;46.89;
1-2393;39.87;49.97;4.600;209.0;46.91;
1-2394;39.89;49.97;4.500;209.0;46.94;
1-2395;39.90;49.97;4.600;209.0;46.96;
1-2396;39.92;49.97;4.600;209.0;46.98;
1-2397;39.94;49.97;4.700;209.0;47.01;
1-2398;39.95;49.97;4.600;209.0;47.03;
1-2399;39.97;49.97;4.600;209.0;47.06;
1-2400;39.99;49.97;4.600;209.0;47.08;
1-2401;40.00;49.97;4.700;209.0;47.11;
1-2402;40.02;49.97;4.600;209.0;47.13;
1-2403;40.04;49.97;4.600;209.0;47.15;
1-2404;40.05;49.97;4.600;209.0;47.18;
1-2405;40.07;49.97;4.600;209.0;47.20;
1-2406;40.09;49.97;4.600;209.0;47.23;
1-2407;40.10;49.97;4.700;209.1;47.25;
1-2408;40.12;49.97;4.700;209.1;47.28;
1-2409;40.14;49.97;4.700;209.0;47.30;
1-2410;40.15;49.97;4.600;209.0;47.32;
1-2411;40.17;49.97;4.700;209.0;47.35;
1-2412;40.19;49.97;4.600;209.1;47.37;
1-2413;40.20;49.97;4.700;209.1;47.40;
1-2414;40.22;49.97;4.700;209.1;47.42;
1-2415;40.24;49.97;4.700;209.1;47.45;
1-2416;40.25;49.97;4.700;209.1;47.47;
1-2417;40.27;49.97;4.700;209.1;47.50;
1-2418;40.29;49.97;4.700;209.1;47.52;
1-2419;40.30;49.97;4.700;209.1;47.54;
1-2420;40.32;49.97;4.700;209.1;47.57;
1-2421;40.34;49.97;4.700;209.1;47.59;
1-2422;40.35;49.97;4.700;209.1;47.62;
1-2423;40.37;49.97;4.700;209.1;47.64;
1-2424;40.39;49.97;4.700;209.1;47.67;
1-2425;40.40;49.97;4.700;209.2;47.69;
1-2426;40.42;49.97;4.800;209.2;47.72;
1-2427;40.44;49.97;4.800;209.2;47.74;
1-2428;40.45;49.97;4.800;209.2;47.77;
1-2429;40.47;49.97;4.800;209.2;47.79;
1-2430;40.49;49.97;4.700;209.2;47.82;
1-2431;40.50;49.97;4.800;209.2;47.84;
1-2432;40.52;49.97;4.700;209.2;47.87;
1-2433;40.54;49.97;4.800;209.2;47.89;
1-2434;40.55;49.97;4.700;209.2;47.92;
1-2435;40.57;49.97;4.800;209.2;47.94;
1-2436;40.59;49.97;4.700;209.2;47.97;
1-2437;40.60;49.97;4.700;209.2;47.99;
1-2438;40.62;49.97;4.700;209.2;48.02;
1-2439;40.64;49.97;4.700;209.2;48.04;
1-2440;40.65;49.97;4.800;209.2;48.07;
1-2441;40.67;49.97;4.700;209.2;48.09;
1-2442;40.69;49.97;4.700;209.2;48.11;
1-2443;40.70;49.97;4.800;209.2;48.14;
1-2444;40.72;49.97;4.800;209.2;48.16;
1-2445;40.74;49.97;4.800;209.2;48.19;
1-2446;40.75;49.97;4.700;209.2;48.21;
1-2447;40.77;49.97;4.800;209.2;48.24;
1-2448;40.79;49.97;4.700;209.2;48.26;
1-2449;40.80;49.97;4.800;209.2;48.29;
1-2450;40.82;49.97;4.800;209.2;48.31;
1-2451;40.84;49.97;4.900;209.2;48.34;
1-2452;40.85;49.97;4.800;209.2;48.37;
1-2453;40.87;49.97;4.800;209.2;48.39;
1-2454;40.89;49.97;4.800;209.2;48.42;
1-2455;40.90;49.97;4.800;209.2;48.44;
1-2456;40.92;49.97;4.800;209.2;48.47;
1-2457;40.94;49.97;4.800;209.2;48.49;
1-2458;40.95;49.97;4.800;209.2;48.52;
1-2459;40.97;49.97;4.800;209.2;48.54;
1-2460;40.99;49.97;4.700;209.2;48.57;
1-2461;41.00;49.97;4.800;209.2;48.59;
1-2462;41.02;49.97;4.800;209.2;48.62;
1-2463;41.04;49.97;4.800;209.2;48.64;
1-2464;41.05;49.97;4.800;209.2;48.67;
1-2465;41.07;49.97;4.900;209.2;48.69;
1-2466;41.09;49.97;4.800;209.3;48.72;
1-2467;41.10;49.97;4.900;209.2;48.74;
1-2468;41.12;49.97;4.900;209.3;48.77;
1-2469;41.14;49.97;4.800;209.3;48.79;
1-2470;41.15;49.97;4.800;209.3;48.82;
1-2471;41.17;49.97;4.900;209.2;48.84;
1-2472;41.19;49.97;4.900;209.2;48.87;
1-2473;41.20;49.97;4.800;209.2;48.89;
1-2474;41.22;49.97;4.800;209.3;48.92;
1-2475;41.24;49.97;4.800;209.3;48.95;
1-2476;41.25;49.97;4.800;209.2;48.97;
1-2477;41.27;49.97;4.800;209.2;49.00;
1-2478;41.29;49.97;4.800;209.3;49.02;
1-2479;41.30;49.97;4.800;209.2;49.05;
1-2480;41.32;49.97;4.800;209.3;49.07;
1-2481;41.34;49.97;4.800;209.3;49.10;
1-2482;41.35;49.97;4.800;209.3;49.12;
1-2483;41.37;49.97;4.900;209.3;49.15;
1-2484;41.39;49.97;4.800;209.3;49.17;
1-2485;41.40;49.97;4.800;209.3;49.20;
1-2486;41.42;49.97;4.900;209.3;49.22;
1-2487;41.44;49.97;4.900;209.3;49.25;
1-2488;41.45;49.97;4.800;209.3;49.27;
1-2489;41.47;49.97;4.900;209.3;49.30;
1-2490;41.49;49.97;4.900;209.3;49.32;
1-2491;41.50;49.97;4.900;209.3;49.35;
1-2492;41.52;49.97;4.900;209.3;49.38;
1-2493;41.54;49.97;4.900;209.3;49.40;
1-2494;41.55;49.97;4.900;209.3;49.43;
1-2495;41.57;49.97;4.900;209.3;49.45;
1-2496;41.59;49.97;4.900;209.3;49.48;
1-2497;41.60;49.97;4.900;209.3;49.50;
1-2498;41.62;49.97;4.900;209.3;49.53;
1-2499;41.64;49.97;4.900;209.3;49.56;
1-2500;41.65;49.97;4.800;209.3;49.58;
1-2501;41.67;49.97;4.900;209.3;49.61;
1-2502;41.69;49.97;4.900;209.3;49.63;
1-2503;41.70;49.97;4.900;209.4;49.66;
1-2504;41.72;49.97;4.900;209.4;49.68;
1-2505;41.74;49.97;4.900;209.3;49.71;
1-2506;41.75;49.97;4.900;209.3;49.73;
1-2507;41.77;49.97;4.900;209.3;49.76;
1-2508;41.79;49.97;5.000;209.3;49.79;
1-2509;41.80;49.97;4.900;209.4;49.81;
1-2510;41.82;49.97;5.000;209.3;49.84;
1-2511;41.84;49.97;4.900;209.3;49.86;
1-2512;41.85;49.97;4.900;209.3;49.89;
1-2513;41.87;49.97;4.900;209.4;49.91;
1-2514;41.89;49.97;4.900;209.3;49.94;
1-2515;41.90;49.97;4.900;209.4;49.97;
1-2516;41.92;49.97;4.900;209.4;49.99;
1-2517;41.94;49.97;5.000;209.4;50.02;
1-2518;41.95;49.97;4.900;209.4;50.04;
1-2519;41.97;49.97;5.000;209.4;50.07;
1-2520;41.99;49.97;4.900;209.4;50.10;
1-2521;42.00;49.97;4.900;209.4;50.12;
1-2522;42.02;49.97;4.900;209.4;50.15;
1-2523;42.04;49.97;4.900;209.4;50.17;
1-2524;42.05;49.97;4.900;209.4;50.20;
1-2525;42.07;49.97;4.900;209.4;50.22;
1-2526;42.09;49.97;5.000;209.4;50.25;
1-2527;42.10;49.97;4.900;209.4;50.28;
1-2528;42.12;49.97;4.900;209.4;50.30;
1-2529;42.14;49.97;4.900;209.4;50.33;
1-2530;42.15;49.97;4.900;209.4;50.35;
1-2531;42.17;49.97;4.900;209.4;50.38;
1-2532;42.19;49.97;5.000;209.4;50.40;
1-2533;42.20;49.97;4.900;209.4;50.43;
1-2534;42.22;49.97;4.900;209.4;50.46;
1-2535;42.24;49.97;4.900;209.4;50.48;
1-2536;42.25;49.97;4.900;209.4;50.51;
1-2537;42.27;49.97;5.000;209.4;50.53;
1-2538;42.29;49.97;5.000;209.4;50.56;
1-2539;42.30;49.97;4.900;209.4;50.58;
1-2540;42.32;49.97;5.000;209.4;50.61;
1-2541;42.34;49.97;5.100;209.4;50.64;
1-2542;42.35;49.97;5.100;209.4;50.66;
1-2543;42.37;49.97;5.000;209.4;50.69;
1-2544;42.39;49.97;5.100;209.4;50.72;
1-2545;42.40;49.97;5.000;209.4;50.74;
1-2546;42.42;49.97;5.000;209.4;50.77;
1-2547;42.44;49.97;5.000;209.4;50.80;
1-2548;42.45;49.97;5.000;209.4;50.82;
1-2549;42.47;49.97;5.000;209.4;50.85;
1-2550;42.49;49.97;5.100;209.4;50.87;
1-2551;42.50;49.97;5.100;209.4;50.90;
1-2552;42.52;49.97;5.100;209.4;50.93;
1-2553;42.54;49.97;5.100;209.4;50.95;
1-2554;42.55;49.97;5.100;209.4;50.98;
1-2555;42.57;49.97;5.100;209.4;51.01;
1-2556;42.59;49.97;5.100;209.4;51.03;
1-2557;42.60;49.97;5.100;209.5;51.06;
1-2558;42.62;49.97;5.100;209.4;51.09;
1-2559;42.64;49.97;5.100;209.5;51.11;
1-2560;42.65;49.97;5.200;209.5;51.14;
1-2561;42.67;49.97;5.100;209.5;51.17;
1-2562;42.69;49.97;5.200;209.5;51.20;
1-2563;42.70;49.97;5.100;209.5;51.22;
1-2564;42.72;49.97;5.100;209.5;51.25;
1-2565;42.74;49.97;5.100;209.5;51.28;
1-2566;42.75;49.97;5.200;209.5;51.30;
1-2567;42.77;49.97;5.200;209.5;51.33;
1-2568;42.79;49.97;5.200;209.5;51.36;
1-2569;42.80;49.97;5.100;209.5;51.38;
1-2570;42.82;49.97;5.200;209.5;51.41;
1-2571;42.84;49.97;5.200;209.5;51.44;
1-2572;42.85;49.97;5.200;209.5;51.47;
1-2573;42.87;49.97;5.100;209.5;51.49;
1-2574;42.89;49.97;5.200;209.5;51.52;
1-2575;42.90;49.97;5.200;209.5;51.55;
1-2576;42.92;49.97;5.200;209.5;51.57;
1-2577;42.94;49.97;5.200;209.6;51.60;
1-2578;42.95;49.97;5.300;209.6;51.63;
1-2579;42.97;49.97;5.200;209.6;51.66;
1-2580;42.99;49.97;5.300;209.6;51.68;
1-2581;43.00;49.97;5.100;209.6;51.71;
1-2582;43.02;49.97;5.200;209.6;51.74;
1-2583;43.04;49.97;5.200;209.6;51.76;
1-2584;43.05;49.97;5.300;209.6;51.79;
1-2585;43.07;49.97;5.200;209.6;51.82;
1-2586;43.09;49.97;5.200;209.6;51.85;
1-2587;43.10;49.97;5.200;209.6;51.87;
1-2588;43.12;49.97;5.100;209.6;51.90;
1-2589;43.14;49.97;5.200;209.6;51.93;
1-2590;43.15;49.97;5.200;209.6;51.95;
1-2591;43.17;49.97;5.200;209.6;51.98;
1-2592;43.19;49.97;5.300;209.6;52.01;
1-2593;43.20;49.97;5.200;209.6;52.04;
1-2594;43.22;49.97;5.200;209.6;52.06;
1-2595;43.24;49.97;5.200;209.6;52.09;
1-2596;43.25;49.97;5.300;209.6;52.12;
1-2597;43.27;49.97;5.200;209.6;52.15;
1-2598;43.29;49.97;5.400;209.6;52.17;
1-2599;43.30;49.97;5.300;209.6;52.20;
1-2600;43.32;49.97;5.300;209.6;52.23;
1-2601;43.34;49.97;5.300;209.6;52.26;
1-2602;43.35;49.97;5.300;209.6;52.29;
1-2603;43.37;49.97;5.300;209.6;52.31;
1-2604;43.39;49.97;5.200;209.7;52.34;
1-2605;43.40;49.97;5.300;209.7;52.37;
1-2606;43.42;49.97;5.300;209.7;52.40;
1-2607;43.44;49.97;5.300;209.7;52.42;
1-2608;43.45;49.97;5.300;209.7;52.45;
1-2609;43.47;49.97;5.300;209.7;52.48;
1-2610;43.49;49.97;5.300;209.7;52.51;
1-2611;43.50;49.97;5.300;209.7;52.53;
1-2612;43.52;49.97;5.300;209.7;52.56;
1-2613;43.54;49.97;5.300;209.7;52.59;
1-2614;43.55;49.97;5.300;209.7;52.62;
1-2615;43.57;49.97;5.300;209.7;52.65;
1-2616;43.59;49.97;5.400;209.7;52.67;
1-2617;43.60;49.97;5.300;209.7;52.70;
1-2618;43.62;49.97;5.300;209.7;52.73;
1-2619;43.64;49.97;5.400;209.7;52.76;
1-2620;43.65;49.97;5.400;209.7;52.79;
1-2621;43.67;49.97;5.400;209.7;52.81;
1-2622;43.69;49.97;5.300;209.7;52.84;
1-2623;43.70;49.97;5.400;209.7;52.87;
1-2624;43.72;49.97;5.300;209.7;52.90;
1-2625;43.74;49.97;5.400;209.7;52.93;
1-2626;43.75;49.97;5.400;209.7;52.95;
1-2627;43.77;49.97;5.400;209.7;52.98;
1-2628;43.79;49.97;5.400;209.8;53.01;
1-2629;43.80;49.97;5.400;209.8;53.04;
1-2630;43.82;49.97;5.400;209.8;53.07;
1-2631;43.84;49.97;5.400;209.8;53.10;
1-2632;43.85;49.97;5.400;209.8;53.12;
1-2633;43.87;49.97;5.400;209.8;53.15;
1-2634;43.89;49.97;5.400;209.8;53.18;
1-2635;43.90;49.97;5.400;209.8;53.21;
1-2636;43.92;49.97;5.400;209.8;53.24;
1-2637;43.94;49.97;5.400;209.8;53.26;
1-2638;43.95;49.97;5.400;209.8;53.29;
1-2639;43.97;49.97;5.500;209.8;53.32;
1-2640;43.99;49.97;5.400;209.8;53.35;
1-2641;44.00;49.97;5.500;209.8;53.38;
1-2642;44.02;49.97;5.400;209.8;53.41;
1-2643;44.04;49.97;5.500;209.8;53.44;
1-2644;44.05;49.97;5.500;209.8;53.46;
1-2645;44.07;49.97;5.500;209.8;53.49;
1-2646;44.09;49.97;5.500;209.8;53.52;
1-2647;44.10;49.97;5.500;209.8;53.55;
1-2648;44.12;49.97;5.500;209.8;53.58;
1-2649;44.14;49.97;5.500;209.8;53.61;
1-2650;44.15;49.97;5.500;209.8;53.64;
1-2651;44.17;49.97;5.500;209.8;53.67;
1-2652;44.19;49.97;5.500;209.8;53.69;
1-2653;44.20;49.97;5.500;209.8;53.72;
1-2654;44.22;49.97;5.400;209.8;53.75;
1-2655;44.24;49.97;5.500;209.8;53.78;
1-2656;44.25;49.97;5.500;209.8;53.81;
1-2657;44.27;49.97;5.600;209.8;53.84;
1-2658;44.29;49.97;5.500;209.8;53.87;
1-2659;44.30;49.97;5.600;209.8;53.90;
1-2660;44.32;49.97;5.500;209.8;53.93;
1-2661;44.34;49.97;5.600;209.8;53.95;
1-2662;44.35;49.97;5.500;209.8;53.98;
1-2663;44.37;49.97;5.600;209.8;54.01;
1-2664;44.39;49.97;5.500;209.8;54.04;
1-2665;44.40;49.97;5.600;209.8;54.07;
1-2666;44.42;49.97;5.600;209.8;54.10;
1-2667;44.44;49.97;5.600;209.8;54.13;
1-2668;44.45;49.97;5.600;209.8;54.16;
1-2669;44.47;49.97;5.600;209.9;54.19;
1-2670;44.49;49.97;5.600;209.9;54.22;
1-2671;44.50;49.97;5.600;209.8;54.25;
1-2672;44.52;49.97;5.600;209.9;54.28;
1-2673;44.54;49.97;5.600;209.9;54.31;
1-2674;44.55;49.97;5.600;209.9;54.33;
1-2675;44.57;49.97;5.700;209.9;54.36;
1-2676;44.59;49.97;5.600;209.9;54.39;
1-2677;44.60;49.97;5.700;209.9;54.42;
1-2678;44.62;49.97;5.600;209.9;54.45;
1-2679;44.64;49.97;5.700;209.9;54.48;
1-2680;44.65;49.97;5.600;209.9;54.51;
1-2681;44.67;49.97;5.700;209.9;54.54;
1-2682;44.69;49.97;5.600;209.9;54.57;
1-2683;44.70;49.97;5.700;209.9;54.60;
1-2684;44.72;49.97;5.700;209.9;54.63;
1-2685;44.74;49.97;5.700;209.9;54.66;
1-2686;44.75;49.97;5.700;209.9;54.69;
1-2687;44.77;49.97;5.700;209.9;54.72;
1-2688;44.79;49.97;5.700;209.9;54.75;
1-2689;44.80;49.97;5.700;209.9;54.78;
1-2690;44.82;49.97;5.600;209.9;54.81;
1-2691;44.84;49.97;5.700;209.9;54.84;
1-2692;44.85;49.97;5.700;210.0;54.87;
1-2693;44.87;49.97;5.800;210.0;54.90;
1-2694;44.89;49.97;5.600;210.0;54.93;
1-2695;44.90;49.97;5.800;210.0;54.96;
1-2696;44.92;49.97;5.700;210.0;54.99;
1-2697;44.94;49.97;5.700;210.0;55.02;
1-2698;44.96;49.97;5.700;210.0;55.05;
1-2699;44.97;49.97;5.800;210.0;55.08;
1-2700;44.99;49.97;5.700;210.0;55.11;
1-2701;45.01;49.97;5.700;210.0;55.14;
1-2702;45.02;49.97;5.700;210.0;55.17;
1-2703;45.04;49.97;5.700;210.0;55.20;
1-2704;45.06;49.97;5.800;210.0;55.23;
1-2705;45.07;49.97;5.800;210.0;55.26;
1-2706;45.09;49.97;5.700;210.0;55.29;
1-2707;45.11;49.97;5.800;210.0;55.32;
1-2708;45.12;49.97;5.700;210.0;55.35;
1-2709;45.14;49.97;5.800;210.0;55.38;
1-2710;45.16;49.97;5.800;210.0;55.41;
1-2711;45.17;49.97;5.900;210.0;55.44;
1-2712;45.19;49.97;5.800;210.0;55.47;
1-2713;45.21;49.97;5.900;210.0;55.50;
1-2714;45.22;49.97;5.800;210.0;55.53;
1-2715;45.24;49.97;5.800;210.1;55.56;
1-2716;45.26;49.97;5.800;210.1;55.59;
1-2717;45.27;49.97;5.800;210.1;55.62;
1-2718;45.29;49.97;5.800;210.1;55.65;
1-2719;45.31;49.97;5.800;210.1;55.68;
1-2720;45.32;49.97;5.800;210.1;55.71;
1-2721;45.34;49.97;5.800;210.1;55.74;
1-2722;45.36;49.97;5.900;210.1;55.77;
1-2723;45.37;49.97;5.900;210.1;55.81;
1-2724;45.39;49.97;5.800;210.1;55.84;
1-2725;45.41;49.97;5.900;210.1;55.87;
1-2726;45.42;49.97;5.800;210.1;55.90;
1-2727;45.44;49.97;5.800;210.1;55.93;
1-2728;45.46;49.97;5.900;210.1;55.96;
1-2729;45.47;49.97;5.900;210.1;55.99;
1-2730;45.49;49.97;5.800;210.1;56.02;
1-2731;45.51;49.97;5.900;210.1;56.05;
1-2732;45.52;49.97;5.900;210.1;56.08;
1-2733;45.54;49.97;5.900;210.2;56.11;
1-2734;45.56;49.97;5.900;210.2;56.14;
1-2735;45.57;49.97;6.000;210.2;56.17;
1-2736;45.59;49.97;5.900;210.2;56.21;
1-2737;45.61;49.97;5.900;210.2;56.24;
1-2738;45.62;49.97;6.000;210.2;56.27;
1-2739;45.64;49.97;5.800;210.2;56.30;
1-2740;45.66;49.97;5.900;210.2;56.33;
1-2741;45.67;49.97;5.900;210.2;56.36;
1-2742;45.69;49.97;5.900;210.2;56.39;
1-2743;45.71;49.97;5.900;210.2;56.42;
1-2744;45.72;49.97;6.000;210.2;56.45;
1-2745;45.74;49.97;5.900;210.2;56.48;
1-2746;45.76;49.97;6.000;210.2;56.52;
1-2747;45.77;49.97;6.000;210.2;56.55;
1-2748;45.79;49.97;5.900;210.2;56.58;
1-2749;45.81;49.97;6.000;210.2;56.61;
1-2750;45.82;49.97;6.000;210.2;56.64;
1-2751;45.84;49.97;5.900;210.2;56.67;
1-2752;45.86;49.97;6.000;210.2;56.70;
1-2753;45.87;49.97;6.000;210.2;56.73;
1-2754;45.89;49.97;6.000;210.2;56.77;
1-2755;45.91;49.97;5.900;210.2;56.80;
1-2756;45.92;49.97;6.100;210.2;56.83;
1-2757;45.94;49.97;6.000;210.3;56.86;
1-2758;45.96;49.97;6.100;210.3;56.89;
1-2759;45.97;49.97;6.000;210.3;56.92;
1-2760;45.99;49.97;6.100;210.3;56.95;
1-2761;46.01;49.97;6.000;210.3;56.99;
1-2762;46.02;49.97;6.100;210.3;57.02;
1-2763;46.04;49.97;6.000;210.3;57.05;
1-2764;46.06;49.97;6.100;210.3;57.08;
1-2765;46.07;49.97;6.100;210.3;57.11;
1-2766;46.09;49.97;6.000;210.3;57.14;
1-2767;46.11;49.97;6.100;210.3;57.18;
1-2768;46.12;49.97;6.100;210.3;57.21;
1-2769;46.14;49.97;6.100;210.3;57.24;
1-2770;46.16;49.97;6.100;210.3;57.27;
1-2771;46.17;49.97;6.200;210.4;57.30;
1-2772;46.19;49.97;6.200;210.4;57.34;
1-2773;46.21;49.97;6.100;210.4;57.37;
1-2774;46.22;49.97;6.300;210.4;57.40;
1-2775;46.24;49.97;6.100;210.4;57.43;
1-2776;46.26;49.97;6.200;210.4;57.47;
1-2777;46.27;49.97;6.100;210.4;57.50;
1-2778;46.29;49.97;6.200;210.4;57.53;
1-2779;46.31;49.97;6.100;210.4;57.56;
1-2780;46.32;49.97;6.200;210.4;57.59;
1-2781;46.34;49.97;6.200;210.4;57.63;
1-2782;46.36;49.97;6.200;210.4;57.66;
1-2783;46.37;49.97;6.200;210.4;57.69;
1-2784;46.39;49.97;6.200;210.4;57.72;
1-2785;46.41;49.97;6.200;210.4;57.76;
1-2786;46.42;49.97;6.300;210.4;57.79;
1-2787;46.44;49.97;6.200;210.4;57.82;
1-2788;46.46;49.97;6.200;210.4;57.85;
1-2789;46.47;49.97;6.200;210.4;57.89;
1-2790;46.49;49.97;6.300;210.4;57.92;
1-2791;46.51;49.97;6.200;210.5;57.95;
1-2792;46.52;49.97;6.400;210.5;57.99;
1-2793;46.54;49.97;6.200;210.5;58.02;
1-2794;46.56;49.97;6.300;210.5;58.05;
1-2795;46.57;49.97;6.200;210.5;58.08;
1-2796;46.59;49.97;6.300;210.5;58.12;
1-2797;46.61;49.97;6.200;210.5;58.15;
1-2798;46.62;49.97;6.300;210.5;58.18;
1-2799;46.64;49.97;6.200;210.5;58.21;
1-2800;46.66;49.97;6.200;210.5;58.25;
1-2801;46.67;49.97;6.300;210.5;58.28;
1-2802;46.69;49.97;6.300;210.5;58.31;
1-2803;46.71;49.97;6.300;210.5;58.35;
1-2804;46.72;49.97;6.300;210.5;58.38;
1-2805;46.74;49.97;6.200;210.5;58.41;
1-2806;46.76;49.97;6.300;210.5;58.44;
1-2807;46.77;49.97;6.300;210.5;58.48;
1-2808;46.79;49.97;6.400;210.5;58.51;
1-2809;46.81;49.97;6.200;210.5;58.54;
1-2810;46.82;49.97;6.400;210.5;58.58;
1-2811;46.84;49.97;6.300;210.5;58.61;
1-2812;46.86;49.97;6.400;210.6;58.64;
1-2813;46.87;49.97;6.300;210.6;58.68;
1-2814;46.89;49.97;6.400;210.6;58.71;
1-2815;46.91;49.97;6.300;210.6;58.74;
1-2816;46.92;49.97;6.400;210.6;58.78;
1-2817;46.94;49.97;6.400;210.6;58.81;
1-2818;46.96;49.97;6.400;210.6;58.84;
1-2819;46.97;49.97;6.400;210.6;58.88;
1-2820;46.99;49.97;6.400;210.6;58.91;
1-2821;47.01;49.97;6.400;210.6;58.94;
1-2822;47.02;49.97;6.400;210.6;58.98;
1-2823;47.04;49.97;6.400;210.6;59.01;
1-2824;47.06;49.97;6.400;210.6;59.04;
1-2825;47.07;49.97;6.400;210.6;59.08;
1-2826;47.09;49.97;6.500;210.6;59.11;
1-2827;47.11;49.97;6.300;210.6;59.14;
1-2828;47.12;49.97;6.500;210.6;59.18;
1-2829;47.14;49.97;6.400;210.7;59.21;
1-2830;47.16;49.97;6.400;210.7;59.25;
1-2831;47.17;49.97;6.500;210.7;59.28;
1-2832;47.19;49.97;6.500;210.7;59.31;
1-2833;47.21;49.97;6.500;210.7;59.35;
1-2834;47.22;49.97;6.500;210.7;59.38;
1-2835;47.24;49.97;6.500;210.7;59.42;
1-2836;47.26;49.97;6.500;210.7;59.45;
1-2837;47.27;49.97;6.600;210.7;59.48;
1-2838;47.29;49.97;6.500;210.7;59.52;
1-2839;47.31;49.97;6.500;210.7;59.55;
1-2840;47.32;49.97;6.600;210.7;59.59;
1-2841;47.34;49.97;6.600;210.7;59.62;
1-2842;47.36;49.97;6.600;210.7;59.65;
1-2843;47.37;49.97;6.600;210.7;59.69;
1-2844;47.39;49.97;6.700;210.8;59.72;
1-2845;47.41;49.97;6.500;210.8;59.76;
