D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0004.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.195;49.97;3.800;206.8;16.44;
1-553;9.211;49.97;3.800;206.8;16.46;
1-554;9.228;49.97;3.800;206.8;16.48;
1-555;9.245;49.97;3.800;206.8;16.50;
1-556;9.261;49.97;3.800;206.8;16.51;
1-557;9.278;49.97;3.900;206.8;16.54;
1-558;9.295;49.97;3.800;206.8;16.56;
1-559;9.311;49.97;3.800;206.8;16.58;
1-560;9.328;49.97;3.800;206.9;16.59;
1-561;9.345;49.97;3.800;206.9;16.61;
1-562;9.361;49.97;3.800;206.9;16.63;
1-563;9.378;49.97;3.800;206.9;16.65;
1-564;9.395;49.97;3.800;206.9;16.67;
1-565;9.411;49.97;3.800;206.9;16.69;
1-566;9.428;49.97;3.800;206.9;16.71;
1-567;9.445;49.97;3.800;206.9;16.73;
1-568;9.461;49.97;3.900;206.9;16.75;
1-569;9.478;49.97;3.800;206.9;16.77;
1-570;9.495;49.97;3.800;207.0;16.79;
1-571;9.511;49.97;3.800;207.0;16.81;
1-572;9.528;49.97;3.900;207.0;16.83;
1-573;9.545;49.97;3.900;207.0;16.85;
1-574;9.561;49.97;3.900;207.0;16.88;
1-575;9.578;49.97;3.900;207.0;16.90;
1-576;9.595;49.97;3.800;207.0;16.92;
1-577;9.611;49.97;3.800;207.0;16.94;
1-578;9.628;49.97;3.800;207.0;16.96;
1-579;9.645;49.97;3.900;207.0;16.98;
1-580;9.661;49.97;3.900;207.0;17.00;
1-581;9.678;49.97;3.800;207.0;17.02;
1-582;9.695;49.97;3.900;207.0;17.04;
1-583;9.711;49.97;3.800;207.0;17.06;
1-584;9.728;49.97;3.900;207.1;17.08;
1-585;9.745;49.97;3.800;207.1;17.10;
1-586;9.761;49.97;3.900;207.1;17.12;
1-587;9.778;49.97;3.900;207.1;17.14;
1-588;9.795;49.97;3.900;207.1;17.16;
1-589;9.811;49.97;3.800;207.1;17.18;
1-590;9.828;49.97;3.900;207.1;17.20;
1-591;9.845;49.97;3.900;207.1;17.22;
1-592;9.861;49.97;3.900;207.1;17.24;
1-593;9.878;49.97;3.900;207.1;17.26;
1-594;9.895;49.97;3.900;207.1;17.28;
1-595;9.911;49.97;3.900;207.1;17.30;
1-596;9.928;49.97;3.900;207.1;17.32;
1-597;9.945;49.97;4.000;207.1;17.34;
1-598;9.961;49.97;4.000;207.1;17.36;
1-599;9.978;49.97;3.900;207.2;17.38;
1-600;9.995;49.97;4.000;207.2;17.40;
1-601;10.01;49.97;3.900;207.2;17.42;
1-602;10.03;49.97;4.000;207.2;17.44;
1-603;10.04;49.97;3.900;207.2;17.47;
1-604;10.06;49.97;4.000;207.2;17.49;
1-605;10.08;49.97;4.000;207.2;17.51;
1-606;10.09;49.97;4.000;207.2;17.53;
1-607;10.11;49.97;4.000;207.2;17.55;
1-608;10.13;49.97;4.000;207.2;17.57;
1-609;10.14;49.97;4.100;207.2;17.59;
1-610;10.16;49.97;4.100;207.2;17.61;
1-611;10.18;49.97;4.100;207.2;17.63;
1-612;10.19;49.97;4.100;207.2;17.66;
1-613;10.21;49.97;4.100;207.2;17.68;
1-614;10.23;49.97;4.100;207.3;17.70;
1-615;10.24;49.97;4.100;207.3;17.72;
1-616;10.26;49.97;4.200;207.3;17.74;
1-617;10.28;49.97;4.100;207.3;17.76;
1-618;10.29;49.97;4.200;207.3;17.79;
1-619;10.31;49.97;4.100;207.3;17.81;
1-620;10.33;49.97;4.200;207.3;17.83;
1-621;10.34;49.97;4.100;207.3;17.85;
1-622;10.36;49.97;4.200;207.3;17.87;
1-623;10.38;49.97;4.200;207.3;17.89;
1-624;10.39;49.97;4.200;207.3;17.92;
1-625;10.41;49.97;4.100;207.3;17.94;
1-626;10.43;49.97;4.200;207.4;17.96;
1-627;10.44;49.97;4.200;207.4;17.98;
1-628;10.46;49.97;4.200;207.4;18.00;
1-629;10.48;49.97;4.200;207.4;18.03;
1-630;10.49;49.97;4.200;207.4;18.05;
1-631;10.51;49.97;4.200;207.4;18.07;
1-632;10.53;49.97;4.200;207.4;18.09;
1-633;10.54;49.97;4.300;207.4;18.11;
1-634;10.56;49.97;4.300;207.4;18.14;
1-635;10.58;49.97;4.300;207.4;18.16;
1-636;10.59;49.97;4.300;207.4;18.18;
1-637;10.61;49.97;4.300;207.4;18.20;
1-638;10.63;49.97;4.400;207.4;18.23;
1-639;10.64;49.97;4.300;207.5;18.25;
1-640;10.66;49.97;4.400;207.5;18.27;
1-641;10.68;49.97;4.300;207.5;18.29;
1-642;10.69;49.97;4.300;207.5;18.32;
1-643;10.71;49.97;4.300;207.5;18.34;
1-644;10.73;49.97;4.400;207.5;18.36;
1-645;10.74;49.97;4.400;207.5;18.39;
1-646;10.76;49.97;4.400;207.5;18.41;
1-647;10.78;49.97;4.500;207.5;18.43;
1-648;10.79;49.97;4.400;207.6;18.46;
1-649;10.81;49.97;4.500;207.6;18.48;
1-650;10.83;49.97;4.500;207.6;18.50;
1-651;10.84;49.97;4.600;207.6;18.53;
1-652;10.86;49.97;4.500;207.6;18.55;
1-653;10.88;49.97;4.500;207.6;18.57;
1-654;10.90;49.97;4.600;207.6;18.60;
1-655;10.91;49.97;4.500;207.6;18.62;
1-656;10.93;49.97;4.600;207.6;18.65;
1-657;10.95;49.97;4.600;207.6;18.67;
1-658;10.96;49.97;4.600;207.6;18.69;
1-659;10.98;49.97;4.700;207.6;18.72;
1-660;11.00;49.97;4.700;207.6;18.74;
1-661;11.01;49.97;4.700;207.6;18.77;
1-662;11.03;49.97;4.700;207.6;18.79;
1-663;11.05;49.97;4.800;207.6;18.82;
1-664;11.06;49.97;4.800;207.6;18.84;
1-665;11.08;49.97;5.000;207.7;18.87;
1-666;11.10;49.97;5.000;207.7;18.89;
1-667;11.11;49.97;5.100;207.7;18.92;
1-668;11.13;49.97;5.000;207.7;18.95;
1-669;11.15;49.97;5.200;207.8;18.97;
1-670;11.16;49.97;5.200;207.8;19.00;
1-671;11.18;49.97;5.400;207.8;19.03;
1-672;11.20;49.97;5.400;207.8;19.06;
1-673;11.21;49.97;5.500;207.8;19.09;
1-674;11.23;49.97;5.500;207.8;19.12;
1-675;11.25;49.97;5.600;207.8;19.14;
1-676;11.26;49.97;5.700;207.8;19.17;
1-677;11.28;49.97;5.700;207.8;19.20;
1-678;11.30;49.97;5.800;207.9;19.23;
1-679;11.31;49.97;6.000;207.9;19.27;
1-680;11.33;49.97;6.100;207.9;19.30;
1-681;11.35;49.97;6.200;207.9;19.33;
1-682;11.36;49.97;6.400;207.9;19.36;
1-683;11.38;49.97;6.600;208.0;19.40;
1-684;11.40;49.97;6.700;208.0;19.43;
1-685;11.41;49.97;6.800;208.0;19.47;
1-686;11.43;49.97;6.900;208.0;19.50;
1-687;11.45;49.97;7.100;208.1;19.54;
1-688;11.46;49.97;7.400;208.1;19.58;
1-689;11.48;49.97;7.600;208.1;19.62;
1-690;11.50;49.97;7.700;208.2;19.66;
1-691;11.51;49.97;8.000;208.2;19.70;
1-692;11.53;49.97;8.100;208.2;19.74;
1-693;11.55;49.97;8.500;208.2;19.78;
1-694;11.56;49.97;9.200;208.3;19.83;
1-695;11.58;49.97;9.300;208.3;19.88;
1-696;11.60;49.97;9.800;208.3;19.93;
1-697;11.61;49.97;10.10;208.3;19.98;
1-698;11.63;49.97;10.50;208.3;20.04;
1-699;11.65;49.97;11.10;208.4;20.09;
1-700;11.66;49.97;11.60;208.4;20.15;
1-701;11.68;49.97;11.80;208.5;20.21;
1-702;11.70;49.97;12.60;208.5;20.28;
1-703;11.71;49.97;12.80;208.6;20.34;
1-704;11.73;49.97;13.60;208.7;20.41;
1-705;11.75;49.97;14.60;208.8;20.49;
1-706;11.76;49.97;14.70;208.9;20.57;
1-707;11.78;49.97;16.10;209.0;20.65;
1-708;11.80;49.97;16.80;209.2;20.73;
1-709;11.81;49.97;16.10;209.4;20.82;
1-710;11.83;49.97;17.50;209.6;20.91;
1-711;11.85;49.97;17.70;209.9;21.00;
1-712;11.87;49.97;18.60;210.1;21.09;
1-713;11.88;49.97;17.90;210.4;21.19;
1-714;11.90;49.97;18.50;210.7;21.29;
1-715;11.92;49.97;18.60;210.8;21.39;
1-716;11.93;49.97;18.40;211.1;21.48;
1-717;11.95;49.97;18.10;211.3;21.58;
1-718;11.97;49.97;18.50;211.4;21.67;
1-719;11.98;49.97;18.40;211.6;21.77;
1-720;12.00;49.97;18.70;211.8;21.87;
1-721;12.02;49.97;18.60;211.8;21.97;
1-722;12.03;49.97;17.90;212.0;22.06;
1-723;12.05;49.97;18.10;212.2;22.16;
1-724;12.07;49.97;17.10;212.2;22.25;
1-725;12.08;49.97;16.10;212.4;22.34;
1-726;12.10;49.97;15.30;212.6;22.42;
1-727;12.12;49.97;14.20;212.7;22.49;
1-728;12.13;49.97;13.40;212.8;22.57;
1-729;12.15;49.97;13.10;212.9;22.64;
1-730;12.17;49.97;13.00;212.9;22.70;
1-731;12.18;49.97;12.70;213.0;22.77;
1-732;12.20;49.97;12.10;213.0;22.84;
1-733;12.22;49.97;10.80;213.0;22.90;
1-734;12.23;49.97;9.800;213.0;22.95;
1-735;12.25;49.97;10.50;213.0;23.00;
1-736;12.27;49.97;10.50;213.0;23.06;
1-737;12.28;49.97;9.800;213.0;23.11;
1-738;12.30;49.97;9.500;213.0;23.16;
1-739;12.32;49.97;8.600;213.0;23.21;
1-740;12.33;49.97;8.500;212.9;23.25;
1-741;12.35;49.97;8.400;212.9;23.30;
1-742;12.37;49.97;8.600;212.8;23.35;
1-743;12.38;49.97;8.400;212.6;23.39;
1-744;12.40;49.97;7.900;212.6;23.43;
1-745;12.42;49.97;8.000;212.6;23.48;
1-746;12.43;49.97;8.000;212.5;23.52;
1-747;12.45;49.97;7.900;212.5;23.56;
1-748;12.47;49.97;7.800;212.4;23.60;
1-749;12.48;49.97;7.300;212.4;23.64;
1-750;12.50;49.97;7.600;212.3;23.68;
1-751;12.52;49.97;7.600;212.3;23.72;
1-752;12.53;49.97;7.300;212.3;23.76;
1-753;12.55;49.97;7.400;212.2;23.80;
1-754;12.57;49.97;7.900;212.2;23.84;
1-755;12.58;49.97;7.200;212.1;23.88;
1-756;12.60;49.97;7.200;212.1;23.91;
1-757;12.62;49.97;7.200;212.1;23.95;
1-758;12.63;49.97;7.400;212.0;23.99;
1-759;12.65;49.97;7.300;211.9;24.03;
1-760;12.67;49.97;7.600;211.9;24.07;
1-761;12.68;49.97;8.000;211.9;24.11;
1-762;12.70;49.97;7.400;211.9;24.15;
1-763;12.72;49.97;7.900;211.9;24.19;
1-764;12.73;49.97;7.900;211.9;24.23;
1-765;12.75;49.97;7.900;211.8;24.27;
1-766;12.77;49.97;7.700;211.8;24.31;
1-767;12.78;49.97;8.200;211.8;24.35;
1-768;12.80;49.97;8.800;211.8;24.40;
1-769;12.82;49.97;7.700;211.8;24.44;
1-770;12.83;49.97;7.900;211.9;24.48;
1-771;12.85;49.97;8.100;211.9;24.53;
1-772;12.87;49.97;8.200;211.9;24.57;
1-773;12.88;49.97;7.900;211.9;24.61;
1-774;12.90;49.97;8.100;211.9;24.65;
1-775;12.92;49.97;8.800;211.9;24.70;
1-776;12.94;49.97;7.700;211.9;24.74;
1-777;12.95;49.97;8.100;211.9;24.78;
1-778;12.97;49.97;8.700;211.9;24.83;
1-779;12.99;49.97;9.000;211.9;24.87;
1-780;13.00;49.97;8.400;211.9;24.92;
1-781;13.02;49.97;9.100;211.9;24.97;
1-782;13.04;49.97;10.30;212.0;25.02;
1-783;13.05;49.97;8.300;212.0;25.06;
1-784;13.07;49.97;9.400;212.0;25.11;
1-785;13.09;49.97;8.900;212.1;25.16;
1-786;13.10;49.97;9.500;212.0;25.21;
1-787;13.12;49.97;9.400;212.1;25.26;
1-788;13.14;49.97;9.100;212.2;25.31;
1-789;13.15;49.97;9.400;212.2;25.35;
1-790;13.17;49.97;9.300;212.2;25.40;
1-791;13.19;49.97;9.600;212.2;25.45;
1-792;13.20;49.97;9.100;212.2;25.50;
1-793;13.22;49.97;10.30;212.2;25.55;
1-794;13.24;49.97;9.000;212.2;25.60;
1-795;13.25;49.97;9.000;212.3;25.65;
1-796;13.27;49.97;9.100;212.3;25.70;
1-797;13.29;49.97;8.900;212.3;25.75;
1-798;13.30;49.97;8.600;212.3;25.79;
1-799;13.32;49.97;9.500;212.3;25.84;
1-800;13.34;49.97;9.300;212.4;25.89;
1-801;13.35;49.97;9.100;212.4;25.94;
1-802;13.37;49.97;9.500;212.4;25.99;
1-803;13.39;49.97;9.800;212.5;26.04;
1-804;13.40;49.97;9.400;212.5;26.09;
1-805;13.42;49.97;9.600;212.5;26.14;
1-806;13.44;49.97;9.600;212.5;26.19;
1-807;13.45;49.97;9.300;212.6;26.24;
1-808;13.47;49.97;9.400;212.6;26.28;
1-809;13.49;49.97;9.000;212.6;26.33;
1-810;13.50;49.97;9.900;212.6;26.38;
1-811;13.52;49.97;9.400;212.7;26.43;
1-812;13.54;49.97;9.400;212.7;26.48;
1-813;13.55;49.97;9.700;212.7;26.53;
1-814;13.57;49.97;9.600;212.7;26.58;
1-815;13.59;49.97;9.500;212.8;26.63;
1-816;13.60;49.97;9.500;212.8;26.68;

