D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0014.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-61;1.013;49.97;6.300;182.5;3.444;
1-62;1.029;49.97;6.200;182.8;3.476;
1-63;1.046;49.97;6.200;182.9;3.509;
1-64;1.063;49.97;6.200;183.2;3.541;
1-65;1.079;49.97;6.100;183.5;3.573;
1-66;1.096;49.97;5.900;183.6;3.605;
1-67;1.113;49.97;6.000;183.9;3.636;
1-68;1.129;49.97;5.900;184.1;3.667;
1-69;1.146;49.97;5.900;184.3;3.698;
1-70;1.163;49.97;5.800;184.5;3.729;
1-71;1.179;49.97;5.800;184.8;3.759;
1-72;1.196;49.97;5.700;184.9;3.789;
1-73;1.213;49.97;5.700;185.2;3.819;
1-74;1.229;49.97;5.700;185.4;3.849;
1-75;1.246;49.97;5.500;185.5;3.878;
1-76;1.263;49.97;5.600;185.7;3.907;
1-77;1.279;49.97;5.500;186.0;3.936;
1-78;1.296;49.97;5.500;186.1;3.965;
1-79;1.313;49.97;5.500;186.3;3.994;
1-80;1.329;49.97;5.400;186.5;4.022;
1-81;1.346;49.97;5.500;186.6;4.051;
1-82;1.363;49.97;5.400;186.8;4.079;
1-83;1.379;49.97;5.500;187.0;4.108;
1-84;1.396;49.97;5.400;187.1;4.136;
1-85;1.413;49.97;5.500;187.2;4.165;
1-86;1.429;49.97;5.300;187.4;4.193;
1-87;1.446;49.97;5.300;187.5;4.221;
1-88;1.463;49.97;5.300;187.7;4.249;
1-89;1.479;49.97;5.300;187.9;4.276;
1-90;1.496;49.97;5.300;188.0;4.304;
1-91;1.513;49.97;5.200;188.1;4.331;
1-92;1.529;49.97;5.300;188.3;4.359;
1-93;1.546;49.97;5.100;188.3;4.386;
1-94;1.563;49.97;5.200;188.5;4.413;
1-95;1.579;49.97;5.200;188.6;4.440;
1-96;1.596;49.97;5.200;188.7;4.468;
1-97;1.613;49.97;5.100;188.8;4.494;
1-98;1.629;49.97;5.100;188.9;4.521;
1-99;1.646;49.97;5.100;189.0;4.548;
1-100;1.663;49.97;5.000;189.2;4.574;
1-101;1.679;49.97;5.100;189.4;4.601;
1-102;1.696;49.97;5.000;189.4;4.627;
1-103;1.713;49.97;5.100;189.6;4.654;
1-104;1.729;49.97;5.000;189.7;4.680;
1-105;1.746;49.97;4.900;189.8;4.706;
1-106;1.763;49.97;5.000;189.9;4.732;
1-107;1.779;49.97;5.000;190.0;4.758;
1-108;1.796;49.97;5.000;190.1;4.784;
1-109;1.813;49.97;4.900;190.2;4.810;
1-110;1.829;49.97;5.000;190.3;4.836;
1-111;1.846;49.97;4.800;190.5;4.862;
1-112;1.863;49.97;4.900;190.6;4.887;
1-113;1.879;49.97;4.800;190.7;4.912;
1-114;1.896;49.97;4.900;190.8;4.938;
1-115;1.913;49.97;4.800;190.9;4.963;
1-116;1.929;49.97;4.800;191.0;4.988;
1-117;1.946;49.97;4.800;191.1;5.013;
1-118;1.963;49.97;4.800;191.2;5.038;
1-119;1.979;49.97;4.800;191.3;5.064;
1-120;1.996;49.97;4.800;191.4;5.089;
1-121;2.013;49.97;4.900;191.5;5.114;
1-122;2.029;49.97;4.800;191.6;5.139;
1-123;2.046;49.97;4.700;191.7;5.164;
1-124;2.063;49.97;4.700;191.8;5.189;
1-125;2.079;49.97;4.700;191.9;5.214;
1-126;2.096;49.97;4.800;192.0;5.238;
1-127;2.113;49.97;4.600;192.1;5.263;
1-128;2.129;49.97;4.700;192.2;5.287;
1-129;2.146;49.97;4.600;192.2;5.312;
1-130;2.163;49.97;4.700;192.4;5.336;
1-131;2.179;49.97;4.600;192.5;5.360;
1-132;2.196;49.97;4.700;192.5;5.385;
1-133;2.213;49.97;4.600;192.7;5.409;
1-134;2.229;49.97;4.600;192.8;5.433;
1-135;2.246;49.97;4.600;192.8;5.457;
1-136;2.263;49.97;4.500;193.0;5.481;
1-137;2.279;49.97;4.600;193.0;5.505;
1-138;2.296;49.97;4.500;193.1;5.529;
1-139;2.313;49.97;4.600;193.2;5.552;
1-140;2.329;49.97;4.500;193.3;5.576;
1-141;2.346;49.97;4.500;193.4;5.600;
1-142;2.363;49.97;4.500;193.5;5.623;
1-143;2.379;49.97;4.500;193.6;5.647;
1-144;2.396;49.97;4.600;193.6;5.671;
1-145;2.413;49.97;4.400;193.7;5.694;
1-146;2.429;49.97;4.500;193.8;5.718;
1-147;2.446;49.97;4.400;193.8;5.741;
1-148;2.463;49.97;4.500;194.0;5.764;
1-149;2.479;49.97;4.400;194.1;5.787;
1-150;2.496;49.97;4.500;194.1;5.811;
1-151;2.513;49.97;4.400;194.2;5.834;
1-152;2.529;49.97;4.400;194.3;5.857;
1-153;2.546;49.97;4.400;194.3;5.880;
1-154;2.563;49.97;4.300;194.4;5.903;
1-155;2.579;49.97;4.400;194.5;5.926;
1-156;2.596;49.97;4.400;194.6;5.949;
1-157;2.613;49.97;4.400;194.7;5.972;
1-158;2.629;49.97;4.400;194.8;5.995;
1-159;2.646;49.97;4.300;194.8;6.017;
1-160;2.663;49.97;4.300;194.9;6.040;
1-161;2.679;49.97;4.300;195.0;6.062;
1-162;2.696;49.97;4.400;195.1;6.085;
1-163;2.713;49.97;4.200;195.2;6.108;
1-164;2.729;49.97;4.300;195.3;6.130;
1-165;2.746;49.97;4.200;195.3;6.152;
1-166;2.763;49.97;4.300;195.4;6.174;
1-167;2.779;49.97;4.200;195.5;6.197;
1-168;2.796;49.97;4.300;195.6;6.219;
1-169;2.813;49.97;4.200;195.6;6.241;
1-170;2.829;49.97;4.200;195.7;6.263;
1-171;2.846;49.97;4.200;195.8;6.285;
1-172;2.863;49.97;4.100;195.9;6.307;
1-173;2.879;49.97;4.200;196.0;6.329;
1-174;2.896;49.97;4.200;196.0;6.350;
1-175;2.913;49.97;4.200;196.1;6.372;
1-176;2.929;49.97;4.200;196.2;6.394;
1-177;2.946;49.97;4.100;196.2;6.416;
1-178;2.963;49.97;4.200;196.3;6.438;
1-179;2.979;49.97;4.200;196.4;6.460;
1-180;2.996;49.97;4.300;196.4;6.482;
1-181;3.013;49.97;4.100;196.4;6.504;
1-182;3.029;49.97;4.200;196.5;6.526;
1-183;3.046;49.97;4.100;196.6;6.548;
1-184;3.063;49.97;4.100;196.7;6.569;
1-185;3.079;49.97;4.100;196.7;6.590;
1-186;3.096;49.97;4.200;196.8;6.612;
1-187;3.113;49.97;4.100;196.9;6.634;
1-188;3.129;49.97;4.000;196.9;6.655;
1-189;3.146;49.97;4.100;197.0;6.676;
1-190;3.163;49.97;4.000;197.0;6.697;
1-191;3.179;49.97;4.100;197.1;6.719;
1-192;3.196;49.97;4.000;197.2;6.740;
1-193;3.213;49.97;4.100;197.2;6.761;
1-194;3.229;49.97;4.000;197.3;6.782;
1-195;3.246;49.97;4.000;197.4;6.803;
1-196;3.263;49.97;4.000;197.4;6.824;
1-197;3.279;49.97;4.000;197.5;6.845;
1-198;3.296;49.97;4.000;197.6;6.866;
1-199;3.313;49.97;3.900;197.6;6.887;
1-200;3.329;49.97;4.100;197.7;6.908;
1-201;3.346;49.97;4.000;197.8;6.929;
1-202;3.363;49.97;4.000;197.8;6.950;
1-203;3.379;49.97;4.000;197.9;6.971;
1-204;3.396;49.97;4.000;198.0;6.992;
1-205;3.413;49.97;4.000;198.0;7.012;
1-206;3.429;49.97;3.900;198.1;7.033;
1-207;3.446;49.97;4.000;198.1;7.054;
1-208;3.463;49.97;3.900;198.2;7.075;
1-209;3.479;49.97;4.000;198.2;7.095;
1-210;3.496;49.97;3.900;198.3;7.116;
1-211;3.513;49.97;3.900;198.4;7.136;
1-212;3.529;49.97;3.900;198.4;7.157;
1-213;3.546;49.97;3.900;198.4;7.177;
1-214;3.563;49.97;3.900;198.5;7.197;
1-215;3.579;49.97;3.900;198.6;7.218;
1-216;3.596;49.97;4.000;198.6;7.239;
1-217;3.613;49.97;3.900;198.6;7.259;
1-218;3.629;49.97;3.900;198.7;7.280;
1-219;3.646;49.97;3.800;198.7;7.300;
1-220;3.663;49.97;3.900;198.7;7.320;
1-221;3.679;49.97;3.900;198.8;7.340;
1-222;3.696;49.97;3.900;198.9;7.361;
1-223;3.713;49.97;3.900;198.9;7.381;
1-224;3.729;49.97;3.800;199.0;7.401;
1-225;3.746;49.97;3.900;199.0;7.421;
1-226;3.763;49.97;3.800;199.1;7.442;
1-227;3.779;49.97;3.900;199.1;7.462;
1-228;3.796;49.97;3.800;199.2;7.482;
1-229;3.813;49.97;3.900;199.2;7.502;
1-230;3.829;49.97;3.800;199.3;7.522;
1-231;3.846;49.97;3.800;199.3;7.542;
1-232;3.863;49.97;3.800;199.4;7.562;
1-233;3.879;49.97;3.800;199.5;7.582;
1-234;3.896;49.97;3.900;199.5;7.602;
1-235;3.913;49.97;3.800;199.5;7.622;
1-236;3.929;49.97;3.800;199.6;7.642;
1-237;3.946;49.97;3.800;199.6;7.662;
1-238;3.963;49.97;3.800;199.6;7.682;
1-239;3.979;49.97;3.800;199.7;7.702;
1-240;3.996;49.97;3.700;199.8;7.721;
1-241;4.013;49.97;3.800;199.8;7.741;
1-242;4.029;49.97;3.700;199.9;7.761;
1-243;4.046;49.97;3.800;199.9;7.780;
1-244;4.063;49.97;3.700;200.0;7.800;
1-245;4.079;49.97;3.800;200.0;7.819;
1-246;4.096;49.97;3.700;200.0;7.839;
1-247;4.113;49.97;3.800;200.1;7.859;
1-248;4.129;49.97;3.700;200.1;7.878;
1-249;4.146;49.97;3.700;200.2;7.898;
1-250;4.163;49.97;3.700;200.2;7.917;
1-251;4.179;49.97;3.700;200.2;7.936;
1-252;4.196;49.97;3.700;200.3;7.956;
1-253;4.213;49.97;3.600;200.3;7.975;
1-254;4.229;49.97;3.700;200.4;7.994;
1-255;4.246;49.97;3.700;200.4;8.013;
1-256;4.263;49.97;3.600;200.4;8.032;
1-257;4.279;49.97;3.700;200.5;8.052;
1-258;4.296;49.97;3.700;200.5;8.071;
1-259;4.313;49.97;3.700;200.6;8.090;
1-260;4.329;49.97;3.600;200.6;8.109;
1-261;4.346;49.97;3.700;200.7;8.128;
1-262;4.363;49.97;3.600;200.7;8.148;
1-263;4.379;49.97;3.700;200.7;8.167;
1-264;4.396;49.97;3.600;200.8;8.186;
1-265;4.413;49.97;3.700;200.8;8.205;
1-266;4.429;49.97;3.600;200.9;8.224;
1-267;4.446;49.97;3.600;200.9;8.243;
1-268;4.463;49.97;3.600;200.9;8.262;
1-269;4.479;49.97;3.600;201.0;8.281;
1-270;4.496;49.97;3.700;201.0;8.300;
1-271;4.513;49.97;3.600;201.0;8.319;
1-272;4.529;49.97;3.600;201.1;8.338;
1-273;4.546;49.97;3.600;201.1;8.356;
1-274;4.563;49.97;3.600;201.2;8.375;
1-275;4.579;49.97;3.600;201.2;8.394;
1-276;4.596;49.97;3.600;201.2;8.413;
1-277;4.613;49.97;3.700;201.2;8.432;
1-278;4.629;49.97;3.600;201.3;8.451;
1-279;4.646;49.97;3.700;201.3;8.470;
1-280;4.663;49.97;3.600;201.3;8.489;
1-281;4.679;49.97;3.600;201.4;8.508;
1-282;4.696;49.97;3.600;201.4;8.527;
1-283;4.713;49.97;3.600;201.4;8.546;
1-284;4.729;49.97;3.600;201.5;8.565;
1-285;4.746;49.97;3.600;201.5;8.584;
1-286;4.763;49.97;3.600;201.6;8.602;
1-287;4.779;49.97;3.600;201.6;8.621;
1-288;4.796;49.97;3.600;201.6;8.640;
1-289;4.813;49.97;3.500;201.6;8.659;
1-290;4.829;49.97;3.600;201.7;8.677;
1-291;4.846;49.97;3.500;201.7;8.696;
1-292;4.863;49.97;3.500;201.7;8.714;
1-293;4.879;49.97;3.600;201.8;8.733;
1-294;4.896;49.97;3.600;201.8;8.752;
1-295;4.913;49.97;3.600;201.8;8.770;
1-296;4.929;49.97;3.500;201.9;8.789;
1-297;4.946;49.97;3.600;201.9;8.808;
1-298;4.963;49.97;3.500;202.0;8.826;
1-299;4.979;49.97;3.600;202.0;8.845;
1-300;4.996;49.97;3.600;202.0;8.864;
1-301;5.013;49.97;3.600;202.0;8.882;
1-302;5.029;49.97;3.600;202.0;8.901;
1-303;5.046;49.97;3.500;202.1;8.920;
1-304;5.063;49.97;3.600;202.1;8.938;
1-305;5.079;49.97;3.500;202.1;8.957;
1-306;5.096;49.97;3.600;202.2;8.975;
1-307;5.113;49.97;3.500;202.2;8.994;
1-308;5.129;49.97;3.500;202.2;9.012;
1-309;5.146;49.97;3.500;202.3;9.031;
1-310;5.163;49.97;3.500;202.3;9.049;
1-311;5.179;49.97;3.500;202.3;9.067;
1-312;5.196;49.97;3.500;202.4;9.086;
1-313;5.213;49.97;3.500;202.4;9.104;
1-314;5.229;49.97;3.500;202.4;9.122;
1-315;5.246;49.97;3.500;202.4;9.141;
1-316;5.263;49.97;3.500;202.5;9.159;
1-317;5.279;49.97;3.500;202.5;9.177;
1-318;5.296;49.97;3.500;202.5;9.196;
1-319;5.313;49.97;3.500;202.6;9.214;
1-320;5.329;49.97;3.500;202.6;9.232;
1-321;5.346;49.97;3.500;202.6;9.251;
1-322;5.363;49.97;3.500;202.6;9.269;
1-323;5.379;49.97;3.400;202.7;9.287;
1-324;5.396;49.97;3.500;202.7;9.305;
1-325;5.413;49.97;3.500;202.7;9.323;
1-326;5.429;49.97;3.500;202.7;9.342;
1-327;5.446;49.97;3.500;202.8;9.360;
1-328;5.463;49.97;3.500;202.8;9.378;
1-329;5.479;49.97;3.500;202.8;9.397;
1-330;5.496;49.97;3.500;202.8;9.415;
1-331;5.513;49.97;3.500;202.9;9.433;
1-332;5.529;49.97;3.500;202.9;9.451;
1-333;5.546;49.97;3.500;202.9;9.470;
1-334;5.563;49.97;3.400;203.0;9.488;
1-335;5.579;49.97;3.500;203.0;9.506;
1-336;5.596;49.97;3.500;203.0;9.524;
1-337;5.613;49.97;3.500;203.1;9.543;
1-338;5.629;49.97;3.500;203.1;9.561;
1-339;5.646;49.97;3.400;203.1;9.579;
1-340;5.663;49.97;3.500;203.1;9.597;
1-341;5.679;49.97;3.300;203.2;9.615;
1-342;5.696;49.97;3.400;203.2;9.632;
1-343;5.713;49.97;3.400;203.2;9.650;
1-344;5.729;49.97;3.400;203.2;9.668;
1-345;5.746;49.97;3.400;203.3;9.686;
1-346;5.763;49.97;3.400;203.3;9.703;
1-347;5.779;49.97;3.400;203.3;9.721;
1-348;5.796;49.97;3.400;203.3;9.739;
1-349;5.813;49.97;3.400;203.4;9.757;
1-350;5.829;49.97;3.400;203.4;9.775;
1-351;5.846;49.97;3.400;203.4;9.792;
1-352;5.863;49.97;3.400;203.4;9.810;
1-353;5.879;49.97;3.400;203.4;9.828;
1-354;5.896;49.97;3.400;203.4;9.846;
1-355;5.913;49.97;3.400;203.5;9.864;
1-356;5.929;49.97;3.400;203.5;9.881;
1-357;5.946;49.97;3.400;203.5;9.899;
1-358;5.963;49.97;3.400;203.5;9.917;
1-359;5.979;49.97;3.300;203.5;9.934;
1-360;5.996;49.97;3.400;203.6;9.952;
1-361;6.013;49.97;3.300;203.6;9.970;
1-362;6.029;49.97;3.400;203.6;9.987;
1-363;6.046;49.97;3.300;203.6;10.00;
1-364;6.063;49.97;3.400;203.7;10.02;
1-365;6.079;49.97;3.300;203.7;10.04;
1-366;6.096;49.97;3.300;203.7;10.06;
1-367;6.113;49.97;3.400;203.7;10.07;
1-368;6.129;49.97;3.300;203.7;10.09;
1-369;6.146;49.97;3.300;203.8;10.11;
1-370;6.163;49.97;3.300;203.8;10.13;
1-371;6.179;49.97;3.300;203.8;10.14;
1-372;6.196;49.97;3.300;203.8;10.16;
1-373;6.213;49.97;3.300;203.8;10.18;
1-374;6.229;49.97;3.300;203.8;10.20;
1-375;6.246;49.97;3.300;203.9;10.21;
1-376;6.263;49.97;3.300;203.9;10.23;
1-377;6.279;49.97;3.300;203.9;10.25;
1-378;6.296;49.97;3.400;203.9;10.26;
1-379;6.313;49.97;3.300;204.0;10.28;
1-380;6.329;49.97;3.400;204.0;10.30;
1-381;6.346;49.97;3.300;204.0;10.32;
1-382;6.363;49.97;3.300;204.0;10.33;
1-383;6.379;49.97;3.300;204.0;10.35;
1-384;6.396;49.97;3.300;204.1;10.37;
1-385;6.413;49.97;3.400;204.1;10.39;
1-386;6.429;49.97;3.300;204.1;10.40;
1-387;6.446;49.97;3.400;204.1;10.42;
1-388;6.463;49.97;3.300;204.2;10.44;
1-389;6.479;49.97;3.300;204.2;10.46;
1-390;6.496;49.97;3.300;204.2;10.47;
1-391;6.513;49.97;3.300;204.2;10.49;
1-392;6.529;49.97;3.300;204.2;10.51;
1-393;6.546;49.97;3.300;204.2;10.53;
1-394;6.563;49.97;3.400;204.2;10.54;
1-395;6.579;49.97;3.300;204.3;10.56;
1-396;6.596;49.97;3.300;204.3;10.58;
1-397;6.613;49.97;3.200;204.3;10.60;
1-398;6.629;49.97;3.300;204.3;10.61;
1-399;6.646;49.97;3.300;204.3;10.63;
1-400;6.663;49.97;3.300;204.3;10.65;
1-401;6.679;49.97;3.300;204.3;10.66;
1-402;6.696;49.97;3.300;204.3;10.68;
1-403;6.713;49.97;3.300;204.4;10.70;
1-404;6.729;49.97;3.300;204.4;10.72;
1-405;6.746;49.97;3.300;204.4;10.73;
1-406;6.763;49.97;3.300;204.4;10.75;
1-407;6.779;49.97;3.300;204.5;10.77;
1-408;6.796;49.97;3.300;204.5;10.78;
1-409;6.813;49.97;3.300;204.5;10.80;
1-410;6.829;49.97;3.300;204.5;10.82;
1-411;6.846;49.97;3.300;204.5;10.84;
1-412;6.863;49.97;3.300;204.6;10.85;
1-413;6.879;49.97;3.300;204.6;10.87;
1-414;6.896;49.97;3.300;204.6;10.89;
1-415;6.913;49.97;3.300;204.6;10.91;
1-416;6.929;49.97;3.300;204.6;10.92;
1-417;6.946;49.97;3.300;204.6;10.94;
1-418;6.963;49.97;3.300;204.6;10.96;
1-419;6.979;49.97;3.300;204.7;10.97;
1-420;6.996;49.97;3.300;204.7;10.99;
1-421;7.013;49.97;3.300;204.7;11.01;
1-422;7.029;49.97;3.300;204.7;11.03;
1-423;7.046;49.97;3.300;204.8;11.04;
1-424;7.063;49.97;3.300;204.8;11.06;
1-425;7.079;49.97;3.300;204.8;11.08;
1-426;7.096;49.97;3.300;204.8;11.10;
1-427;7.113;49.97;3.300;204.8;11.11;
1-428;7.129;49.97;3.300;204.8;11.13;
1-429;7.146;49.97;3.300;204.8;11.15;
1-430;7.163;49.97;3.300;204.8;11.16;
1-431;7.179;49.97;3.200;204.8;11.18;
1-432;7.196;49.97;3.200;204.8;11.20;
1-433;7.213;49.97;3.200;204.9;11.22;
1-434;7.229;49.97;3.300;204.9;11.23;
1-435;7.246;49.97;3.300;204.9;11.25;
1-436;7.263;49.97;3.200;204.9;11.27;
1-437;7.279;49.97;3.300;204.9;11.28;
1-438;7.296;49.97;3.200;205.0;11.30;
1-439;7.313;49.97;3.300;204.9;11.32;
1-440;7.329;49.97;3.200;205.0;11.33;
1-441;7.346;49.97;3.300;205.0;11.35;
1-442;7.363;49.97;3.200;205.0;11.37;
1-443;7.379;49.97;3.200;205.0;11.39;
1-444;7.396;49.97;3.200;205.0;11.40;
1-445;7.413;49.97;3.200;205.1;11.42;
1-446;7.429;49.97;3.200;205.1;11.44;
1-447;7.446;49.97;3.200;205.1;11.45;
1-448;7.463;49.97;3.200;205.1;11.47;
1-449;7.479;49.97;3.200;205.1;11.49;
1-450;7.496;49.97;3.200;205.1;11.50;
1-451;7.513;49.97;3.200;205.2;11.52;
1-452;7.529;49.97;3.300;205.2;11.54;
1-453;7.546;49.97;3.200;205.2;11.55;
1-454;7.563;49.97;3.200;205.2;11.57;
1-455;7.579;49.97;3.300;205.2;11.59;
1-456;7.596;49.97;3.200;205.2;11.60;
1-457;7.613;49.97;3.300;205.2;11.62;
1-458;7.629;49.97;3.200;205.2;11.64;
1-459;7.646;49.97;3.300;205.2;11.66;
1-460;7.663;49.97;3.200;205.2;11.67;
1-461;7.679;49.97;3.200;205.2;11.69;
1-462;7.696;49.97;3.200;205.2;11.71;
1-463;7.713;49.97;3.200;205.3;11.72;
1-464;7.729;49.97;3.200;205.3;11.74;
1-465;7.746;49.97;3.200;205.3;11.76;
1-466;7.763;49.97;3.200;205.3;11.77;
1-467;7.779;49.97;3.200;205.3;11.79;
1-468;7.796;49.97;3.200;205.3;11.81;
1-469;7.813;49.97;3.200;205.3;11.82;
1-470;7.829;49.97;3.200;205.4;11.84;
1-471;7.846;49.97;3.200;205.4;11.86;
1-472;7.863;49.97;3.200;205.4;11.87;
1-473;7.879;49.97;3.200;205.4;11.89;
1-474;7.896;49.97;3.200;205.4;11.91;
1-475;7.913;49.97;3.200;205.4;11.92;
1-476;7.929;49.97;3.200;205.4;11.94;
1-477;7.946;49.97;3.200;205.4;11.96;
1-478;7.963;49.97;3.200;205.4;11.97;
1-479;7.979;49.97;3.200;205.4;11.99;
1-480;7.996;49.97;3.200;205.5;12.01;
1-481;8.013;49.97;3.200;205.5;12.02;
1-482;8.029;49.97;3.200;205.5;12.04;
1-483;8.046;49.97;3.200;205.5;12.06;
1-484;8.063;49.97;3.200;205.5;12.07;
1-485;8.079;49.97;3.200;205.5;12.09;
1-486;8.096;49.97;3.200;205.5;12.11;
1-487;8.113;49.97;3.200;205.6;12.12;
1-488;8.129;49.97;3.200;205.6;12.14;
1-489;8.146;49.97;3.200;205.6;12.16;
1-490;8.163;49.97;3.200;205.6;12.17;
1-491;8.179;49.97;3.200;205.6;12.19;
1-492;8.196;49.97;3.200;205.6;12.21;
1-493;8.213;49.97;3.200;205.6;12.22;
1-494;8.229;49.97;3.200;205.6;12.24;
1-495;8.246;49.97;3.200;205.6;12.26;
1-496;8.263;49.97;3.200;205.6;12.28;
1-497;8.279;49.97;3.200;205.6;12.29;
1-498;8.296;49.97;3.200;205.7;12.31;
1-499;8.313;49.97;3.200;205.7;12.33;
1-500;8.329;49.97;3.200;205.7;12.34;
1-501;8.346;49.97;3.200;205.7;12.36;
1-502;8.363;49.97;3.200;205.7;12.38;
1-503;8.379;49.97;3.200;205.7;12.39;
1-504;8.396;49.97;3.200;205.7;12.41;
1-505;8.413;49.97;3.200;205.7;12.43;
1-506;8.429;49.97;3.200;205.8;12.44;
1-507;8.446;49.97;3.200;205.8;12.46;
1-508;8.463;49.97;3.200;205.8;12.48;
1-509;8.479;49.97;3.200;205.8;12.49;
1-510;8.496;49.97;3.100;205.8;12.51;
1-511;8.513;49.97;3.200;205.8;12.53;
1-512;8.529;49.97;3.200;205.8;12.54;
1-513;8.546;49.97;3.200;205.8;12.56;
1-514;8.563;49.97;3.200;205.8;12.58;
1-515;8.579;49.97;3.200;205.8;12.59;
1-516;8.596;49.97;3.100;205.8;12.61;
1-517;8.613;49.97;3.100;205.8;12.63;
1-518;8.629;49.97;3.100;205.8;12.64;
1-519;8.646;49.97;3.200;205.8;12.66;
1-520;8.663;49.97;3.100;205.9;12.67;
1-521;8.679;49.97;3.100;205.9;12.69;
1-522;8.696;49.97;3.200;205.9;12.71;
1-523;8.713;49.97;3.100;205.9;12.72;
1-524;8.729;49.97;3.200;205.9;12.74;
1-525;8.746;49.97;3.200;205.9;12.76;
1-526;8.763;49.97;3.100;206.0;12.77;
1-527;8.779;49.97;3.100;206.0;12.79;
1-528;8.796;49.97;3.100;206.0;12.81;
1-529;8.813;49.97;3.200;206.0;12.82;
1-530;8.829;49.97;3.100;206.0;12.84;
1-531;8.846;49.97;3.200;206.0;12.86;
1-532;8.863;49.97;3.200;206.0;12.87;
1-533;8.879;49.97;3.200;206.0;12.89;
1-534;8.896;49.97;3.100;206.0;12.91;
1-535;8.913;49.97;3.100;206.0;12.92;
1-536;8.929;49.97;3.100;206.0;12.94;
1-537;8.946;49.97;3.200;206.0;12.95;
1-538;8.963;49.97;3.100;206.0;12.97;
1-539;8.979;49.97;3.100;206.0;12.99;
1-540;8.996;49.97;3.100;206.0;13.00;
1-541;9.013;49.97;3.100;206.1;13.02;
1-542;9.029;49.97;3.100;206.1;13.04;
1-543;9.046;49.97;3.200;206.1;13.05;
1-544;9.063;49.97;3.100;206.1;13.07;
1-545;9.079;49.97;3.100;206.1;13.08;
1-546;9.096;49.97;3.100;206.1;13.10;
1-547;9.113;49.97;3.100;206.1;13.12;
1-548;9.129;49.97;3.100;206.1;13.13;
1-549;9.146;49.97;3.100;206.1;13.15;
1-550;9.163;49.97;3.200;206.2;13.17;
1-551;9.179;49.97;3.100;206.2;13.18;
