D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0014.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.196;49.97;3.100;206.2;13.20;
1-553;9.213;49.97;3.100;206.2;13.22;
1-554;9.229;49.97;3.100;206.2;13.23;
1-555;9.246;49.97;3.100;206.2;13.25;
1-556;9.263;49.97;3.100;206.2;13.26;
1-557;9.279;49.97;3.100;206.2;13.28;
1-558;9.296;49.97;3.100;206.2;13.30;
1-559;9.313;49.97;3.100;206.2;13.31;
1-560;9.329;49.97;3.100;206.2;13.33;
1-561;9.346;49.97;3.100;206.2;13.34;
1-562;9.363;49.97;3.100;206.2;13.36;
1-563;9.379;49.97;3.100;206.2;13.38;
1-564;9.396;49.97;3.100;206.2;13.39;
1-565;9.413;49.97;3.100;206.3;13.41;
1-566;9.429;49.97;3.100;206.3;13.43;
1-567;9.446;49.97;3.100;206.3;13.44;
1-568;9.463;49.97;3.100;206.3;13.46;
1-569;9.479;49.97;3.100;206.3;13.47;
1-570;9.496;49.97;3.100;206.3;13.49;
1-571;9.513;49.97;3.100;206.3;13.51;
1-572;9.529;49.97;3.100;206.3;13.52;
1-573;9.546;49.97;3.100;206.3;13.54;
1-574;9.563;49.97;3.100;206.3;13.56;
1-575;9.579;49.97;3.100;206.3;13.57;
1-576;9.596;49.97;3.100;206.3;13.59;
1-577;9.613;49.97;3.100;206.3;13.60;
1-578;9.629;49.97;3.100;206.3;13.62;
1-579;9.646;49.97;3.100;206.4;13.64;
1-580;9.663;49.97;3.100;206.4;13.65;
1-581;9.679;49.97;3.100;206.4;13.67;
1-582;9.696;49.97;3.100;206.4;13.69;
1-583;9.713;49.97;3.100;206.4;13.70;
1-584;9.729;49.97;3.100;206.4;13.72;
1-585;9.746;49.97;3.100;206.4;13.73;
1-586;9.763;49.97;3.100;206.4;13.75;
1-587;9.779;49.97;3.100;206.4;13.77;
1-588;9.796;49.97;3.100;206.4;13.78;
1-589;9.813;49.97;3.100;206.4;13.80;
1-590;9.829;49.97;3.100;206.4;13.82;
1-591;9.846;49.97;3.100;206.4;13.83;
1-592;9.863;49.97;3.100;206.4;13.85;
1-593;9.879;49.97;3.100;206.4;13.86;
1-594;9.896;49.97;3.100;206.4;13.88;
1-595;9.913;49.97;3.100;206.4;13.90;
1-596;9.929;49.97;3.100;206.4;13.91;
1-597;9.946;49.97;3.100;206.4;13.93;
1-598;9.963;49.97;3.100;206.4;13.95;
1-599;9.979;49.97;3.100;206.4;13.96;
1-600;9.996;49.97;3.100;206.4;13.98;
1-601;10.01;49.97;3.100;206.4;13.99;
1-602;10.03;49.97;3.100;206.5;14.01;
1-603;10.05;49.97;3.100;206.5;14.03;
1-604;10.06;49.97;3.100;206.5;14.04;
1-605;10.08;49.97;3.100;206.5;14.06;
1-606;10.10;49.97;3.100;206.5;14.08;
1-607;10.11;49.97;3.100;206.5;14.09;
1-608;10.13;49.97;3.200;206.5;14.11;
1-609;10.15;49.97;3.100;206.5;14.12;
1-610;10.16;49.97;3.100;206.5;14.14;
1-611;10.18;49.97;3.100;206.5;14.16;
1-612;10.20;49.97;3.100;206.5;14.17;
1-613;10.21;49.97;3.100;206.5;14.19;
1-614;10.23;49.97;3.100;206.5;14.21;
1-615;10.25;49.97;3.200;206.5;14.22;
1-616;10.26;49.97;3.100;206.5;14.24;
1-617;10.28;49.97;3.100;206.5;14.25;
1-618;10.30;49.97;3.100;206.5;14.27;
1-619;10.31;49.97;3.100;206.5;14.29;
1-620;10.33;49.97;3.100;206.6;14.30;
1-621;10.35;49.97;3.100;206.6;14.32;
1-622;10.36;49.97;3.100;206.6;14.34;
1-623;10.38;49.97;3.100;206.6;14.35;
1-624;10.40;49.97;3.100;206.6;14.37;
1-625;10.41;49.97;3.100;206.6;14.38;
1-626;10.43;49.97;3.100;206.6;14.40;
1-627;10.45;49.97;3.100;206.6;14.42;
1-628;10.46;49.97;3.100;206.6;14.43;
1-629;10.48;49.97;3.100;206.6;14.45;
1-630;10.50;49.97;3.100;206.6;14.47;
1-631;10.51;49.97;3.100;206.6;14.48;
1-632;10.53;49.97;3.100;206.6;14.50;
1-633;10.55;49.97;3.100;206.6;14.51;
1-634;10.56;49.97;3.100;206.6;14.53;
1-635;10.58;49.97;3.100;206.6;14.55;
1-636;10.60;49.97;3.100;206.6;14.56;
1-637;10.61;49.97;3.100;206.6;14.58;
1-638;10.63;49.97;3.100;206.7;14.60;
1-639;10.65;49.97;3.200;206.7;14.61;
1-640;10.66;49.97;3.200;206.7;14.63;
1-641;10.68;49.97;3.100;206.7;14.64;
1-642;10.70;49.97;3.100;206.7;14.66;
1-643;10.71;49.97;3.100;206.7;14.68;
1-644;10.73;49.97;3.100;206.7;14.69;
1-645;10.75;49.97;3.100;206.7;14.71;
1-646;10.76;49.97;3.100;206.7;14.73;
1-647;10.78;49.97;3.100;206.7;14.74;
1-648;10.80;49.97;3.100;206.7;14.76;
1-649;10.81;49.97;3.100;206.7;14.77;
1-650;10.83;49.97;3.100;206.7;14.79;
1-651;10.85;49.97;3.200;206.7;14.81;
1-652;10.86;49.97;3.100;206.7;14.82;
1-653;10.88;49.97;3.100;206.7;14.84;
1-654;10.90;49.97;3.100;206.7;14.86;
1-655;10.91;49.97;3.100;206.7;14.87;
1-656;10.93;49.97;3.100;206.7;14.89;
1-657;10.95;49.97;3.100;206.7;14.91;
1-658;10.96;49.97;3.100;206.7;14.92;
1-659;10.98;49.97;3.100;206.7;14.94;
1-660;11.00;49.97;3.100;206.8;14.95;
1-661;11.01;49.97;3.100;206.8;14.97;
1-662;11.03;49.97;3.100;206.8;14.99;
1-663;11.05;49.97;3.100;206.8;15.00;
1-664;11.06;49.97;3.100;206.8;15.02;
1-665;11.08;49.97;3.100;206.8;15.03;
1-666;11.10;49.97;3.100;206.8;15.05;
1-667;11.11;49.97;3.100;206.8;15.07;
1-668;11.13;49.97;3.100;206.8;15.08;
1-669;11.15;49.97;3.100;206.8;15.10;
1-670;11.16;49.97;3.100;206.8;15.12;
1-671;11.18;49.97;3.100;206.8;15.13;
1-672;11.20;49.97;3.100;206.8;15.15;
1-673;11.21;49.97;3.100;206.8;15.16;
1-674;11.23;49.97;3.100;206.8;15.18;
1-675;11.25;49.97;3.100;206.8;15.20;
1-676;11.26;49.97;3.100;206.8;15.21;
1-677;11.28;49.97;3.100;206.8;15.23;
1-678;11.30;49.97;3.100;206.8;15.25;
1-679;11.31;49.97;3.100;206.8;15.26;
1-680;11.33;49.97;3.100;206.8;15.28;
1-681;11.35;49.97;3.100;206.8;15.29;
1-682;11.36;49.97;3.100;206.8;15.31;
1-683;11.38;49.97;3.100;206.8;15.33;
1-684;11.40;49.97;3.100;206.8;15.34;
1-685;11.41;49.97;3.100;206.8;15.36;
1-686;11.43;49.97;3.100;206.8;15.38;
1-687;11.45;49.97;3.100;206.8;15.39;
1-688;11.46;49.97;3.100;206.8;15.41;
1-689;11.48;49.97;3.100;206.8;15.42;
1-690;11.50;49.97;3.100;206.8;15.44;
1-691;11.51;49.97;3.100;206.8;15.46;
1-692;11.53;49.97;3.100;206.8;15.47;
1-693;11.55;49.97;3.100;206.9;15.49;
1-694;11.56;49.97;3.100;206.9;15.51;
1-695;11.58;49.97;3.100;206.9;15.52;
1-696;11.60;49.97;3.100;206.9;15.54;
1-697;11.61;49.97;3.100;206.9;15.55;
1-698;11.63;49.97;3.100;206.9;15.57;
1-699;11.65;49.97;3.100;206.9;15.59;
1-700;11.66;49.97;3.100;206.9;15.60;
1-701;11.68;49.97;3.100;206.9;15.62;
1-702;11.70;49.97;3.100;206.9;15.64;
1-703;11.71;49.97;3.100;206.9;15.65;
1-704;11.73;49.97;3.100;206.9;15.67;
1-705;11.75;49.97;3.100;206.9;15.68;
1-706;11.76;49.97;3.100;206.9;15.70;
1-707;11.78;49.97;3.100;206.9;15.72;
1-708;11.80;49.97;3.100;206.9;15.73;
1-709;11.81;49.97;3.100;206.9;15.75;
1-710;11.83;49.97;3.100;207.0;15.76;
1-711;11.85;49.97;3.100;207.0;15.78;
1-712;11.86;49.97;3.100;207.0;15.80;
1-713;11.88;49.97;3.100;207.0;15.81;
1-714;11.90;49.97;3.100;207.0;15.83;
1-715;11.91;49.97;3.100;207.0;15.85;
1-716;11.93;49.97;3.100;207.0;15.86;
1-717;11.95;49.97;3.100;207.0;15.88;
1-718;11.96;49.97;3.100;207.0;15.89;
1-719;11.98;49.97;3.100;207.0;15.91;
1-720;12.00;49.97;3.100;207.0;15.93;
1-721;12.01;49.97;3.100;207.0;15.94;
1-722;12.03;49.97;3.100;207.0;15.96;
1-723;12.05;49.97;3.100;207.0;15.98;
1-724;12.06;49.97;3.100;207.0;15.99;
1-725;12.08;49.97;3.100;207.0;16.01;
1-726;12.10;49.97;3.100;207.0;16.02;
1-727;12.11;49.97;3.100;207.0;16.04;
1-728;12.13;49.97;3.100;207.0;16.06;
1-729;12.15;49.97;3.100;207.0;16.07;
1-730;12.16;49.97;3.100;207.0;16.09;
1-731;12.18;49.97;3.100;207.0;16.11;
1-732;12.20;49.97;3.100;207.0;16.12;
1-733;12.21;49.97;3.100;207.0;16.14;
1-734;12.23;49.97;3.100;207.0;16.15;
1-735;12.25;49.97;3.100;207.0;16.17;
1-736;12.26;49.97;3.100;207.0;16.19;
1-737;12.28;49.97;3.100;207.0;16.20;
1-738;12.30;49.97;3.100;207.0;16.22;
1-739;12.31;49.97;3.100;207.0;16.24;
1-740;12.33;49.97;3.100;207.0;16.25;
1-741;12.35;49.97;3.100;207.0;16.27;
1-742;12.36;49.97;3.100;207.0;16.28;
1-743;12.38;49.97;3.100;207.0;16.30;
1-744;12.40;49.97;3.100;207.0;16.32;
1-745;12.41;49.97;3.100;207.0;16.33;
1-746;12.43;49.97;3.100;207.0;16.35;
1-747;12.45;49.97;3.100;207.0;16.37;
1-748;12.46;49.97;3.100;207.0;16.38;
1-749;12.48;49.97;3.100;207.0;16.40;
1-750;12.50;49.97;3.100;207.0;16.41;
1-751;12.51;49.97;3.100;207.0;16.43;
1-752;12.53;49.97;3.100;207.0;16.45;
1-753;12.55;49.97;3.100;207.0;16.46;
1-754;12.56;49.97;3.100;207.0;16.48;
1-755;12.58;49.97;3.100;207.0;16.49;
1-756;12.60;49.97;3.100;207.0;16.51;
1-757;12.61;49.97;3.100;207.0;16.53;
1-758;12.63;49.97;3.100;207.0;16.54;
1-759;12.65;49.97;3.100;207.0;16.56;
1-760;12.66;49.97;3.100;207.0;16.58;
1-761;12.68;49.97;3.100;207.0;16.59;
1-762;12.70;49.97;3.100;207.0;16.61;
1-763;12.71;49.97;3.100;207.0;16.62;
1-764;12.73;49.97;3.100;207.0;16.64;
1-765;12.75;49.97;3.100;207.0;16.66;
1-766;12.76;49.97;3.100;207.0;16.67;
1-767;12.78;49.97;3.100;207.1;16.69;
1-768;12.80;49.97;3.100;207.1;16.71;
1-769;12.81;49.97;3.100;207.1;16.72;
1-770;12.83;49.97;3.100;207.1;16.74;
1-771;12.85;49.97;3.100;207.1;16.75;
1-772;12.86;49.97;3.100;207.1;16.77;
1-773;12.88;49.97;3.100;207.1;16.79;
1-774;12.90;49.97;3.100;207.1;16.80;
1-775;12.91;49.97;3.100;207.1;16.82;
1-776;12.93;49.97;3.100;207.1;16.84;
1-777;12.95;49.97;3.100;207.1;16.85;
1-778;12.96;49.97;3.100;207.1;16.87;
1-779;12.98;49.97;3.100;207.1;16.88;
1-780;13.00;49.97;3.100;207.1;16.90;
1-781;13.01;49.97;3.100;207.1;16.92;
1-782;13.03;49.97;3.100;207.1;16.93;
1-783;13.05;49.97;3.100;207.1;16.95;
1-784;13.06;49.97;3.100;207.1;16.97;
1-785;13.08;49.97;3.100;207.1;16.98;
1-786;13.10;49.97;3.100;207.1;17.00;
1-787;13.11;49.97;3.100;207.1;17.01;
1-788;13.13;49.97;3.100;207.1;17.03;
1-789;13.15;49.97;3.100;207.1;17.05;
1-790;13.16;49.97;3.100;207.1;17.06;
1-791;13.18;49.97;3.100;207.1;17.08;
1-792;13.20;49.97;3.100;207.1;17.10;
1-793;13.21;49.97;3.100;207.1;17.11;
1-794;13.23;49.97;3.100;207.1;17.13;
1-795;13.25;49.97;3.100;207.1;17.14;
1-796;13.26;49.97;3.100;207.1;17.16;
1-797;13.28;49.97;3.100;207.1;17.18;
1-798;13.30;49.97;3.100;207.1;17.19;
1-799;13.31;49.97;3.100;207.2;17.21;
1-800;13.33;49.97;3.100;207.2;17.22;
1-801;13.35;49.97;3.100;207.1;17.24;
1-802;13.36;49.97;3.100;207.2;17.26;
1-803;13.38;49.97;3.100;207.2;17.27;
1-804;13.40;49.97;3.100;207.2;17.29;
1-805;13.41;49.97;3.100;207.2;17.31;
1-806;13.43;49.97;3.100;207.2;17.32;
1-807;13.45;49.97;3.100;207.2;17.34;
1-808;13.46;49.97;3.100;207.2;17.35;
1-809;13.48;49.97;3.100;207.2;17.37;
1-810;13.50;49.97;3.100;207.2;17.39;
1-811;13.51;49.97;3.100;207.2;17.40;
1-812;13.53;49.97;3.100;207.2;17.42;
1-813;13.55;49.97;3.100;207.2;17.44;
1-814;13.56;49.97;3.100;207.2;17.45;
1-815;13.58;49.97;3.100;207.2;17.47;
1-816;13.60;49.97;3.100;207.2;17.48;
1-817;13.61;49.97;3.100;207.2;17.50;
1-818;13.63;49.97;3.100;207.2;17.52;
1-819;13.65;49.97;3.100;207.2;17.53;
1-820;13.66;49.97;3.100;207.2;17.55;
1-821;13.68;49.97;3.100;207.2;17.57;
1-822;13.70;49.97;3.100;207.2;17.58;
1-823;13.71;49.97;3.100;207.2;17.60;
1-824;13.73;49.97;3.100;207.2;17.61;
1-825;13.75;49.97;3.100;207.2;17.63;
1-826;13.76;49.97;3.100;207.2;17.65;
1-827;13.78;49.97;3.100;207.2;17.66;
1-828;13.80;49.97;3.100;207.2;17.68;
1-829;13.81;49.97;3.100;207.2;17.70;
1-830;13.83;49.97;3.100;207.2;17.71;
1-831;13.85;49.97;3.100;207.2;17.73;
1-832;13.86;49.97;3.100;207.2;17.74;
1-833;13.88;49.97;3.100;207.2;17.76;
1-834;13.90;49.97;3.100;207.2;17.78;
1-835;13.91;49.97;3.100;207.2;17.79;
1-836;13.93;49.97;3.100;207.2;17.81;
1-837;13.95;49.97;3.100;207.2;17.83;
1-838;13.96;49.97;3.100;207.2;17.84;
1-839;13.98;49.97;3.100;207.2;17.86;
1-840;14.00;49.97;3.100;207.2;17.87;
1-841;14.01;49.97;3.100;207.2;17.89;
1-842;14.03;49.97;3.100;207.2;17.91;
1-843;14.05;49.97;3.100;207.2;17.92;
1-844;14.06;49.97;3.100;207.3;17.94;
1-845;14.08;49.97;3.100;207.3;17.95;
1-846;14.10;49.97;3.100;207.2;17.97;
1-847;14.11;49.97;3.100;207.3;17.99;
1-848;14.13;49.97;3.100;207.2;18.00;
1-849;14.15;49.97;3.100;207.2;18.02;
1-850;14.16;49.97;3.100;207.3;18.04;
1-851;14.18;49.97;3.100;207.3;18.05;
1-852;14.20;49.97;3.100;207.2;18.07;
1-853;14.21;49.97;3.100;207.3;18.08;
1-854;14.23;49.97;3.100;207.3;18.10;
1-855;14.25;49.97;3.100;207.3;18.12;
1-856;14.26;49.97;3.100;207.3;18.13;
1-857;14.28;49.97;3.100;207.3;18.15;
1-858;14.30;49.97;3.100;207.3;18.17;
1-859;14.31;49.97;3.100;207.3;18.18;
1-860;14.33;49.97;3.100;207.3;18.20;
1-861;14.35;49.97;3.100;207.3;18.21;
1-862;14.36;49.97;3.100;207.3;18.23;
1-863;14.38;49.97;3.100;207.3;18.25;
1-864;14.40;49.97;3.100;207.3;18.26;
1-865;14.41;49.97;3.100;207.3;18.28;
1-866;14.43;49.97;3.100;207.3;18.30;
1-867;14.45;49.97;3.100;207.3;18.31;
1-868;14.46;49.97;3.100;207.3;18.33;
1-869;14.48;49.97;3.100;207.3;18.34;
1-870;14.50;49.97;3.100;207.3;18.36;
1-871;14.51;49.97;3.100;207.3;18.38;
1-872;14.53;49.97;3.100;207.3;18.39;
1-873;14.55;49.97;3.100;207.4;18.41;
1-874;14.56;49.97;3.100;207.3;18.43;
1-875;14.58;49.97;3.100;207.3;18.44;
1-876;14.60;49.97;3.100;207.3;18.46;
1-877;14.61;49.97;3.100;207.3;18.47;
1-878;14.63;49.97;3.100;207.4;18.49;
1-879;14.65;49.97;3.100;207.4;18.51;
1-880;14.66;49.97;3.100;207.4;18.52;
1-881;14.68;49.97;3.100;207.4;18.54;
1-882;14.70;49.97;3.100;207.4;18.56;
1-883;14.71;49.97;3.100;207.4;18.57;
1-884;14.73;49.97;3.100;207.4;18.59;
1-885;14.75;49.97;3.100;207.4;18.60;
1-886;14.76;49.97;3.100;207.3;18.62;
1-887;14.78;49.97;3.100;207.4;18.64;
1-888;14.80;49.97;3.100;207.4;18.65;
1-889;14.81;49.97;3.100;207.4;18.67;
1-890;14.83;49.97;3.100;207.4;18.69;
1-891;14.85;49.97;3.100;207.4;18.70;
1-892;14.86;49.97;3.100;207.4;18.72;
1-893;14.88;49.97;3.100;207.4;18.73;
1-894;14.90;49.97;3.100;207.4;18.75;
1-895;14.91;49.97;3.100;207.4;18.77;
1-896;14.93;49.97;3.100;207.4;18.78;
1-897;14.95;49.97;3.100;207.4;18.80;
1-898;14.96;49.97;3.100;207.4;18.81;
1-899;14.98;49.97;3.100;207.4;18.83;
1-900;15.00;49.97;3.100;207.4;18.85;
1-901;15.01;49.97;3.100;207.4;18.86;
1-902;15.03;49.97;3.100;207.4;18.88;
1-903;15.05;49.97;3.100;207.4;18.90;
1-904;15.06;49.97;3.100;207.4;18.91;
1-905;15.08;49.97;3.100;207.4;18.93;
1-906;15.10;49.97;3.100;207.4;18.94;
1-907;15.11;49.97;3.100;207.4;18.96;
1-908;15.13;49.97;3.100;207.4;18.98;
1-909;15.15;49.97;3.100;207.4;18.99;
1-910;15.16;49.97;3.100;207.4;19.01;
1-911;15.18;49.97;3.100;207.4;19.03;
1-912;15.20;49.97;3.200;207.4;19.04;
1-913;15.21;49.97;3.100;207.4;19.06;
1-914;15.23;49.97;3.100;207.4;19.07;
1-915;15.25;49.97;3.100;207.4;19.09;
1-916;15.26;49.97;3.100;207.4;19.11;
1-917;15.28;49.97;3.100;207.4;19.12;
1-918;15.30;49.97;3.100;207.4;19.14;
1-919;15.31;49.97;3.100;207.4;19.16;
1-920;15.33;49.97;3.100;207.4;19.17;
1-921;15.35;49.97;3.100;207.4;19.19;
1-922;15.36;49.97;3.100;207.4;19.20;
1-923;15.38;49.97;3.100;207.4;19.22;
1-924;15.40;49.97;3.100;207.4;19.24;
1-925;15.41;49.97;3.100;207.4;19.25;
1-926;15.43;49.97;3.100;207.4;19.27;
1-927;15.45;49.97;3.100;207.4;19.29;
1-928;15.46;49.97;3.100;207.4;19.30;
1-929;15.48;49.97;3.100;207.4;19.32;
1-930;15.50;49.97;3.100;207.4;19.33;
1-931;15.51;49.97;3.100;207.4;19.35;
1-932;15.53;49.97;3.100;207.4;19.37;
1-933;15.55;49.97;3.100;207.4;19.38;
1-934;15.56;49.97;3.100;207.4;19.40;
1-935;15.58;49.97;3.100;207.4;19.42;
1-936;15.60;49.97;3.100;207.4;19.43;
1-937;15.61;49.97;3.100;207.4;19.45;
1-938;15.63;49.97;3.100;207.4;19.46;
1-939;15.65;49.97;3.100;207.4;19.48;
1-940;15.66;49.97;3.100;207.4;19.50;
1-941;15.68;49.97;3.100;207.4;19.51;
1-942;15.70;49.97;3.100;207.4;19.53;
1-943;15.71;49.97;3.200;207.4;19.55;
1-944;15.73;49.97;3.100;207.4;19.56;
1-945;15.75;49.97;3.100;207.4;19.58;
1-946;15.76;49.97;3.100;207.4;19.59;
1-947;15.78;49.97;3.100;207.4;19.61;
1-948;15.80;49.97;3.100;207.4;19.63;
1-949;15.81;49.97;3.200;207.4;19.64;
1-950;15.83;49.97;3.100;207.4;19.66;
1-951;15.85;49.97;3.100;207.4;19.68;
1-952;15.86;49.97;3.100;207.4;19.69;
1-953;15.88;49.97;3.100;207.4;19.71;
1-954;15.90;49.97;3.100;207.4;19.72;
1-955;15.91;49.97;3.200;207.4;19.74;
1-956;15.93;49.97;3.100;207.4;19.76;
1-957;15.95;49.97;3.100;207.4;19.77;
1-958;15.96;49.97;3.100;207.4;19.79;
1-959;15.98;49.97;3.100;207.4;19.81;
1-960;16.00;49.97;3.100;207.4;19.82;
1-961;16.01;49.97;3.100;207.4;19.84;
1-962;16.03;49.97;3.100;207.4;19.86;
1-963;16.05;49.97;3.100;207.4;19.87;
1-964;16.06;49.97;3.100;207.4;19.89;
1-965;16.08;49.97;3.100;207.4;19.90;
1-966;16.10;49.97;3.100;207.4;19.92;
1-967;16.11;49.97;3.200;207.4;19.94;
1-968;16.13;49.97;3.100;207.4;19.95;
1-969;16.15;49.97;3.100;207.4;19.97;
1-970;16.16;49.97;3.100;207.4;19.99;
1-971;16.18;49.97;3.200;207.4;20.00;
1-972;16.20;49.97;3.200;207.4;20.02;
1-973;16.21;49.97;3.200;207.4;20.04;
1-974;16.23;49.97;3.100;207.4;20.05;
1-975;16.25;49.97;3.100;207.4;20.07;
1-976;16.26;49.97;3.100;207.4;20.08;
1-977;16.28;49.97;3.100;207.4;20.10;
1-978;16.30;49.97;3.100;207.4;20.12;
1-979;16.31;49.97;3.100;207.4;20.13;
1-980;16.33;49.97;3.100;207.5;20.15;
1-981;16.35;49.97;3.200;207.5;20.17;
1-982;16.36;49.97;3.100;207.4;20.18;
1-983;16.38;49.97;3.100;207.5;20.20;
1-984;16.40;49.97;3.100;207.5;20.21;
1-985;16.41;49.97;3.200;207.5;20.23;
1-986;16.43;49.97;3.100;207.5;20.25;
1-987;16.45;49.97;3.100;207.5;20.26;
1-988;16.46;49.97;3.100;207.5;20.28;
1-989;16.48;49.97;3.100;207.5;20.30;
1-990;16.50;49.97;3.200;207.5;20.31;
1-991;16.51;49.97;3.200;207.5;20.33;
1-992;16.53;49.97;3.200;207.5;20.35;
1-993;16.55;49.97;3.100;207.5;20.36;
1-994;16.56;49.97;3.100;207.5;20.38;
1-995;16.58;49.97;3.100;207.5;20.40;
1-996;16.60;49.97;3.100;207.5;20.41;
1-997;16.61;49.97;3.100;207.5;20.43;
1-998;16.63;49.97;3.100;207.5;20.44;
1-999;16.65;49.97;3.200;207.5;20.46;
1-1000;16.66;49.97;3.100;207.5;20.48;
1-1001;16.68;49.97;3.100;207.5;20.49;
1-1002;16.70;49.97;3.100;207.5;20.51;
1-1003;16.71;49.97;3.200;207.5;20.53;
1-1004;16.73;49.97;3.100;207.5;20.54;
1-1005;16.75;49.97;3.200;207.5;20.56;
1-1006;16.76;49.97;3.100;207.5;20.58;
1-1007;16.78;49.97;3.100;207.5;20.59;
1-1008;16.80;49.97;3.100;207.5;20.61;
1-1009;16.81;49.97;3.100;207.5;20.62;
1-1010;16.83;49.97;3.100;207.5;20.64;
1-1011;16.85;49.97;3.100;207.5;20.66;
1-1012;16.86;49.97;3.100;207.5;20.67;
1-1013;16.88;49.97;3.100;207.5;20.69;
1-1014;16.90;49.97;3.100;207.5;20.70;
1-1015;16.91;49.97;3.200;207.5;20.72;
1-1016;16.93;49.97;3.100;207.5;20.74;
1-1017;16.95;49.97;3.100;207.5;20.75;
1-1018;16.96;49.97;3.100;207.5;20.77;
1-1019;16.98;49.97;3.100;207.5;20.79;
1-1020;17.00;49.97;3.200;207.5;20.80;
1-1021;17.01;49.97;3.200;207.5;20.82;
1-1022;17.03;49.97;3.200;207.5;20.84;
1-1023;17.05;49.97;3.100;207.5;20.85;
1-1024;17.06;49.97;3.100;207.5;20.87;
1-1025;17.08;49.97;3.100;207.5;20.89;
1-1026;17.10;49.97;3.100;207.5;20.90;
1-1027;17.11;49.97;3.200;207.5;20.92;
1-1028;17.13;49.97;3.200;207.5;20.93;
1-1029;17.15;49.97;3.100;207.5;20.95;
1-1030;17.16;49.97;3.200;207.5;20.97;
1-1031;17.18;49.97;3.200;207.5;20.98;
1-1032;17.20;49.97;3.200;207.5;21.00;
1-1033;17.21;49.97;3.200;207.5;21.02;
1-1034;17.23;49.97;3.200;207.5;21.03;
1-1035;17.25;49.97;3.200;207.5;21.05;
1-1036;17.26;49.97;3.100;207.5;21.07;
1-1037;17.28;49.97;3.100;207.5;21.08;
1-1038;17.30;49.97;3.200;207.5;21.10;
1-1039;17.31;49.97;3.200;207.5;21.12;
1-1040;17.33;49.97;3.100;207.5;21.13;
1-1041;17.35;49.97;3.100;207.5;21.15;
1-1042;17.36;49.97;3.200;207.5;21.17;
1-1043;17.38;49.97;3.100;207.5;21.18;
1-1044;17.40;49.97;3.200;207.5;21.20;
1-1045;17.41;49.97;3.200;207.5;21.22;
1-1046;17.43;49.97;3.200;207.5;21.23;
1-1047;17.45;49.97;3.100;207.5;21.25;
1-1048;17.46;49.97;3.200;207.5;21.27;
1-1049;17.48;49.97;3.100;207.5;21.28;
1-1050;17.50;49.97;3.200;207.5;21.30;
1-1051;17.51;49.97;3.200;207.5;21.32;
1-1052;17.53;49.97;3.200;207.6;21.33;
1-1053;17.55;49.97;3.200;207.5;21.35;
1-1054;17.56;49.97;3.100;207.5;21.37;
1-1055;17.58;49.97;3.100;207.5;21.38;
1-1056;17.60;49.97;3.200;207.5;21.40;
1-1057;17.61;49.97;3.200;207.6;21.42;
1-1058;17.63;49.97;3.200;207.6;21.43;
1-1059;17.65;49.97;3.100;207.5;21.45;
1-1060;17.66;49.97;3.200;207.5;21.47;
1-1061;17.68;49.97;3.100;207.6;21.48;
1-1062;17.70;49.97;3.200;207.6;21.50;
1-1063;17.71;49.97;3.200;207.6;21.51;
1-1064;17.73;49.97;3.200;207.5;21.53;
1-1065;17.75;49.97;3.100;207.6;21.55;
1-1066;17.76;49.97;3.200;207.6;21.56;
1-1067;17.78;49.97;3.100;207.6;21.58;
1-1068;17.80;49.97;3.200;207.6;21.60;
1-1069;17.81;49.97;3.200;207.6;21.61;
1-1070;17.83;49.97;3.200;207.6;21.63;
1-1071;17.85;49.97;3.200;207.5;21.65;
1-1072;17.86;49.97;3.200;207.6;21.66;
1-1073;17.88;49.97;3.200;207.5;21.68;
1-1074;17.90;49.97;3.200;207.6;21.70;
1-1075;17.91;49.97;3.200;207.6;21.71;
1-1076;17.93;49.97;3.200;207.6;21.73;
1-1077;17.95;49.97;3.200;207.6;21.75;
1-1078;17.96;49.97;3.200;207.6;21.76;
1-1079;17.98;49.97;3.200;207.6;21.78;
1-1080;18.00;49.97;3.200;207.6;21.80;
1-1081;18.01;49.97;3.200;207.6;21.82;
1-1082;18.03;49.97;3.200;207.6;21.83;
1-1083;18.05;49.97;3.100;207.6;21.85;
1-1084;18.06;49.97;3.200;207.6;21.86;
1-1085;18.08;49.97;3.100;207.6;21.88;
1-1086;18.10;49.97;3.200;207.6;21.90;
1-1087;18.11;49.97;3.200;207.6;21.91;
1-1088;18.13;49.97;3.200;207.6;21.93;
1-1089;18.15;49.97;3.200;207.6;21.95;
1-1090;18.16;49.97;3.200;207.6;21.96;
1-1091;18.18;49.97;3.200;207.6;21.98;
1-1092;18.20;49.97;3.200;207.6;22.00;
1-1093;18.21;49.97;3.200;207.6;22.02;
1-1094;18.23;49.97;3.200;207.6;22.03;
1-1095;18.25;49.97;3.200;207.6;22.05;
1-1096;18.26;49.97;3.200;207.6;22.07;
1-1097;18.28;49.97;3.200;207.6;22.08;
1-1098;18.30;49.97;3.200;207.6;22.10;
1-1099;18.31;49.97;3.200;207.6;22.12;
1-1100;18.33;49.97;3.300;207.6;22.13;
1-1101;18.35;49.97;3.200;207.6;22.15;
1-1102;18.36;49.97;3.200;207.6;22.17;
