D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0002.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.188;49.97;3.900;206.7;16.70;
1-553;9.205;49.97;3.900;206.7;16.72;
1-554;9.221;49.97;3.900;206.8;16.74;
1-555;9.238;49.97;3.900;206.8;16.76;
1-556;9.255;49.97;4.000;206.8;16.78;
1-557;9.271;49.97;3.900;206.8;16.80;
1-558;9.288;49.97;3.900;206.8;16.82;
1-559;9.305;49.97;3.900;206.8;16.84;
1-560;9.321;49.97;3.900;206.8;16.86;
1-561;9.338;49.97;3.900;206.8;16.88;
1-562;9.355;49.97;3.900;206.8;16.90;
1-563;9.371;49.97;4.000;206.8;16.92;
1-564;9.388;49.97;3.900;206.8;16.94;
1-565;9.405;49.97;4.000;206.8;16.96;
1-566;9.421;49.97;3.900;206.8;16.98;
1-567;9.438;49.97;3.900;206.9;17.00;
1-568;9.455;49.97;3.900;206.9;17.03;
1-569;9.471;49.97;4.000;206.9;17.05;
1-570;9.488;49.97;4.000;206.9;17.07;
1-571;9.505;49.97;4.000;206.9;17.09;
1-572;9.521;49.97;4.000;206.9;17.11;
1-573;9.538;49.97;4.000;206.9;17.13;
1-574;9.555;49.97;4.100;206.9;17.15;
1-575;9.571;49.97;4.000;206.9;17.17;
1-576;9.588;49.97;4.000;207.0;17.19;
1-577;9.605;49.97;4.100;207.0;17.21;
1-578;9.621;49.97;4.000;207.0;17.24;
1-579;9.638;49.97;4.000;207.0;17.26;
1-580;9.655;49.97;4.000;207.0;17.28;
1-581;9.671;49.97;4.100;207.0;17.30;
1-582;9.688;49.97;4.000;207.0;17.32;
1-583;9.705;49.97;4.000;207.0;17.34;
1-584;9.721;49.97;4.000;207.0;17.36;
1-585;9.738;49.97;4.000;207.0;17.38;
1-586;9.755;49.97;4.000;207.0;17.40;
1-587;9.771;49.97;4.000;207.0;17.42;
1-588;9.788;49.97;4.000;207.0;17.45;
1-589;9.805;49.97;4.000;207.1;17.47;
1-590;9.821;49.97;4.000;207.1;17.49;
1-591;9.838;49.97;4.000;207.1;17.51;
1-592;9.855;49.97;4.000;207.1;17.53;
1-593;9.871;49.97;4.000;207.1;17.55;
1-594;9.888;49.97;4.000;207.1;17.57;
1-595;9.905;49.97;4.100;207.1;17.59;
1-596;9.921;49.97;4.000;207.1;17.61;
1-597;9.938;49.97;4.000;207.1;17.63;
1-598;9.955;49.97;4.000;207.1;17.65;
1-599;9.971;49.97;4.100;207.1;17.68;
1-600;9.988;49.97;4.000;207.1;17.70;
1-601;10.00;49.97;4.000;207.1;17.72;
1-602;10.02;49.97;4.000;207.2;17.74;
1-603;10.04;49.97;4.000;207.2;17.76;
1-604;10.05;49.97;4.000;207.2;17.78;
1-605;10.07;49.97;4.000;207.2;17.80;
1-606;10.09;49.97;4.100;207.2;17.82;
1-607;10.10;49.97;4.000;207.2;17.84;
1-608;10.12;49.97;4.000;207.2;17.87;
1-609;10.14;49.97;4.000;207.2;17.89;
1-610;10.15;49.97;4.100;207.2;17.91;
1-611;10.17;49.97;4.000;207.2;17.93;
1-612;10.19;49.97;4.000;207.2;17.95;
1-613;10.20;49.97;4.100;207.2;17.97;
1-614;10.22;49.97;4.000;207.2;17.99;
1-615;10.24;49.97;4.100;207.2;18.01;
1-616;10.25;49.97;4.100;207.2;18.03;
1-617;10.27;49.97;4.100;207.3;18.06;
1-618;10.29;49.97;4.100;207.3;18.08;
1-619;10.30;49.97;4.100;207.3;18.10;
1-620;10.32;49.97;4.100;207.3;18.12;
1-621;10.34;49.97;4.100;207.3;18.14;
1-622;10.35;49.97;4.100;207.3;18.16;
1-623;10.37;49.97;4.100;207.3;18.18;
1-624;10.39;49.97;4.100;207.3;18.21;
1-625;10.40;49.97;4.100;207.3;18.23;
1-626;10.42;49.97;4.100;207.3;18.25;
1-627;10.44;49.97;4.100;207.3;18.27;
1-628;10.45;49.97;4.100;207.3;18.29;
1-629;10.47;49.97;4.100;207.4;18.31;
1-630;10.49;49.97;4.100;207.4;18.33;
1-631;10.50;49.97;4.200;207.4;18.36;
1-632;10.52;49.97;4.100;207.4;18.38;
1-633;10.54;49.97;4.100;207.4;18.40;
1-634;10.55;49.97;4.100;207.4;18.42;
1-635;10.57;49.97;4.200;207.4;18.44;
1-636;10.59;49.97;4.100;207.4;18.46;
1-637;10.60;49.97;4.100;207.4;18.49;
1-638;10.62;49.97;4.100;207.4;18.51;
1-639;10.64;49.97;4.100;207.4;18.53;
1-640;10.65;49.97;4.100;207.4;18.55;
1-641;10.67;49.97;4.100;207.4;18.57;
1-642;10.69;49.97;4.100;207.4;18.59;
1-643;10.70;49.97;4.100;207.5;18.61;
1-644;10.72;49.97;4.100;207.5;18.64;
1-645;10.74;49.97;4.000;207.5;18.66;
1-646;10.75;49.97;4.100;207.5;18.68;
1-647;10.77;49.97;4.100;207.5;18.70;
1-648;10.79;49.97;4.100;207.5;18.72;
1-649;10.80;49.97;4.100;207.5;18.74;
1-650;10.82;49.97;4.100;207.5;18.76;
1-651;10.84;49.97;4.100;207.5;18.79;
1-652;10.85;49.97;4.100;207.6;18.81;
1-653;10.87;49.97;4.200;207.6;18.83;
1-654;10.89;49.97;4.200;207.6;18.85;
1-655;10.90;49.97;4.200;207.6;18.87;
1-656;10.92;49.97;4.200;207.6;18.90;
1-657;10.94;49.97;4.200;207.6;18.92;
1-658;10.95;49.97;4.200;207.6;18.94;
1-659;10.97;49.97;4.200;207.6;18.96;
1-660;10.99;49.97;4.200;207.6;18.98;
1-661;11.00;49.97;4.200;207.6;19.01;
1-662;11.02;49.97;4.200;207.6;19.03;
1-663;11.04;49.97;4.100;207.6;19.05;
1-664;11.05;49.97;4.200;207.6;19.07;
1-665;11.07;49.97;4.200;207.6;19.09;
1-666;11.09;49.97;4.200;207.6;19.11;
1-667;11.10;49.97;4.200;207.6;19.14;
1-668;11.12;49.97;4.200;207.6;19.16;
1-669;11.14;49.97;4.200;207.6;19.18;
1-670;11.15;49.97;4.200;207.7;19.20;
1-671;11.17;49.97;4.300;207.7;19.22;
1-672;11.19;49.97;4.200;207.7;19.25;
1-673;11.20;49.97;4.200;207.7;19.27;
1-674;11.22;49.97;4.400;207.7;19.29;
1-675;11.24;49.97;4.300;207.7;19.31;
1-676;11.25;49.97;4.300;207.7;19.34;
1-677;11.27;49.97;4.300;207.7;19.36;
1-678;11.29;49.97;4.400;207.7;19.38;
1-679;11.30;49.97;4.400;207.8;19.40;
1-680;11.32;49.97;4.300;207.8;19.43;
1-681;11.34;49.97;4.300;207.8;19.45;
1-682;11.35;49.97;4.200;207.8;19.47;
1-683;11.37;49.97;4.200;207.8;19.49;
1-684;11.39;49.97;4.200;207.8;19.52;
1-685;11.40;49.97;4.200;207.8;19.54;
1-686;11.42;49.97;4.200;207.8;19.56;
1-687;11.44;49.97;4.200;207.8;19.58;
1-688;11.45;49.97;4.200;207.8;19.60;
1-689;11.47;49.97;4.200;207.8;19.63;
1-690;11.49;49.97;4.200;207.8;19.65;
1-691;11.50;49.97;4.200;207.8;19.67;
1-692;11.52;49.97;4.300;207.8;19.69;
1-693;11.54;49.97;4.200;207.8;19.71;
1-694;11.55;49.97;4.200;207.8;19.74;
1-695;11.57;49.97;4.200;207.8;19.76;
1-696;11.59;49.97;4.300;207.8;19.78;
1-697;11.60;49.97;4.200;207.8;19.80;
1-698;11.62;49.97;4.200;207.8;19.83;
1-699;11.64;49.97;4.200;207.9;19.85;
1-700;11.65;49.97;4.200;207.9;19.87;
1-701;11.67;49.97;4.200;207.9;19.89;
1-702;11.69;49.97;4.300;207.9;19.91;
1-703;11.70;49.97;4.300;207.9;19.94;
1-704;11.72;49.97;4.200;207.9;19.96;
1-705;11.74;49.97;4.300;207.9;19.98;
1-706;11.75;49.97;4.200;207.9;20.00;
1-707;11.77;49.97;4.300;207.9;20.02;
1-708;11.79;49.97;4.300;207.9;20.05;
1-709;11.80;49.97;4.300;207.9;20.07;
1-710;11.82;49.97;4.300;207.9;20.09;
1-711;11.84;49.97;4.200;207.9;20.11;
1-712;11.85;49.97;4.300;207.9;20.14;
1-713;11.87;49.97;4.300;208.0;20.16;
1-714;11.89;49.97;4.400;208.0;20.18;
1-715;11.90;49.97;4.400;208.0;20.21;
1-716;11.92;49.97;4.400;208.0;20.23;
1-717;11.94;49.97;4.500;208.0;20.25;
1-718;11.95;49.97;4.400;208.0;20.27;
1-719;11.97;49.97;4.500;208.0;20.30;
1-720;11.99;49.97;4.400;208.0;20.32;
1-721;12.00;49.97;4.500;208.0;20.34;
1-722;12.02;49.97;4.500;208.0;20.37;
1-723;12.04;49.97;4.400;208.0;20.39;
1-724;12.05;49.97;4.400;208.0;20.41;
1-725;12.07;49.97;4.500;208.0;20.44;
1-726;12.09;49.97;4.400;208.0;20.46;
1-727;12.10;49.97;4.400;208.0;20.48;
1-728;12.12;49.97;4.400;208.0;20.51;
1-729;12.14;49.97;4.400;208.0;20.53;
1-730;12.15;49.97;4.400;208.1;20.55;
1-731;12.17;49.97;4.400;208.1;20.58;
1-732;12.19;49.97;4.500;208.1;20.60;
1-733;12.20;49.97;4.400;208.1;20.62;
1-734;12.22;49.97;4.400;208.1;20.65;
1-735;12.24;49.97;4.400;208.1;20.67;
1-736;12.25;49.97;4.400;208.1;20.69;
1-737;12.27;49.97;4.400;208.1;20.71;
1-738;12.29;49.97;4.400;208.1;20.74;
1-739;12.30;49.97;4.500;208.1;20.76;
1-740;12.32;49.97;4.400;208.1;20.78;
1-741;12.34;49.97;4.400;208.1;20.81;
1-742;12.35;49.97;4.400;208.1;20.83;
1-743;12.37;49.97;4.500;208.1;20.85;
1-744;12.39;49.97;4.500;208.1;20.88;
1-745;12.40;49.97;4.500;208.1;20.90;
1-746;12.42;49.97;4.500;208.2;20.92;
1-747;12.44;49.97;4.500;208.2;20.95;
1-748;12.45;49.97;4.500;208.2;20.97;
1-749;12.47;49.97;4.500;208.2;21.00;
1-750;12.49;49.97;4.600;208.2;21.02;
1-751;12.50;49.97;4.600;208.2;21.04;
1-752;12.52;49.97;4.600;208.2;21.07;
1-753;12.54;49.97;4.600;208.2;21.09;
1-754;12.55;49.97;4.600;208.2;21.12;
1-755;12.57;49.97;4.600;208.2;21.14;
1-756;12.59;49.97;4.600;208.2;21.16;
1-757;12.60;49.97;4.700;208.2;21.19;
1-758;12.62;49.97;4.600;208.2;21.21;
1-759;12.64;49.97;4.600;208.2;21.24;
1-760;12.65;49.97;4.600;208.2;21.26;
1-761;12.67;49.97;4.700;208.3;21.28;
1-762;12.69;49.97;4.600;208.3;21.31;
1-763;12.70;49.97;4.600;208.3;21.33;
1-764;12.72;49.97;4.700;208.3;21.36;
1-765;12.74;49.97;4.600;208.3;21.38;
1-766;12.75;49.97;4.600;208.3;21.41;
1-767;12.77;49.97;4.600;208.3;21.43;
1-768;12.79;49.97;4.700;208.3;21.45;
1-769;12.80;49.97;4.700;208.3;21.48;
1-770;12.82;49.97;4.600;208.3;21.50;
1-771;12.84;49.97;4.700;208.3;21.53;
1-772;12.85;49.97;4.600;208.3;21.55;
1-773;12.87;49.97;4.700;208.3;21.58;
1-774;12.89;49.97;4.700;208.3;21.60;
1-775;12.90;49.97;4.800;208.3;21.63;
1-776;12.92;49.97;4.700;208.3;21.65;
1-777;12.94;49.97;4.700;208.3;21.67;
1-778;12.95;49.97;4.700;208.3;21.70;
1-779;12.97;49.97;4.800;208.4;21.72;
1-780;12.99;49.97;4.800;208.4;21.75;
1-781;13.00;49.97;4.800;208.4;21.77;
1-782;13.02;49.97;4.800;208.4;21.80;
1-783;13.04;49.97;4.800;208.4;21.82;
1-784;13.05;49.97;4.800;208.4;21.85;
1-785;13.07;49.97;4.800;208.4;21.88;
1-786;13.09;49.97;4.900;208.4;21.90;
1-787;13.10;49.97;4.900;208.4;21.93;
1-788;13.12;49.97;4.900;208.4;21.95;
1-789;13.14;49.97;4.900;208.5;21.98;
1-790;13.15;49.97;4.900;208.5;22.00;
1-791;13.17;49.97;4.900;208.5;22.03;
1-792;13.19;49.97;4.900;208.5;22.05;
1-793;13.20;49.97;5.000;208.5;22.08;
1-794;13.22;49.97;5.000;208.5;22.11;
1-795;13.24;49.97;5.000;208.5;22.13;
1-796;13.25;49.97;4.900;208.5;22.16;
1-797;13.27;49.97;5.000;208.5;22.18;
1-798;13.29;49.97;5.000;208.5;22.21;
1-799;13.30;49.97;5.000;208.5;22.24;
1-800;13.32;49.97;5.000;208.5;22.26;
1-801;13.34;49.97;5.000;208.5;22.29;
1-802;13.35;49.97;5.000;208.5;22.32;
1-803;13.37;49.97;5.100;208.6;22.34;
1-804;13.39;49.97;5.100;208.6;22.37;
1-805;13.40;49.97;5.100;208.6;22.39;
1-806;13.42;49.97;5.100;208.6;22.42;
1-807;13.44;49.97;5.200;208.6;22.45;
1-808;13.45;49.97;5.100;208.6;22.48;
1-809;13.47;49.97;5.100;208.6;22.50;
1-810;13.49;49.97;5.200;208.6;22.53;
1-811;13.50;49.97;5.300;208.6;22.56;
1-812;13.52;49.97;5.200;208.6;22.58;
1-813;13.54;49.97;5.300;208.6;22.61;
1-814;13.55;49.97;5.300;208.6;22.64;
1-815;13.57;49.97;5.300;208.7;22.67;
1-816;13.59;49.97;5.400;208.7;22.70;
1-817;13.60;49.97;5.400;208.7;22.72;
1-818;13.62;49.97;5.400;208.7;22.75;
1-819;13.64;49.97;5.400;208.7;22.78;
1-820;13.65;49.97;5.300;208.7;22.81;
1-821;13.67;49.97;5.300;208.7;22.84;
1-822;13.69;49.97;5.400;208.7;22.86;
1-823;13.70;49.97;5.400;208.7;22.89;
1-824;13.72;49.97;5.400;208.7;22.92;
1-825;13.74;49.97;5.500;208.8;22.95;
1-826;13.75;49.97;5.400;208.8;22.98;
1-827;13.77;49.97;5.400;208.8;23.01;
1-828;13.79;49.97;5.400;208.8;23.03;
1-829;13.80;49.97;5.500;208.8;23.06;
1-830;13.82;49.97;5.500;208.8;23.09;
1-831;13.84;49.97;5.500;208.8;23.12;
1-832;13.85;49.97;5.500;208.8;23.15;
1-833;13.87;49.97;5.500;208.8;23.18;
1-834;13.89;49.97;5.600;208.8;23.21;
1-835;13.90;49.97;5.600;208.9;23.24;
1-836;13.92;49.97;5.600;208.9;23.27;
1-837;13.94;49.97;5.600;208.9;23.29;
1-838;13.95;49.97;5.600;208.9;23.32;
1-839;13.97;49.97;5.600;208.9;23.35;
1-840;13.99;49.97;5.700;208.9;23.38;
1-841;14.00;49.97;5.700;208.9;23.41;
1-842;14.02;49.97;5.700;208.9;23.44;
1-843;14.04;49.97;5.800;209.0;23.47;
1-844;14.05;49.97;5.700;209.0;23.50;
1-845;14.07;49.97;5.700;209.0;23.53;
1-846;14.09;49.97;5.800;209.0;23.56;
1-847;14.10;49.97;5.800;209.0;23.59;
1-848;14.12;49.97;5.800;209.0;23.62;
1-849;14.14;49.97;5.800;209.0;23.65;
1-850;14.15;49.97;5.900;209.0;23.68;
1-851;14.17;49.97;5.800;209.0;23.71;
1-852;14.19;49.97;6.000;209.1;23.75;
1-853;14.20;49.97;6.000;209.0;23.78;
1-854;14.22;49.97;6.000;209.1;23.81;
1-855;14.24;49.97;6.000;209.1;23.84;
1-856;14.25;49.97;6.100;209.1;23.87;
1-857;14.27;49.97;6.000;209.1;23.90;
1-858;14.29;49.97;6.100;209.1;23.93;
1-859;14.30;49.97;6.100;209.2;23.97;
1-860;14.32;49.97;6.100;209.2;24.00;
1-861;14.34;49.97;6.100;209.2;24.03;
1-862;14.35;49.97;6.100;209.2;24.06;
1-863;14.37;49.97;6.100;209.2;24.09;
1-864;14.39;49.97;6.200;209.2;24.13;
1-865;14.40;49.97;6.200;209.2;24.16;
1-866;14.42;49.97;6.200;209.2;24.19;
1-867;14.44;49.97;6.200;209.2;24.22;
1-868;14.45;49.97;6.200;209.2;24.26;
1-869;14.47;49.97;6.200;209.2;24.29;
1-870;14.49;49.97;6.300;209.2;24.32;
1-871;14.50;49.97;6.300;209.2;24.35;
1-872;14.52;49.97;6.300;209.2;24.39;
1-873;14.54;49.97;6.300;209.2;24.42;
1-874;14.55;49.97;6.400;209.3;24.45;
1-875;14.57;49.97;6.300;209.3;24.49;
1-876;14.59;49.97;6.400;209.3;24.52;
1-877;14.60;49.97;6.400;209.3;24.55;
1-878;14.62;49.97;6.400;209.3;24.59;
1-879;14.64;49.97;6.400;209.3;24.62;
1-880;14.65;49.97;6.400;209.3;24.65;
1-881;14.67;49.97;6.400;209.4;24.69;
1-882;14.69;49.97;6.500;209.4;24.72;
1-883;14.70;49.97;6.500;209.4;24.76;
1-884;14.72;49.97;6.600;209.4;24.79;
1-885;14.74;49.97;6.500;209.4;24.82;
1-886;14.75;49.97;6.600;209.4;24.86;
1-887;14.77;49.97;6.500;209.4;24.89;
1-888;14.79;49.97;6.600;209.4;24.93;
1-889;14.80;49.97;6.600;209.4;24.96;
1-890;14.82;49.97;6.800;209.4;25.00;
1-891;14.84;49.97;6.700;209.4;25.03;
1-892;14.85;49.97;6.700;209.5;25.07;
1-893;14.87;49.97;6.700;209.5;25.10;
1-894;14.89;49.97;6.700;209.5;25.14;
1-895;14.90;49.97;6.800;209.5;25.17;
1-896;14.92;49.97;6.800;209.5;25.21;
1-897;14.94;49.97;6.800;209.6;25.24;
1-898;14.95;49.97;6.800;209.6;25.28;
1-899;14.97;49.97;6.800;209.6;25.31;
1-900;14.99;49.97;6.900;209.6;25.35;
1-901;15.00;49.97;7.000;209.6;25.39;
1-902;15.02;49.97;7.000;209.6;25.42;
1-903;15.04;49.97;6.900;209.7;25.46;
1-904;15.05;49.97;7.100;209.7;25.50;
1-905;15.07;49.97;6.900;209.7;25.53;
1-906;15.09;49.97;7.000;209.8;25.57;
1-907;15.10;49.97;7.100;209.7;25.61;
1-908;15.12;49.97;7.200;209.8;25.64;
1-909;15.14;49.97;7.000;209.8;25.68;
1-910;15.15;49.97;7.200;209.8;25.72;
1-911;15.17;49.97;7.100;209.8;25.76;
1-912;15.19;49.97;7.200;209.8;25.79;
1-913;15.20;49.97;7.200;209.8;25.83;
1-914;15.22;49.97;7.300;209.8;25.87;
1-915;15.24;49.97;7.300;209.8;25.91;
1-916;15.25;49.97;7.300;209.9;25.94;
1-917;15.27;49.97;7.300;209.9;25.98;
1-918;15.29;49.97;7.300;209.9;26.02;
1-919;15.30;49.97;7.500;209.9;26.06;
1-920;15.32;49.97;7.500;209.9;26.10;
1-921;15.34;49.97;7.400;210.0;26.14;
1-922;15.35;49.97;7.600;210.0;26.18;
1-923;15.37;49.97;7.400;210.0;26.22;
1-924;15.39;49.97;7.600;210.0;26.26;
1-925;15.40;49.97;7.600;210.0;26.30;
1-926;15.42;49.97;7.800;210.0;26.34;
1-927;15.44;49.97;7.600;210.1;26.38;
1-928;15.45;49.97;7.700;210.1;26.42;
1-929;15.47;49.97;7.700;210.1;26.46;
1-930;15.49;49.97;7.800;210.1;26.50;
1-931;15.50;49.97;7.900;210.1;26.54;
1-932;15.52;49.97;7.900;210.2;26.58;
1-933;15.54;49.97;7.900;210.2;26.62;
1-934;15.55;49.97;7.900;210.2;26.66;
1-935;15.57;49.97;8.000;210.2;26.70;
1-936;15.59;49.97;8.000;210.3;26.75;
1-937;15.60;49.97;8.100;210.3;26.79;
1-938;15.62;49.97;8.200;210.3;26.83;
1-939;15.64;49.97;8.100;210.3;26.87;
1-940;15.65;49.97;8.300;210.3;26.92;
1-941;15.67;49.97;8.200;210.4;26.96;
1-942;15.69;49.97;8.300;210.4;27.00;
1-943;15.70;49.97;8.300;210.4;27.05;
1-944;15.72;49.97;8.500;210.4;27.09;
1-945;15.74;49.97;8.400;210.5;27.13;
1-946;15.75;49.97;8.500;210.5;27.18;
1-947;15.77;49.97;8.500;210.5;27.22;
1-948;15.79;49.97;8.500;210.5;27.27;
1-949;15.80;49.97;8.700;210.5;27.31;
1-950;15.82;49.97;8.700;210.6;27.36;
1-951;15.84;49.97;8.800;210.6;27.40;
1-952;15.85;49.97;8.800;210.6;27.45;
1-953;15.87;49.97;8.800;210.6;27.50;
1-954;15.89;49.97;8.800;210.6;27.54;
1-955;15.90;49.97;9.100;210.7;27.59;
1-956;15.92;49.97;9.000;210.7;27.64;
1-957;15.94;49.97;8.900;210.8;27.68;
1-958;15.95;49.97;9.100;210.8;27.73;
1-959;15.97;49.97;9.000;210.8;27.78;
1-960;15.99;49.97;9.100;210.8;27.82;
1-961;16.00;49.97;9.200;210.8;27.87;
1-962;16.02;49.97;9.500;210.9;27.92;
1-963;16.04;49.97;9.300;210.9;27.97;
1-964;16.05;49.97;9.400;210.9;28.02;
1-965;16.07;49.97;9.500;211.0;28.07;
1-966;16.09;49.97;9.400;211.0;28.12;
1-967;16.10;49.97;9.600;211.0;28.17;
1-968;16.12;49.97;9.500;211.1;28.22;
1-969;16.14;49.97;9.800;211.1;28.27;
1-970;16.15;49.97;9.700;211.1;28.32;
1-971;16.17;49.97;9.700;211.2;28.37;
1-972;16.19;49.97;9.800;211.2;28.42;
1-973;16.20;49.97;10.00;211.2;28.47;
1-974;16.22;49.97;10.20;211.2;28.53;
1-975;16.24;49.97;10.00;211.3;28.58;
1-976;16.25;49.97;10.40;211.3;28.63;
1-977;16.27;49.97;10.20;211.4;28.69;
1-978;16.29;49.97;10.40;211.4;28.74;
1-979;16.30;49.97;10.40;211.4;28.79;
1-980;16.32;49.97;10.80;211.5;28.85;
1-981;16.34;49.97;10.60;211.6;28.91;
1-982;16.35;49.97;10.60;211.6;28.96;
1-983;16.37;49.97;10.70;211.6;29.02;
1-984;16.39;49.97;10.70;211.6;29.07;
1-985;16.40;49.97;10.90;211.7;29.13;
1-986;16.42;49.97;10.90;211.7;29.19;
1-987;16.44;49.97;11.10;211.8;29.24;
1-988;16.45;49.97;10.90;211.8;29.30;
1-989;16.47;49.97;11.10;211.9;29.36;
1-990;16.49;49.97;10.80;211.9;29.42;
1-991;16.50;49.97;11.20;212.0;29.47;
1-992;16.52;49.97;11.10;212.1;29.53;
1-993;16.54;49.97;11.30;212.2;29.59;
1-994;16.55;49.97;11.20;212.2;29.65;
1-995;16.57;49.97;11.30;212.3;29.71;
1-996;16.59;49.97;11.40;212.3;29.77;
1-997;16.60;49.97;11.40;212.4;29.83;
1-998;16.62;49.97;11.80;212.4;29.89;
1-999;16.64;49.97;11.50;212.5;29.95;
1-1000;16.65;49.97;11.50;212.5;30.01;
1-1001;16.67;49.97;11.70;212.6;30.07;
1-1002;16.69;49.97;11.60;212.7;30.13;
1-1003;16.70;49.97;12.00;212.7;30.19;
1-1004;16.72;49.97;11.80;212.8;30.26;
1-1005;16.74;49.97;12.20;212.8;30.32;
1-1006;16.75;49.97;11.80;212.9;30.38;
1-1007;16.77;49.97;12.30;212.9;30.44;
1-1008;16.79;49.97;12.00;213.0;30.51;
1-1009;16.80;49.97;12.50;213.0;30.57;
1-1010;16.82;49.97;12.50;213.0;30.64;
1-1011;16.84;49.97;12.40;213.0;30.70;
1-1012;16.85;49.97;12.50;213.2;30.77;
1-1013;16.87;49.97;12.50;213.2;30.83;
1-1014;16.89;49.97;12.70;213.2;30.90;
1-1015;16.90;49.97;12.70;213.3;30.97;
1-1016;16.92;49.97;13.00;213.3;31.03;
1-1017;16.94;49.97;13.00;213.3;31.10;
1-1018;16.95;49.97;13.00;213.4;31.17;
1-1019;16.97;49.97;13.20;213.4;31.24;
1-1020;16.99;49.97;13.00;213.5;31.31;
1-1021;17.00;49.97;13.30;213.5;31.37;
1-1022;17.02;49.97;13.20;213.6;31.44;
1-1023;17.04;49.97;13.50;213.7;31.51;
1-1024;17.05;49.97;13.10;213.7;31.58;
1-1025;17.07;49.97;13.60;213.7;31.65;
1-1026;17.09;49.97;13.40;213.8;31.72;
1-1027;17.10;49.97;13.70;213.9;31.80;
1-1028;17.12;49.97;13.70;213.9;31.87;
1-1029;17.14;49.97;13.80;213.9;31.94;
1-1030;17.15;49.97;13.80;214.0;32.01;
1-1031;17.17;49.97;13.70;214.0;32.08;
1-1032;17.19;49.97;14.00;214.1;32.16;
1-1033;17.20;49.97;13.80;214.1;32.23;
1-1034;17.22;49.97;14.30;214.2;32.30;
1-1035;17.24;49.97;14.40;214.3;32.38;
1-1036;17.25;49.97;13.90;214.4;32.45;
1-1037;17.27;49.97;14.30;214.4;32.52;
1-1038;17.29;49.97;14.40;214.5;32.60;
1-1039;17.30;49.97;14.40;214.6;32.67;
1-1040;17.32;49.97;14.60;214.6;32.75;
1-1041;17.34;49.97;14.70;214.7;32.83;
1-1042;17.35;49.97;14.00;214.8;32.90;
1-1043;17.37;49.97;14.80;214.8;32.98;
1-1044;17.39;49.97;14.60;214.9;33.05;
1-1045;17.40;49.97;14.80;215.0;33.13;
1-1046;17.42;49.97;14.90;215.0;33.21;
1-1047;17.44;49.97;14.90;215.1;33.29;
1-1048;17.45;49.97;14.90;215.1;33.37;
1-1049;17.47;49.97;14.60;215.1;33.44;
1-1050;17.49;49.97;14.80;215.2;33.52;
1-1051;17.50;49.97;15.00;215.2;33.60;
1-1052;17.52;49.97;15.30;215.2;33.68;
1-1053;17.54;49.97;14.80;215.2;33.76;
1-1054;17.55;49.97;14.90;215.3;33.83;
1-1055;17.57;49.97;15.30;215.3;33.91;
1-1056;17.59;49.97;15.30;215.4;33.99;
1-1057;17.60;49.97;15.30;215.4;34.07;
1-1058;17.62;49.97;15.60;215.4;34.15;
1-1059;17.64;49.97;15.40;215.5;34.23;
1-1060;17.65;49.97;15.00;215.5;34.31;
1-1061;17.67;49.97;15.40;215.6;34.39;
1-1062;17.69;49.97;15.30;215.6;34.47;
1-1063;17.70;49.97;15.80;215.6;34.56;
1-1064;17.72;49.97;15.30;215.7;34.64;
1-1065;17.74;49.97;15.60;215.7;34.72;
1-1066;17.75;49.97;15.30;215.8;34.80;
1-1067;17.77;49.97;15.30;215.8;34.88;
1-1068;17.79;49.97;15.80;215.8;34.96;
1-1069;17.80;49.97;15.40;215.9;35.04;
1-1070;17.82;49.97;16.10;215.9;35.12;
1-1071;17.84;49.97;16.00;215.9;35.21;
1-1072;17.85;49.97;15.50;216.0;35.29;
1-1073;17.87;49.97;15.50;216.0;35.37;
1-1074;17.89;49.97;15.60;216.0;35.45;
1-1075;17.90;49.97;15.90;216.0;35.54;
1-1076;17.92;49.97;15.90;216.1;35.62;
1-1077;17.94;49.97;16.00;216.1;35.70;
1-1078;17.95;49.97;15.30;216.2;35.78;
1-1079;17.97;49.97;15.90;216.2;35.87;
1-1080;17.99;49.97;15.80;216.2;35.95;
1-1081;18.00;49.97;16.20;216.3;36.03;
1-1082;18.02;49.97;15.90;216.3;36.12;
1-1083;18.04;49.97;16.20;216.3;36.20;
1-1084;18.05;49.97;15.90;216.4;36.28;
1-1085;18.07;49.97;16.00;216.4;36.37;
1-1086;18.09;49.97;16.20;216.4;36.45;
1-1087;18.10;49.97;15.50;216.5;36.53;
1-1088;18.12;49.97;16.20;216.5;36.62;
1-1089;18.14;49.97;16.50;216.5;36.70;
1-1090;18.15;49.97;15.90;216.6;36.79;
1-1091;18.17;49.97;16.10;216.6;36.87;
1-1092;18.19;49.97;16.30;216.7;36.96;
1-1093;18.20;49.97;16.00;216.7;37.04;
1-1094;18.22;49.97;16.00;216.7;37.12;
1-1095;18.24;49.97;16.20;216.7;37.21;
1-1096;18.25;49.97;16.30;216.8;37.29;
1-1097;18.27;49.97;15.80;216.8;37.38;
1-1098;18.29;49.97;15.90;216.8;37.46;
1-1099;18.30;49.97;16.00;216.8;37.54;
1-1100;18.32;49.97;16.70;216.8;37.63;
1-1101;18.34;49.97;16.30;216.8;37.72;
1-1102;18.35;49.97;16.40;216.9;37.80;
