D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0002.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-85;1.404;49.97;6.800;187.3;5.761;
1-86;1.421;49.97;6.700;187.5;5.796;
1-87;1.438;49.97;6.800;187.6;5.831;
1-88;1.454;49.97;6.700;187.8;5.867;
1-89;1.471;49.97;6.700;188.0;5.902;
1-90;1.488;49.97;6.700;188.1;5.937;
1-91;1.504;49.97;6.600;188.3;5.972;
1-92;1.521;49.97;6.600;188.4;6.006;
1-93;1.538;49.97;6.600;188.5;6.041;
1-94;1.554;49.97;6.500;188.7;6.075;
1-95;1.571;49.97;6.500;188.8;6.109;
1-96;1.588;49.97;6.500;188.9;6.143;
1-97;1.604;49.97;6.400;189.1;6.177;
1-98;1.621;49.97;6.300;189.3;6.210;
1-99;1.638;49.97;6.400;189.3;6.243;
1-100;1.654;49.97;6.300;189.5;6.277;
1-101;1.671;49.97;6.400;189.6;6.310;
1-102;1.688;49.97;6.300;189.7;6.343;
1-103;1.704;49.97;6.300;189.7;6.376;
1-104;1.721;49.97;6.200;189.9;6.409;
1-105;1.738;49.97;6.200;190.0;6.441;
1-106;1.754;49.97;6.100;190.1;6.473;
1-107;1.771;49.97;6.100;190.4;6.505;
1-108;1.788;49.97;6.200;190.4;6.537;
1-109;1.804;49.97;6.100;190.4;6.570;
1-110;1.821;49.97;6.100;190.6;6.602;
1-111;1.838;49.97;6.000;190.7;6.633;
1-112;1.854;49.97;6.000;190.7;6.665;
1-113;1.871;49.97;6.000;190.9;6.696;
1-114;1.888;49.97;6.000;191.0;6.727;
1-115;1.904;49.97;6.000;191.1;6.759;
1-116;1.921;49.97;5.900;191.2;6.790;
1-117;1.938;49.97;6.000;191.3;6.821;
1-118;1.954;49.97;5.800;191.4;6.852;
1-119;1.971;49.97;5.900;191.5;6.883;
1-120;1.988;49.97;5.900;191.6;6.913;
1-121;2.004;49.97;6.000;191.7;6.945;
1-122;2.021;49.97;5.800;191.8;6.975;
1-123;2.038;49.97;5.800;192.0;7.006;
1-124;2.054;49.97;5.800;192.0;7.036;
1-125;2.071;49.97;5.800;192.1;7.067;
1-126;2.088;49.97;5.800;192.2;7.097;
1-127;2.104;49.97;5.700;192.3;7.127;
1-128;2.121;49.97;5.700;192.4;7.157;
1-129;2.138;49.97;5.700;192.6;7.187;
1-130;2.154;49.97;5.700;192.6;7.216;
1-131;2.171;49.97;5.700;192.7;7.246;
1-132;2.188;49.97;5.700;192.8;7.276;
1-133;2.204;49.97;5.700;192.9;7.306;
1-134;2.221;49.97;5.600;193.0;7.335;
1-135;2.238;49.97;5.700;193.1;7.365;
1-136;2.254;49.97;5.600;193.1;7.395;
1-137;2.271;49.97;5.600;193.2;7.424;
1-138;2.288;49.97;5.500;193.3;7.453;
1-139;2.304;49.97;5.600;193.4;7.482;
1-140;2.321;49.97;5.500;193.5;7.511;
1-141;2.338;49.97;5.500;193.6;7.540;
1-142;2.354;49.97;5.500;193.6;7.569;
1-143;2.371;49.97;5.400;193.8;7.597;
1-144;2.388;49.97;5.500;193.9;7.626;
1-145;2.404;49.97;5.400;193.9;7.654;
1-146;2.421;49.97;5.500;194.0;7.683;
1-147;2.438;49.97;5.400;194.1;7.711;
1-148;2.454;49.97;5.500;194.2;7.740;
1-149;2.471;49.97;5.400;194.2;7.768;
1-150;2.488;49.97;5.400;194.4;7.797;
1-151;2.504;49.97;5.400;194.4;7.825;
1-152;2.521;49.97;5.300;194.5;7.853;
1-153;2.538;49.97;5.400;194.6;7.881;
1-154;2.554;49.97;5.300;194.6;7.909;
1-155;2.571;49.97;5.200;194.7;7.936;
1-156;2.588;49.97;5.300;194.8;7.964;
1-157;2.604;49.97;5.300;194.9;7.991;
1-158;2.621;49.97;5.200;194.9;8.019;
1-159;2.638;49.97;5.200;195.0;8.046;
1-160;2.654;49.97;5.300;195.1;8.074;
1-161;2.671;49.97;5.200;195.2;8.101;
1-162;2.688;49.97;5.200;195.3;8.128;
1-163;2.704;49.97;5.100;195.4;8.155;
1-164;2.721;49.97;5.200;195.4;8.182;
1-165;2.738;49.97;5.100;195.5;8.209;
1-166;2.754;49.97;5.200;195.6;8.236;
1-167;2.771;49.97;5.100;195.6;8.263;
1-168;2.788;49.97;5.200;195.7;8.290;
1-169;2.804;49.97;5.100;195.8;8.317;
1-170;2.821;49.97;5.100;195.8;8.344;
1-171;2.838;49.97;5.100;195.9;8.370;
1-172;2.854;49.97;5.100;196.0;8.397;
1-173;2.871;49.97;5.100;196.0;8.424;
1-174;2.888;49.97;5.000;196.2;8.450;
1-175;2.904;49.97;5.100;196.2;8.477;
1-176;2.921;49.97;5.000;196.2;8.503;
1-177;2.938;49.97;5.000;196.3;8.529;
1-178;2.954;49.97;5.100;196.4;8.556;
1-179;2.971;49.97;4.900;196.5;8.582;
1-180;2.988;49.97;5.000;196.6;8.608;
1-181;3.004;49.97;4.900;196.6;8.634;
1-182;3.021;49.97;5.000;196.7;8.660;
1-183;3.038;49.97;4.900;196.8;8.685;
1-184;3.054;49.97;5.000;196.8;8.711;
1-185;3.071;49.97;4.900;196.9;8.737;
1-186;3.088;49.97;5.000;197.0;8.763;
1-187;3.104;49.97;4.900;197.0;8.789;
1-188;3.121;49.97;4.900;197.1;8.815;
1-189;3.138;49.97;4.900;197.2;8.840;
1-190;3.154;49.97;4.900;197.3;8.866;
1-191;3.171;49.97;4.800;197.3;8.891;
1-192;3.188;49.97;4.800;197.4;8.916;
1-193;3.204;49.97;4.900;197.4;8.942;
1-194;3.221;49.97;4.800;197.5;8.967;
1-195;3.238;49.97;4.800;197.6;8.992;
1-196;3.254;49.97;4.900;197.6;9.018;
1-197;3.271;49.97;4.800;197.7;9.043;
1-198;3.288;49.97;4.800;197.7;9.068;
1-199;3.304;49.97;4.800;197.8;9.093;
1-200;3.321;49.97;4.800;197.8;9.118;
1-201;3.338;49.97;4.700;197.9;9.143;
1-202;3.354;49.97;4.800;198.0;9.168;
1-203;3.371;49.97;4.700;198.0;9.193;
1-204;3.388;49.97;4.800;198.1;9.218;
1-205;3.404;49.97;4.800;198.2;9.243;
1-206;3.421;49.97;4.800;198.2;9.268;
1-207;3.438;49.97;4.800;198.2;9.293;
1-208;3.454;49.97;4.800;198.3;9.318;
1-209;3.471;49.97;4.700;198.4;9.343;
1-210;3.488;49.97;4.700;198.4;9.368;
1-211;3.504;49.97;4.800;198.5;9.393;
1-212;3.521;49.97;4.700;198.6;9.418;
1-213;3.538;49.97;4.700;198.6;9.442;
1-214;3.554;49.97;4.700;198.6;9.467;
1-215;3.571;49.97;4.600;198.7;9.491;
1-216;3.588;49.97;4.700;198.8;9.515;
1-217;3.604;49.97;4.600;198.8;9.540;
1-218;3.621;49.97;4.700;198.9;9.564;
1-219;3.638;49.97;4.600;198.9;9.588;
1-220;3.654;49.97;4.700;199.0;9.613;
1-221;3.671;49.97;4.600;199.0;9.637;
1-222;3.688;49.97;4.600;199.1;9.661;
1-223;3.704;49.97;4.600;199.2;9.685;
1-224;3.721;49.97;4.600;199.2;9.709;
1-225;3.738;49.97;4.600;199.2;9.733;
1-226;3.754;49.97;4.600;199.3;9.757;
1-227;3.771;49.97;4.600;199.3;9.782;
1-228;3.788;49.97;4.500;199.4;9.805;
1-229;3.804;49.97;4.600;199.5;9.829;
1-230;3.821;49.97;4.500;199.5;9.853;
1-231;3.838;49.97;4.500;199.5;9.877;
1-232;3.854;49.97;4.600;199.6;9.900;
1-233;3.871;49.97;4.500;199.6;9.924;
1-234;3.888;49.97;4.500;199.7;9.948;
1-235;3.904;49.97;4.500;199.8;9.971;
1-236;3.921;49.97;4.600;199.8;9.995;
1-237;3.938;49.97;4.500;199.8;10.02;
1-238;3.954;49.97;4.500;199.9;10.04;
1-239;3.971;49.97;4.500;199.9;10.07;
1-240;3.988;49.97;4.500;200.0;10.09;
1-241;4.004;49.97;4.500;200.0;10.11;
1-242;4.021;49.97;4.500;200.0;10.14;
1-243;4.038;49.97;4.500;200.1;10.16;
1-244;4.054;49.97;4.500;200.2;10.18;
1-245;4.071;49.97;4.500;200.2;10.21;
1-246;4.088;49.97;4.400;200.2;10.23;
1-247;4.104;49.97;4.500;200.3;10.25;
1-248;4.121;49.97;4.400;200.4;10.28;
1-249;4.138;49.97;4.400;200.4;10.30;
1-250;4.154;49.97;4.500;200.4;10.32;
1-251;4.171;49.97;4.400;200.5;10.35;
1-252;4.188;49.97;4.400;200.5;10.37;
1-253;4.204;49.97;4.400;200.6;10.39;
1-254;4.221;49.97;4.500;200.6;10.42;
1-255;4.238;49.97;4.400;200.6;10.44;
1-256;4.254;49.97;4.400;200.7;10.46;
1-257;4.271;49.97;4.400;200.7;10.49;
1-258;4.288;49.97;4.400;200.8;10.51;
1-259;4.304;49.97;4.400;200.8;10.53;
1-260;4.321;49.97;4.400;200.8;10.55;
1-261;4.338;49.97;4.500;200.9;10.58;
1-262;4.354;49.97;4.400;200.9;10.60;
1-263;4.371;49.97;4.400;201.0;10.62;
1-264;4.388;49.97;4.300;201.0;10.65;
1-265;4.404;49.97;4.400;201.0;10.67;
1-266;4.421;49.97;4.400;201.1;10.69;
1-267;4.438;49.97;4.400;201.1;10.72;
1-268;4.454;49.97;4.400;201.2;10.74;
1-269;4.471;49.97;4.300;201.2;10.76;
1-270;4.488;49.97;4.300;201.2;10.78;
1-271;4.504;49.97;4.300;201.3;10.81;
1-272;4.521;49.97;4.400;201.3;10.83;
1-273;4.538;49.97;4.300;201.3;10.85;
1-274;4.554;49.97;4.400;201.4;10.87;
1-275;4.571;49.97;4.400;201.4;10.90;
1-276;4.588;49.97;4.300;201.4;10.92;
1-277;4.604;49.97;4.300;201.5;10.94;
1-278;4.621;49.97;4.300;201.5;10.97;
1-279;4.638;49.97;4.400;201.6;10.99;
1-280;4.654;49.97;4.300;201.6;11.01;
1-281;4.671;49.97;4.300;201.6;11.03;
1-282;4.688;49.97;4.200;201.7;11.06;
1-283;4.704;49.97;4.300;201.7;11.08;
1-284;4.721;49.97;4.300;201.7;11.10;
1-285;4.738;49.97;4.400;201.8;11.12;
1-286;4.754;49.97;4.400;201.8;11.15;
1-287;4.771;49.97;4.300;201.8;11.17;
1-288;4.788;49.97;4.300;201.9;11.19;
1-289;4.804;49.97;4.300;201.9;11.21;
1-290;4.821;49.97;4.300;201.9;11.24;
1-291;4.838;49.97;4.300;202.0;11.26;
1-292;4.854;49.97;4.300;202.0;11.28;
1-293;4.871;49.97;4.300;202.0;11.30;
1-294;4.888;49.97;4.200;202.1;11.33;
1-295;4.904;49.97;4.200;202.1;11.35;
1-296;4.921;49.97;4.200;202.1;11.37;
1-297;4.938;49.97;4.300;202.2;11.39;
1-298;4.954;49.97;4.200;202.2;11.41;
1-299;4.971;49.97;4.200;202.2;11.44;
1-300;4.988;49.97;4.200;202.3;11.46;
1-301;5.004;49.97;4.200;202.3;11.48;
1-302;5.021;49.97;4.200;202.3;11.50;
1-303;5.038;49.97;4.200;202.4;11.52;
1-304;5.054;49.97;4.200;202.4;11.55;
1-305;5.071;49.97;4.200;202.4;11.57;
1-306;5.088;49.97;4.200;202.5;11.59;
1-307;5.104;49.97;4.100;202.5;11.61;
1-308;5.121;49.97;4.200;202.5;11.63;
1-309;5.138;49.97;4.100;202.6;11.66;
1-310;5.154;49.97;4.200;202.6;11.68;
1-311;5.171;49.97;4.200;202.6;11.70;
1-312;5.188;49.97;4.100;202.6;11.72;
1-313;5.204;49.97;4.200;202.7;11.74;
1-314;5.221;49.97;4.100;202.7;11.76;
1-315;5.238;49.97;4.200;202.7;11.79;
1-316;5.254;49.97;4.100;202.8;11.81;
1-317;5.271;49.97;4.200;202.8;11.83;
1-318;5.288;49.97;4.100;202.8;11.85;
1-319;5.304;49.97;4.200;202.8;11.87;
1-320;5.321;49.97;4.100;202.9;11.89;
1-321;5.338;49.97;4.100;202.9;11.92;
1-322;5.354;49.97;4.100;202.9;11.94;
1-323;5.371;49.97;4.100;203.0;11.96;
1-324;5.388;49.97;4.100;203.0;11.98;
1-325;5.404;49.97;4.100;203.0;12.00;
1-326;5.421;49.97;4.200;203.0;12.02;
1-327;5.438;49.97;4.100;203.1;12.05;
1-328;5.454;49.97;4.100;203.1;12.07;
1-329;5.471;49.97;4.100;203.1;12.09;
1-330;5.488;49.97;4.100;203.1;12.11;
1-331;5.504;49.97;4.100;203.2;12.13;
1-332;5.521;49.97;4.000;203.2;12.15;
1-333;5.538;49.97;4.200;203.2;12.17;
1-334;5.554;49.97;4.100;203.2;12.20;
1-335;5.571;49.97;4.100;203.3;12.22;
1-336;5.588;49.97;4.000;203.3;12.24;
1-337;5.604;49.97;4.100;203.3;12.26;
1-338;5.621;49.97;4.100;203.4;12.28;
1-339;5.638;49.97;4.100;203.4;12.30;
1-340;5.654;49.97;4.100;203.4;12.32;
1-341;5.671;49.97;4.100;203.4;12.35;
1-342;5.688;49.97;4.000;203.4;12.37;
1-343;5.704;49.97;4.000;203.4;12.39;
1-344;5.721;49.97;4.100;203.5;12.41;
1-345;5.738;49.97;4.100;203.5;12.43;
1-346;5.754;49.97;4.100;203.6;12.45;
1-347;5.771;49.97;4.100;203.6;12.47;
1-348;5.788;49.97;4.000;203.6;12.49;
1-349;5.804;49.97;4.100;203.6;12.52;
1-350;5.821;49.97;4.100;203.6;12.54;
1-351;5.838;49.97;4.200;203.6;12.56;
1-352;5.854;49.97;4.000;203.7;12.58;
1-353;5.871;49.97;4.100;203.7;12.60;
1-354;5.888;49.97;4.000;203.7;12.62;
1-355;5.904;49.97;4.100;203.8;12.64;
1-356;5.921;49.97;4.000;203.8;12.67;
1-357;5.938;49.97;4.100;203.8;12.69;
1-358;5.954;49.97;4.100;203.8;12.71;
1-359;5.971;49.97;4.000;203.8;12.73;
1-360;5.988;49.97;4.100;203.8;12.75;
1-361;6.004;49.97;4.100;203.9;12.77;
1-362;6.021;49.97;4.100;203.9;12.79;
1-363;6.038;49.97;4.000;203.9;12.81;
1-364;6.054;49.97;4.000;203.9;12.84;
1-365;6.071;49.97;4.100;204.0;12.86;
1-366;6.088;49.97;4.000;204.0;12.88;
1-367;6.104;49.97;4.000;204.0;12.90;
1-368;6.121;49.97;4.000;204.0;12.92;
1-369;6.138;49.97;4.100;204.0;12.94;
1-370;6.154;49.97;4.000;204.1;12.96;
1-371;6.171;49.97;4.100;204.1;12.98;
1-372;6.188;49.97;4.000;204.1;13.00;
1-373;6.204;49.97;4.000;204.1;13.03;
1-374;6.221;49.97;4.000;204.2;13.05;
1-375;6.238;49.97;4.000;204.2;13.07;
1-376;6.254;49.97;4.000;204.2;13.09;
1-377;6.271;49.97;4.000;204.2;13.11;
1-378;6.288;49.97;4.000;204.2;13.13;
1-379;6.304;49.97;4.000;204.2;13.15;
1-380;6.321;49.97;4.100;204.2;13.17;
1-381;6.338;49.97;4.000;204.3;13.19;
1-382;6.354;49.97;4.000;204.3;13.21;
1-383;6.371;49.97;4.000;204.3;13.23;
1-384;6.388;49.97;4.000;204.3;13.26;
1-385;6.404;49.97;4.000;204.4;13.28;
1-386;6.421;49.97;4.000;204.4;13.30;
1-387;6.438;49.97;4.000;204.4;13.32;
1-388;6.454;49.97;4.000;204.4;13.34;
1-389;6.471;49.97;4.000;204.4;13.36;
1-390;6.488;49.97;4.000;204.4;13.38;
1-391;6.504;49.97;4.000;204.5;13.40;
1-392;6.521;49.97;4.000;204.5;13.42;
1-393;6.538;49.97;4.000;204.5;13.44;
1-394;6.554;49.97;4.100;204.5;13.47;
1-395;6.571;49.97;4.000;204.6;13.49;
1-396;6.588;49.97;4.000;204.6;13.51;
1-397;6.604;49.97;3.900;204.6;13.53;
1-398;6.621;49.97;4.000;204.6;13.55;
1-399;6.638;49.97;3.900;204.6;13.57;
1-400;6.654;49.97;3.900;204.6;13.59;
1-401;6.671;49.97;4.000;204.6;13.61;
1-402;6.688;49.97;3.900;204.7;13.63;
1-403;6.704;49.97;3.900;204.7;13.65;
1-404;6.721;49.97;4.000;204.8;13.67;
1-405;6.738;49.97;4.000;204.7;13.69;
1-406;6.754;49.97;4.000;204.8;13.71;
1-407;6.771;49.97;4.000;204.8;13.74;
1-408;6.788;49.97;4.000;204.8;13.76;
1-409;6.804;49.97;3.900;204.8;13.78;
1-410;6.821;49.97;4.000;204.8;13.80;
1-411;6.838;49.97;3.900;204.8;13.82;
1-412;6.854;49.97;4.000;204.8;13.84;
1-413;6.871;49.97;3.900;204.9;13.86;
1-414;6.888;49.97;4.000;204.9;13.88;
1-415;6.904;49.97;3.900;204.9;13.90;
1-416;6.921;49.97;4.000;204.9;13.92;
1-417;6.938;49.97;3.900;204.9;13.94;
1-418;6.954;49.97;3.900;205.0;13.96;
1-419;6.971;49.97;3.900;205.0;13.98;
1-420;6.988;49.97;3.900;205.0;14.00;
1-421;7.004;49.97;3.900;205.0;14.02;
1-422;7.021;49.97;3.900;205.0;14.04;
1-423;7.038;49.97;4.000;205.0;14.06;
1-424;7.054;49.97;3.900;205.1;14.09;
1-425;7.071;49.97;3.900;205.1;14.11;
1-426;7.088;49.97;4.000;205.1;14.13;
1-427;7.104;49.97;3.900;205.1;14.15;
1-428;7.121;49.97;3.900;205.1;14.17;
1-429;7.138;49.97;3.900;205.2;14.19;
1-430;7.154;49.97;4.000;205.2;14.21;
1-431;7.171;49.97;3.900;205.2;14.23;
1-432;7.188;49.97;3.900;205.2;14.25;
1-433;7.204;49.97;3.900;205.2;14.27;
1-434;7.221;49.97;3.900;205.2;14.29;
1-435;7.238;49.97;3.900;205.2;14.31;
1-436;7.254;49.97;3.900;205.3;14.33;
1-437;7.271;49.97;4.000;205.3;14.35;
1-438;7.288;49.97;3.900;205.3;14.37;
1-439;7.304;49.97;3.900;205.3;14.39;
1-440;7.321;49.97;3.900;205.3;14.41;
1-441;7.338;49.97;3.900;205.4;14.43;
1-442;7.354;49.97;3.900;205.4;14.45;
1-443;7.371;49.97;3.900;205.4;14.48;
1-444;7.388;49.97;3.900;205.4;14.50;
1-445;7.404;49.97;3.900;205.4;14.52;
1-446;7.421;49.97;3.900;205.4;14.54;
1-447;7.438;49.97;3.900;205.4;14.56;
1-448;7.454;49.97;4.000;205.5;14.58;
1-449;7.471;49.97;3.900;205.5;14.60;
1-450;7.488;49.97;4.000;205.5;14.62;
1-451;7.504;49.97;3.900;205.5;14.64;
1-452;7.521;49.97;4.000;205.6;14.66;
1-453;7.538;49.97;3.900;205.6;14.68;
1-454;7.554;49.97;3.900;205.6;14.70;
1-455;7.571;49.97;3.900;205.6;14.72;
1-456;7.588;49.97;3.900;205.6;14.74;
1-457;7.604;49.97;3.900;205.6;14.76;
1-458;7.621;49.97;3.900;205.6;14.78;
1-459;7.638;49.97;4.000;205.6;14.80;
1-460;7.654;49.97;3.900;205.7;14.82;
1-461;7.671;49.97;3.900;205.7;14.84;
1-462;7.688;49.97;3.900;205.7;14.86;
1-463;7.704;49.97;3.900;205.7;14.89;
1-464;7.721;49.97;3.900;205.7;14.91;
1-465;7.738;49.97;3.900;205.8;14.93;
1-466;7.754;49.97;3.900;205.8;14.95;
1-467;7.771;49.97;3.900;205.8;14.97;
1-468;7.788;49.97;3.900;205.8;14.99;
1-469;7.804;49.97;3.800;205.8;15.01;
1-470;7.821;49.97;3.900;205.8;15.03;
1-471;7.838;49.97;3.900;205.8;15.05;
1-472;7.854;49.97;3.900;205.8;15.07;
1-473;7.871;49.97;3.900;205.8;15.09;
1-474;7.888;49.97;3.900;205.8;15.11;
1-475;7.904;49.97;3.800;205.9;15.13;
1-476;7.921;49.97;3.800;205.9;15.15;
1-477;7.938;49.97;3.900;205.9;15.17;
1-478;7.954;49.97;3.900;205.9;15.19;
1-479;7.971;49.97;3.800;206.0;15.21;
1-480;7.988;49.97;3.900;206.0;15.23;
1-481;8.004;49.97;3.800;206.0;15.25;
1-482;8.021;49.97;3.900;206.0;15.27;
1-483;8.038;49.97;3.800;206.0;15.29;
1-484;8.054;49.97;3.900;206.0;15.31;
1-485;8.071;49.97;3.800;206.0;15.33;
1-486;8.088;49.97;3.900;206.0;15.35;
1-487;8.104;49.97;3.800;206.0;15.37;
1-488;8.121;49.97;3.800;206.0;15.39;
1-489;8.138;49.97;3.800;206.0;15.41;
1-490;8.154;49.97;3.900;206.0;15.43;
1-491;8.171;49.97;3.900;206.1;15.45;
1-492;8.188;49.97;3.800;206.1;15.47;
1-493;8.204;49.97;3.800;206.1;15.49;
1-494;8.221;49.97;3.800;206.1;15.51;
1-495;8.238;49.97;3.900;206.1;15.53;
1-496;8.254;49.97;3.800;206.1;15.55;
1-497;8.271;49.97;3.800;206.1;15.57;
1-498;8.288;49.97;3.900;206.2;15.59;
1-499;8.304;49.97;3.800;206.2;15.61;
1-500;8.321;49.97;3.900;206.2;15.63;
1-501;8.338;49.97;3.800;206.2;15.65;
1-502;8.354;49.97;3.900;206.2;15.67;
1-503;8.371;49.97;3.900;206.2;15.69;
1-504;8.388;49.97;3.900;206.2;15.71;
1-505;8.404;49.97;3.900;206.2;15.73;
1-506;8.421;49.97;3.900;206.3;15.75;
1-507;8.438;49.97;3.900;206.3;15.77;
1-508;8.455;49.97;3.900;206.3;15.80;
1-509;8.471;49.97;4.000;206.3;15.82;
1-510;8.488;49.97;3.900;206.3;15.84;
1-511;8.505;49.97;3.900;206.3;15.86;
1-512;8.521;49.97;3.900;206.3;15.88;
1-513;8.538;49.97;4.000;206.3;15.90;
1-514;8.555;49.97;3.900;206.4;15.92;
1-515;8.571;49.97;4.000;206.4;15.94;
1-516;8.588;49.97;4.000;206.4;15.96;
1-517;8.605;49.97;3.900;206.4;15.98;
1-518;8.621;49.97;3.900;206.4;16.00;
1-519;8.638;49.97;3.900;206.4;16.02;
1-520;8.655;49.97;4.000;206.4;16.04;
1-521;8.671;49.97;3.900;206.4;16.06;
1-522;8.688;49.97;3.900;206.4;16.08;
1-523;8.705;49.97;3.900;206.4;16.10;
1-524;8.721;49.97;3.900;206.5;16.12;
1-525;8.738;49.97;3.900;206.5;16.14;
1-526;8.755;49.97;3.900;206.5;16.17;
1-527;8.771;49.97;4.000;206.5;16.19;
1-528;8.788;49.97;3.900;206.5;16.21;
1-529;8.805;49.97;3.900;206.5;16.23;
1-530;8.821;49.97;3.900;206.5;16.25;
1-531;8.838;49.97;3.900;206.5;16.27;
1-532;8.855;49.97;3.900;206.5;16.29;
1-533;8.871;49.97;3.900;206.5;16.31;
1-534;8.888;49.97;3.900;206.6;16.33;
1-535;8.905;49.97;3.900;206.6;16.35;
1-536;8.921;49.97;3.900;206.6;16.37;
1-537;8.938;49.97;3.900;206.6;16.39;
1-538;8.955;49.97;4.000;206.6;16.41;
1-539;8.971;49.97;3.900;206.6;16.43;
1-540;8.988;49.97;3.900;206.6;16.45;
1-541;9.005;49.97;3.900;206.6;16.47;
1-542;9.021;49.97;3.900;206.6;16.49;
1-543;9.038;49.97;3.900;206.6;16.51;
1-544;9.055;49.97;3.900;206.7;16.53;
1-545;9.071;49.97;3.900;206.7;16.55;
1-546;9.088;49.97;3.900;206.7;16.57;
1-547;9.105;49.97;3.900;206.7;16.59;
1-548;9.121;49.97;3.900;206.7;16.62;
1-549;9.138;49.97;3.900;206.7;16.64;
1-550;9.155;49.97;3.900;206.7;16.66;
1-551;9.171;49.97;3.900;206.7;16.68;
