D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0008.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-48;0.784;49.97;7.500;174.5;2.793;
1-49;0.801;49.97;7.200;175.1;2.831;
1-50;0.817;49.97;7.200;175.4;2.869;
1-51;0.834;49.97;7.100;175.9;2.906;
1-52;0.851;49.97;7.000;176.4;2.943;
1-53;0.867;49.97;6.800;176.7;2.979;
1-54;0.884;49.97;6.700;177.2;3.014;
1-55;0.901;49.97;6.600;177.6;3.049;
1-56;0.917;49.97;6.500;177.9;3.084;
1-57;0.934;49.97;6.500;178.3;3.118;
1-58;0.951;49.97;6.400;178.8;3.151;
1-59;0.967;49.97;6.400;179.0;3.185;
1-60;0.984;49.97;6.300;179.4;3.218;
1-61;1.001;49.97;6.200;179.8;3.251;
1-62;1.017;49.97;6.200;180.0;3.283;
1-63;1.034;49.97;6.100;180.3;3.315;
1-64;1.051;49.97;6.100;180.6;3.347;
1-65;1.067;49.97;6.100;180.8;3.379;
1-66;1.084;49.97;6.000;181.1;3.411;
1-67;1.101;49.97;5.900;181.4;3.442;
1-68;1.117;49.97;5.900;181.6;3.473;
1-69;1.134;49.97;5.800;181.9;3.504;
1-70;1.151;49.97;5.900;182.2;3.534;
1-71;1.167;49.97;5.700;182.4;3.565;
1-72;1.184;49.97;5.700;182.6;3.594;
1-73;1.201;49.97;5.600;182.9;3.624;
1-74;1.217;49.97;5.600;183.1;3.653;
1-75;1.234;49.97;5.700;183.4;3.683;
1-76;1.251;49.97;5.600;183.6;3.712;
1-77;1.267;49.97;5.700;183.8;3.742;
1-78;1.284;49.97;5.600;184.0;3.771;
1-79;1.301;49.97;5.500;184.2;3.801;
1-80;1.317;49.97;5.400;184.3;3.829;
1-81;1.334;49.97;5.500;184.6;3.858;
1-82;1.351;49.97;5.400;184.8;3.886;
1-83;1.367;49.97;5.200;184.9;3.914;
1-84;1.384;49.97;5.300;185.2;3.941;
1-85;1.401;49.97;5.100;185.4;3.969;
1-86;1.417;49.97;5.100;185.5;3.995;
1-87;1.434;49.97;5.000;185.7;4.022;
1-88;1.451;49.97;5.200;185.9;4.048;
1-89;1.467;49.97;5.100;186.0;4.075;
1-90;1.484;49.97;5.100;186.2;4.102;
1-91;1.501;49.97;5.100;186.4;4.129;
1-92;1.517;49.97;5.100;186.5;4.155;
1-93;1.534;49.97;5.100;186.6;4.182;
1-94;1.551;49.97;5.100;186.7;4.209;
1-95;1.567;49.97;5.200;186.8;4.236;
1-96;1.584;49.97;5.000;187.0;4.262;
1-97;1.601;49.97;5.000;187.2;4.289;
1-98;1.617;49.97;4.900;187.2;4.314;
1-99;1.634;49.97;4.900;187.4;4.340;
1-100;1.651;49.97;4.900;187.6;4.366;
1-101;1.667;49.97;4.800;187.7;4.391;
1-102;1.684;49.97;4.900;187.9;4.416;
1-103;1.701;49.97;4.800;188.1;4.442;
1-104;1.717;49.97;4.700;188.2;4.467;
1-105;1.734;49.97;4.700;188.3;4.491;
1-106;1.751;49.97;4.800;188.5;4.516;
1-107;1.767;49.97;4.700;188.5;4.541;
1-108;1.784;49.97;4.700;188.6;4.566;
1-109;1.801;49.97;4.700;188.8;4.590;
1-110;1.817;49.97;4.600;188.9;4.615;
1-111;1.834;49.97;4.600;189.1;4.639;
1-112;1.851;49.97;4.600;189.2;4.663;
1-113;1.867;49.97;4.600;189.3;4.687;
1-114;1.884;49.97;4.600;189.4;4.711;
1-115;1.901;49.97;4.600;189.6;4.735;
1-116;1.917;49.97;4.600;189.7;4.759;
1-117;1.934;49.97;4.600;189.9;4.783;
1-118;1.951;49.97;4.600;190.0;4.807;
1-119;1.967;49.97;4.600;190.1;4.831;
1-120;1.984;49.97;4.600;190.3;4.855;
1-121;2.001;49.97;4.500;190.5;4.879;
1-122;2.017;49.97;4.500;190.5;4.903;
1-123;2.034;49.97;4.500;190.7;4.926;
1-124;2.051;49.97;4.500;190.9;4.950;
1-125;2.067;49.97;4.500;191.0;4.973;
1-126;2.084;49.97;4.500;191.1;4.997;
1-127;2.101;49.97;4.500;191.2;5.020;
1-128;2.117;49.97;4.400;191.3;5.044;
1-129;2.134;49.97;4.400;191.4;5.067;
1-130;2.151;49.97;4.400;191.6;5.090;
1-131;2.167;49.97;4.400;191.7;5.113;
1-132;2.184;49.97;4.400;191.8;5.136;
1-133;2.201;49.97;4.400;192.0;5.159;
1-134;2.217;49.97;4.400;192.0;5.182;
1-135;2.234;49.97;4.400;192.2;5.205;
1-136;2.251;49.97;4.300;192.3;5.228;
1-137;2.267;49.97;4.300;192.4;5.250;
1-138;2.284;49.97;4.400;192.5;5.273;
1-139;2.301;49.97;4.300;192.7;5.296;
1-140;2.317;49.97;4.300;192.8;5.318;
1-141;2.334;49.97;4.300;192.9;5.341;
1-142;2.351;49.97;4.300;193.0;5.363;
1-143;2.367;49.97;4.200;193.1;5.385;
1-144;2.384;49.97;4.200;193.2;5.407;
1-145;2.401;49.97;4.200;193.4;5.429;
1-146;2.417;49.97;4.100;193.4;5.451;
1-147;2.434;49.97;4.200;193.6;5.473;
1-148;2.451;49.97;4.100;193.7;5.495;
1-149;2.467;49.97;4.200;193.8;5.516;
1-150;2.484;49.97;4.100;193.9;5.538;
1-151;2.501;49.97;4.200;194.0;5.560;
1-152;2.517;49.97;4.100;194.0;5.581;
1-153;2.534;49.97;4.100;194.2;5.603;
1-154;2.551;49.97;4.100;194.3;5.624;
1-155;2.567;49.97;4.100;194.4;5.646;
1-156;2.584;49.97;4.100;194.6;5.667;
1-157;2.601;49.97;4.000;194.7;5.688;
1-158;2.617;49.97;4.000;194.7;5.709;
1-159;2.634;49.97;4.000;194.9;5.730;
1-160;2.651;49.97;4.000;195.0;5.751;
1-161;2.667;49.97;4.000;195.1;5.772;
1-162;2.684;49.97;4.000;195.2;5.793;
1-163;2.701;49.97;4.000;195.3;5.814;
1-164;2.717;49.97;3.900;195.4;5.835;
1-165;2.734;49.97;4.000;195.5;5.855;
1-166;2.751;49.97;4.000;195.5;5.876;
1-167;2.767;49.97;4.000;195.6;5.897;
1-168;2.784;49.97;3.900;195.7;5.918;
1-169;2.801;49.97;3.900;195.8;5.938;
1-170;2.817;49.97;3.900;195.8;5.959;
1-171;2.834;49.97;4.000;196.0;5.979;
1-172;2.851;49.97;3.900;196.1;6.000;
1-173;2.867;49.97;3.900;196.2;6.020;
1-174;2.884;49.97;3.900;196.2;6.041;
1-175;2.901;49.97;3.900;196.4;6.061;
1-176;2.917;49.97;3.900;196.4;6.082;
1-177;2.934;49.97;3.800;196.5;6.102;
1-178;2.951;49.97;3.800;196.6;6.122;
1-179;2.967;49.97;3.800;196.6;6.142;
1-180;2.984;49.97;3.800;196.8;6.162;
1-181;3.001;49.97;3.800;196.9;6.181;
1-182;3.017;49.97;3.700;196.9;6.201;
1-183;3.034;49.97;3.800;197.0;6.221;
1-184;3.051;49.97;3.800;197.1;6.241;
1-185;3.067;49.97;3.800;197.1;6.260;
1-186;3.084;49.97;3.800;197.2;6.280;
1-187;3.101;49.97;3.800;197.3;6.300;
1-188;3.117;49.97;3.800;197.3;6.320;
1-189;3.134;49.97;3.800;197.4;6.340;
1-190;3.151;49.97;3.800;197.5;6.360;
1-191;3.167;49.97;3.800;197.5;6.380;
1-192;3.184;49.97;3.800;197.6;6.400;
1-193;3.201;49.97;3.800;197.7;6.420;
1-194;3.217;49.97;3.800;197.7;6.439;
1-195;3.234;49.97;3.800;197.8;6.459;
1-196;3.251;49.97;3.800;197.8;6.479;
1-197;3.267;49.97;3.800;197.9;6.499;
1-198;3.284;49.97;3.700;198.0;6.519;
1-199;3.301;49.97;3.700;198.0;6.538;
1-200;3.317;49.97;3.700;198.1;6.557;
1-201;3.334;49.97;3.700;198.2;6.577;
1-202;3.351;49.97;3.700;198.2;6.596;
1-203;3.367;49.97;3.700;198.3;6.616;
1-204;3.384;49.97;3.700;198.4;6.635;
1-205;3.401;49.97;3.700;198.4;6.654;
1-206;3.417;49.97;3.700;198.5;6.674;
1-207;3.434;49.97;3.700;198.5;6.693;
1-208;3.451;49.97;3.700;198.6;6.712;
1-209;3.467;49.97;3.700;198.6;6.732;
1-210;3.484;49.97;3.700;198.7;6.751;
1-211;3.501;49.97;3.700;198.7;6.770;
1-212;3.517;49.97;3.700;198.8;6.790;
1-213;3.534;49.97;3.700;198.8;6.809;
1-214;3.551;49.97;3.700;198.9;6.829;
1-215;3.567;49.97;3.700;198.9;6.848;
1-216;3.584;49.97;3.700;199.0;6.867;
1-217;3.601;49.97;3.600;199.0;6.886;
1-218;3.617;49.97;3.600;199.1;6.905;
1-219;3.634;49.97;3.600;199.2;6.924;
1-220;3.651;49.97;3.600;199.2;6.943;
1-221;3.667;49.97;3.700;199.3;6.962;
1-222;3.684;49.97;3.700;199.3;6.981;
1-223;3.701;49.97;3.600;199.3;7.000;
1-224;3.717;49.97;3.600;199.4;7.019;
1-225;3.734;49.97;3.600;199.5;7.038;
1-226;3.751;49.97;3.600;199.5;7.057;
1-227;3.767;49.97;3.600;199.6;7.076;
1-228;3.784;49.97;3.600;199.6;7.095;
1-229;3.801;49.97;3.600;199.6;7.113;
1-230;3.817;49.97;3.600;199.7;7.132;
1-231;3.834;49.97;3.600;199.8;7.151;
1-232;3.851;49.97;3.600;199.8;7.170;
1-233;3.867;49.97;3.600;199.9;7.189;
1-234;3.884;49.97;3.600;199.9;7.208;
1-235;3.901;49.97;3.600;199.9;7.227;
1-236;3.917;49.97;3.600;200.0;7.245;
1-237;3.934;49.97;3.500;200.0;7.264;
1-238;3.951;49.97;3.600;200.0;7.283;
1-239;3.967;49.97;3.600;200.1;7.301;
1-240;3.984;49.97;3.600;200.2;7.320;
1-241;4.001;49.97;3.600;200.2;7.339;
1-242;4.017;49.97;3.500;200.3;7.358;
1-243;4.034;49.97;3.600;200.3;7.376;
1-244;4.051;49.97;3.600;200.4;7.395;
1-245;4.067;49.97;3.600;200.4;7.414;
1-246;4.084;49.97;3.500;200.4;7.432;
1-247;4.101;49.97;3.500;200.5;7.451;
1-248;4.117;49.97;3.500;200.5;7.469;
1-249;4.134;49.97;3.500;200.6;7.487;
1-250;4.151;49.97;3.600;200.6;7.506;
1-251;4.167;49.97;3.500;200.7;7.525;
1-252;4.184;49.97;3.500;200.7;7.543;
1-253;4.201;49.97;3.500;200.7;7.561;
1-254;4.217;49.97;3.500;200.8;7.580;
1-255;4.234;49.97;3.500;200.9;7.598;
1-256;4.251;49.97;3.500;200.9;7.616;
1-257;4.267;49.97;3.500;201.0;7.634;
1-258;4.284;49.97;3.600;201.0;7.653;
1-259;4.301;49.97;3.500;201.0;7.672;
1-260;4.317;49.97;3.500;201.1;7.690;
1-261;4.334;49.97;3.500;201.1;7.708;
1-262;4.351;49.97;3.500;201.2;7.727;
1-263;4.367;49.97;3.500;201.2;7.745;
1-264;4.384;49.97;3.500;201.3;7.763;
1-265;4.401;49.97;3.500;201.3;7.782;
1-266;4.417;49.97;3.500;201.3;7.800;
1-267;4.434;49.97;3.500;201.4;7.818;
1-268;4.451;49.97;3.500;201.4;7.836;
1-269;4.467;49.97;3.500;201.4;7.855;
1-270;4.484;49.97;3.500;201.5;7.873;
1-271;4.501;49.97;3.500;201.5;7.891;
1-272;4.517;49.97;3.500;201.6;7.910;
1-273;4.534;49.97;3.400;201.6;7.928;
1-274;4.551;49.97;3.400;201.6;7.946;
1-275;4.567;49.97;3.500;201.7;7.964;
1-276;4.584;49.97;3.500;201.7;7.982;
1-277;4.601;49.97;3.500;201.8;8.000;
1-278;4.617;49.97;3.500;201.8;8.019;
1-279;4.634;49.97;3.500;201.8;8.037;
1-280;4.651;49.97;3.500;201.9;8.055;
1-281;4.667;49.97;3.400;201.9;8.073;
1-282;4.684;49.97;3.400;202.0;8.091;
1-283;4.701;49.97;3.400;202.0;8.109;
1-284;4.717;49.97;3.400;202.0;8.127;
1-285;4.734;49.97;3.400;202.1;8.144;
1-286;4.751;49.97;3.400;202.1;8.162;
1-287;4.767;49.97;3.400;202.2;8.180;
1-288;4.784;49.97;3.500;202.2;8.198;
1-289;4.801;49.97;3.400;202.2;8.216;
1-290;4.817;49.97;3.400;202.2;8.234;
1-291;4.834;49.97;3.400;202.3;8.252;
1-292;4.851;49.97;3.400;202.3;8.270;
1-293;4.867;49.97;3.500;202.4;8.288;
1-294;4.884;49.97;3.400;202.4;8.306;
1-295;4.901;49.97;3.400;202.4;8.323;
1-296;4.917;49.97;3.400;202.5;8.341;
1-297;4.934;49.97;3.400;202.5;8.359;
1-298;4.951;49.97;3.400;202.5;8.377;
1-299;4.967;49.97;3.400;202.6;8.395;
1-300;4.984;49.97;3.500;202.6;8.413;
1-301;5.001;49.97;3.400;202.6;8.431;
1-302;5.017;49.97;3.400;202.7;8.448;
1-303;5.034;49.97;3.400;202.7;8.466;
1-304;5.051;49.97;3.400;202.7;8.484;
1-305;5.067;49.97;3.400;202.8;8.502;
1-306;5.084;49.97;3.400;202.8;8.520;
1-307;5.101;49.97;3.400;202.8;8.537;
1-308;5.117;49.97;3.400;202.8;8.555;
1-309;5.134;49.97;3.300;202.9;8.573;
1-310;5.151;49.97;3.300;202.9;8.590;
1-311;5.167;49.97;3.300;202.9;8.607;
1-312;5.184;49.97;3.200;203.0;8.624;
1-313;5.201;49.97;3.200;203.0;8.641;
1-314;5.217;49.97;3.300;203.0;8.658;
1-315;5.234;49.97;3.200;203.0;8.675;
1-316;5.251;49.97;3.200;203.0;8.692;
1-317;5.267;49.97;3.200;203.1;8.709;
1-318;5.284;49.97;3.200;203.1;8.725;
1-319;5.301;49.97;3.200;203.1;8.742;
1-320;5.317;49.97;3.200;203.1;8.759;
1-321;5.334;49.97;3.200;203.1;8.776;
1-322;5.351;49.97;3.200;203.1;8.792;
1-323;5.367;49.97;3.200;203.2;8.809;
1-324;5.384;49.97;3.200;203.2;8.826;
1-325;5.401;49.97;3.200;203.2;8.843;
1-326;5.417;49.97;3.200;203.2;8.859;
1-327;5.434;49.97;3.200;203.2;8.876;
1-328;5.451;49.97;3.100;203.2;8.893;
1-329;5.467;49.97;3.200;203.3;8.909;
1-330;5.484;49.97;3.100;203.3;8.925;
1-331;5.501;49.97;3.100;203.3;8.942;
1-332;5.517;49.97;3.200;203.3;8.958;
1-333;5.534;49.97;3.100;203.3;8.975;
1-334;5.551;49.97;3.100;203.3;8.991;
1-335;5.567;49.97;3.100;203.4;9.007;
1-336;5.584;49.97;3.200;203.4;9.024;
1-337;5.601;49.97;3.100;203.4;9.040;
1-338;5.617;49.97;3.100;203.4;9.056;
1-339;5.634;49.97;3.100;203.4;9.073;
1-340;5.651;49.97;3.100;203.4;9.089;
1-341;5.667;49.97;3.100;203.5;9.105;
1-342;5.684;49.97;3.100;203.5;9.121;
1-343;5.701;49.97;3.100;203.5;9.137;
1-344;5.717;49.97;3.100;203.6;9.154;
1-345;5.734;49.97;3.100;203.6;9.170;
1-346;5.751;49.97;3.100;203.6;9.186;
1-347;5.767;49.97;3.100;203.6;9.202;
1-348;5.784;49.97;3.100;203.6;9.219;
1-349;5.801;49.97;3.100;203.6;9.235;
1-350;5.817;49.97;3.100;203.6;9.251;
1-351;5.834;49.97;3.100;203.7;9.267;
1-352;5.851;49.97;3.100;203.7;9.283;
1-353;5.867;49.97;3.100;203.7;9.300;
1-354;5.884;49.97;3.100;203.7;9.316;
1-355;5.901;49.97;3.100;203.8;9.332;
1-356;5.917;49.97;3.100;203.8;9.348;
1-357;5.934;49.97;3.100;203.8;9.365;
1-358;5.951;49.97;3.100;203.8;9.381;
1-359;5.967;49.97;3.100;203.8;9.397;
1-360;5.984;49.97;3.100;203.8;9.413;
1-361;6.001;49.97;3.100;203.8;9.429;
1-362;6.017;49.97;3.100;203.9;9.446;
1-363;6.034;49.97;3.100;203.9;9.462;
1-364;6.051;49.97;3.100;203.9;9.478;
1-365;6.067;49.97;3.100;203.9;9.494;
1-366;6.084;49.97;3.100;204.0;9.511;
1-367;6.101;49.97;3.100;204.0;9.527;
1-368;6.117;49.97;3.100;204.0;9.543;
1-369;6.134;49.97;3.100;204.0;9.559;
1-370;6.151;49.97;3.100;204.0;9.575;
1-371;6.167;49.97;3.100;204.0;9.592;
1-372;6.184;49.97;3.100;204.0;9.608;
1-373;6.201;49.97;3.100;204.1;9.624;
1-374;6.217;49.97;3.100;204.1;9.640;
1-375;6.234;49.97;3.100;204.1;9.657;
1-376;6.251;49.97;3.000;204.1;9.673;
1-377;6.267;49.97;3.100;204.1;9.689;
1-378;6.284;49.97;3.100;204.2;9.705;
1-379;6.301;49.97;3.100;204.2;9.721;
1-380;6.317;49.97;3.100;204.2;9.737;
1-381;6.334;49.97;3.100;204.2;9.753;
1-382;6.351;49.97;3.000;204.2;9.769;
1-383;6.367;49.97;3.100;204.2;9.785;
1-384;6.384;49.97;3.100;204.3;9.802;
1-385;6.401;49.97;3.100;204.3;9.818;
1-386;6.417;49.97;3.100;204.3;9.834;
1-387;6.434;49.97;3.100;204.3;9.850;
1-388;6.451;49.97;3.000;204.3;9.866;
1-389;6.467;49.97;3.000;204.3;9.882;
1-390;6.484;49.97;3.100;204.4;9.898;
1-391;6.501;49.97;3.000;204.4;9.914;
1-392;6.517;49.97;3.100;204.4;9.930;
1-393;6.534;49.97;3.100;204.4;9.946;
1-394;6.551;49.97;3.100;204.5;9.962;
1-395;6.567;49.97;3.100;204.5;9.978;
1-396;6.584;49.97;3.000;204.5;9.994;
1-397;6.601;49.97;3.100;204.5;10.01;
1-398;6.617;49.97;3.000;204.5;10.03;
1-399;6.634;49.97;3.000;204.5;10.04;
1-400;6.651;49.97;3.000;204.5;10.06;
1-401;6.667;49.97;3.000;204.5;10.07;
1-402;6.684;49.97;3.000;204.6;10.09;
1-403;6.701;49.97;3.000;204.6;10.10;
1-404;6.717;49.97;3.000;204.6;10.12;
1-405;6.734;49.97;3.000;204.6;10.14;
1-406;6.751;49.97;3.000;204.6;10.15;
1-407;6.767;49.97;3.000;204.6;10.17;
1-408;6.784;49.97;3.000;204.6;10.18;
1-409;6.801;49.97;3.000;204.7;10.20;
1-410;6.817;49.97;3.000;204.7;10.21;
1-411;6.834;49.97;3.100;204.7;10.23;
1-412;6.851;49.97;3.000;204.7;10.25;
1-413;6.867;49.97;3.000;204.8;10.26;
1-414;6.884;49.97;3.000;204.7;10.28;
1-415;6.901;49.97;3.000;204.8;10.29;
1-416;6.917;49.97;3.000;204.8;10.31;
1-417;6.934;49.97;3.000;204.8;10.33;
1-418;6.951;49.97;3.000;204.8;10.34;
1-419;6.967;49.97;3.000;204.8;10.36;
1-420;6.984;49.97;3.000;204.8;10.37;
1-421;7.001;49.97;3.000;204.9;10.39;
1-422;7.017;49.97;3.000;204.9;10.40;
1-423;7.034;49.97;3.000;204.9;10.42;
1-424;7.051;49.97;3.000;204.9;10.44;
1-425;7.067;49.97;3.000;204.9;10.45;
1-426;7.084;49.97;3.000;204.9;10.47;
1-427;7.101;49.97;3.000;205.0;10.48;
1-428;7.117;49.97;3.000;205.0;10.50;
1-429;7.134;49.97;3.000;205.0;10.51;
1-430;7.151;49.97;3.000;205.0;10.53;
1-431;7.167;49.97;3.000;205.0;10.54;
1-432;7.184;49.97;3.000;205.0;10.56;
1-433;7.201;49.97;3.000;205.0;10.58;
1-434;7.217;49.97;3.000;205.0;10.59;
1-435;7.234;49.97;3.000;205.0;10.61;
1-436;7.251;49.97;3.000;205.0;10.62;
1-437;7.267;49.97;3.000;205.0;10.64;
1-438;7.284;49.97;3.000;205.1;10.65;
1-439;7.301;49.97;3.000;205.1;10.67;
1-440;7.317;49.97;3.000;205.1;10.69;
1-441;7.334;49.97;3.000;205.1;10.70;
1-442;7.351;49.97;3.000;205.1;10.72;
1-443;7.367;49.97;3.000;205.1;10.73;
1-444;7.384;49.97;3.000;205.2;10.75;
1-445;7.401;49.97;3.000;205.2;10.76;
1-446;7.417;49.97;3.000;205.2;10.78;
1-447;7.434;49.97;3.000;205.2;10.80;
1-448;7.451;49.97;3.000;205.2;10.81;
1-449;7.467;49.97;3.000;205.2;10.83;
1-450;7.484;49.97;3.000;205.2;10.84;
1-451;7.501;49.97;3.000;205.2;10.86;
1-452;7.517;49.97;3.000;205.2;10.87;
1-453;7.534;49.97;3.000;205.3;10.89;
1-454;7.551;49.97;3.000;205.3;10.91;
1-455;7.567;49.97;3.000;205.3;10.92;
1-456;7.584;49.97;3.000;205.3;10.94;
1-457;7.601;49.97;3.000;205.3;10.95;
1-458;7.617;49.97;3.000;205.3;10.97;
1-459;7.634;49.97;2.900;205.3;10.98;
1-460;7.651;49.97;3.000;205.4;11.00;
1-461;7.667;49.97;3.000;205.4;11.02;
1-462;7.684;49.97;3.000;205.4;11.03;
1-463;7.701;49.97;3.000;205.4;11.05;
1-464;7.717;49.97;2.900;205.4;11.06;
1-465;7.734;49.97;3.000;205.4;11.08;
1-466;7.751;49.97;2.900;205.4;11.09;
1-467;7.767;49.97;3.000;205.4;11.11;
1-468;7.784;49.97;3.000;205.4;11.12;
1-469;7.801;49.97;3.000;205.4;11.14;
1-470;7.817;49.97;2.900;205.4;11.16;
1-471;7.834;49.97;2.900;205.5;11.17;
1-472;7.851;49.97;3.000;205.5;11.19;
1-473;7.867;49.97;2.900;205.5;11.20;
1-474;7.884;49.97;3.000;205.5;11.22;
1-475;7.901;49.97;3.000;205.5;11.23;
1-476;7.917;49.97;3.000;205.5;11.25;
1-477;7.934;49.97;2.900;205.6;11.26;
1-478;7.951;49.97;2.900;205.6;11.28;
1-479;7.967;49.97;3.000;205.6;11.29;
1-480;7.984;49.97;2.900;205.6;11.31;
1-481;8.001;49.97;3.000;205.6;11.33;
1-482;8.017;49.97;2.900;205.6;11.34;
1-483;8.034;49.97;2.900;205.6;11.36;
1-484;8.051;49.97;2.900;205.6;11.37;
1-485;8.067;49.97;2.900;205.6;11.39;
1-486;8.084;49.97;2.900;205.6;11.40;
1-487;8.101;49.97;3.000;205.7;11.42;
1-488;8.117;49.97;2.900;205.7;11.43;
1-489;8.134;49.97;2.900;205.6;11.45;
1-490;8.151;49.97;2.900;205.7;11.46;
1-491;8.167;49.97;2.900;205.7;11.48;
1-492;8.184;49.97;2.900;205.7;11.49;
1-493;8.201;49.97;2.900;205.7;11.51;
1-494;8.217;49.97;2.900;205.7;11.52;
1-495;8.234;49.97;2.900;205.8;11.54;
1-496;8.251;49.97;2.900;205.8;11.55;
1-497;8.267;49.97;2.900;205.8;11.57;
1-498;8.284;49.97;2.900;205.8;11.58;
1-499;8.301;49.97;2.900;205.8;11.60;
1-500;8.317;49.97;2.900;205.8;11.61;
1-501;8.334;49.97;3.000;205.8;11.63;
1-502;8.351;49.97;2.900;205.8;11.65;
1-503;8.367;49.97;2.900;205.8;11.66;
1-504;8.384;49.97;2.900;205.8;11.68;
1-505;8.401;49.97;2.900;205.8;11.69;
1-506;8.417;49.97;2.900;205.8;11.71;
1-507;8.434;49.97;2.900;205.8;11.72;
1-508;8.451;49.97;2.900;205.9;11.74;
1-509;8.467;49.97;2.900;205.8;11.75;
1-510;8.484;49.97;2.900;205.8;11.77;
1-511;8.501;49.97;2.900;205.9;11.78;
1-512;8.517;49.97;2.900;205.9;11.80;
1-513;8.534;49.97;2.900;205.9;11.81;
1-514;8.551;49.97;2.900;205.9;11.83;
1-515;8.567;49.97;2.900;205.9;11.84;
1-516;8.584;49.97;2.900;205.9;11.86;
1-517;8.601;49.97;2.900;206.0;11.87;
1-518;8.617;49.97;2.900;205.9;11.89;
1-519;8.634;49.97;2.900;206.0;11.90;
1-520;8.651;49.97;2.900;206.0;11.92;
1-521;8.667;49.97;2.900;206.0;11.93;
1-522;8.684;49.97;2.900;206.0;11.95;
1-523;8.701;49.97;2.900;206.0;11.96;
1-524;8.717;49.97;2.900;206.0;11.98;
1-525;8.734;49.97;2.900;206.0;11.99;
1-526;8.751;49.97;2.900;206.0;12.01;
1-527;8.767;49.97;2.900;206.0;12.02;
1-528;8.784;49.97;3.000;206.0;12.04;
1-529;8.801;49.97;2.900;206.0;12.06;
1-530;8.817;49.97;2.900;206.0;12.07;
1-531;8.834;49.97;2.900;206.0;12.09;
1-532;8.851;49.97;3.000;206.0;12.10;
1-533;8.867;49.97;2.900;206.0;12.12;
1-534;8.884;49.97;2.900;206.1;12.13;
1-535;8.901;49.97;3.000;206.1;12.15;
1-536;8.917;49.97;2.900;206.1;12.16;
1-537;8.934;49.97;2.900;206.1;12.18;
1-538;8.951;49.97;2.900;206.1;12.19;
1-539;8.967;49.97;2.900;206.1;12.21;
1-540;8.984;49.97;2.900;206.1;12.22;
1-541;9.001;49.97;2.900;206.1;12.24;
1-542;9.017;49.97;2.900;206.1;12.25;
1-543;9.034;49.97;2.900;206.1;12.27;
1-544;9.051;49.97;2.900;206.1;12.28;
1-545;9.067;49.97;2.900;206.1;12.30;
1-546;9.084;49.97;2.900;206.1;12.31;
1-547;9.101;49.97;2.900;206.2;12.33;
1-548;9.117;49.97;3.000;206.1;12.35;
1-549;9.134;49.97;2.900;206.1;12.36;
1-550;9.151;49.97;2.900;206.1;12.38;
1-551;9.167;49.97;2.900;206.2;12.39;
