D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0006.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.196;49.97;4.600;207.1;17.74;
1-553;9.213;49.97;4.600;207.1;17.77;
1-554;9.230;49.97;4.600;207.1;17.79;
1-555;9.246;49.97;4.600;207.1;17.81;
1-556;9.263;49.97;4.500;207.1;17.84;
1-557;9.280;49.97;4.500;207.1;17.86;
1-558;9.296;49.97;4.600;207.1;17.89;
1-559;9.313;49.97;4.600;207.1;17.91;
1-560;9.330;49.97;4.600;207.2;17.93;
1-561;9.346;49.97;4.600;207.1;17.96;
1-562;9.363;49.97;4.600;207.2;17.98;
1-563;9.380;49.97;4.600;207.2;18.01;
1-564;9.396;49.97;4.600;207.2;18.03;
1-565;9.413;49.97;4.700;207.2;18.05;
1-566;9.430;49.97;4.600;207.2;18.08;
1-567;9.446;49.97;4.700;207.2;18.10;
1-568;9.463;49.97;4.700;207.2;18.13;
1-569;9.480;49.97;4.700;207.2;18.15;
1-570;9.496;49.97;4.700;207.2;18.18;
1-571;9.513;49.97;4.700;207.2;18.20;
1-572;9.530;49.97;4.700;207.2;18.23;
1-573;9.546;49.97;4.700;207.3;18.25;
1-574;9.563;49.97;4.700;207.2;18.28;
1-575;9.580;49.97;4.700;207.3;18.30;
1-576;9.596;49.97;4.800;207.3;18.33;
1-577;9.613;49.97;4.800;207.3;18.35;
1-578;9.630;49.97;4.800;207.3;18.38;
1-579;9.646;49.97;4.800;207.3;18.40;
1-580;9.663;49.97;4.800;207.3;18.43;
1-581;9.680;49.97;4.800;207.4;18.45;
1-582;9.696;49.97;4.800;207.4;18.48;
1-583;9.713;49.97;4.900;207.4;18.50;
1-584;9.730;49.97;4.900;207.4;18.53;
1-585;9.746;49.97;4.900;207.4;18.55;
1-586;9.763;49.97;4.900;207.4;18.58;
1-587;9.780;49.97;4.900;207.4;18.60;
1-588;9.796;49.97;4.900;207.4;18.63;
1-589;9.813;49.97;4.900;207.4;18.66;
1-590;9.830;49.97;5.000;207.5;18.68;
1-591;9.846;49.97;4.900;207.5;18.71;
1-592;9.863;49.97;4.900;207.5;18.73;
1-593;9.880;49.97;4.900;207.5;18.76;
1-594;9.896;49.97;5.000;207.5;18.78;
1-595;9.913;49.97;5.000;207.5;18.81;
1-596;9.930;49.97;5.000;207.5;18.84;
1-597;9.946;49.97;5.100;207.5;18.86;
1-598;9.963;49.97;5.100;207.5;18.89;
1-599;9.980;49.97;5.100;207.5;18.92;
1-600;9.996;49.97;5.100;207.5;18.94;
1-601;10.01;49.97;5.200;207.6;18.97;
1-602;10.03;49.97;5.100;207.6;19.00;
1-603;10.05;49.97;5.200;207.6;19.02;
1-604;10.06;49.97;5.200;207.6;19.05;
1-605;10.08;49.97;5.200;207.6;19.08;
1-606;10.10;49.97;5.200;207.6;19.11;
1-607;10.11;49.97;5.200;207.6;19.13;
1-608;10.13;49.97;5.300;207.6;19.16;
1-609;10.15;49.97;5.300;207.6;19.19;
1-610;10.16;49.97;5.200;207.6;19.22;
1-611;10.18;49.97;5.300;207.7;19.24;
1-612;10.20;49.97;5.400;207.7;19.27;
1-613;10.21;49.97;5.400;207.7;19.30;
1-614;10.23;49.97;5.400;207.8;19.33;
1-615;10.25;49.97;5.500;207.7;19.36;
1-616;10.26;49.97;5.500;207.8;19.38;
1-617;10.28;49.97;5.500;207.8;19.41;
1-618;10.30;49.97;5.500;207.8;19.44;
1-619;10.31;49.97;5.600;207.8;19.47;
1-620;10.33;49.97;5.600;207.8;19.50;
1-621;10.35;49.97;5.600;207.8;19.53;
1-622;10.36;49.97;5.600;207.8;19.56;
1-623;10.38;49.97;5.600;207.8;19.59;
1-624;10.40;49.97;5.600;207.8;19.62;
1-625;10.41;49.97;5.600;207.8;19.65;
1-626;10.43;49.97;5.700;207.9;19.68;
1-627;10.45;49.97;5.600;207.9;19.71;
1-628;10.46;49.97;5.600;207.9;19.74;
1-629;10.48;49.97;5.600;207.9;19.76;
1-630;10.50;49.97;5.700;207.9;19.79;
1-631;10.51;49.97;5.700;207.9;19.82;
1-632;10.53;49.97;5.700;208.0;19.85;
1-633;10.55;49.97;5.800;208.0;19.88;
1-634;10.56;49.97;5.800;208.0;19.91;
1-635;10.58;49.97;5.700;208.0;19.94;
1-636;10.60;49.97;5.800;208.0;19.97;
1-637;10.61;49.97;5.900;208.1;20.01;
1-638;10.63;49.97;5.900;208.0;20.04;
1-639;10.65;49.97;5.900;208.0;20.07;
1-640;10.66;49.97;5.900;208.1;20.10;
1-641;10.68;49.97;5.900;208.1;20.13;
1-642;10.70;49.97;6.000;208.1;20.16;
1-643;10.71;49.97;6.000;208.1;20.19;
1-644;10.73;49.97;6.100;208.1;20.22;
1-645;10.75;49.97;6.100;208.1;20.25;
1-646;10.76;49.97;6.200;208.2;20.29;
1-647;10.78;49.97;6.100;208.2;20.32;
1-648;10.80;49.97;6.200;208.2;20.35;
1-649;10.81;49.97;6.200;208.2;20.38;
1-650;10.83;49.97;6.300;208.2;20.42;
1-651;10.85;49.97;6.200;208.2;20.45;
1-652;10.86;49.97;6.300;208.2;20.48;
1-653;10.88;49.97;6.300;208.3;20.51;
1-654;10.90;49.97;6.400;208.3;20.55;
1-655;10.91;49.97;6.400;208.3;20.58;
1-656;10.93;49.97;6.400;208.3;20.62;
1-657;10.95;49.97;6.400;208.3;20.65;
1-658;10.96;49.97;6.500;208.3;20.68;
1-659;10.98;49.97;6.400;208.4;20.72;
1-660;11.00;49.97;6.600;208.4;20.75;
1-661;11.01;49.97;6.500;208.4;20.78;
1-662;11.03;49.97;6.600;208.4;20.82;
1-663;11.05;49.97;6.600;208.4;20.85;
1-664;11.06;49.97;6.700;208.5;20.89;
1-665;11.08;49.97;6.600;208.5;20.92;
1-666;11.10;49.97;6.700;208.5;20.96;
1-667;11.11;49.97;6.700;208.5;20.99;
1-668;11.13;49.97;6.800;208.5;21.03;
1-669;11.15;49.97;6.800;208.5;21.06;
1-670;11.16;49.97;6.900;208.5;21.10;
1-671;11.18;49.97;6.800;208.6;21.14;
1-672;11.20;49.97;6.900;208.6;21.17;
1-673;11.21;49.97;7.000;208.6;21.21;
1-674;11.23;49.97;7.000;208.6;21.24;
1-675;11.25;49.97;6.900;208.6;21.28;
1-676;11.26;49.97;7.100;208.6;21.32;
1-677;11.28;49.97;7.000;208.7;21.35;
1-678;11.30;49.97;7.100;208.6;21.39;
1-679;11.31;49.97;7.100;208.7;21.43;
1-680;11.33;49.97;7.300;208.7;21.47;
1-681;11.35;49.97;7.200;208.7;21.50;
1-682;11.36;49.97;7.300;208.8;21.54;
1-683;11.38;49.97;7.200;208.8;21.58;
1-684;11.40;49.97;7.300;208.8;21.62;
1-685;11.41;49.97;7.400;208.8;21.66;
1-686;11.43;49.97;7.400;208.8;21.69;
1-687;11.45;49.97;7.500;208.8;21.73;
1-688;11.46;49.97;7.500;208.8;21.77;
1-689;11.48;49.97;7.500;208.9;21.81;
1-690;11.50;49.97;7.600;208.9;21.85;
1-691;11.51;49.97;7.800;208.9;21.89;
1-692;11.53;49.97;7.800;209.0;21.93;
1-693;11.55;49.97;7.700;209.0;21.97;
1-694;11.56;49.97;7.900;209.0;22.01;
1-695;11.58;49.97;7.800;209.0;22.06;
1-696;11.60;49.97;7.900;209.1;22.10;
1-697;11.61;49.97;7.900;209.1;22.14;
1-698;11.63;49.97;8.200;209.2;22.18;
1-699;11.65;49.97;8.200;209.2;22.22;
1-700;11.66;49.97;8.300;209.2;22.27;
1-701;11.68;49.97;8.200;209.2;22.31;
1-702;11.70;49.97;8.200;209.2;22.35;
1-703;11.71;49.97;8.500;209.3;22.40;
1-704;11.73;49.97;8.500;209.3;22.44;
1-705;11.75;49.97;8.500;209.3;22.48;
1-706;11.76;49.97;8.600;209.3;22.53;
1-707;11.78;49.97;8.600;209.4;22.57;
1-708;11.80;49.97;8.600;209.4;22.62;
1-709;11.81;49.97;8.800;209.4;22.67;
1-710;11.83;49.97;9.000;209.5;22.71;
1-711;11.85;49.97;8.800;209.5;22.76;
1-712;11.86;49.97;9.100;209.5;22.81;
1-713;11.88;49.97;9.000;209.6;22.85;
1-714;11.90;49.97;9.100;209.6;22.90;
1-715;11.91;49.97;9.200;209.6;22.95;
1-716;11.93;49.97;9.200;209.7;23.00;
1-717;11.95;49.97;9.300;209.7;23.04;
1-718;11.96;49.97;9.400;209.7;23.09;
1-719;11.98;49.97;9.400;209.8;23.14;
1-720;12.00;49.97;9.500;209.8;23.19;
1-721;12.01;49.97;9.700;209.8;23.24;
1-722;12.03;49.97;9.700;209.9;23.29;
1-723;12.05;49.97;9.900;209.9;23.34;
1-724;12.06;49.97;9.800;209.9;23.40;
1-725;12.08;49.97;9.900;209.9;23.45;
1-726;12.10;49.97;10.00;210.0;23.50;
1-727;12.11;49.97;10.30;210.0;23.55;
1-728;12.13;49.97;10.40;210.1;23.61;
1-729;12.15;49.97;10.20;210.1;23.66;
1-730;12.16;49.97;10.60;210.1;23.71;
1-731;12.18;49.97;10.40;210.2;23.77;
1-732;12.20;49.97;10.20;210.3;23.82;
1-733;12.21;49.97;10.50;210.3;23.88;
1-734;12.23;49.97;10.70;210.4;23.93;
1-735;12.25;49.97;10.50;210.5;23.99;
1-736;12.26;49.97;10.70;210.5;24.04;
1-737;12.28;49.97;10.80;210.5;24.10;
1-738;12.30;49.97;10.90;210.6;24.16;
1-739;12.31;49.97;11.00;210.6;24.21;
1-740;12.33;49.97;11.00;210.7;24.27;
1-741;12.35;49.97;11.40;210.8;24.33;
1-742;12.36;49.97;11.00;210.8;24.39;
1-743;12.38;49.97;11.60;210.9;24.45;
1-744;12.40;49.97;11.30;210.9;24.51;
1-745;12.41;49.97;12.00;211.0;24.57;
1-746;12.43;49.97;11.60;211.1;24.63;
1-747;12.45;49.97;11.90;211.2;24.69;
1-748;12.46;49.97;12.00;211.2;24.76;
1-749;12.48;49.97;12.00;211.2;24.82;
1-750;12.50;49.97;12.10;211.2;24.88;
1-751;12.51;49.97;12.30;211.4;24.94;
1-752;12.53;49.97;12.70;211.4;25.01;
1-753;12.55;49.97;12.50;211.4;25.08;
1-754;12.56;49.97;12.60;211.5;25.14;
1-755;12.58;49.97;12.80;211.6;25.21;
1-756;12.60;49.97;12.80;211.6;25.28;
1-757;12.61;49.97;12.90;211.7;25.34;
1-758;12.63;49.97;13.20;211.8;25.41;
1-759;12.65;49.97;13.30;211.8;25.48;
1-760;12.66;49.97;13.00;211.9;25.55;
1-761;12.68;49.97;13.40;211.9;25.62;
1-762;12.70;49.97;13.40;212.0;25.69;
1-763;12.71;49.97;13.80;212.1;25.76;
1-764;12.73;49.97;13.80;212.1;25.83;
1-765;12.75;49.97;13.80;212.2;25.90;
1-766;12.76;49.97;13.90;212.4;25.98;
1-767;12.78;49.97;13.90;212.4;26.05;
1-768;12.80;49.97;14.40;212.5;26.12;
1-769;12.81;49.97;14.20;212.6;26.20;
1-770;12.83;49.97;14.60;212.6;26.27;
1-771;12.85;49.97;14.60;212.8;26.35;
1-772;12.86;49.97;14.70;212.8;26.43;
1-773;12.88;49.97;14.90;212.9;26.50;
1-774;12.90;49.97;14.60;213.0;26.58;
1-775;12.91;49.97;14.90;213.0;26.66;
1-776;12.93;49.97;15.10;213.1;26.74;
1-777;12.95;49.97;14.80;213.2;26.82;
1-778;12.96;49.97;14.70;213.3;26.89;
1-779;12.98;49.97;15.30;213.4;26.97;
1-780;13.00;49.97;15.00;213.5;27.05;
1-781;13.01;49.97;15.40;213.6;27.13;
1-782;13.03;49.97;15.60;213.6;27.21;
1-783;13.05;49.97;15.70;213.7;27.29;
1-784;13.06;49.97;15.40;213.7;27.37;
1-785;13.08;49.97;15.90;213.8;27.46;
1-786;13.10;49.97;15.70;213.9;27.54;
1-787;13.11;49.97;15.80;214.0;27.62;
1-788;13.13;49.97;16.30;214.0;27.70;
1-789;13.15;49.97;16.10;214.1;27.79;
1-790;13.16;49.97;16.00;214.2;27.87;
1-791;13.18;49.97;16.30;214.2;27.96;
1-792;13.20;49.97;15.80;214.3;28.04;
1-793;13.21;49.97;16.30;214.3;28.13;
1-794;13.23;49.97;16.30;214.4;28.21;
1-795;13.25;49.97;16.40;214.4;28.30;
1-796;13.26;49.97;15.50;214.5;28.38;
1-797;13.28;49.97;16.60;214.5;28.46;
1-798;13.30;49.97;16.30;214.6;28.55;
1-799;13.31;49.97;16.30;214.6;28.64;
1-800;13.33;49.97;16.40;214.6;28.72;
1-801;13.35;49.97;16.20;214.7;28.81;
1-802;13.36;49.97;16.40;214.8;28.89;
1-803;13.38;49.97;16.60;214.8;28.98;
1-804;13.40;49.97;16.70;214.8;29.07;
1-805;13.41;49.97;16.60;214.9;29.15;
1-806;13.43;49.97;15.90;214.9;29.24;
1-807;13.45;49.97;17.00;215.0;29.32;
1-808;13.46;49.97;16.30;215.0;29.41;
1-809;13.48;49.97;16.80;215.0;29.50;
1-810;13.50;49.97;16.30;215.1;29.58;
1-811;13.51;49.97;16.10;215.2;29.67;
1-812;13.53;49.97;16.80;215.2;29.76;
1-813;13.55;49.97;17.10;215.2;29.84;
1-814;13.56;49.97;16.10;215.3;29.93;
1-815;13.58;49.97;16.80;215.3;30.02;
1-816;13.60;49.97;16.30;215.4;30.10;
1-817;13.61;49.97;16.20;215.5;30.19;
1-818;13.63;49.97;16.30;215.5;30.27;
1-819;13.65;49.97;16.50;215.5;30.36;
1-820;13.66;49.97;17.10;215.6;30.45;
1-821;13.68;49.97;16.60;215.6;30.54;
1-822;13.70;49.97;16.00;215.7;30.62;
1-823;13.71;49.97;16.70;215.7;30.71;
1-824;13.73;49.97;16.90;215.8;30.79;
1-825;13.75;49.97;16.90;215.8;30.88;
1-826;13.76;49.97;16.30;215.8;30.97;
1-827;13.78;49.97;16.10;215.9;31.05;
1-828;13.80;49.97;16.00;215.9;31.14;
1-829;13.81;49.97;16.10;216.0;31.22;
1-830;13.83;49.97;16.60;216.0;31.31;
1-831;13.85;49.97;16.60;216.0;31.39;
1-832;13.86;49.97;16.30;216.0;31.48;
1-833;13.88;49.97;15.80;216.1;31.56;
1-834;13.90;49.97;16.30;216.1;31.65;
1-835;13.91;49.97;16.50;216.2;31.73;
1-836;13.93;49.97;16.30;216.2;31.82;
1-837;13.95;49.97;16.10;216.2;31.91;
1-838;13.96;49.97;16.20;216.3;31.99;
1-839;13.98;49.97;15.70;216.3;32.07;
1-840;14.00;49.97;16.10;216.3;32.16;
1-841;14.01;49.97;16.20;216.3;32.24;
1-842;14.03;49.97;16.20;216.3;32.33;
1-843;14.05;49.97;15.90;216.3;32.41;
1-844;14.06;49.97;15.70;216.4;32.49;
1-845;14.08;49.97;15.30;216.4;32.57;
1-846;14.10;49.97;15.40;216.4;32.65;
1-847;14.11;49.97;15.20;216.4;32.73;
1-848;14.13;49.97;15.20;216.5;32.81;
1-849;14.15;49.97;15.60;216.5;32.89;
1-850;14.16;49.97;15.00;216.5;32.97;
1-851;14.18;49.97;15.00;216.5;33.05;
1-852;14.20;49.97;14.60;216.5;33.13;
1-853;14.21;49.97;15.00;216.6;33.21;
1-854;14.23;49.97;14.60;216.6;33.28;
1-855;14.25;49.97;14.70;216.6;33.36;
1-856;14.26;49.97;14.80;216.6;33.44;
1-857;14.28;49.97;14.10;216.6;33.51;
1-858;14.30;49.97;14.30;216.6;33.59;
1-859;14.31;49.97;14.10;216.6;33.66;
1-860;14.33;49.97;14.10;216.6;33.74;
1-861;14.35;49.97;13.60;216.6;33.81;
1-862;14.36;49.97;13.60;216.6;33.88;
1-863;14.38;49.97;13.20;216.6;33.95;
1-864;14.40;49.97;13.20;216.6;34.02;
1-865;14.41;49.97;13.00;216.7;34.09;
1-866;14.43;49.97;12.80;216.7;34.16;
1-867;14.45;49.97;12.70;216.7;34.22;
1-868;14.46;49.97;12.40;216.7;34.29;
1-869;14.48;49.97;12.10;216.7;34.35;
1-870;14.50;49.97;12.40;216.7;34.42;
1-871;14.51;49.97;11.80;216.7;34.48;
1-872;14.53;49.97;12.00;216.6;34.54;
1-873;14.55;49.97;12.00;216.6;34.60;
1-874;14.56;49.97;11.50;216.6;34.67;
1-875;14.58;49.97;11.20;216.6;34.73;
1-876;14.60;49.97;10.40;216.6;34.78;
1-877;14.61;49.97;11.30;216.5;34.84;
1-878;14.63;49.97;10.70;216.5;34.90;
1-879;14.65;49.97;10.70;216.5;34.95;
1-880;14.66;49.97;10.50;216.4;35.01;
1-881;14.68;49.97;10.10;216.4;35.06;
1-882;14.70;49.97;9.900;216.4;35.11;
1-883;14.71;49.97;10.10;216.4;35.17;
1-884;14.73;49.97;9.900;216.3;35.22;
1-885;14.75;49.97;9.800;216.3;35.27;
1-886;14.76;49.97;9.200;216.3;35.32;
1-887;14.78;49.97;8.900;216.2;35.37;
1-888;14.80;49.97;9.000;216.2;35.41;
1-889;14.81;49.97;8.700;216.1;35.46;
1-890;14.83;49.97;8.500;216.0;35.51;
1-891;14.85;49.97;8.800;216.0;35.55;
1-892;14.86;49.97;8.500;215.9;35.60;
1-893;14.88;49.97;8.500;215.8;35.64;
1-894;14.90;49.97;8.800;215.8;35.69;
1-895;14.91;49.97;8.500;215.8;35.73;
1-896;14.93;49.97;8.800;215.7;35.78;
1-897;14.95;49.97;8.400;215.6;35.82;
1-898;14.96;49.97;8.400;215.6;35.87;
1-899;14.98;49.97;8.100;215.5;35.91;
1-900;15.00;49.97;7.800;215.5;35.95;
1-901;15.01;49.97;7.800;215.4;35.99;
1-902;15.03;49.97;7.900;215.4;36.03;
1-903;15.05;49.97;7.900;215.3;36.07;
1-904;15.06;49.97;7.600;215.2;36.11;
1-905;15.08;49.97;7.700;215.2;36.15;
1-906;15.10;49.97;7.800;215.1;36.19;
1-907;15.11;49.97;7.600;215.1;36.23;
1-908;15.13;49.97;7.700;215.0;36.27;
1-909;15.15;49.97;7.900;215.0;36.32;
1-910;15.16;49.97;8.100;214.9;36.36;
1-911;15.18;49.97;7.600;214.9;36.40;
1-912;15.20;49.97;7.800;214.8;36.44;
1-913;15.21;49.97;7.900;214.8;36.48;
1-914;15.23;49.97;7.900;214.8;36.52;
1-915;15.25;49.97;7.700;214.8;36.56;
1-916;15.26;49.97;8.000;214.7;36.60;
1-917;15.28;49.97;7.800;214.7;36.64;
1-918;15.30;49.97;7.100;214.6;36.68;
1-919;15.31;49.97;7.400;214.6;36.72;
1-920;15.33;49.97;7.400;214.6;36.76;
1-921;15.35;49.97;7.700;214.5;36.80;
1-922;15.36;49.97;7.300;214.5;36.84;
1-923;15.38;49.97;7.300;214.4;36.88;
1-924;15.40;49.97;7.800;214.4;36.92;
1-925;15.41;49.97;7.500;214.4;36.96;
1-926;15.43;49.97;8.000;214.3;37.00;
1-927;15.45;49.97;7.500;214.3;37.04;
1-928;15.46;49.97;7.800;214.2;37.08;
1-929;15.48;49.97;7.200;214.2;37.12;
1-930;15.50;49.97;7.400;214.1;37.16;
1-931;15.51;49.97;7.400;214.1;37.19;
1-932;15.53;49.97;7.700;214.1;37.23;
1-933;15.55;49.97;7.800;214.0;37.27;
1-934;15.56;49.97;7.100;214.0;37.31;
1-935;15.58;49.97;7.200;214.0;37.35;
1-936;15.60;49.97;7.200;214.0;37.39;
1-937;15.61;49.97;7.400;213.9;37.43;
1-938;15.63;49.97;7.300;213.9;37.47;
1-939;15.65;49.97;7.100;213.9;37.50;
1-940;15.66;49.97;7.400;213.8;37.54;
1-941;15.68;49.97;7.200;213.8;37.58;
1-942;15.70;49.97;7.100;213.8;37.62;
1-943;15.71;49.97;7.200;213.8;37.65;
1-944;15.73;49.97;7.700;213.7;37.69;
1-945;15.75;49.97;7.500;213.7;37.73;
1-946;15.76;49.97;7.000;213.7;37.77;
1-947;15.78;49.97;7.100;213.6;37.81;
1-948;15.80;49.97;7.000;213.6;37.84;
1-949;15.81;49.97;7.400;213.6;37.88;
1-950;15.83;49.97;7.000;213.6;37.92;
1-951;15.85;49.97;7.000;213.5;37.96;
1-952;15.86;49.97;7.300;213.5;37.99;
1-953;15.88;49.97;7.300;213.4;38.03;
1-954;15.90;49.97;7.400;213.4;38.07;
1-955;15.91;49.97;7.600;213.3;38.11;
1-956;15.93;49.97;7.500;213.3;38.15;
1-957;15.95;49.97;7.200;213.3;38.19;
1-958;15.96;49.97;7.400;213.3;38.23;
1-959;15.98;49.97;7.600;213.2;38.27;
1-960;16.00;49.97;7.700;213.2;38.31;
1-961;16.01;49.97;7.300;213.3;38.34;
1-962;16.03;49.97;8.000;213.2;38.38;
1-963;16.05;49.97;7.800;213.2;38.43;
1-964;16.06;49.97;7.500;213.2;38.47;
1-965;16.08;49.97;7.700;213.2;38.51;
1-966;16.10;49.97;7.400;213.2;38.55;
1-967;16.11;49.97;7.500;213.2;38.58;
1-968;16.13;49.97;7.400;213.1;38.62;
1-969;16.15;49.97;7.700;213.1;38.66;
1-970;16.16;49.97;7.700;213.1;38.70;
1-971;16.18;49.97;7.700;213.1;38.74;
1-972;16.20;49.97;7.500;213.1;38.78;
1-973;16.21;49.97;7.800;213.1;38.82;
1-974;16.23;49.97;8.000;213.0;38.86;
1-975;16.25;49.97;7.800;213.0;38.91;
1-976;16.26;49.97;8.000;213.1;38.95;
1-977;16.28;49.97;8.000;213.1;38.99;
1-978;16.30;49.97;7.900;213.1;39.03;
1-979;16.31;49.97;7.800;213.1;39.07;
1-980;16.33;49.97;8.500;213.1;39.11;
1-981;16.35;49.97;7.800;213.1;39.16;
1-982;16.36;49.97;8.000;213.1;39.20;
1-983;16.38;49.97;8.100;213.0;39.24;
1-984;16.40;49.97;8.400;213.0;39.28;
1-985;16.41;49.97;8.000;213.0;39.33;
1-986;16.43;49.97;8.000;213.0;39.37;
1-987;16.45;49.97;8.600;213.0;39.41;
1-988;16.46;49.97;7.800;213.0;39.46;
1-989;16.48;49.97;8.000;213.0;39.50;
1-990;16.50;49.97;8.400;213.0;39.54;
1-991;16.51;49.97;8.500;213.0;39.58;
1-992;16.53;49.97;7.200;213.1;39.62;
1-993;16.55;49.97;7.900;213.1;39.66;
1-994;16.56;49.97;8.500;213.0;39.71;
1-995;16.58;49.97;7.700;213.0;39.75;
1-996;16.60;49.97;7.800;213.0;39.79;
1-997;16.61;49.97;7.900;213.0;39.83;
1-998;16.63;49.97;8.400;213.0;39.87;
1-999;16.65;49.97;7.400;213.0;39.92;
1-1000;16.66;49.97;8.200;213.0;39.96;
1-1001;16.68;49.97;7.600;213.0;40.00;
1-1002;16.70;49.97;7.300;212.9;40.04;
1-1003;16.71;49.97;7.700;212.9;40.08;
1-1004;16.73;49.97;8.000;212.9;40.12;
1-1005;16.75;49.97;7.600;212.9;40.16;
1-1006;16.76;49.97;8.000;212.9;40.20;
1-1007;16.78;49.97;8.200;212.9;40.24;
1-1008;16.80;49.97;7.800;212.9;40.28;
1-1009;16.81;49.97;8.100;212.9;40.32;
1-1010;16.83;49.97;7.700;212.9;40.37;
1-1011;16.85;49.97;8.200;212.9;40.41;
1-1012;16.86;49.97;7.600;212.8;40.45;
1-1013;16.88;49.97;8.200;212.8;40.49;
1-1014;16.90;49.97;7.400;212.8;40.53;
1-1015;16.91;49.97;7.800;212.8;40.57;
1-1016;16.93;49.97;7.600;212.8;40.61;
1-1017;16.95;49.97;7.600;212.8;40.65;
1-1018;16.96;49.97;8.000;212.8;40.69;
1-1019;16.98;49.97;7.900;212.7;40.73;
1-1020;17.00;49.97;7.500;212.7;40.77;
1-1021;17.01;49.97;7.900;212.7;40.81;
1-1022;17.03;49.97;7.800;212.7;40.85;
1-1023;17.05;49.97;7.600;212.7;40.90;
1-1024;17.06;49.97;8.100;212.7;40.94;
1-1025;17.08;49.97;8.200;212.7;40.98;
1-1026;17.10;49.97;8.400;212.7;41.02;
1-1027;17.11;49.97;9.800;212.7;41.07;
1-1028;17.13;49.97;9.400;212.7;41.12;
1-1029;17.15;49.97;9.100;212.7;41.17;
1-1030;17.16;49.97;8.300;212.8;41.21;
1-1031;17.18;49.97;9.200;212.8;41.26;
1-1032;17.20;49.97;8.400;212.8;41.31;
1-1033;17.21;49.97;7.900;212.8;41.35;
1-1034;17.23;49.97;7.700;212.8;41.39;
1-1035;17.25;49.97;8.100;212.8;41.43;
1-1036;17.26;49.97;8.300;212.8;41.47;
1-1037;17.28;49.97;8.300;212.7;41.52;
1-1038;17.30;49.97;8.100;212.7;41.56;
1-1039;17.31;49.97;8.500;212.7;41.60;
1-1040;17.33;49.97;8.500;212.7;41.65;
1-1041;17.35;49.97;8.000;212.7;41.69;
1-1042;17.36;49.97;8.700;212.7;41.74;
1-1043;17.38;49.97;8.800;212.7;41.78;
1-1044;17.40;49.97;8.600;212.7;41.83;
1-1045;17.41;49.97;8.600;212.7;41.87;
1-1046;17.43;49.97;8.400;212.7;41.92;
1-1047;17.45;49.97;8.500;212.7;41.96;
1-1048;17.46;49.97;8.000;212.7;42.00;
1-1049;17.48;49.97;8.500;212.7;42.05;
1-1050;17.50;49.97;8.300;212.7;42.09;
1-1051;17.51;49.97;8.800;212.7;42.14;
1-1052;17.53;49.97;8.800;212.7;42.18;
1-1053;17.55;49.97;9.600;212.7;42.23;
1-1054;17.56;49.97;8.700;212.8;42.28;
1-1055;17.58;49.97;9.000;212.8;42.32;
1-1056;17.60;49.97;10.10;212.8;42.37;
1-1057;17.61;49.97;8.800;212.8;42.42;
1-1058;17.63;49.97;9.300;212.8;42.47;
1-1059;17.65;49.97;9.600;212.8;42.52;
1-1060;17.66;49.97;10.80;212.8;42.57;
1-1061;17.68;49.97;8.600;212.9;42.62;
1-1062;17.70;49.97;9.100;212.9;42.67;
1-1063;17.71;49.97;11.40;212.9;42.72;
1-1064;17.73;49.97;8.200;213.0;42.78;
1-1065;17.75;49.97;8.100;213.0;42.82;
1-1066;17.76;49.97;8.800;213.0;42.86;
1-1067;17.78;49.97;9.800;213.0;42.91;
1-1068;17.80;49.97;8.600;213.0;42.96;
1-1069;17.81;49.97;9.700;213.0;43.01;
1-1070;17.83;49.97;9.400;213.0;43.06;
1-1071;17.85;49.97;8.500;213.0;43.10;
1-1072;17.86;49.97;8.400;213.0;43.15;
1-1073;17.88;49.97;8.500;213.0;43.19;
1-1074;17.90;49.97;9.700;213.0;43.24;
1-1075;17.91;49.97;8.700;213.0;43.29;
1-1076;17.93;49.97;9.500;213.0;43.34;
1-1077;17.95;49.97;8.500;213.0;43.38;
1-1078;17.96;49.97;8.900;213.0;43.43;
1-1079;17.98;49.97;8.900;213.0;43.48;
1-1080;18.00;49.97;9.400;213.0;43.52;
1-1081;18.01;49.97;9.300;213.0;43.57;
1-1082;18.03;49.97;9.500;213.0;43.62;
1-1083;18.05;49.97;9.800;213.1;43.67;
1-1084;18.06;49.97;8.800;213.1;43.72;
1-1085;18.08;49.97;9.700;213.2;43.77;
1-1086;18.10;49.97;8.700;213.2;43.82;
1-1087;18.11;49.97;8.300;213.2;43.86;
1-1088;18.13;49.97;8.100;213.1;43.90;
1-1089;18.15;49.97;7.900;213.1;43.95;
1-1090;18.16;49.97;7.900;213.0;43.99;
1-1091;18.18;49.97;7.800;213.0;44.03;
1-1092;18.20;49.97;7.900;213.0;44.07;
1-1093;18.21;49.97;7.800;213.0;44.11;
1-1094;18.23;49.97;7.700;212.9;44.15;
1-1095;18.25;49.97;7.900;212.9;44.19;
1-1096;18.26;49.97;7.900;212.9;44.23;
1-1097;18.28;49.97;7.900;212.9;44.28;
1-1098;18.30;49.97;7.600;212.8;44.32;
1-1099;18.31;49.97;7.700;212.8;44.36;
1-1100;18.33;49.97;7.600;212.8;44.40;
1-1101;18.35;49.97;7.700;212.7;44.44;
1-1102;18.36;49.97;7.800;212.7;44.48;
