D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0001.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.184;49.97;3.100;205.8;13.69;
1-553;9.200;49.97;3.100;205.8;13.71;
1-554;9.217;49.97;3.100;205.8;13.72;
1-555;9.234;49.97;3.100;205.8;13.74;
1-556;9.250;49.97;3.100;205.9;13.76;
1-557;9.267;49.97;3.100;205.9;13.77;
1-558;9.284;49.97;3.100;205.9;13.79;
1-559;9.300;49.97;3.100;205.9;13.80;
1-560;9.317;49.97;3.100;205.9;13.82;
1-561;9.334;49.97;3.100;205.9;13.84;
1-562;9.350;49.97;3.100;205.9;13.85;
1-563;9.367;49.97;3.100;205.9;13.87;
1-564;9.384;49.97;3.100;206.0;13.88;
1-565;9.400;49.97;3.100;206.0;13.90;
1-566;9.417;49.97;3.100;206.0;13.92;
1-567;9.434;49.97;3.100;206.0;13.93;
1-568;9.450;49.97;3.100;206.0;13.95;
1-569;9.467;49.97;3.100;206.0;13.97;
1-570;9.484;49.97;3.100;206.0;13.98;
1-571;9.500;49.97;3.100;206.0;14.00;
1-572;9.517;49.97;3.100;206.0;14.01;
1-573;9.534;49.97;3.100;206.0;14.03;
1-574;9.550;49.97;3.100;206.0;14.05;
1-575;9.567;49.97;3.100;206.0;14.06;
1-576;9.584;49.97;3.100;206.0;14.08;
1-577;9.600;49.97;3.100;206.0;14.10;
1-578;9.617;49.97;3.100;206.0;14.11;
1-579;9.634;49.97;3.100;206.0;14.13;
1-580;9.650;49.97;3.100;206.0;14.14;
1-581;9.667;49.97;3.100;206.0;14.16;
1-582;9.684;49.97;3.100;206.0;14.18;
1-583;9.700;49.97;3.100;206.1;14.19;
1-584;9.717;49.97;3.100;206.1;14.21;
1-585;9.734;49.97;3.100;206.1;14.23;
1-586;9.750;49.97;3.100;206.1;14.24;
1-587;9.767;49.97;3.100;206.1;14.26;
1-588;9.784;49.97;3.100;206.1;14.27;
1-589;9.800;49.97;3.100;206.1;14.29;
1-590;9.817;49.97;3.100;206.1;14.31;
1-591;9.834;49.97;3.100;206.1;14.32;
1-592;9.850;49.97;3.100;206.1;14.34;
1-593;9.867;49.97;3.100;206.1;14.36;
1-594;9.884;49.97;3.100;206.1;14.37;
1-595;9.900;49.97;3.100;206.1;14.39;
1-596;9.917;49.97;3.100;206.1;14.40;
1-597;9.934;49.97;3.100;206.1;14.42;
1-598;9.950;49.97;3.100;206.2;14.44;
1-599;9.967;49.97;3.100;206.2;14.45;
1-600;9.984;49.97;3.100;206.2;14.47;
1-601;10.00;49.97;3.100;206.2;14.49;
1-602;10.02;49.97;3.100;206.2;14.50;
1-603;10.03;49.97;3.100;206.2;14.52;
1-604;10.05;49.97;3.100;206.2;14.53;
1-605;10.07;49.97;3.100;206.2;14.55;
1-606;10.08;49.97;3.100;206.2;14.57;
1-607;10.10;49.97;3.100;206.2;14.58;
1-608;10.12;49.97;3.100;206.2;14.60;
1-609;10.13;49.97;3.100;206.2;14.61;
1-610;10.15;49.97;3.100;206.2;14.63;
1-611;10.17;49.97;3.100;206.2;14.65;
1-612;10.18;49.97;3.100;206.2;14.66;
1-613;10.20;49.97;3.100;206.2;14.68;
1-614;10.22;49.97;3.100;206.2;14.70;
1-615;10.23;49.97;3.100;206.2;14.71;
1-616;10.25;49.97;3.100;206.2;14.73;
1-617;10.27;49.97;3.100;206.2;14.74;
1-618;10.28;49.97;3.100;206.2;14.76;
1-619;10.30;49.97;3.100;206.2;14.78;
1-620;10.32;49.97;3.100;206.3;14.79;
1-621;10.33;49.97;3.100;206.3;14.81;
1-622;10.35;49.97;3.000;206.3;14.83;
1-623;10.37;49.97;3.100;206.3;14.84;
1-624;10.38;49.97;3.100;206.3;14.86;
1-625;10.40;49.97;3.100;206.3;14.87;
1-626;10.42;49.97;3.100;206.3;14.89;
1-627;10.43;49.97;3.100;206.3;14.91;
1-628;10.45;49.97;3.100;206.3;14.92;
1-629;10.47;49.97;3.100;206.3;14.94;
1-630;10.48;49.97;3.100;206.3;14.96;
1-631;10.50;49.97;3.100;206.3;14.97;
1-632;10.52;49.97;3.100;206.3;14.99;
1-633;10.53;49.97;3.000;206.3;15.00;
1-634;10.55;49.97;3.000;206.3;15.02;
1-635;10.57;49.97;3.000;206.4;15.03;
1-636;10.58;49.97;3.000;206.4;15.05;
1-637;10.60;49.97;3.000;206.4;15.07;
1-638;10.62;49.97;3.000;206.4;15.08;
1-639;10.63;49.97;3.000;206.4;15.10;
1-640;10.65;49.97;3.000;206.4;15.11;
1-641;10.67;49.97;3.000;206.4;15.13;
1-642;10.68;49.97;3.100;206.4;15.15;
1-643;10.70;49.97;3.000;206.4;15.16;
1-644;10.72;49.97;3.000;206.4;15.18;
1-645;10.73;49.97;3.000;206.4;15.19;
1-646;10.75;49.97;3.000;206.4;15.21;
1-647;10.77;49.97;3.000;206.4;15.22;
1-648;10.78;49.97;3.100;206.4;15.24;
1-649;10.80;49.97;3.100;206.4;15.26;
1-650;10.82;49.97;3.000;206.4;15.27;
1-651;10.83;49.97;3.000;206.4;15.29;
1-652;10.85;49.97;3.000;206.5;15.30;
1-653;10.87;49.97;3.000;206.5;15.32;
1-654;10.88;49.97;3.000;206.5;15.34;
1-655;10.90;49.97;3.000;206.5;15.35;
1-656;10.92;49.97;3.000;206.5;15.37;
1-657;10.93;49.97;3.000;206.5;15.38;
1-658;10.95;49.97;3.000;206.5;15.40;
1-659;10.97;49.97;3.000;206.5;15.41;
1-660;10.98;49.97;3.000;206.5;15.43;
1-661;11.00;49.97;3.000;206.5;15.44;
1-662;11.02;49.97;3.000;206.5;15.46;
1-663;11.03;49.97;3.000;206.5;15.48;
1-664;11.05;49.97;3.000;206.5;15.49;
1-665;11.07;49.97;3.000;206.5;15.51;
1-666;11.08;49.97;3.000;206.5;15.52;
1-667;11.10;49.97;3.000;206.5;15.54;
1-668;11.12;49.97;3.000;206.5;15.55;
1-669;11.13;49.97;3.000;206.5;15.57;
1-670;11.15;49.97;3.000;206.5;15.59;
1-671;11.17;49.97;3.000;206.5;15.60;
1-672;11.18;49.97;3.000;206.5;15.62;
1-673;11.20;49.97;3.000;206.5;15.63;
1-674;11.22;49.97;3.000;206.5;15.65;
1-675;11.23;49.97;3.000;206.5;15.66;
1-676;11.25;49.97;3.000;206.5;15.68;
1-677;11.27;49.97;3.000;206.5;15.70;
1-678;11.28;49.97;3.000;206.6;15.71;
1-679;11.30;49.97;3.000;206.6;15.73;
1-680;11.32;49.97;3.000;206.5;15.74;
1-681;11.33;49.97;3.000;206.6;15.76;
1-682;11.35;49.97;3.000;206.6;15.77;
1-683;11.37;49.97;3.000;206.6;15.79;
1-684;11.38;49.97;3.000;206.6;15.81;
1-685;11.40;49.97;3.000;206.6;15.82;
1-686;11.42;49.97;3.000;206.6;15.84;
1-687;11.43;49.97;3.000;206.6;15.85;
1-688;11.45;49.97;3.000;206.6;15.87;
1-689;11.47;49.97;3.000;206.6;15.88;
1-690;11.48;49.97;3.000;206.6;15.90;
1-691;11.50;49.97;3.000;206.6;15.92;
1-692;11.52;49.97;3.000;206.6;15.93;
1-693;11.53;49.97;3.000;206.6;15.95;
1-694;11.55;49.97;3.000;206.6;15.96;
1-695;11.57;49.97;3.000;206.6;15.98;
1-696;11.58;49.97;3.000;206.6;15.99;
1-697;11.60;49.97;3.000;206.6;16.01;
1-698;11.62;49.97;3.000;206.7;16.03;
1-699;11.63;49.97;3.000;206.7;16.04;
1-700;11.65;49.97;3.000;206.7;16.06;
1-701;11.67;49.97;3.000;206.7;16.07;
1-702;11.68;49.97;3.000;206.7;16.09;
1-703;11.70;49.97;3.000;206.7;16.10;
1-704;11.72;49.97;3.000;206.7;16.12;
1-705;11.73;49.97;3.000;206.7;16.14;
1-706;11.75;49.97;3.000;206.7;16.15;
1-707;11.77;49.97;3.000;206.7;16.17;
1-708;11.78;49.97;3.000;206.7;16.18;
1-709;11.80;49.97;3.000;206.7;16.20;
1-710;11.82;49.97;3.000;206.7;16.21;
1-711;11.83;49.97;3.000;206.7;16.23;
1-712;11.85;49.97;3.000;206.7;16.25;
1-713;11.87;49.97;3.000;206.7;16.26;
1-714;11.88;49.97;3.000;206.8;16.28;
1-715;11.90;49.97;3.000;206.7;16.29;
1-716;11.92;49.97;3.000;206.8;16.31;
1-717;11.93;49.97;3.000;206.8;16.32;
1-718;11.95;49.97;3.000;206.8;16.34;
1-719;11.97;49.97;3.000;206.8;16.36;
1-720;11.98;49.97;3.000;206.8;16.37;
1-721;12.00;49.97;3.000;206.8;16.39;
1-722;12.02;49.97;3.000;206.8;16.40;
1-723;12.03;49.97;3.000;206.8;16.42;
1-724;12.05;49.97;3.000;206.8;16.43;
1-725;12.07;49.97;3.000;206.8;16.45;
1-726;12.08;49.97;3.000;206.8;16.47;
1-727;12.10;49.97;3.000;206.8;16.48;
1-728;12.12;49.97;3.000;206.8;16.50;
1-729;12.13;49.97;3.000;206.8;16.51;
1-730;12.15;49.97;3.000;206.8;16.53;
1-731;12.17;49.97;3.000;206.8;16.54;
1-732;12.18;49.97;3.000;206.8;16.56;
1-733;12.20;49.97;3.000;206.8;16.58;
1-734;12.22;49.97;3.000;206.8;16.59;
1-735;12.23;49.97;3.000;206.8;16.61;
1-736;12.25;49.97;3.000;206.8;16.62;
1-737;12.27;49.97;3.000;206.8;16.64;
1-738;12.28;49.97;3.000;206.8;16.65;
1-739;12.30;49.97;3.000;206.8;16.67;
1-740;12.32;49.97;3.000;206.8;16.69;
1-741;12.33;49.97;3.000;206.8;16.70;
1-742;12.35;49.97;3.000;206.8;16.72;
1-743;12.37;49.97;3.000;206.8;16.73;
1-744;12.38;49.97;3.000;206.8;16.75;
1-745;12.40;49.97;3.000;206.8;16.76;
1-746;12.42;49.97;3.000;206.8;16.78;
1-747;12.43;49.97;3.000;206.8;16.80;
1-748;12.45;49.97;3.000;206.8;16.81;
1-749;12.47;49.97;3.000;206.8;16.83;
1-750;12.48;49.97;3.000;206.8;16.84;
1-751;12.50;49.97;3.000;206.8;16.86;
1-752;12.52;49.97;3.000;206.8;16.87;
1-753;12.53;49.97;3.000;206.8;16.89;
1-754;12.55;49.97;3.000;206.8;16.91;
1-755;12.57;49.97;3.000;206.8;16.92;
1-756;12.58;49.97;3.000;206.8;16.94;
1-757;12.60;49.97;3.000;206.8;16.95;
1-758;12.62;49.97;3.000;206.8;16.97;
1-759;12.63;49.97;3.000;206.8;16.98;
1-760;12.65;49.97;3.000;206.8;17.00;
1-761;12.67;49.97;3.000;206.8;17.01;
1-762;12.68;49.97;3.000;206.8;17.03;
1-763;12.70;49.97;3.000;206.8;17.05;
1-764;12.72;49.97;3.000;206.8;17.06;
1-765;12.73;49.97;3.000;206.8;17.08;
1-766;12.75;49.97;3.000;206.8;17.09;
1-767;12.77;49.97;3.000;206.8;17.11;
1-768;12.78;49.97;3.000;206.8;17.12;
1-769;12.80;49.97;3.000;206.8;17.14;
1-770;12.82;49.97;3.000;206.8;17.16;
1-771;12.83;49.97;3.000;206.8;17.17;
1-772;12.85;49.97;3.000;206.8;17.19;
1-773;12.87;49.97;3.000;206.8;17.20;
1-774;12.88;49.97;3.000;206.8;17.22;
1-775;12.90;49.97;3.000;206.8;17.23;
1-776;12.92;49.97;3.000;206.8;17.25;
1-777;12.93;49.97;3.000;206.8;17.27;
1-778;12.95;49.97;3.000;206.9;17.28;
1-779;12.97;49.97;3.000;206.9;17.30;
1-780;12.98;49.97;3.000;206.9;17.31;
1-781;13.00;49.97;3.000;206.9;17.33;
1-782;13.02;49.97;3.000;206.9;17.34;
1-783;13.03;49.97;3.000;206.9;17.36;
1-784;13.05;49.97;3.000;206.9;17.38;
1-785;13.07;49.97;3.000;206.9;17.39;
1-786;13.08;49.97;3.000;206.9;17.41;
1-787;13.10;49.97;3.000;206.9;17.42;
1-788;13.12;49.97;3.000;206.9;17.44;
1-789;13.13;49.97;3.000;206.9;17.45;
1-790;13.15;49.97;3.000;206.9;17.47;
1-791;13.17;49.97;3.000;206.9;17.49;
1-792;13.18;49.97;3.000;206.9;17.50;
1-793;13.20;49.97;3.000;206.9;17.52;
1-794;13.22;49.97;3.000;206.9;17.53;
1-795;13.23;49.97;3.000;206.9;17.55;
1-796;13.25;49.97;3.000;206.9;17.56;
1-797;13.27;49.97;3.000;206.9;17.58;
1-798;13.28;49.97;3.000;206.9;17.60;
1-799;13.30;49.97;3.000;206.9;17.61;
1-800;13.32;49.97;3.000;206.9;17.63;
1-801;13.33;49.97;3.000;206.9;17.64;
1-802;13.35;49.97;2.900;206.9;17.66;
1-803;13.37;49.97;3.000;206.9;17.67;
1-804;13.38;49.97;3.000;206.9;17.69;
1-805;13.40;49.97;3.000;206.9;17.71;
1-806;13.42;49.97;3.000;206.9;17.72;
1-807;13.43;49.97;3.000;206.9;17.74;
1-808;13.45;49.97;3.000;206.9;17.75;
1-809;13.47;49.97;3.000;206.9;17.77;
1-810;13.48;49.97;3.000;206.9;17.78;
1-811;13.50;49.97;3.000;206.9;17.80;
1-812;13.52;49.97;3.000;206.9;17.82;
1-813;13.53;49.97;3.000;206.9;17.83;
1-814;13.55;49.97;3.000;206.9;17.85;
1-815;13.57;49.97;3.000;206.9;17.86;
1-816;13.58;49.97;2.900;206.9;17.88;
1-817;13.60;49.97;3.000;206.9;17.89;
1-818;13.62;49.97;3.000;206.9;17.91;
1-819;13.63;49.97;2.900;207.0;17.92;
1-820;13.65;49.97;2.900;206.9;17.94;
1-821;13.67;49.97;3.000;206.9;17.96;
1-822;13.68;49.97;2.900;206.9;17.97;
1-823;13.70;49.97;3.000;206.9;17.99;
1-824;13.72;49.97;2.900;206.9;18.00;
1-825;13.73;49.97;2.900;207.0;18.02;
1-826;13.75;49.97;2.900;207.0;18.03;
1-827;13.77;49.97;2.900;206.9;18.05;
1-828;13.78;49.97;3.000;207.0;18.06;
1-829;13.80;49.97;3.000;207.0;18.08;
1-830;13.82;49.97;3.000;207.0;18.09;
1-831;13.83;49.97;2.900;207.0;18.11;
1-832;13.85;49.97;3.000;207.0;18.12;
1-833;13.87;49.97;2.900;207.0;18.14;
1-834;13.88;49.97;2.900;207.0;18.16;
1-835;13.90;49.97;3.000;207.0;18.17;
1-836;13.92;49.97;3.000;207.0;18.19;
1-837;13.93;49.97;3.000;207.0;18.20;
1-838;13.95;49.97;2.900;207.0;18.22;
1-839;13.97;49.97;3.000;207.0;18.23;
1-840;13.98;49.97;3.000;207.0;18.25;
1-841;14.00;49.97;3.000;207.0;18.26;
1-842;14.02;49.97;3.000;207.0;18.28;
1-843;14.03;49.97;3.000;207.0;18.30;
1-844;14.05;49.97;3.000;207.0;18.31;
1-845;14.07;49.97;3.000;207.0;18.33;
1-846;14.08;49.97;3.000;207.0;18.34;
1-847;14.10;49.97;3.000;207.0;18.36;
1-848;14.12;49.97;2.900;207.0;18.37;
1-849;14.13;49.97;3.000;207.0;18.39;
1-850;14.15;49.97;3.000;207.0;18.41;
1-851;14.17;49.97;3.000;207.0;18.42;
1-852;14.18;49.97;3.000;207.0;18.44;
1-853;14.20;49.97;3.000;207.0;18.45;
1-854;14.22;49.97;3.000;207.0;18.47;
1-855;14.23;49.97;3.000;207.0;18.48;
1-856;14.25;49.97;3.000;207.0;18.50;
1-857;14.27;49.97;3.000;207.0;18.52;
1-858;14.28;49.97;2.900;207.0;18.53;
1-859;14.30;49.97;3.000;207.0;18.55;
1-860;14.32;49.97;3.000;207.0;18.56;
1-861;14.33;49.97;3.000;207.0;18.58;
1-862;14.35;49.97;2.900;207.0;18.59;
1-863;14.37;49.97;2.900;207.0;18.61;
1-864;14.38;49.97;2.900;207.0;18.62;
1-865;14.40;49.97;2.900;207.0;18.64;
1-866;14.42;49.97;2.900;207.0;18.65;
1-867;14.43;49.97;3.000;207.0;18.67;
1-868;14.45;49.97;2.900;207.0;18.68;
1-869;14.47;49.97;2.900;207.0;18.70;
1-870;14.48;49.97;2.900;207.0;18.71;
1-871;14.50;49.97;2.900;207.0;18.73;
1-872;14.52;49.97;3.000;207.0;18.75;
1-873;14.53;49.97;3.000;207.0;18.76;
1-874;14.55;49.97;3.000;207.0;18.78;
1-875;14.57;49.97;3.000;207.0;18.79;
1-876;14.58;49.97;2.900;207.0;18.81;
1-877;14.60;49.97;3.000;207.0;18.82;
1-878;14.62;49.97;3.000;207.0;18.84;
1-879;14.63;49.97;3.000;207.0;18.85;
1-880;14.65;49.97;3.000;207.0;18.87;
1-881;14.67;49.97;2.900;207.0;18.89;
1-882;14.68;49.97;2.900;207.0;18.90;
1-883;14.70;49.97;3.000;207.0;18.92;
1-884;14.72;49.97;3.000;207.0;18.93;
1-885;14.73;49.97;3.000;207.0;18.95;
1-886;14.75;49.97;3.000;207.0;18.96;
1-887;14.77;49.97;2.900;207.0;18.98;
1-888;14.78;49.97;3.000;207.0;18.99;
1-889;14.80;49.97;2.900;207.0;19.01;
1-890;14.82;49.97;3.000;207.0;19.03;
1-891;14.83;49.97;3.000;207.0;19.04;
1-892;14.85;49.97;2.900;207.0;19.06;
1-893;14.87;49.97;2.900;207.0;19.07;
1-894;14.88;49.97;2.900;207.0;19.09;
1-895;14.90;49.97;2.900;207.0;19.10;
1-896;14.92;49.97;2.900;207.0;19.12;
1-897;14.93;49.97;3.000;207.0;19.13;
1-898;14.95;49.97;3.000;207.0;19.15;
1-899;14.97;49.97;3.000;207.0;19.16;
1-900;14.98;49.97;3.000;207.0;19.18;
1-901;15.00;49.97;3.000;207.0;19.20;
1-902;15.02;49.97;3.000;207.0;19.21;
1-903;15.03;49.97;3.000;207.0;19.23;
1-904;15.05;49.97;3.000;207.0;19.24;
1-905;15.07;49.97;2.900;207.0;19.26;
1-906;15.08;49.97;3.000;207.0;19.27;
1-907;15.10;49.97;2.900;207.0;19.29;
1-908;15.12;49.97;3.000;207.0;19.30;
1-909;15.13;49.97;3.000;207.1;19.32;
1-910;15.15;49.97;3.000;207.0;19.34;
1-911;15.17;49.97;3.000;207.1;19.35;
1-912;15.18;49.97;3.000;207.1;19.37;
1-913;15.20;49.97;3.000;207.1;19.38;
1-914;15.22;49.97;3.000;207.1;19.40;
1-915;15.23;49.97;3.000;207.1;19.41;
1-916;15.25;49.97;3.000;207.1;19.43;
1-917;15.27;49.97;3.000;207.1;19.45;
1-918;15.28;49.97;3.000;207.1;19.46;
1-919;15.30;49.97;3.000;207.1;19.48;
1-920;15.32;49.97;3.000;207.1;19.49;
1-921;15.33;49.97;3.000;207.1;19.51;
1-922;15.35;49.97;3.000;207.1;19.52;
1-923;15.37;49.97;2.900;207.1;19.54;
1-924;15.38;49.97;2.900;207.1;19.55;
1-925;15.40;49.97;2.900;207.1;19.57;
1-926;15.42;49.97;3.000;207.1;19.59;
1-927;15.43;49.97;2.900;207.1;19.60;
1-928;15.45;49.97;2.900;207.1;19.62;
1-929;15.47;49.97;3.000;207.1;19.63;
1-930;15.48;49.97;2.900;207.1;19.65;
1-931;15.50;49.97;2.900;207.1;19.66;
1-932;15.52;49.97;2.900;207.1;19.68;
1-933;15.53;49.97;2.900;207.1;19.69;
1-934;15.55;49.97;2.900;207.1;19.71;
1-935;15.57;49.97;2.900;207.1;19.72;
1-936;15.58;49.97;3.000;207.1;19.74;
1-937;15.60;49.97;3.000;207.1;19.75;
1-938;15.62;49.97;3.000;207.1;19.77;
1-939;15.63;49.97;3.000;207.1;19.79;
1-940;15.65;49.97;3.000;207.1;19.80;
1-941;15.67;49.97;2.900;207.1;19.82;
1-942;15.68;49.97;2.900;207.1;19.83;
1-943;15.70;49.97;2.900;207.1;19.85;
1-944;15.72;49.97;3.000;207.1;19.86;
1-945;15.73;49.97;3.000;207.1;19.88;
1-946;15.75;49.97;3.000;207.1;19.89;
1-947;15.77;49.97;2.900;207.1;19.91;
1-948;15.78;49.97;2.900;207.1;19.92;
1-949;15.80;49.97;2.900;207.1;19.94;
1-950;15.82;49.97;3.000;207.1;19.95;
1-951;15.83;49.97;3.000;207.1;19.97;
1-952;15.85;49.97;3.000;207.1;19.99;
1-953;15.87;49.97;2.900;207.1;20.00;
1-954;15.88;49.97;2.900;207.1;20.02;
1-955;15.90;49.97;2.900;207.1;20.03;
1-956;15.92;49.97;3.000;207.1;20.05;
1-957;15.93;49.97;2.900;207.1;20.06;
1-958;15.95;49.97;3.000;207.1;20.08;
1-959;15.97;49.97;3.000;207.1;20.09;
1-960;15.98;49.97;3.000;207.1;20.11;
1-961;16.00;49.97;2.900;207.1;20.12;
1-962;16.02;49.97;3.000;207.1;20.14;
1-963;16.03;49.97;2.900;207.1;20.16;
1-964;16.05;49.97;2.900;207.1;20.17;
1-965;16.07;49.97;2.900;207.1;20.19;
1-966;16.08;49.97;2.900;207.1;20.20;
1-967;16.10;49.97;2.900;207.1;20.22;
1-968;16.12;49.97;3.000;207.1;20.23;
1-969;16.13;49.97;3.000;207.1;20.25;
1-970;16.15;49.97;2.900;207.1;20.26;
1-971;16.17;49.97;2.900;207.1;20.28;
1-972;16.18;49.97;3.000;207.1;20.29;
1-973;16.20;49.97;2.900;207.1;20.31;
1-974;16.22;49.97;2.900;207.1;20.32;
1-975;16.23;49.97;2.900;207.1;20.34;
1-976;16.25;49.97;3.000;207.1;20.35;
1-977;16.27;49.97;2.900;207.1;20.37;
1-978;16.28;49.97;2.900;207.2;20.39;
1-979;16.30;49.97;2.900;207.1;20.40;
1-980;16.32;49.97;3.000;207.1;20.42;
1-981;16.33;49.97;2.900;207.2;20.43;
1-982;16.35;49.97;2.900;207.2;20.45;
1-983;16.37;49.97;2.900;207.2;20.46;
1-984;16.38;49.97;2.900;207.2;20.48;
1-985;16.40;49.97;2.900;207.2;20.49;
1-986;16.42;49.97;2.900;207.2;20.51;
1-987;16.43;49.97;3.000;207.2;20.52;
1-988;16.45;49.97;3.000;207.2;20.54;
1-989;16.47;49.97;2.900;207.2;20.55;
1-990;16.48;49.97;3.000;207.2;20.57;
1-991;16.50;49.97;2.900;207.2;20.58;
1-992;16.52;49.97;2.900;207.2;20.60;
1-993;16.53;49.97;2.900;207.2;20.62;
1-994;16.55;49.97;3.000;207.2;20.63;
1-995;16.57;49.97;2.900;207.2;20.65;
1-996;16.58;49.97;2.900;207.2;20.66;
1-997;16.60;49.97;2.900;207.2;20.68;
1-998;16.62;49.97;3.000;207.2;20.69;
1-999;16.63;49.97;2.900;207.2;20.71;
1-1000;16.65;49.97;2.900;207.2;20.72;
1-1001;16.67;49.97;2.900;207.2;20.74;
1-1002;16.68;49.97;3.000;207.2;20.75;
1-1003;16.70;49.97;3.000;207.2;20.77;
1-1004;16.72;49.97;3.000;207.2;20.78;
1-1005;16.73;49.97;3.000;207.2;20.80;
1-1006;16.75;49.97;3.000;207.2;20.82;
1-1007;16.77;49.97;2.900;207.2;20.83;
1-1008;16.78;49.97;3.000;207.2;20.85;
1-1009;16.80;49.97;2.900;207.2;20.86;
1-1010;16.82;49.97;3.000;207.2;20.88;
1-1011;16.83;49.97;3.000;207.2;20.89;
1-1012;16.85;49.97;3.000;207.2;20.91;
1-1013;16.87;49.97;2.900;207.2;20.92;
1-1014;16.88;49.97;3.000;207.2;20.94;
1-1015;16.90;49.97;2.900;207.2;20.96;
1-1016;16.92;49.97;3.000;207.2;20.97;
1-1017;16.93;49.97;3.000;207.2;20.99;
1-1018;16.95;49.97;2.900;207.2;21.00;
1-1019;16.97;49.97;2.900;207.2;21.02;
1-1020;16.98;49.97;2.900;207.2;21.03;
1-1021;17.00;49.97;2.900;207.2;21.05;
1-1022;17.02;49.97;2.900;207.2;21.06;
1-1023;17.03;49.97;2.900;207.2;21.08;
1-1024;17.05;49.97;2.900;207.2;21.09;
1-1025;17.07;49.97;2.900;207.2;21.11;
1-1026;17.08;49.97;3.000;207.2;21.12;
1-1027;17.10;49.97;2.900;207.2;21.14;
1-1028;17.12;49.97;2.900;207.2;21.15;
1-1029;17.13;49.97;2.900;207.2;21.17;
1-1030;17.15;49.97;2.900;207.2;21.18;
1-1031;17.17;49.97;3.000;207.2;21.20;
1-1032;17.18;49.97;2.900;207.2;21.22;
1-1033;17.20;49.97;2.900;207.2;21.23;
1-1034;17.22;49.97;2.900;207.2;21.25;
1-1035;17.23;49.97;3.000;207.2;21.26;
1-1036;17.25;49.97;2.900;207.2;21.28;
1-1037;17.27;49.97;3.000;207.2;21.29;
1-1038;17.28;49.97;2.900;207.2;21.31;
1-1039;17.30;49.97;2.900;207.2;21.32;
1-1040;17.32;49.97;2.900;207.2;21.34;
1-1041;17.33;49.97;3.000;207.2;21.35;
1-1042;17.35;49.97;2.900;207.2;21.37;
1-1043;17.37;49.97;2.900;207.2;21.38;
1-1044;17.38;49.97;3.000;207.2;21.40;
1-1045;17.40;49.97;2.900;207.2;21.41;
1-1046;17.42;49.97;2.900;207.2;21.43;
1-1047;17.43;49.97;3.000;207.2;21.45;
1-1048;17.45;49.97;3.000;207.2;21.46;
1-1049;17.47;49.97;3.000;207.2;21.48;
1-1050;17.48;49.97;3.000;207.2;21.49;
1-1051;17.50;49.97;3.000;207.2;21.51;
1-1052;17.52;49.97;2.900;207.2;21.52;
1-1053;17.53;49.97;2.900;207.2;21.54;
1-1054;17.55;49.97;2.900;207.2;21.55;
1-1055;17.57;49.97;3.000;207.2;21.57;
1-1056;17.58;49.97;2.900;207.2;21.58;
1-1057;17.60;49.97;2.900;207.2;21.60;
1-1058;17.62;49.97;2.900;207.2;21.62;
1-1059;17.63;49.97;3.000;207.2;21.63;
1-1060;17.65;49.97;3.000;207.2;21.65;
1-1061;17.67;49.97;2.900;207.2;21.66;
1-1062;17.68;49.97;3.000;207.2;21.68;
1-1063;17.70;49.97;2.900;207.2;21.69;
1-1064;17.72;49.97;2.900;207.2;21.71;
1-1065;17.73;49.97;3.000;207.2;21.72;
1-1066;17.75;49.97;3.000;207.2;21.74;
1-1067;17.77;49.97;3.000;207.2;21.75;
1-1068;17.78;49.97;2.900;207.2;21.77;
1-1069;17.80;49.97;3.000;207.2;21.79;
1-1070;17.82;49.97;2.900;207.2;21.80;
1-1071;17.83;49.97;3.000;207.2;21.82;
1-1072;17.85;49.97;3.000;207.2;21.83;
1-1073;17.87;49.97;3.000;207.2;21.85;
1-1074;17.88;49.97;2.900;207.2;21.86;
1-1075;17.90;49.97;3.000;207.2;21.88;
1-1076;17.92;49.97;2.900;207.2;21.89;
1-1077;17.93;49.97;3.000;207.2;21.91;
1-1078;17.95;49.97;3.000;207.2;21.93;
1-1079;17.97;49.97;3.000;207.2;21.94;
1-1080;17.98;49.97;3.000;207.2;21.96;
1-1081;18.00;49.97;3.000;207.2;21.97;
1-1082;18.02;49.97;2.900;207.2;21.99;
1-1083;18.03;49.97;3.000;207.2;22.00;
1-1084;18.05;49.97;3.000;207.2;22.02;
1-1085;18.07;49.97;3.000;207.2;22.03;
1-1086;18.08;49.97;3.000;207.2;22.05;
1-1087;18.10;49.97;3.000;207.2;22.07;
1-1088;18.12;49.97;2.900;207.2;22.08;
1-1089;18.13;49.97;3.000;207.2;22.10;
1-1090;18.15;49.97;2.900;207.2;22.11;
1-1091;18.17;49.97;3.000;207.2;22.13;
1-1092;18.18;49.97;2.900;207.2;22.14;
1-1093;18.20;49.97;3.000;207.2;22.16;
1-1094;18.22;49.97;2.900;207.2;22.17;
1-1095;18.23;49.97;3.000;207.2;22.19;
1-1096;18.25;49.97;2.900;207.2;22.21;
1-1097;18.27;49.97;3.000;207.2;22.22;
1-1098;18.28;49.97;2.900;207.2;22.24;
1-1099;18.30;49.97;2.900;207.2;22.25;
1-1100;18.32;49.97;2.900;207.2;22.27;
1-1101;18.33;49.97;2.900;207.2;22.28;
1-1102;18.35;49.97;3.000;207.2;22.30;
