D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0010.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-189;3.138;49.97;4.700;196.7;8.454;
1-190;3.155;49.97;4.700;196.8;8.478;
1-191;3.172;49.97;4.700;196.8;8.503;
1-192;3.188;49.97;4.600;196.9;8.527;
1-193;3.205;49.97;4.700;197.0;8.551;
1-194;3.222;49.97;4.600;197.0;8.576;
1-195;3.238;49.97;4.600;197.1;8.600;
1-196;3.255;49.97;4.600;197.1;8.624;
1-197;3.272;49.97;4.700;197.2;8.648;
1-198;3.288;49.97;4.600;197.3;8.673;
1-199;3.305;49.97;4.600;197.4;8.697;
1-200;3.322;49.97;4.600;197.4;8.721;
1-201;3.338;49.97;4.500;197.5;8.745;
1-202;3.355;49.97;4.600;197.5;8.768;
1-203;3.372;49.97;4.500;197.6;8.792;
1-204;3.388;49.97;4.600;197.7;8.816;
1-205;3.405;49.97;4.500;197.7;8.840;
1-206;3.422;49.97;4.600;197.8;8.864;
1-207;3.438;49.97;4.500;197.8;8.887;
1-208;3.455;49.97;4.500;197.9;8.911;
1-209;3.472;49.97;4.600;198.0;8.935;
1-210;3.488;49.97;4.500;198.0;8.959;
1-211;3.505;49.97;4.500;198.0;8.982;
1-212;3.522;49.97;4.500;198.1;9.006;
1-213;3.538;49.97;4.500;198.2;9.029;
1-214;3.555;49.97;4.500;198.2;9.053;
1-215;3.572;49.97;4.500;198.3;9.076;
1-216;3.588;49.97;4.500;198.4;9.100;
1-217;3.605;49.97;4.500;198.4;9.123;
1-218;3.622;49.97;4.500;198.4;9.147;
1-219;3.638;49.97;4.500;198.5;9.171;
1-220;3.655;49.97;4.400;198.6;9.194;
1-221;3.672;49.97;4.400;198.6;9.217;
1-222;3.688;49.97;4.400;198.6;9.240;
1-223;3.705;49.97;4.400;198.7;9.263;
1-224;3.722;49.97;4.400;198.8;9.286;
1-225;3.738;49.97;4.400;198.8;9.309;
1-226;3.755;49.97;4.400;198.9;9.332;
1-227;3.772;49.97;4.400;198.9;9.355;
1-228;3.788;49.97;4.400;199.0;9.378;
1-229;3.805;49.97;4.500;199.0;9.401;
1-230;3.822;49.97;4.400;199.1;9.425;
1-231;3.838;49.97;4.400;199.1;9.448;
1-232;3.855;49.97;4.300;199.2;9.470;
1-233;3.872;49.97;4.400;199.2;9.493;
1-234;3.888;49.97;4.400;199.3;9.516;
1-235;3.905;49.97;4.400;199.3;9.539;
1-236;3.922;49.97;4.400;199.4;9.562;
1-237;3.938;49.97;4.300;199.4;9.585;
1-238;3.955;49.97;4.400;199.5;9.608;
1-239;3.972;49.97;4.300;199.5;9.631;
1-240;3.988;49.97;4.400;199.5;9.653;
1-241;4.005;49.97;4.300;199.6;9.676;
1-242;4.022;49.97;4.300;199.7;9.699;
1-243;4.038;49.97;4.300;199.7;9.721;
1-244;4.055;49.97;4.200;199.8;9.743;
1-245;4.072;49.97;4.300;199.8;9.766;
1-246;4.088;49.97;4.300;199.8;9.788;
1-247;4.105;49.97;4.300;199.9;9.811;
1-248;4.122;49.97;4.200;200.0;9.833;
1-249;4.138;49.97;4.300;200.0;9.855;
1-250;4.155;49.97;4.200;200.0;9.877;
1-251;4.172;49.97;4.300;200.1;9.900;
1-252;4.188;49.97;4.300;200.1;9.922;
1-253;4.205;49.97;4.200;200.2;9.944;
1-254;4.222;49.97;4.200;200.2;9.966;
1-255;4.238;49.97;4.200;200.2;9.988;
1-256;4.255;49.97;4.200;200.3;10.01;
1-257;4.272;49.97;4.200;200.4;10.03;
1-258;4.288;49.97;4.200;200.4;10.05;
1-259;4.305;49.97;4.200;200.4;10.08;
1-260;4.322;49.97;4.200;200.5;10.10;
1-261;4.338;49.97;4.200;200.5;10.12;
1-262;4.355;49.97;4.200;200.5;10.14;
1-263;4.372;49.97;4.200;200.6;10.16;
1-264;4.388;49.97;4.200;200.6;10.19;
1-265;4.405;49.97;4.200;200.6;10.21;
1-266;4.422;49.97;4.200;200.7;10.23;
1-267;4.438;49.97;4.200;200.7;10.25;
1-268;4.455;49.97;4.200;200.8;10.27;
1-269;4.472;49.97;4.200;200.8;10.30;
1-270;4.488;49.97;4.200;200.8;10.32;
1-271;4.505;49.97;4.200;200.9;10.34;
1-272;4.522;49.97;4.200;201.0;10.36;
1-273;4.538;49.97;4.200;201.0;10.38;
1-274;4.555;49.97;4.200;201.0;10.41;
1-275;4.572;49.97;4.100;201.1;10.43;
1-276;4.588;49.97;4.100;201.1;10.45;
1-277;4.605;49.97;4.100;201.2;10.47;
1-278;4.622;49.97;4.100;201.2;10.49;
1-279;4.638;49.97;4.100;201.2;10.51;
1-280;4.655;49.97;4.100;201.3;10.53;
1-281;4.672;49.97;4.100;201.3;10.56;
1-282;4.688;49.97;4.100;201.3;10.58;
1-283;4.705;49.97;4.100;201.4;10.60;
1-284;4.722;49.97;4.100;201.4;10.62;
1-285;4.738;49.97;4.100;201.5;10.64;
1-286;4.755;49.97;4.000;201.5;10.66;
1-287;4.772;49.97;4.100;201.6;10.68;
1-288;4.788;49.97;4.100;201.6;10.71;
1-289;4.805;49.97;4.100;201.6;10.73;
1-290;4.822;49.97;4.000;201.7;10.75;
1-291;4.838;49.97;4.000;201.7;10.77;
1-292;4.855;49.97;4.000;201.7;10.79;
1-293;4.872;49.97;4.000;201.8;10.81;
1-294;4.888;49.97;4.100;201.8;10.83;
1-295;4.905;49.97;4.000;201.9;10.85;
1-296;4.922;49.97;4.000;201.9;10.87;
1-297;4.938;49.97;4.000;201.9;10.90;
1-298;4.955;49.97;4.000;202.0;10.92;
1-299;4.972;49.97;4.000;202.0;10.94;
1-300;4.988;49.97;4.000;202.0;10.96;
1-301;5.005;49.97;4.000;202.1;10.98;
1-302;5.022;49.97;4.000;202.1;11.00;
1-303;5.038;49.97;4.000;202.1;11.02;
1-304;5.055;49.97;4.000;202.2;11.04;
1-305;5.072;49.97;4.000;202.2;11.06;
1-306;5.088;49.97;4.000;202.2;11.08;
1-307;5.105;49.97;4.000;202.3;11.11;
1-308;5.122;49.97;4.000;202.3;11.13;
1-309;5.138;49.97;4.000;202.4;11.15;
1-310;5.155;49.97;4.000;202.4;11.17;
1-311;5.172;49.97;4.000;202.4;11.19;
1-312;5.188;49.97;4.000;202.5;11.21;
1-313;5.205;49.97;4.000;202.5;11.23;
1-314;5.222;49.97;4.000;202.6;11.25;
1-315;5.238;49.97;4.000;202.6;11.27;
1-316;5.255;49.97;3.900;202.6;11.29;
1-317;5.272;49.97;4.000;202.6;11.31;
1-318;5.288;49.97;4.000;202.7;11.33;
1-319;5.305;49.97;4.000;202.7;11.36;
1-320;5.322;49.97;3.900;202.7;11.38;
1-321;5.338;49.97;4.000;202.8;11.40;
1-322;5.355;49.97;3.900;202.8;11.42;
1-323;5.372;49.97;3.900;202.8;11.44;
1-324;5.388;49.97;3.900;202.9;11.46;
1-325;5.405;49.97;4.000;202.9;11.48;
1-326;5.422;49.97;4.000;203.0;11.50;
1-327;5.438;49.97;3.900;203.0;11.52;
1-328;5.455;49.97;4.000;203.0;11.54;
1-329;5.472;49.97;3.900;203.0;11.56;
1-330;5.488;49.97;3.900;203.1;11.58;
1-331;5.505;49.97;4.000;203.1;11.60;
1-332;5.522;49.97;3.900;203.1;11.62;
1-333;5.538;49.97;4.000;203.2;11.64;
1-334;5.555;49.97;3.900;203.2;11.67;
1-335;5.572;49.97;3.900;203.2;11.69;
1-336;5.588;49.97;3.900;203.2;11.71;
1-337;5.605;49.97;4.000;203.3;11.73;
1-338;5.622;49.97;3.900;203.3;11.75;
1-339;5.638;49.97;3.900;203.4;11.77;
1-340;5.655;49.97;3.900;203.4;11.79;
1-341;5.672;49.97;3.900;203.4;11.81;
1-342;5.688;49.97;4.000;203.4;11.83;
1-343;5.705;49.97;4.000;203.4;11.85;
1-344;5.722;49.97;3.900;203.5;11.87;
1-345;5.738;49.97;3.900;203.5;11.89;
1-346;5.755;49.97;3.900;203.5;11.91;
1-347;5.772;49.97;3.900;203.6;11.93;
1-348;5.788;49.97;3.900;203.6;11.95;
1-349;5.805;49.97;3.900;203.6;11.97;
1-350;5.822;49.97;3.900;203.6;11.99;
1-351;5.838;49.97;4.000;203.6;12.01;
1-352;5.855;49.97;3.900;203.7;12.03;
1-353;5.872;49.97;3.900;203.7;12.06;
1-354;5.888;49.97;3.900;203.7;12.08;
1-355;5.905;49.97;4.000;203.8;12.10;
1-356;5.922;49.97;3.900;203.8;12.12;
1-357;5.938;49.97;4.000;203.8;12.14;
1-358;5.955;49.97;3.900;203.8;12.16;
1-359;5.972;49.97;3.900;203.8;12.18;
1-360;5.988;49.97;3.900;203.9;12.20;
1-361;6.005;49.97;3.900;203.9;12.22;
1-362;6.022;49.97;4.000;203.9;12.24;
1-363;6.038;49.97;3.900;203.9;12.26;
1-364;6.055;49.97;3.900;204.0;12.28;
1-365;6.072;49.97;3.900;204.0;12.30;
1-366;6.088;49.97;3.900;204.0;12.32;
1-367;6.105;49.97;3.900;204.0;12.34;
1-368;6.122;49.97;3.900;204.1;12.36;
1-369;6.138;49.97;3.900;204.1;12.38;
1-370;6.155;49.97;3.900;204.1;12.40;
1-371;6.172;49.97;3.900;204.1;12.42;
1-372;6.188;49.97;3.900;204.2;12.44;
1-373;6.205;49.97;3.900;204.2;12.46;
1-374;6.222;49.97;3.900;204.2;12.49;
1-375;6.238;49.97;3.900;204.2;12.51;
1-376;6.255;49.97;3.900;204.2;12.53;
1-377;6.272;49.97;3.900;204.3;12.55;
1-378;6.288;49.97;3.900;204.3;12.57;
1-379;6.305;49.97;3.900;204.3;12.59;
1-380;6.322;49.97;3.900;204.3;12.61;
1-381;6.338;49.97;3.900;204.3;12.63;
1-382;6.355;49.97;3.900;204.4;12.65;
1-383;6.372;49.97;3.900;204.4;12.67;
1-384;6.388;49.97;3.900;204.4;12.69;
1-385;6.405;49.97;3.900;204.4;12.71;
1-386;6.422;49.97;3.900;204.5;12.73;
1-387;6.438;49.97;3.900;204.5;12.75;
1-388;6.455;49.97;3.800;204.5;12.77;
1-389;6.472;49.97;3.900;204.5;12.79;
1-390;6.488;49.97;3.800;204.5;12.81;
1-391;6.505;49.97;3.900;204.6;12.83;
1-392;6.522;49.97;3.800;204.6;12.85;
1-393;6.538;49.97;3.900;204.6;12.87;
1-394;6.555;49.97;3.900;204.6;12.89;
1-395;6.572;49.97;3.800;204.6;12.91;
1-396;6.588;49.97;3.900;204.6;12.93;
1-397;6.605;49.97;3.900;204.6;12.95;
1-398;6.622;49.97;3.900;204.7;12.97;
1-399;6.638;49.97;3.800;204.7;12.99;
1-400;6.655;49.97;3.900;204.7;13.01;
1-401;6.672;49.97;3.800;204.7;13.03;
1-402;6.688;49.97;3.800;204.8;13.05;
1-403;6.705;49.97;3.800;204.8;13.07;
1-404;6.722;49.97;3.900;204.8;13.09;
1-405;6.738;49.97;3.800;204.8;13.11;
1-406;6.755;49.97;3.800;204.8;13.13;
1-407;6.772;49.97;3.900;204.9;13.15;
1-408;6.788;49.97;3.900;204.9;13.17;
1-409;6.805;49.97;3.800;204.9;13.19;
1-410;6.822;49.97;3.800;204.9;13.21;
1-411;6.838;49.97;3.800;204.9;13.23;
1-412;6.855;49.97;3.800;204.9;13.25;
1-413;6.872;49.97;3.800;205.0;13.27;
1-414;6.888;49.97;3.800;205.0;13.29;
1-415;6.905;49.97;3.800;205.0;13.31;
1-416;6.922;49.97;3.800;205.0;13.33;
1-417;6.938;49.97;3.800;205.0;13.35;
1-418;6.955;49.97;3.800;205.1;13.37;
1-419;6.972;49.97;3.800;205.1;13.39;
1-420;6.988;49.97;3.800;205.1;13.41;
1-421;7.005;49.97;3.800;205.1;13.43;
1-422;7.022;49.97;3.800;205.1;13.45;
1-423;7.038;49.97;3.800;205.1;13.47;
1-424;7.055;49.97;3.800;205.2;13.49;
1-425;7.072;49.97;3.800;205.2;13.51;
1-426;7.088;49.97;3.800;205.2;13.53;
1-427;7.105;49.97;3.800;205.2;13.55;
1-428;7.122;49.97;3.800;205.2;13.57;
1-429;7.138;49.97;3.800;205.2;13.59;
1-430;7.155;49.97;3.800;205.2;13.61;
1-431;7.172;49.97;3.800;205.2;13.63;
1-432;7.188;49.97;3.800;205.3;13.65;
1-433;7.205;49.97;3.900;205.3;13.67;
1-434;7.222;49.97;3.900;205.3;13.69;
1-435;7.238;49.97;3.800;205.3;13.71;
1-436;7.255;49.97;3.900;205.3;13.73;
1-437;7.272;49.97;3.800;205.4;13.75;
1-438;7.288;49.97;3.800;205.4;13.77;
1-439;7.305;49.97;3.800;205.4;13.79;
1-440;7.322;49.97;3.800;205.4;13.81;
1-441;7.338;49.97;3.800;205.4;13.83;
1-442;7.355;49.97;3.800;205.4;13.85;
1-443;7.372;49.97;3.800;205.4;13.87;
1-444;7.388;49.97;3.800;205.5;13.89;
1-445;7.405;49.97;3.800;205.5;13.91;
1-446;7.422;49.97;3.800;205.5;13.93;
1-447;7.438;49.97;3.800;205.5;13.95;
1-448;7.455;49.97;3.800;205.6;13.97;
1-449;7.472;49.97;3.800;205.6;13.99;
1-450;7.488;49.97;3.800;205.6;14.01;
1-451;7.505;49.97;3.800;205.6;14.03;
1-452;7.522;49.97;3.800;205.6;14.05;
1-453;7.538;49.97;3.800;205.6;14.07;
1-454;7.555;49.97;3.800;205.6;14.09;
1-455;7.572;49.97;3.800;205.6;14.11;
1-456;7.588;49.97;3.800;205.6;14.13;
1-457;7.605;49.97;3.800;205.7;14.15;
1-458;7.622;49.97;3.800;205.7;14.17;
1-459;7.638;49.97;3.800;205.7;14.19;
1-460;7.655;49.97;3.800;205.7;14.21;
1-461;7.672;49.97;3.800;205.7;14.23;
1-462;7.688;49.97;3.800;205.7;14.25;
1-463;7.705;49.97;3.800;205.8;14.27;
1-464;7.722;49.97;3.800;205.8;14.29;
1-465;7.738;49.97;3.800;205.8;14.31;
1-466;7.755;49.97;3.800;205.8;14.33;
1-467;7.772;49.97;3.800;205.8;14.35;
1-468;7.788;49.97;3.800;205.8;14.37;
1-469;7.805;49.97;3.800;205.8;14.39;
1-470;7.822;49.97;3.800;205.8;14.41;
1-471;7.838;49.97;3.800;205.8;14.43;
1-472;7.855;49.97;3.800;205.8;14.45;
1-473;7.872;49.97;3.800;205.8;14.47;
1-474;7.888;49.97;3.800;205.8;14.49;
1-475;7.905;49.97;3.800;205.8;14.51;
1-476;7.922;49.97;3.800;205.9;14.53;
1-477;7.938;49.97;3.800;205.9;14.55;
1-478;7.955;49.97;3.800;205.9;14.57;
1-479;7.972;49.97;3.800;205.9;14.59;
1-480;7.988;49.97;3.800;206.0;14.61;
1-481;8.005;49.97;3.800;206.0;14.63;
1-482;8.022;49.97;3.800;206.0;14.65;
1-483;8.038;49.97;3.800;206.0;14.67;
1-484;8.055;49.97;3.800;206.0;14.69;
1-485;8.072;49.97;3.800;206.0;14.71;
1-486;8.088;49.97;3.800;206.0;14.73;
1-487;8.105;49.97;3.800;206.0;14.75;
1-488;8.122;49.97;3.800;206.0;14.77;
1-489;8.138;49.97;3.800;206.0;14.79;
1-490;8.155;49.97;3.800;206.0;14.81;
1-491;8.172;49.97;3.800;206.0;14.83;
1-492;8.188;49.97;3.800;206.0;14.85;
1-493;8.205;49.97;3.800;206.0;14.87;
1-494;8.222;49.97;3.800;206.1;14.89;
1-495;8.238;49.97;3.800;206.1;14.91;
1-496;8.255;49.97;3.700;206.1;14.93;
1-497;8.272;49.97;3.800;206.1;14.95;
1-498;8.288;49.97;3.700;206.1;14.96;
1-499;8.305;49.97;3.800;206.1;14.98;
1-500;8.322;49.97;3.800;206.1;15.00;
1-501;8.338;49.97;3.800;206.2;15.02;
1-502;8.355;49.97;3.800;206.2;15.04;
1-503;8.372;49.97;3.700;206.2;15.06;
1-504;8.388;49.97;3.700;206.2;15.08;
1-505;8.405;49.97;3.800;206.2;15.10;
1-506;8.422;49.97;3.800;206.2;15.12;
1-507;8.438;49.97;3.800;206.2;15.14;
1-508;8.455;49.97;3.800;206.2;15.16;
1-509;8.472;49.97;3.800;206.2;15.18;
1-510;8.488;49.97;3.700;206.2;15.20;
1-511;8.505;49.97;3.800;206.3;15.22;
1-512;8.522;49.97;3.800;206.3;15.24;
1-513;8.538;49.97;3.800;206.3;15.26;
1-514;8.555;49.97;3.700;206.3;15.28;
1-515;8.572;49.97;3.800;206.3;15.30;
1-516;8.588;49.97;3.700;206.3;15.32;
1-517;8.605;49.97;3.700;206.3;15.34;
1-518;8.622;49.97;3.700;206.3;15.36;
1-519;8.638;49.97;3.700;206.3;15.38;
1-520;8.655;49.97;3.700;206.4;15.40;
1-521;8.672;49.97;3.700;206.4;15.42;
1-522;8.688;49.97;3.700;206.4;15.44;
1-523;8.705;49.97;3.700;206.4;15.46;
1-524;8.722;49.97;3.700;206.4;15.48;
1-525;8.738;49.97;3.700;206.4;15.49;
1-526;8.755;49.97;3.800;206.4;15.51;
1-527;8.772;49.97;3.700;206.4;15.53;
1-528;8.788;49.97;3.700;206.4;15.55;
1-529;8.805;49.97;3.700;206.4;15.57;
1-530;8.822;49.97;3.700;206.4;15.59;
1-531;8.838;49.97;3.800;206.4;15.61;
1-532;8.855;49.97;3.700;206.4;15.63;
1-533;8.872;49.97;3.800;206.4;15.65;
1-534;8.888;49.97;3.700;206.5;15.67;
1-535;8.905;49.97;3.700;206.5;15.69;
1-536;8.922;49.97;3.700;206.5;15.71;
1-537;8.938;49.97;3.700;206.5;15.73;
1-538;8.955;49.97;3.700;206.5;15.75;
1-539;8.972;49.97;3.700;206.5;15.77;
1-540;8.988;49.97;3.700;206.5;15.79;
1-541;9.005;49.97;3.700;206.5;15.81;
1-542;9.022;49.97;3.700;206.5;15.83;
1-543;9.038;49.97;3.700;206.5;15.84;
1-544;9.055;49.97;3.700;206.5;15.86;
1-545;9.072;49.97;3.700;206.5;15.88;
1-546;9.088;49.97;3.700;206.5;15.90;
1-547;9.105;49.97;3.700;206.5;15.92;
1-548;9.122;49.97;3.700;206.5;15.94;
1-549;9.138;49.97;3.800;206.6;15.96;
1-550;9.155;49.97;3.700;206.6;15.98;
1-551;9.172;49.97;3.700;206.6;16.00;
