D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0013.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-3722;62.03;49.97;3.300;207.9;56.36;
1-3723;62.05;49.97;3.300;207.9;56.38;
1-3724;62.07;49.97;3.300;207.9;56.39;
1-3725;62.08;49.97;3.300;207.9;56.41;
1-3726;62.10;49.97;3.300;207.9;56.43;
1-3727;62.12;49.97;3.300;207.9;56.45;
1-3728;62.13;49.97;3.300;207.9;56.46;
1-3729;62.15;49.97;3.300;207.9;56.48;
1-3730;62.17;49.97;3.300;207.9;56.50;
1-3731;62.18;49.97;3.300;207.9;56.52;
1-3732;62.20;49.97;3.300;207.9;56.53;
1-3733;62.22;49.97;3.300;207.9;56.55;
1-3734;62.23;49.97;3.300;207.9;56.57;
1-3735;62.25;49.97;3.300;207.9;56.58;
1-3736;62.27;49.97;3.300;207.9;56.60;
1-3737;62.28;49.97;3.300;207.9;56.62;
1-3738;62.30;49.97;3.300;207.9;56.64;
1-3739;62.32;49.97;3.300;207.9;56.65;
1-3740;62.33;49.97;3.300;207.9;56.67;
1-3741;62.35;49.97;3.300;207.9;56.69;
1-3742;62.37;49.97;3.300;207.9;56.71;
1-3743;62.38;49.97;3.300;207.9;56.72;
1-3744;62.40;49.97;3.300;207.9;56.74;
1-3745;62.42;49.97;3.300;207.9;56.76;
1-3746;62.43;49.97;3.300;207.9;56.77;
1-3747;62.45;49.97;3.300;207.9;56.79;
1-3748;62.47;49.97;3.300;207.9;56.81;
1-3749;62.48;49.97;3.300;207.9;56.83;
1-3750;62.50;49.97;3.300;207.9;56.84;
1-3751;62.52;49.97;3.300;207.9;56.86;
1-3752;62.53;49.97;3.300;207.9;56.88;
1-3753;62.55;49.97;3.300;207.9;56.90;
1-3754;62.57;49.97;3.300;207.9;56.91;
1-3755;62.58;49.97;3.300;207.9;56.93;
1-3756;62.60;49.97;3.300;207.9;56.95;
1-3757;62.62;49.97;3.300;207.9;56.96;
1-3758;62.63;49.97;3.300;207.9;56.98;
1-3759;62.65;49.97;3.300;207.9;57.00;
1-3760;62.67;49.97;3.300;207.9;57.02;
1-3761;62.68;49.97;3.300;207.9;57.03;
1-3762;62.70;49.97;3.300;207.9;57.05;
1-3763;62.72;49.97;3.300;207.9;57.07;
1-3764;62.73;49.97;3.300;207.9;57.09;
1-3765;62.75;49.97;3.300;207.9;57.10;
1-3766;62.77;49.97;3.300;207.9;57.12;
1-3767;62.78;49.97;3.300;207.9;57.14;
1-3768;62.80;49.97;3.300;207.9;57.15;
1-3769;62.82;49.97;3.300;207.9;57.17;
1-3770;62.83;49.97;3.300;207.9;57.19;
1-3771;62.85;49.97;3.300;207.9;57.21;
1-3772;62.87;49.97;3.300;207.9;57.22;
1-3773;62.88;49.97;3.300;207.9;57.24;
1-3774;62.90;49.97;3.300;207.9;57.26;
1-3775;62.92;49.97;3.200;207.9;57.28;
1-3776;62.93;49.97;3.300;207.9;57.29;
1-3777;62.95;49.97;3.300;207.9;57.31;
1-3778;62.97;49.97;3.300;207.9;57.33;
1-3779;62.98;49.97;3.300;207.9;57.34;
1-3780;63.00;49.97;3.300;207.9;57.36;
1-3781;63.02;49.97;3.300;207.9;57.38;
1-3782;63.03;49.97;3.300;207.9;57.40;
1-3783;63.05;49.97;3.300;207.9;57.41;
1-3784;63.07;49.97;3.300;207.9;57.43;
1-3785;63.08;49.97;3.300;207.9;57.45;
1-3786;63.10;49.97;3.300;207.9;57.47;
1-3787;63.12;49.97;3.300;207.9;57.48;
1-3788;63.13;49.97;3.300;207.9;57.50;
1-3789;63.15;49.97;3.300;207.9;57.52;
1-3790;63.17;49.97;3.300;207.9;57.53;
1-3791;63.18;49.97;3.300;207.9;57.55;
1-3792;63.20;49.97;3.300;207.9;57.57;
1-3793;63.22;49.97;3.300;207.9;57.59;
1-3794;63.23;49.97;3.400;207.9;57.60;
1-3795;63.25;49.97;3.300;207.9;57.62;
1-3796;63.27;49.97;3.300;207.9;57.64;
1-3797;63.28;49.97;3.300;207.9;57.66;
1-3798;63.30;49.97;3.300;207.9;57.67;
1-3799;63.32;49.97;3.300;207.9;57.69;
1-3800;63.33;49.97;3.300;207.9;57.71;
1-3801;63.35;49.97;3.300;207.9;57.72;
1-3802;63.37;49.97;3.300;207.9;57.74;
1-3803;63.38;49.97;3.300;207.9;57.76;
1-3804;63.40;49.97;3.300;207.9;57.78;
1-3805;63.42;49.97;3.300;207.9;57.79;
1-3806;63.43;49.97;3.300;208.0;57.81;
1-3807;63.45;49.97;3.300;207.9;57.83;
1-3808;63.47;49.97;3.300;207.9;57.85;
1-3809;63.48;49.97;3.300;207.9;57.86;
1-3810;63.50;49.97;3.300;207.9;57.88;
1-3811;63.52;49.97;3.200;207.9;57.90;
1-3812;63.53;49.97;3.300;207.9;57.91;
1-3813;63.55;49.97;3.300;207.9;57.93;
1-3814;63.57;49.97;3.300;207.9;57.95;
1-3815;63.58;49.97;3.300;207.9;57.97;
1-3816;63.60;49.97;3.300;207.9;57.98;
1-3817;63.62;49.97;3.300;207.9;58.00;
1-3818;63.63;49.97;3.300;207.9;58.02;
1-3819;63.65;49.97;3.300;207.9;58.03;
1-3820;63.67;49.97;3.300;207.9;58.05;
1-3821;63.68;49.97;3.300;207.9;58.07;
1-3822;63.70;49.97;3.400;208.0;58.09;
1-3823;63.72;49.97;3.300;207.9;58.10;
1-3824;63.73;49.97;3.300;208.0;58.12;
1-3825;63.75;49.97;3.300;208.0;58.14;
1-3826;63.77;49.97;3.400;208.0;58.16;
1-3827;63.78;49.97;3.300;208.0;58.17;
1-3828;63.80;49.97;3.400;208.0;58.19;
1-3829;63.82;49.97;3.300;208.0;58.21;
1-3830;63.83;49.97;3.300;208.0;58.23;
1-3831;63.85;49.97;3.400;208.0;58.24;
1-3832;63.87;49.97;3.400;208.0;58.26;
1-3833;63.88;49.97;3.300;208.0;58.28;
1-3834;63.90;49.97;3.400;208.0;58.30;
1-3835;63.92;49.97;3.300;208.0;58.31;
1-3836;63.93;49.97;3.300;208.0;58.33;
1-3837;63.95;49.97;3.300;208.0;58.35;
1-3838;63.97;49.97;3.300;208.0;58.37;
1-3839;63.98;49.97;3.400;208.0;58.38;
1-3840;64.00;49.97;3.400;208.0;58.40;
1-3841;64.02;49.97;3.300;208.0;58.42;
1-3842;64.03;49.97;3.400;208.0;58.44;
1-3843;64.05;49.97;3.300;208.0;58.45;
1-3844;64.07;49.97;3.400;208.0;58.47;
1-3845;64.08;49.97;3.300;208.0;58.49;
1-3846;64.10;49.97;3.400;208.0;58.51;
1-3847;64.12;49.97;3.300;208.0;58.52;
1-3848;64.13;49.97;3.300;208.0;58.54;
1-3849;64.15;49.97;3.400;208.0;58.56;
1-3850;64.17;49.97;3.400;208.0;58.58;
1-3851;64.18;49.97;3.300;208.0;58.59;
1-3852;64.20;49.97;3.400;208.0;58.61;
1-3853;64.22;49.97;3.400;208.0;58.63;
1-3854;64.23;49.97;3.400;208.0;58.65;
1-3855;64.25;49.97;3.400;208.0;58.67;
1-3856;64.27;49.97;3.400;207.9;58.68;
1-3857;64.28;49.97;3.400;208.0;58.70;
1-3858;64.30;49.97;3.400;208.0;58.72;
1-3859;64.32;49.97;3.300;208.0;58.74;
1-3860;64.33;49.97;3.400;208.0;58.75;
1-3861;64.35;49.97;3.300;208.0;58.77;
1-3862;64.37;49.97;3.400;208.0;58.79;
1-3863;64.38;49.97;3.400;208.0;58.81;
1-3864;64.40;49.97;3.400;208.0;58.82;
1-3865;64.42;49.97;3.400;208.0;58.84;
1-3866;64.43;49.97;3.400;208.0;58.86;
1-3867;64.45;49.97;3.400;208.0;58.88;
1-3868;64.47;49.97;3.400;208.0;58.90;
1-3869;64.49;49.97;3.300;208.0;58.91;
1-3870;64.50;49.97;3.300;208.0;58.93;
1-3871;64.52;49.97;3.400;208.0;58.95;
1-3872;64.54;49.97;3.400;208.0;58.97;
1-3873;64.55;49.97;3.400;208.0;58.98;
1-3874;64.57;49.97;3.400;208.0;59.00;
1-3875;64.59;49.97;3.400;208.0;59.02;
1-3876;64.60;49.97;3.400;208.0;59.04;
1-3877;64.62;49.97;3.300;208.0;59.05;
1-3878;64.64;49.97;3.400;208.0;59.07;
1-3879;64.65;49.97;3.400;208.0;59.09;
1-3880;64.67;49.97;3.400;208.0;59.11;
1-3881;64.69;49.97;3.400;208.0;59.13;
1-3882;64.70;49.97;3.400;208.0;59.14;
1-3883;64.72;49.97;3.400;208.0;59.16;
1-3884;64.74;49.97;3.300;208.0;59.18;
1-3885;64.75;49.97;3.400;208.0;59.20;
1-3886;64.77;49.97;3.400;208.0;59.21;
1-3887;64.79;49.97;3.400;208.0;59.23;
1-3888;64.80;49.97;3.400;208.0;59.25;
1-3889;64.82;49.97;3.400;208.0;59.27;
1-3890;64.84;49.97;3.400;208.0;59.29;
1-3891;64.85;49.97;3.400;208.0;59.30;
1-3892;64.87;49.97;3.400;208.0;59.32;
1-3893;64.89;49.97;3.400;208.0;59.34;
1-3894;64.90;49.97;3.400;208.0;59.36;
1-3895;64.92;49.97;3.400;208.0;59.37;
1-3896;64.94;49.97;3.400;208.0;59.39;
1-3897;64.95;49.97;3.400;208.0;59.41;
1-3898;64.97;49.97;3.400;208.0;59.43;
1-3899;64.99;49.97;3.400;208.0;59.45;
1-3900;65.00;49.97;3.400;208.0;59.46;
1-3901;65.02;49.97;3.400;208.0;59.48;
1-3902;65.04;49.97;3.400;208.0;59.50;
1-3903;65.05;49.97;3.400;208.0;59.52;
1-3904;65.07;49.97;3.400;208.0;59.53;
1-3905;65.09;49.97;3.400;208.0;59.55;
1-3906;65.10;49.97;3.400;208.0;59.57;
1-3907;65.12;49.97;3.400;208.0;59.59;
1-3908;65.14;49.97;3.300;208.0;59.61;
1-3909;65.15;49.97;3.300;208.0;59.62;
1-3910;65.17;49.97;3.400;208.0;59.64;
1-3911;65.19;49.97;3.400;208.0;59.66;
1-3912;65.20;49.97;3.400;208.0;59.68;
1-3913;65.22;49.97;3.400;208.0;59.69;
1-3914;65.24;49.97;3.400;208.0;59.71;
1-3915;65.25;49.97;3.400;208.0;59.73;
1-3916;65.27;49.97;3.400;208.0;59.75;
1-3917;65.29;49.97;3.400;208.0;59.76;
1-3918;65.30;49.97;3.400;208.0;59.78;
1-3919;65.32;49.97;3.400;208.0;59.80;
1-3920;65.34;49.97;3.400;208.0;59.82;
1-3921;65.35;49.97;3.400;208.0;59.84;
1-3922;65.37;49.97;3.400;208.0;59.85;
1-3923;65.39;49.97;3.400;208.0;59.87;
1-3924;65.40;49.97;3.400;208.0;59.89;
1-3925;65.42;49.97;3.400;208.0;59.91;
1-3926;65.44;49.97;3.400;208.0;59.92;
1-3927;65.45;49.97;3.400;208.0;59.94;
1-3928;65.47;49.97;3.400;208.0;59.96;
1-3929;65.49;49.97;3.400;208.0;59.98;
1-3930;65.50;49.97;3.400;208.0;60.00;
1-3931;65.52;49.97;3.400;208.0;60.01;
1-3932;65.54;49.97;3.400;208.0;60.03;
1-3933;65.55;49.97;3.400;208.0;60.05;
1-3934;65.57;49.97;3.400;208.0;60.07;
1-3935;65.59;49.97;3.400;208.0;60.08;
1-3936;65.60;49.97;3.400;208.0;60.10;
1-3937;65.62;49.97;3.400;208.0;60.12;
1-3938;65.64;49.97;3.400;208.0;60.14;
1-3939;65.65;49.97;3.400;208.0;60.16;
1-3940;65.67;49.97;3.400;208.0;60.17;
1-3941;65.69;49.97;3.400;208.0;60.19;
1-3942;65.70;49.97;3.400;208.0;60.21;
1-3943;65.72;49.97;3.500;208.0;60.23;
1-3944;65.74;49.97;3.400;208.0;60.25;
1-3945;65.75;49.97;3.400;208.0;60.26;
1-3946;65.77;49.97;3.400;208.0;60.28;
1-3947;65.79;49.97;3.500;208.0;60.30;
1-3948;65.80;49.97;3.400;208.0;60.32;
1-3949;65.82;49.97;3.400;208.0;60.33;
1-3950;65.84;49.97;3.400;208.0;60.35;
1-3951;65.85;49.97;3.400;208.0;60.37;
1-3952;65.87;49.97;3.400;208.0;60.39;
1-3953;65.89;49.97;3.400;208.0;60.41;
1-3954;65.90;49.97;3.400;208.0;60.42;
1-3955;65.92;49.97;3.400;208.0;60.44;
1-3956;65.94;49.97;3.400;208.0;60.46;
1-3957;65.95;49.97;3.400;208.0;60.48;
1-3958;65.97;49.97;3.500;208.0;60.50;
1-3959;65.99;49.97;3.500;208.0;60.51;
1-3960;66.00;49.97;3.400;208.0;60.53;
1-3961;66.02;49.97;3.400;208.0;60.55;
1-3962;66.04;49.97;3.400;208.0;60.57;
1-3963;66.05;49.97;3.400;208.0;60.59;
1-3964;66.07;49.97;3.400;208.0;60.60;
1-3965;66.09;49.97;3.500;208.0;60.62;
1-3966;66.10;49.97;3.400;208.0;60.64;
1-3967;66.12;49.97;3.400;208.0;60.66;
1-3968;66.14;49.97;3.400;208.0;60.67;
1-3969;66.15;49.97;3.400;208.0;60.69;
1-3970;66.17;49.97;3.400;208.0;60.71;
1-3971;66.19;49.97;3.400;208.0;60.73;
1-3972;66.20;49.97;3.400;208.0;60.75;
1-3973;66.22;49.97;3.400;208.0;60.76;
1-3974;66.24;49.97;3.400;208.0;60.78;
1-3975;66.25;49.97;3.500;208.0;60.80;
1-3976;66.27;49.97;3.400;208.0;60.82;
1-3977;66.29;49.97;3.400;208.0;60.84;
1-3978;66.30;49.97;3.400;208.0;60.85;
1-3979;66.32;49.97;3.400;208.0;60.87;
1-3980;66.34;49.97;3.400;208.0;60.89;
1-3981;66.35;49.97;3.400;208.0;60.91;
1-3982;66.37;49.97;3.400;208.0;60.92;
1-3983;66.39;49.97;3.400;208.0;60.94;
1-3984;66.40;49.97;3.400;208.0;60.96;
1-3985;66.42;49.97;3.400;208.0;60.98;
1-3986;66.44;49.97;3.400;208.0;61.00;
1-3987;66.45;49.97;3.400;208.0;61.01;
1-3988;66.47;49.97;3.400;208.0;61.03;
1-3989;66.49;49.97;3.400;208.0;61.05;
1-3990;66.50;49.97;3.400;208.0;61.07;
1-3991;66.52;49.97;3.400;208.0;61.08;
1-3992;66.54;49.97;3.400;208.0;61.10;
1-3993;66.55;49.97;3.400;208.0;61.12;
1-3994;66.57;49.97;3.400;208.0;61.14;
1-3995;66.59;49.97;3.500;208.0;61.16;
1-3996;66.60;49.97;3.400;208.0;61.17;
1-3997;66.62;49.97;3.400;208.0;61.19;
1-3998;66.64;49.97;3.400;208.0;61.21;
1-3999;66.65;49.97;3.400;208.0;61.23;
1-4000;66.67;49.97;3.400;208.0;61.25;
1-4001;66.69;49.97;3.500;208.0;61.26;
1-4002;66.70;49.97;3.400;208.1;61.28;
1-4003;66.72;49.97;3.400;208.0;61.30;
1-4004;66.74;49.97;3.400;208.0;61.32;
1-4005;66.75;49.97;3.400;208.1;61.33;
1-4006;66.77;49.97;3.400;208.0;61.35;
1-4007;66.79;49.97;3.400;208.0;61.37;
1-4008;66.80;49.97;3.400;208.0;61.39;
1-4009;66.82;49.97;3.400;208.0;61.41;
1-4010;66.84;49.97;3.400;208.0;61.42;
1-4011;66.85;49.97;3.400;208.0;61.44;
1-4012;66.87;49.97;3.400;208.0;61.46;
1-4013;66.89;49.97;3.400;208.0;61.48;
1-4014;66.90;49.97;3.400;208.0;61.49;
1-4015;66.92;49.97;3.400;208.0;61.51;
1-4016;66.94;49.97;3.400;208.0;61.53;
1-4017;66.95;49.97;3.400;208.0;61.55;
1-4018;66.97;49.97;3.400;208.0;61.57;
1-4019;66.99;49.97;3.500;208.0;61.58;
1-4020;67.00;49.97;3.400;208.0;61.60;
1-4021;67.02;49.97;3.400;208.0;61.62;
1-4022;67.04;49.97;3.400;208.0;61.64;
1-4023;67.05;49.97;3.400;208.0;61.66;
1-4024;67.07;49.97;3.400;208.0;61.67;
1-4025;67.09;49.97;3.500;208.0;61.69;
1-4026;67.10;49.97;3.500;208.0;61.71;
1-4027;67.12;49.97;3.500;208.0;61.73;
1-4028;67.14;49.97;3.400;208.0;61.75;
1-4029;67.15;49.97;3.400;208.0;61.76;
1-4030;67.17;49.97;3.400;208.0;61.78;
1-4031;67.19;49.97;3.400;208.0;61.80;
1-4032;67.20;49.97;3.400;208.0;61.82;
1-4033;67.22;49.97;3.400;208.0;61.84;
1-4034;67.24;49.97;3.400;208.0;61.85;
1-4035;67.25;49.97;3.400;208.0;61.87;
1-4036;67.27;49.97;3.400;208.0;61.89;
1-4037;67.29;49.97;3.500;208.0;61.91;
1-4038;67.30;49.97;3.500;208.0;61.92;
1-4039;67.32;49.97;3.400;208.0;61.94;
1-4040;67.34;49.97;3.500;208.0;61.96;
1-4041;67.35;49.97;3.400;208.0;61.98;
1-4042;67.37;49.97;3.500;208.0;62.00;
1-4043;67.39;49.97;3.500;208.0;62.02;
1-4044;67.40;49.97;3.500;208.0;62.03;
1-4045;67.42;49.97;3.500;208.0;62.05;
1-4046;67.44;49.97;3.400;208.0;62.07;
1-4047;67.45;49.97;3.400;208.0;62.09;
1-4048;67.47;49.97;3.500;208.0;62.11;
1-4049;67.49;49.97;3.500;208.0;62.12;
1-4050;67.50;49.97;3.500;208.0;62.14;
1-4051;67.52;49.97;3.500;208.0;62.16;
1-4052;67.54;49.97;3.400;208.0;62.18;
1-4053;67.55;49.97;3.400;208.1;62.20;
1-4054;67.57;49.97;3.500;208.1;62.21;
1-4055;67.59;49.97;3.500;208.0;62.23;
1-4056;67.60;49.97;3.400;208.0;62.25;
1-4057;67.62;49.97;3.500;208.0;62.27;
1-4058;67.64;49.97;3.500;208.0;62.29;
1-4059;67.65;49.97;3.400;208.0;62.31;
1-4060;67.67;49.97;3.500;208.0;62.32;
1-4061;67.69;49.97;3.500;208.0;62.34;
1-4062;67.70;49.97;3.500;208.0;62.36;
1-4063;67.72;49.97;3.400;208.0;62.38;
1-4064;67.74;49.97;3.500;208.0;62.40;
1-4065;67.75;49.97;3.500;208.0;62.41;
1-4066;67.77;49.97;3.500;208.0;62.43;
1-4067;67.79;49.97;3.500;208.0;62.45;
1-4068;67.80;49.97;3.500;208.1;62.47;
1-4069;67.82;49.97;3.500;208.1;62.49;
1-4070;67.84;49.97;3.500;208.0;62.51;
1-4071;67.85;49.97;3.400;208.1;62.52;
1-4072;67.87;49.97;3.500;208.0;62.54;
1-4073;67.89;49.97;3.500;208.1;62.56;
1-4074;67.90;49.97;3.500;208.0;62.58;
1-4075;67.92;49.97;3.500;208.1;62.60;
1-4076;67.94;49.97;3.500;208.1;62.62;
1-4077;67.95;49.97;3.400;208.1;62.63;
1-4078;67.97;49.97;3.500;208.1;62.65;
1-4079;67.99;49.97;3.500;208.1;62.67;
1-4080;68.00;49.97;3.500;208.1;62.69;
1-4081;68.02;49.97;3.500;208.1;62.71;
1-4082;68.04;49.97;3.500;208.1;62.73;
1-4083;68.05;49.97;3.500;208.1;62.74;
1-4084;68.07;49.97;3.500;208.1;62.76;
1-4085;68.09;49.97;3.500;208.1;62.78;
1-4086;68.10;49.97;3.500;208.1;62.80;
1-4087;68.12;49.97;3.500;208.0;62.82;
1-4088;68.14;49.97;3.500;208.1;62.83;
1-4089;68.15;49.97;3.400;208.1;62.85;
1-4090;68.17;49.97;3.500;208.1;62.87;
1-4091;68.19;49.97;3.500;208.1;62.89;
1-4092;68.20;49.97;3.500;208.1;62.91;
1-4093;68.22;49.97;3.500;208.0;62.93;
1-4094;68.24;49.97;3.500;208.1;62.94;
1-4095;68.25;49.97;3.500;208.0;62.96;
1-4096;68.27;49.97;3.500;208.1;62.98;
1-4097;68.29;49.97;3.500;208.1;63.00;
1-4098;68.30;49.97;3.500;208.1;63.02;
1-4099;68.32;49.97;3.500;208.1;63.04;
1-4100;68.34;49.97;3.500;208.1;63.05;
1-4101;68.35;49.97;3.500;208.1;63.07;
1-4102;68.37;49.97;3.500;208.0;63.09;
1-4103;68.39;49.97;3.500;208.1;63.11;
1-4104;68.40;49.97;3.500;208.1;63.13;
1-4105;68.42;49.97;3.500;208.1;63.15;
1-4106;68.44;49.97;3.500;208.1;63.16;
1-4107;68.45;49.97;3.500;208.1;63.18;
1-4108;68.47;49.97;3.500;208.1;63.20;
1-4109;68.49;49.97;3.500;208.1;63.22;
1-4110;68.50;49.97;3.500;208.1;63.24;
1-4111;68.52;49.97;3.500;208.1;63.26;
1-4112;68.54;49.97;3.500;208.1;63.27;
1-4113;68.55;49.97;3.500;208.1;63.29;
1-4114;68.57;49.97;3.500;208.1;63.31;
1-4115;68.59;49.97;3.500;208.1;63.33;
1-4116;68.60;49.97;3.500;208.1;63.35;
1-4117;68.62;49.97;3.500;208.1;63.37;
1-4118;68.64;49.97;3.500;208.1;63.38;
1-4119;68.65;49.97;3.500;208.1;63.40;
1-4120;68.67;49.97;3.500;208.1;63.42;
1-4121;68.69;49.97;3.500;208.1;63.44;
1-4122;68.70;49.97;3.500;208.1;63.46;
1-4123;68.72;49.97;3.500;208.1;63.48;
1-4124;68.74;49.97;3.500;208.1;63.49;
1-4125;68.75;49.97;3.500;208.1;63.51;
1-4126;68.77;49.97;3.500;208.1;63.53;
1-4127;68.79;49.97;3.500;208.1;63.55;
1-4128;68.80;49.97;3.500;208.1;63.57;
1-4129;68.82;49.97;3.500;208.1;63.59;
1-4130;68.84;49.97;3.600;208.1;63.60;
1-4131;68.85;49.97;3.500;208.1;63.62;
1-4132;68.87;49.97;3.500;208.1;63.64;
1-4133;68.89;49.97;3.500;208.1;63.66;
1-4134;68.90;49.97;3.500;208.1;63.68;
1-4135;68.92;49.97;3.500;208.1;63.70;
1-4136;68.94;49.97;3.500;208.1;63.71;
1-4137;68.95;49.97;3.500;208.1;63.73;
1-4138;68.97;49.97;3.500;208.1;63.75;
1-4139;68.99;49.97;3.500;208.1;63.77;
1-4140;69.00;49.97;3.500;208.1;63.79;
1-4141;69.02;49.97;3.500;208.1;63.81;
1-4142;69.04;49.97;3.500;208.1;63.82;
1-4143;69.05;49.97;3.500;208.1;63.84;
1-4144;69.07;49.97;3.500;208.1;63.86;
1-4145;69.09;49.97;3.500;208.1;63.88;
1-4146;69.10;49.97;3.500;208.1;63.90;
1-4147;69.12;49.97;3.500;208.1;63.92;
1-4148;69.14;49.97;3.500;208.1;63.93;
1-4149;69.15;49.97;3.500;208.1;63.95;
1-4150;69.17;49.97;3.500;208.1;63.97;
1-4151;69.19;49.97;3.500;208.1;63.99;
1-4152;69.20;49.97;3.500;208.1;64.01;
1-4153;69.22;49.97;3.500;208.1;64.03;
1-4154;69.24;49.97;3.500;208.1;64.04;
1-4155;69.25;49.97;3.500;208.1;64.06;
1-4156;69.27;49.97;3.500;208.1;64.08;
1-4157;69.29;49.97;3.500;208.1;64.10;
1-4158;69.30;49.97;3.500;208.1;64.12;
1-4159;69.32;49.97;3.500;208.1;64.14;
1-4160;69.34;49.97;3.500;208.1;64.15;
1-4161;69.35;49.97;3.500;208.1;64.17;
1-4162;69.37;49.97;3.500;208.1;64.19;
1-4163;69.39;49.97;3.500;208.1;64.21;
1-4164;69.40;49.97;3.500;208.1;64.23;
1-4165;69.42;49.97;3.500;208.1;64.25;
1-4166;69.44;49.97;3.500;208.1;64.26;
1-4167;69.45;49.97;3.600;208.1;64.28;
1-4168;69.47;49.97;3.500;208.1;64.30;
1-4169;69.49;49.97;3.500;208.1;64.32;
1-4170;69.50;49.97;3.600;208.1;64.34;
1-4171;69.52;49.97;3.600;208.1;64.36;
1-4172;69.54;49.97;3.500;208.1;64.38;
1-4173;69.55;49.97;3.600;208.1;64.39;
1-4174;69.57;49.97;3.500;208.1;64.41;
1-4175;69.59;49.97;3.600;208.1;64.43;
1-4176;69.60;49.97;3.500;208.1;64.45;
1-4177;69.62;49.97;3.600;208.1;64.47;
1-4178;69.64;49.97;3.600;208.1;64.49;
1-4179;69.65;49.97;3.600;208.1;64.51;
1-4180;69.67;49.97;3.500;208.1;64.52;
1-4181;69.69;49.97;3.600;208.1;64.54;
1-4182;69.70;49.97;3.600;208.1;64.56;
1-4183;69.72;49.97;3.600;208.1;64.58;
1-4184;69.74;49.97;3.600;208.1;64.60;
1-4185;69.75;49.97;3.600;208.1;64.62;
1-4186;69.77;49.97;3.500;208.1;64.64;
1-4187;69.79;49.97;3.600;208.1;64.66;
1-4188;69.80;49.97;3.600;208.1;64.67;
1-4189;69.82;49.97;3.600;208.1;64.69;
1-4190;69.84;49.97;3.600;208.1;64.71;
1-4191;69.85;49.97;3.600;208.1;64.73;
1-4192;69.87;49.97;3.500;208.1;64.75;
1-4193;69.89;49.97;3.600;208.1;64.77;
1-4194;69.90;49.97;3.600;208.1;64.79;
1-4195;69.92;49.97;3.500;208.1;64.81;
1-4196;69.94;49.97;3.600;208.1;64.82;
1-4197;69.95;49.97;3.600;208.1;64.84;
1-4198;69.97;49.97;3.500;208.1;64.86;
1-4199;69.99;49.97;3.600;208.1;64.88;
1-4200;70.00;49.97;3.500;208.1;64.90;
1-4201;70.02;49.97;3.500;208.1;64.92;
1-4202;70.04;49.97;3.500;208.1;64.94;
1-4203;70.05;49.97;3.600;208.1;64.95;
1-4204;70.07;49.97;3.500;208.1;64.97;
1-4205;70.09;49.97;3.600;208.1;64.99;
1-4206;70.10;49.97;3.600;208.1;65.01;
1-4207;70.12;49.97;3.600;208.1;65.03;
1-4208;70.14;49.97;3.500;208.1;65.05;
1-4209;70.15;49.97;3.600;208.1;65.07;
1-4210;70.17;49.97;3.500;208.1;65.08;
1-4211;70.19;49.97;3.600;208.1;65.10;
1-4212;70.20;49.97;3.600;208.1;65.12;
1-4213;70.22;49.97;3.600;208.1;65.14;
1-4214;70.24;49.97;3.500;208.1;65.16;
1-4215;70.25;49.97;3.600;208.1;65.18;
1-4216;70.27;49.97;3.500;208.1;65.20;
1-4217;70.29;49.97;3.500;208.1;65.21;
1-4218;70.30;49.97;3.600;208.1;65.23;
1-4219;70.32;49.97;3.600;208.1;65.25;
1-4220;70.34;49.97;3.600;208.1;65.27;
1-4221;70.35;49.97;3.600;208.1;65.29;
1-4222;70.37;49.97;3.500;208.1;65.31;
1-4223;70.39;49.97;3.600;208.1;65.33;
1-4224;70.40;49.97;3.500;208.1;65.35;
1-4225;70.42;49.97;3.600;208.1;65.36;
1-4226;70.44;49.97;3.500;208.1;65.38;
1-4227;70.45;49.97;3.600;208.1;65.40;
1-4228;70.47;49.97;3.500;208.1;65.42;
1-4229;70.49;49.97;3.600;208.1;65.44;
1-4230;70.50;49.97;3.500;208.1;65.46;
1-4231;70.52;49.97;3.600;208.1;65.48;
1-4232;70.54;49.97;3.600;208.1;65.49;
1-4233;70.55;49.97;3.600;208.1;65.51;
1-4234;70.57;49.97;3.600;208.1;65.53;
1-4235;70.59;49.97;3.600;208.1;65.55;
1-4236;70.60;49.97;3.600;208.1;65.57;
1-4237;70.62;49.97;3.600;208.1;65.59;
1-4238;70.64;49.97;3.600;208.1;65.61;
1-4239;70.65;49.97;3.600;208.1;65.63;
1-4240;70.67;49.97;3.500;208.1;65.64;
1-4241;70.69;49.97;3.600;208.1;65.66;
1-4242;70.70;49.97;3.600;208.1;65.68;
1-4243;70.72;49.97;3.600;208.1;65.70;
1-4244;70.74;49.97;3.600;208.1;65.72;
1-4245;70.75;49.97;3.600;208.1;65.74;
1-4246;70.77;49.97;3.600;208.1;65.76;
1-4247;70.79;49.97;3.600;208.1;65.78;
1-4248;70.80;49.97;3.600;208.1;65.80;
1-4249;70.82;49.97;3.600;208.1;65.81;
1-4250;70.84;49.97;3.600;208.1;65.83;
1-4251;70.85;49.97;3.600;208.1;65.85;
1-4252;70.87;49.97;3.600;208.1;65.87;
1-4253;70.89;49.97;3.600;208.2;65.89;
1-4254;70.90;49.97;3.600;208.1;65.91;
1-4255;70.92;49.97;3.600;208.1;65.93;
