D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0015.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-191;3.179;49.97;5.000;197.3;9.176;
1-192;3.196;49.97;5.000;197.4;9.202;
1-193;3.213;49.97;5.000;197.4;9.228;
1-194;3.229;49.97;5.100;197.5;9.254;
1-195;3.246;49.97;5.000;197.5;9.281;
1-196;3.263;49.97;5.000;197.6;9.307;
1-197;3.279;49.97;4.900;197.7;9.333;
1-198;3.296;49.97;5.000;197.8;9.359;
1-199;3.313;49.97;5.000;197.8;9.385;
1-200;3.329;49.97;5.000;197.9;9.411;
1-201;3.346;49.97;5.000;197.9;9.437;
1-202;3.363;49.97;5.000;198.0;9.463;
1-203;3.379;49.97;4.900;198.0;9.489;
1-204;3.396;49.97;4.900;198.1;9.515;
1-205;3.413;49.97;5.000;198.2;9.541;
1-206;3.429;49.97;4.900;198.2;9.567;
1-207;3.446;49.97;4.900;198.3;9.592;
1-208;3.463;49.97;5.000;198.4;9.618;
1-209;3.479;49.97;4.800;198.4;9.644;
1-210;3.496;49.97;4.900;198.4;9.669;
1-211;3.513;49.97;4.800;198.5;9.695;
1-212;3.529;49.97;4.900;198.6;9.720;
1-213;3.546;49.97;4.800;198.6;9.745;
1-214;3.563;49.97;4.900;198.7;9.771;
1-215;3.579;49.97;4.800;198.8;9.796;
1-216;3.596;49.97;4.900;198.8;9.822;
1-217;3.613;49.97;4.800;198.8;9.847;
1-218;3.629;49.97;4.800;198.9;9.872;
1-219;3.646;49.97;4.800;199.0;9.897;
1-220;3.663;49.97;4.800;199.0;9.922;
1-221;3.679;49.97;4.800;199.1;9.947;
1-222;3.696;49.97;4.700;199.1;9.972;
1-223;3.713;49.97;4.800;199.2;9.997;
1-224;3.729;49.97;4.800;199.2;10.02;
1-225;3.746;49.97;4.700;199.3;10.05;
1-226;3.763;49.97;4.800;199.3;10.07;
1-227;3.779;49.97;4.700;199.4;10.10;
1-228;3.796;49.97;4.700;199.4;10.12;
1-229;3.813;49.97;4.700;199.5;10.15;
1-230;3.829;49.97;4.800;199.6;10.17;
1-231;3.846;49.97;4.700;199.6;10.20;
1-232;3.863;49.97;4.700;199.6;10.22;
1-233;3.879;49.97;4.700;199.7;10.24;
1-234;3.896;49.97;4.700;199.7;10.27;
1-235;3.913;49.97;4.700;199.8;10.29;
1-236;3.929;49.97;4.700;199.9;10.32;
1-237;3.946;49.97;4.700;199.9;10.34;
1-238;3.963;49.97;4.700;199.9;10.37;
1-239;3.979;49.97;4.700;200.0;10.39;
1-240;3.996;49.97;4.600;200.0;10.42;
1-241;4.013;49.97;4.700;200.1;10.44;
1-242;4.029;49.97;4.700;200.1;10.47;
1-243;4.046;49.97;4.600;200.1;10.49;
1-244;4.063;49.97;4.700;200.2;10.51;
1-245;4.079;49.97;4.700;200.2;10.54;
1-246;4.096;49.97;4.600;200.2;10.56;
1-247;4.113;49.97;4.600;200.3;10.59;
1-248;4.129;49.97;4.700;200.4;10.61;
1-249;4.146;49.97;4.600;200.4;10.64;
1-250;4.163;49.97;4.700;200.5;10.66;
1-251;4.179;49.97;4.600;200.5;10.68;
1-252;4.196;49.97;4.600;200.5;10.71;
1-253;4.213;49.97;4.600;200.6;10.73;
1-254;4.229;49.97;4.600;200.6;10.76;
1-255;4.246;49.97;4.700;200.6;10.78;
1-256;4.263;49.97;4.600;200.7;10.81;
1-257;4.279;49.97;4.600;200.7;10.83;
1-258;4.296;49.97;4.600;200.8;10.85;
1-259;4.313;49.97;4.600;200.8;10.88;
1-260;4.329;49.97;4.500;200.9;10.90;
1-261;4.346;49.97;4.500;200.9;10.93;
1-262;4.363;49.97;4.600;200.9;10.95;
1-263;4.379;49.97;4.600;201.0;10.97;
1-264;4.396;49.97;4.500;201.0;11.00;
1-265;4.413;49.97;4.500;201.1;11.02;
1-266;4.429;49.97;4.600;201.1;11.04;
1-267;4.446;49.97;4.500;201.1;11.07;
1-268;4.463;49.97;4.500;201.2;11.09;
1-269;4.479;49.97;4.500;201.2;11.12;
1-270;4.496;49.97;4.500;201.2;11.14;
1-271;4.513;49.97;4.600;201.3;11.16;
1-272;4.529;49.97;4.500;201.3;11.19;
1-273;4.546;49.97;4.600;201.3;11.21;
1-274;4.563;49.97;4.500;201.4;11.23;
1-275;4.579;49.97;4.500;201.4;11.26;
1-276;4.596;49.97;4.500;201.4;11.28;
1-277;4.613;49.97;4.500;201.5;11.30;
1-278;4.629;49.97;4.500;201.5;11.33;
1-279;4.646;49.97;4.500;201.6;11.35;
1-280;4.663;49.97;4.500;201.6;11.38;
1-281;4.679;49.97;4.500;201.6;11.40;
1-282;4.696;49.97;4.500;201.7;11.42;
1-283;4.713;49.97;4.500;201.7;11.45;
1-284;4.729;49.97;4.600;201.8;11.47;
1-285;4.746;49.97;4.500;201.8;11.49;
1-286;4.763;49.97;4.500;201.8;11.52;
1-287;4.779;49.97;4.500;201.9;11.54;
1-288;4.796;49.97;4.500;201.9;11.56;
1-289;4.813;49.97;4.500;201.9;11.59;
1-290;4.829;49.97;4.500;202.0;11.61;
1-291;4.846;49.97;4.600;202.0;11.64;
1-292;4.863;49.97;4.500;202.0;11.66;
1-293;4.879;49.97;4.500;202.0;11.68;
1-294;4.896;49.97;4.500;202.1;11.71;
1-295;4.913;49.97;4.600;202.1;11.73;
1-296;4.929;49.97;4.500;202.1;11.75;
1-297;4.946;49.97;4.500;202.2;11.78;
1-298;4.963;49.97;4.500;202.2;11.80;
1-299;4.979;49.97;4.500;202.2;11.82;
1-300;4.996;49.97;4.500;202.3;11.85;
1-301;5.013;49.97;4.500;202.3;11.87;
1-302;5.029;49.97;4.500;202.3;11.90;
1-303;5.046;49.97;4.500;202.4;11.92;
1-304;5.063;49.97;4.500;202.4;11.94;
1-305;5.079;49.97;4.500;202.4;11.97;
1-306;5.096;49.97;4.500;202.5;11.99;
1-307;5.113;49.97;4.500;202.5;12.01;
1-308;5.129;49.97;4.500;202.5;12.04;
1-309;5.146;49.97;4.500;202.6;12.06;
1-310;5.163;49.97;4.400;202.6;12.08;
1-311;5.179;49.97;4.500;202.6;12.11;
1-312;5.196;49.97;4.400;202.6;12.13;
1-313;5.213;49.97;4.500;202.7;12.15;
1-314;5.229;49.97;4.500;202.7;12.18;
1-315;5.246;49.97;4.500;202.7;12.20;
1-316;5.263;49.97;4.500;202.8;12.22;
1-317;5.279;49.97;4.600;202.8;12.25;
1-318;5.296;49.97;4.500;202.8;12.27;
1-319;5.313;49.97;4.500;202.8;12.29;
1-320;5.329;49.97;4.600;202.9;12.32;
1-321;5.346;49.97;4.500;202.9;12.34;
1-322;5.363;49.97;4.500;202.9;12.37;
1-323;5.379;49.97;4.500;203.0;12.39;
1-324;5.396;49.97;4.500;203.0;12.41;
1-325;5.413;49.97;4.500;203.0;12.44;
1-326;5.429;49.97;4.500;203.0;12.46;
1-327;5.446;49.97;4.500;203.1;12.48;
1-328;5.463;49.97;4.500;203.1;12.51;
1-329;5.479;49.97;4.500;203.1;12.53;
1-330;5.496;49.97;4.400;203.2;12.55;
1-331;5.513;49.97;4.500;203.2;12.58;
1-332;5.529;49.97;4.500;203.2;12.60;
1-333;5.546;49.97;4.500;203.2;12.62;
1-334;5.563;49.97;4.500;203.3;12.65;
1-335;5.579;49.97;4.600;203.3;12.67;
1-336;5.596;49.97;4.500;203.3;12.70;
1-337;5.613;49.97;4.500;203.4;12.72;
1-338;5.629;49.97;4.500;203.4;12.74;
1-339;5.646;49.97;4.500;203.4;12.77;
1-340;5.663;49.97;4.500;203.4;12.79;
1-341;5.679;49.97;4.500;203.4;12.81;
1-342;5.696;49.97;4.500;203.5;12.84;
1-343;5.713;49.97;4.600;203.5;12.86;
1-344;5.729;49.97;4.600;203.5;12.88;
1-345;5.746;49.97;4.600;203.6;12.91;
1-346;5.763;49.97;4.600;203.6;12.93;
1-347;5.779;49.97;4.600;203.6;12.96;
1-348;5.796;49.97;4.500;203.6;12.98;
1-349;5.813;49.97;4.600;203.7;13.00;
1-350;5.829;49.97;4.500;203.7;13.03;
1-351;5.846;49.97;4.500;203.7;13.05;
1-352;5.863;49.97;4.500;203.8;13.08;
1-353;5.879;49.97;4.400;203.8;13.10;
1-354;5.896;49.97;4.400;203.8;13.12;
1-355;5.913;49.97;4.400;203.8;13.14;
1-356;5.929;49.97;4.400;203.9;13.17;
1-357;5.946;49.97;4.400;203.9;13.19;
1-358;5.963;49.97;4.400;204.0;13.21;
1-359;5.979;49.97;4.400;204.0;13.24;
1-360;5.996;49.97;4.300;204.0;13.26;
1-361;6.013;49.97;4.400;204.0;13.28;
1-362;6.029;49.97;4.300;204.1;13.31;
1-363;6.046;49.97;4.400;204.1;13.33;
1-364;6.063;49.97;4.300;204.1;13.35;
1-365;6.079;49.97;4.300;204.2;13.37;
1-366;6.096;49.97;4.300;204.2;13.40;
1-367;6.113;49.97;4.300;204.3;13.42;
1-368;6.129;49.97;4.400;204.3;13.44;
1-369;6.146;49.97;4.300;204.3;13.46;
1-370;6.163;49.97;4.400;204.3;13.49;
1-371;6.179;49.97;4.300;204.4;13.51;
1-372;6.196;49.97;4.300;204.4;13.53;
1-373;6.213;49.97;4.300;204.5;13.55;
1-374;6.229;49.97;4.400;204.5;13.58;
1-375;6.246;49.97;4.300;204.5;13.60;
1-376;6.263;49.97;4.300;204.5;13.62;
1-377;6.279;49.97;4.300;204.6;13.65;
1-378;6.296;49.97;4.300;204.6;13.67;
1-379;6.313;49.97;4.300;204.6;13.69;
1-380;6.329;49.97;4.300;204.7;13.71;
1-381;6.346;49.97;4.400;204.7;13.74;
1-382;6.363;49.97;4.300;204.7;13.76;
1-383;6.379;49.97;4.300;204.8;13.78;
1-384;6.396;49.97;4.300;204.8;13.80;
1-385;6.413;49.97;4.300;204.8;13.83;
1-386;6.429;49.97;4.300;204.8;13.85;
1-387;6.446;49.97;4.300;204.9;13.87;
1-388;6.463;49.97;4.400;204.9;13.89;
1-389;6.479;49.97;4.300;204.9;13.92;
1-390;6.496;49.97;4.300;205.0;13.94;
1-391;6.513;49.97;4.200;205.0;13.96;
1-392;6.529;49.97;4.300;205.0;13.98;
1-393;6.546;49.97;4.300;205.0;14.01;
1-394;6.563;49.97;4.300;205.0;14.03;
1-395;6.579;49.97;4.400;205.1;14.05;
1-396;6.596;49.97;4.300;205.1;14.07;
1-397;6.613;49.97;4.300;205.1;14.10;
1-398;6.629;49.97;4.300;205.1;14.12;
1-399;6.646;49.97;4.400;205.2;14.14;
1-400;6.663;49.97;4.300;205.2;14.16;
1-401;6.679;49.97;4.300;205.2;14.19;
1-402;6.696;49.97;4.300;205.2;14.21;
1-403;6.713;49.97;4.300;205.2;14.23;
1-404;6.729;49.97;4.300;205.2;14.25;
1-405;6.746;49.97;4.400;205.3;14.28;
1-406;6.763;49.97;4.400;205.3;14.30;
1-407;6.779;49.97;4.400;205.3;14.32;
1-408;6.796;49.97;4.400;205.4;14.35;
1-409;6.813;49.97;4.300;205.4;14.37;
1-410;6.829;49.97;4.400;205.4;14.39;
1-411;6.846;49.97;4.400;205.4;14.41;
1-412;6.863;49.97;4.400;205.4;14.44;
1-413;6.879;49.97;4.400;205.4;14.46;
1-414;6.896;49.97;4.400;205.5;14.48;
1-415;6.913;49.97;4.300;205.5;14.51;
1-416;6.929;49.97;4.300;205.5;14.53;
1-417;6.946;49.97;4.400;205.5;14.55;
1-418;6.963;49.97;4.400;205.5;14.57;
1-419;6.979;49.97;4.400;205.6;14.60;
1-420;6.996;49.97;4.400;205.6;14.62;
1-421;7.013;49.97;4.400;205.6;14.64;
1-422;7.029;49.97;4.400;205.6;14.67;
1-423;7.046;49.97;4.400;205.6;14.69;
1-424;7.063;49.97;4.500;205.7;14.71;
1-425;7.079;49.97;4.500;205.7;14.74;
1-426;7.096;49.97;4.500;205.7;14.76;
1-427;7.113;49.97;4.400;205.7;14.78;
1-428;7.129;49.97;4.500;205.7;14.81;
1-429;7.146;49.97;4.500;205.8;14.83;
1-430;7.163;49.97;4.500;205.8;14.85;
1-431;7.179;49.97;4.600;205.8;14.88;
1-432;7.196;49.97;4.500;205.8;14.90;
1-433;7.213;49.97;4.500;205.8;14.93;
1-434;7.229;49.97;4.500;205.8;14.95;
1-435;7.246;49.97;4.600;205.9;14.97;
1-436;7.263;49.97;4.600;205.9;15.00;
1-437;7.279;49.97;4.500;205.9;15.02;
1-438;7.296;49.97;4.600;205.9;15.04;
1-439;7.313;49.97;4.500;206.0;15.07;
1-440;7.329;49.97;4.600;206.0;15.09;
1-441;7.346;49.97;4.600;206.0;15.12;
1-442;7.364;49.97;4.700;206.0;15.14;
1-443;7.381;49.97;4.600;206.0;15.17;
1-444;7.398;49.97;4.600;206.0;15.19;
1-445;7.414;49.97;4.500;206.0;15.22;
1-446;7.431;49.97;4.600;206.0;15.24;
1-447;7.448;49.97;4.700;206.1;15.26;
1-448;7.464;49.97;4.600;206.1;15.29;
1-449;7.481;49.97;4.700;206.1;15.31;
1-450;7.498;49.97;4.600;206.1;15.34;
1-451;7.514;49.97;4.600;206.1;15.36;
1-452;7.531;49.97;4.600;206.2;15.38;
1-453;7.548;49.97;4.700;206.2;15.41;
1-454;7.564;49.97;4.700;206.2;15.43;
1-455;7.581;49.97;4.600;206.2;15.46;
1-456;7.598;49.97;4.700;206.2;15.48;
1-457;7.615;49.97;4.700;206.2;15.51;
1-458;7.631;49.97;4.700;206.3;15.53;
1-459;7.648;49.97;4.700;206.3;15.56;
1-460;7.665;49.97;4.800;206.3;15.58;
1-461;7.681;49.97;4.700;206.3;15.61;
1-462;7.698;49.97;4.700;206.3;15.63;
1-463;7.715;49.97;4.700;206.3;15.66;
1-464;7.731;49.97;4.700;206.4;15.68;
1-465;7.748;49.97;4.700;206.4;15.70;
1-466;7.765;49.97;4.700;206.4;15.73;
1-467;7.781;49.97;4.800;206.4;15.75;
1-468;7.798;49.97;4.800;206.5;15.78;
1-469;7.815;49.97;4.800;206.5;15.80;
1-470;7.831;49.97;4.800;206.5;15.83;
1-471;7.848;49.97;4.900;206.5;15.85;
1-472;7.865;49.97;4.900;206.5;15.88;
1-473;7.881;49.97;4.900;206.5;15.91;
1-474;7.898;49.97;4.900;206.6;15.93;
1-475;7.915;49.97;5.000;206.5;15.96;
1-476;7.931;49.97;5.000;206.6;15.98;
1-477;7.948;49.97;5.000;206.6;16.01;
1-478;7.965;49.97;5.100;206.6;16.04;
1-479;7.981;49.97;5.000;206.7;16.06;
1-480;7.998;49.97;5.000;206.7;16.09;
1-481;8.015;49.97;5.100;206.7;16.12;
1-482;8.031;49.97;5.200;206.7;16.14;
1-483;8.048;49.97;5.300;206.7;16.17;
1-484;8.065;49.97;5.200;206.7;16.20;
1-485;8.081;49.97;5.300;206.8;16.22;
1-486;8.098;49.97;5.300;206.8;16.25;
1-487;8.115;49.97;5.400;206.8;16.28;
1-488;8.131;49.97;5.400;206.8;16.31;
1-489;8.148;49.97;5.500;206.8;16.34;
1-490;8.165;49.97;5.600;206.9;16.37;
1-491;8.181;49.97;5.600;206.9;16.40;
1-492;8.198;49.97;5.700;206.9;16.42;
1-493;8.215;49.97;5.800;206.9;16.45;
1-494;8.231;49.97;5.800;207.0;16.49;
1-495;8.248;49.97;5.900;207.0;16.52;
1-496;8.265;49.97;6.100;207.0;16.55;
1-497;8.281;49.97;6.100;207.0;16.58;
1-498;8.298;49.97;6.100;207.1;16.61;
1-499;8.315;49.97;6.300;207.1;16.64;
1-500;8.331;49.97;6.400;207.1;16.68;
1-501;8.348;49.97;6.600;207.1;16.71;
1-502;8.365;49.97;6.600;207.1;16.75;
1-503;8.381;49.97;6.800;207.2;16.78;
1-504;8.398;49.97;7.000;207.2;16.82;
1-505;8.415;49.97;7.100;207.2;16.85;
1-506;8.431;49.97;7.200;207.2;16.89;
1-507;8.448;49.97;7.400;207.3;16.93;
1-508;8.465;49.97;7.700;207.3;16.97;
1-509;8.481;49.97;7.800;207.3;17.01;
1-510;8.498;49.97;7.900;207.4;17.05;
1-511;8.515;49.97;8.100;207.4;17.09;
1-512;8.531;49.97;8.300;207.4;17.13;
1-513;8.548;49.97;8.600;207.4;17.18;
1-514;8.565;49.97;8.900;207.4;17.23;
1-515;8.581;49.97;9.300;207.5;17.27;
1-516;8.598;49.97;9.400;207.6;17.32;
1-517;8.615;49.97;9.800;207.6;17.37;
1-518;8.631;49.97;10.00;207.6;17.42;
1-519;8.648;49.97;10.30;207.7;17.48;
1-520;8.665;49.97;10.70;207.8;17.53;
1-521;8.681;49.97;11.10;207.8;17.59;
1-522;8.698;49.97;11.10;207.9;17.65;
1-523;8.715;49.97;11.90;208.0;17.71;
1-524;8.731;49.97;12.00;208.0;17.77;
1-525;8.748;49.97;12.70;208.1;17.83;
1-526;8.765;49.97;13.20;208.2;17.90;
1-527;8.781;49.97;13.50;208.3;17.97;
1-528;8.798;49.97;14.00;208.4;18.04;
1-529;8.815;49.97;14.40;208.5;18.12;
1-530;8.831;49.97;14.90;208.6;18.19;
1-531;8.848;49.97;15.40;208.8;18.27;
1-532;8.865;49.97;16.00;208.9;18.36;
1-533;8.881;49.97;15.80;209.0;18.44;
1-534;8.898;49.97;16.10;209.3;18.52;
1-535;8.915;49.97;16.50;209.6;18.61;
1-536;8.931;49.97;16.70;209.7;18.70;
1-537;8.948;49.97;16.60;209.9;18.78;
1-538;8.965;49.97;17.30;209.9;18.87;
1-539;8.981;49.97;18.00;210.2;18.96;
1-540;8.998;49.97;17.60;210.5;19.06;
1-541;9.015;49.97;17.50;210.7;19.15;
1-542;9.031;49.97;17.90;210.7;19.24;
1-543;9.048;49.97;18.20;210.8;19.34;
1-544;9.065;49.97;17.30;211.0;19.43;
1-545;9.081;49.97;17.70;211.2;19.52;
1-546;9.098;49.97;17.00;211.3;19.61;
1-547;9.115;49.97;18.00;211.4;19.70;
1-548;9.131;49.97;17.40;211.6;19.79;
1-549;9.148;49.97;16.90;211.6;19.88;
1-550;9.165;49.97;17.00;211.8;19.97;
1-551;9.181;49.97;17.20;212.0;20.06;
