D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0015.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-552;9.198;49.97;16.80;212.0;20.15;
1-553;9.215;49.97;16.50;212.2;20.24;
1-554;9.231;49.97;16.30;212.2;20.32;
1-555;9.248;49.97;16.30;212.3;20.41;
1-556;9.265;49.97;16.40;212.5;20.50;
1-557;9.281;49.97;15.20;212.6;20.58;
1-558;9.298;49.97;14.40;212.6;20.66;
1-559;9.315;49.97;13.60;212.7;20.73;
1-560;9.331;49.97;13.80;212.7;20.80;
1-561;9.348;49.97;13.50;212.7;20.87;
1-562;9.365;49.97;12.90;212.8;20.94;
1-563;9.381;49.97;12.40;212.8;21.01;
1-564;9.398;49.97;11.50;212.8;21.07;
1-565;9.415;49.97;10.90;212.9;21.13;
1-566;9.431;49.97;11.10;212.9;21.19;
1-567;9.448;49.97;10.80;212.9;21.24;
1-568;9.465;49.97;10.50;212.9;21.30;
1-569;9.481;49.97;10.90;212.9;21.36;
1-570;9.498;49.97;10.00;212.9;21.41;
1-571;9.515;49.97;9.500;212.8;21.46;
1-572;9.531;49.97;9.000;212.8;21.51;
1-573;9.548;49.97;8.600;212.8;21.56;
1-574;9.565;49.97;8.600;212.8;21.60;
1-575;9.581;49.97;8.200;212.8;21.64;
1-576;9.598;49.97;8.200;212.7;21.69;
1-577;9.615;49.97;8.500;212.7;21.73;
1-578;9.631;49.97;8.000;212.6;21.77;
1-579;9.648;49.97;7.800;212.7;21.82;
1-580;9.665;49.97;7.600;212.6;21.86;
1-581;9.681;49.97;7.400;212.5;21.89;
1-582;9.698;49.97;7.200;212.5;21.93;
1-583;9.715;49.97;7.000;212.5;21.97;
1-584;9.731;49.97;6.900;212.4;22.01;
1-585;9.748;49.97;6.900;212.3;22.04;
1-586;9.765;49.97;7.000;212.2;22.08;
1-587;9.781;49.97;7.600;212.2;22.12;
1-588;9.798;49.97;7.000;212.2;22.16;
1-589;9.815;49.97;6.700;212.1;22.19;
1-590;9.831;49.97;7.100;212.1;22.23;
1-591;9.848;49.97;7.200;212.0;22.26;
1-592;9.865;49.97;6.700;212.0;22.30;
1-593;9.881;49.97;6.900;212.0;22.34;
1-594;9.898;49.97;7.000;211.9;22.37;
1-595;9.915;49.97;7.200;211.9;22.41;
1-596;9.931;49.97;7.700;211.8;22.45;
1-597;9.948;49.97;7.500;211.8;22.49;
1-598;9.965;49.97;7.300;211.8;22.53;
1-599;9.981;49.97;7.100;211.7;22.57;
1-600;9.998;49.97;7.500;211.7;22.60;
1-601;10.01;49.97;8.000;211.7;22.64;
1-602;10.03;49.97;7.400;211.7;22.68;
1-603;10.05;49.97;7.400;211.7;22.72;
1-604;10.06;49.97;7.500;211.7;22.76;
1-605;10.08;49.97;7.300;211.6;22.80;
1-606;10.10;49.97;7.400;211.6;22.84;
1-607;10.11;49.97;7.400;211.6;22.88;
1-608;10.13;49.97;7.300;211.6;22.92;
1-609;10.15;49.97;6.900;211.6;22.95;
1-610;10.16;49.97;7.500;211.6;22.99;
1-611;10.18;49.97;7.500;211.6;23.03;
1-612;10.20;49.97;7.800;211.6;23.07;
1-613;10.21;49.97;7.500;211.6;23.11;
1-614;10.23;49.97;8.500;211.6;23.15;
1-615;10.25;49.97;7.600;211.6;23.19;
1-616;10.26;49.97;7.500;211.6;23.23;
1-617;10.28;49.97;8.500;211.6;23.28;
1-618;10.30;49.97;8.000;211.6;23.32;
1-619;10.31;49.97;8.000;211.6;23.36;
1-620;10.33;49.97;8.000;211.7;23.40;
1-621;10.35;49.97;8.800;211.7;23.45;
1-622;10.36;49.97;8.200;211.7;23.49;
1-623;10.38;49.97;8.000;211.7;23.53;
1-624;10.40;49.97;8.700;211.7;23.58;
1-625;10.41;49.97;9.100;211.8;23.62;
1-626;10.43;49.97;9.500;211.8;23.67;
1-627;10.45;49.97;7.700;211.8;23.72;
1-628;10.46;49.97;9.000;211.8;23.76;
1-629;10.48;49.97;9.000;211.8;23.81;
1-630;10.50;49.97;8.600;211.9;23.85;
1-631;10.51;49.97;9.100;211.9;23.90;
1-632;10.53;49.97;9.000;211.9;23.95;
1-633;10.55;49.97;9.700;212.0;24.00;
1-634;10.56;49.97;9.300;211.9;24.05;
1-635;10.58;49.97;9.600;211.9;24.10;
1-636;10.60;49.97;9.300;211.9;24.15;
1-637;10.61;49.97;9.200;212.0;24.19;
1-638;10.63;49.97;9.500;212.0;24.24;
1-639;10.65;49.97;8.600;212.1;24.29;
1-640;10.66;49.97;9.200;212.2;24.34;
1-641;10.68;49.97;8.800;212.2;24.38;
1-642;10.70;49.97;9.600;212.2;24.43;
1-643;10.71;49.97;8.800;212.3;24.48;
1-644;10.73;49.97;9.400;212.3;24.53;
1-645;10.75;49.97;9.700;212.3;24.58;
1-646;10.76;49.97;9.400;212.4;24.63;
1-647;10.78;49.97;9.400;212.4;24.68;
1-648;10.80;49.97;9.800;212.4;24.73;
1-649;10.81;49.97;10.80;212.4;24.78;
1-650;10.83;49.97;10.60;212.5;24.84;
1-651;10.85;49.97;9.300;212.5;24.89;
1-652;10.86;49.97;11.00;212.5;24.94;
1-653;10.88;49.97;11.20;212.6;25.00;
1-654;10.90;49.97;9.900;212.6;25.06;
1-655;10.91;49.97;9.600;212.6;25.11;
1-656;10.93;49.97;11.70;212.7;25.16;
1-657;10.95;49.97;10.70;212.7;25.22;
1-658;10.96;49.97;10.60;212.8;25.28;
1-659;10.98;49.97;11.10;212.8;25.33;
1-660;11.00;49.97;10.50;212.8;25.39;
1-661;11.01;49.97;10.10;212.9;25.44;
1-662;11.03;49.97;10.00;212.9;25.50;
1-663;11.05;49.97;10.40;213.0;25.55;
1-664;11.06;49.97;9.800;213.0;25.60;
1-665;11.08;49.97;9.700;213.0;25.65;
1-666;11.10;49.97;9.700;213.0;25.71;
1-667;11.11;49.97;10.00;213.0;25.76;
1-668;11.13;49.97;9.600;213.0;25.81;
1-669;11.15;49.97;9.400;213.0;25.86;
1-670;11.16;49.97;9.500;213.0;25.91;
1-671;11.18;49.97;9.700;213.0;25.96;
1-672;11.20;49.97;9.700;213.0;26.01;
1-673;11.21;49.97;9.200;213.0;26.06;
1-674;11.23;49.97;9.500;213.0;26.11;
1-675;11.25;49.97;9.300;213.0;26.16;
1-676;11.26;49.97;9.600;212.9;26.21;
1-677;11.28;49.97;9.800;212.9;26.26;
1-678;11.30;49.97;10.00;212.9;26.31;
1-679;11.31;49.97;9.700;213.0;26.36;
1-680;11.33;49.97;9.600;213.0;26.41;
1-681;11.35;49.97;9.700;213.0;26.46;
1-682;11.36;49.97;9.800;213.0;26.51;
1-683;11.38;49.97;10.10;213.0;26.56;
1-684;11.40;49.97;9.800;213.0;26.62;
1-685;11.41;49.97;9.500;213.0;26.67;
1-686;11.43;49.97;9.600;213.0;26.72;
1-687;11.45;49.97;9.600;213.1;26.77;
1-688;11.46;49.97;9.800;213.1;26.82;
1-689;11.48;49.97;9.900;213.1;26.87;
1-690;11.50;49.97;10.10;213.1;26.92;
1-691;11.51;49.97;9.600;213.1;26.97;
1-692;11.53;49.97;10.00;213.2;27.02;
1-693;11.55;49.97;9.700;213.2;27.08;
1-694;11.56;49.97;10.20;213.2;27.13;
1-695;11.58;49.97;9.500;213.3;27.18;
1-696;11.60;49.97;9.700;213.3;27.23;
1-697;11.61;49.97;9.600;213.3;27.28;
1-698;11.63;49.97;9.400;213.3;27.33;
1-699;11.65;49.97;9.700;213.3;27.38;
1-700;11.66;49.97;9.600;213.3;27.43;
1-701;11.68;49.97;9.900;213.3;27.48;
1-702;11.70;49.97;9.700;213.3;27.53;
1-703;11.71;49.97;9.800;213.3;27.58;
1-704;11.73;49.97;9.700;213.3;27.63;
1-705;11.75;49.97;9.500;213.3;27.68;
1-706;11.76;49.97;9.700;213.4;27.73;
1-707;11.78;49.97;9.600;213.4;27.79;
1-708;11.80;49.97;9.900;213.4;27.84;
1-709;11.81;49.97;9.500;213.4;27.89;
1-710;11.83;49.97;9.600;213.4;27.94;
1-711;11.85;49.97;9.700;213.4;27.99;
1-712;11.86;49.97;9.800;213.4;28.04;
1-713;11.88;49.97;9.700;213.4;28.09;
1-714;11.90;49.97;9.900;213.5;28.14;
1-715;11.91;49.97;9.800;213.5;28.19;
1-716;11.93;49.97;9.600;213.5;28.24;
1-717;11.95;49.97;9.800;213.6;28.29;
1-718;11.96;49.97;9.900;213.6;28.35;
1-719;11.98;49.97;10.10;213.6;28.40;
1-720;12.00;49.97;9.900;213.6;28.45;
1-721;12.01;49.97;9.800;213.6;28.50;
1-722;12.03;49.97;9.700;213.6;28.55;
1-723;12.05;49.97;9.900;213.7;28.60;
1-724;12.06;49.97;10.00;213.7;28.66;
1-725;12.08;49.97;10.00;213.7;28.71;
1-726;12.10;49.97;10.40;213.7;28.76;
1-727;12.11;49.97;10.10;213.7;28.82;
1-728;12.13;49.97;9.900;213.7;28.87;
1-729;12.15;49.97;10.10;213.8;28.92;
1-730;12.16;49.97;10.10;213.8;28.97;
1-731;12.18;49.97;10.20;213.8;29.03;
1-732;12.20;49.97;10.70;213.9;29.08;
1-733;12.21;49.97;10.30;213.9;29.14;
1-734;12.23;49.97;10.10;213.9;29.19;
1-735;12.25;49.97;10.10;213.9;29.24;
1-736;12.26;49.97;10.10;213.9;29.29;
1-737;12.28;49.97;10.60;213.9;29.35;
1-738;12.30;49.97;10.70;213.9;29.40;
1-739;12.31;49.97;10.40;214.0;29.46;
1-740;12.33;49.97;10.80;214.0;29.52;
1-741;12.35;49.97;10.30;214.0;29.57;
1-742;12.36;49.97;10.30;214.0;29.62;
1-743;12.38;49.97;10.30;214.0;29.68;
1-744;12.40;49.97;10.50;214.0;29.73;
1-745;12.41;49.97;10.90;214.0;29.79;
1-746;12.43;49.97;10.30;214.0;29.84;
1-747;12.45;49.97;10.10;214.1;29.90;
1-748;12.46;49.97;10.10;214.1;29.95;
1-749;12.48;49.97;9.700;214.1;30.00;
1-750;12.50;49.97;9.500;214.1;30.05;
1-751;12.51;49.97;9.700;214.1;30.10;
1-752;12.53;49.97;9.400;214.1;30.15;
1-753;12.55;49.97;9.600;214.1;30.20;
1-754;12.56;49.97;9.600;214.1;30.25;
1-755;12.58;49.97;9.900;214.1;30.30;
1-756;12.60;49.97;9.800;214.1;30.36;
1-757;12.61;49.97;9.900;214.1;30.41;
1-758;12.63;49.97;9.500;214.1;30.46;
1-759;12.65;49.97;9.400;214.1;30.51;
1-760;12.66;49.97;9.500;214.1;30.56;
1-761;12.68;49.97;9.500;214.1;30.61;
1-762;12.70;49.97;9.700;214.1;30.66;
1-763;12.71;49.97;9.700;214.1;30.71;
1-764;12.73;49.97;9.500;214.1;30.76;
1-765;12.75;49.97;9.500;214.2;30.81;
1-766;12.76;49.97;9.500;214.2;30.86;
1-767;12.78;49.97;9.600;214.2;30.91;
1-768;12.80;49.97;9.700;214.2;30.96;
1-769;12.81;49.97;9.800;214.2;31.01;
1-770;12.83;49.97;9.300;214.2;31.06;
1-771;12.85;49.97;9.400;214.2;31.11;
1-772;12.86;49.97;9.200;214.3;31.16;
1-773;12.88;49.97;9.300;214.3;31.20;
1-774;12.90;49.97;9.100;214.3;31.25;
1-775;12.91;49.97;9.100;214.3;31.30;
1-776;12.93;49.97;9.000;214.3;31.35;
1-777;12.95;49.97;9.000;214.2;31.39;
1-778;12.96;49.97;9.100;214.2;31.44;
1-779;12.98;49.97;8.900;214.2;31.49;
1-780;13.00;49.97;9.100;214.2;31.54;
1-781;13.01;49.97;9.000;214.2;31.58;
1-782;13.03;49.97;9.000;214.2;31.63;
1-783;13.05;49.97;9.000;214.2;31.68;
1-784;13.06;49.97;9.000;214.2;31.72;
1-785;13.08;49.97;9.000;214.2;31.77;
1-786;13.10;49.97;9.000;214.2;31.82;
1-787;13.11;49.97;9.100;214.2;31.87;
1-788;13.13;49.97;8.900;214.2;31.91;
1-789;13.15;49.97;9.000;214.2;31.96;
1-790;13.16;49.97;8.900;214.3;32.01;
1-791;13.18;49.97;9.000;214.3;32.05;
1-792;13.20;49.97;8.900;214.3;32.10;
1-793;13.21;49.97;9.000;214.2;32.15;
1-794;13.23;49.97;8.900;214.2;32.19;
1-795;13.25;49.97;8.900;214.3;32.24;
1-796;13.26;49.97;9.000;214.3;32.29;
1-797;13.28;49.97;8.900;214.3;32.33;
1-798;13.30;49.97;9.000;214.3;32.38;
1-799;13.31;49.97;8.900;214.3;32.43;
1-800;13.33;49.97;8.900;214.3;32.47;
1-801;13.35;49.97;8.900;214.3;32.52;
1-802;13.36;49.97;8.900;214.3;32.57;
1-803;13.38;49.97;8.900;214.3;32.61;
1-804;13.40;49.97;8.900;214.2;32.66;
1-805;13.41;49.97;9.100;214.2;32.71;
1-806;13.43;49.97;8.800;214.2;32.76;
1-807;13.45;49.97;8.900;214.2;32.80;
1-808;13.46;49.97;8.800;214.2;32.85;
1-809;13.48;49.97;9.000;214.2;32.89;
1-810;13.50;49.97;8.900;214.2;32.94;
1-811;13.51;49.97;9.000;214.2;32.99;
1-812;13.53;49.97;8.900;214.2;33.03;
1-813;13.55;49.97;8.900;214.2;33.08;
1-814;13.56;49.97;9.000;214.2;33.13;
1-815;13.58;49.97;8.900;214.2;33.18;
1-816;13.60;49.97;9.000;214.2;33.22;
1-817;13.61;49.97;8.900;214.2;33.27;
1-818;13.63;49.97;9.000;214.2;33.32;
1-819;13.65;49.97;8.900;214.2;33.36;
1-820;13.66;49.97;8.900;214.2;33.41;
1-821;13.68;49.97;9.000;214.2;33.46;
1-822;13.70;49.97;8.900;214.3;33.50;
1-823;13.71;49.97;9.100;214.2;33.55;
1-824;13.73;49.97;8.900;214.2;33.60;
1-825;13.75;49.97;9.000;214.2;33.64;
1-826;13.76;49.97;8.900;214.2;33.69;
1-827;13.78;49.97;9.000;214.2;33.74;
1-828;13.80;49.97;9.000;214.2;33.78;
1-829;13.81;49.97;9.000;214.2;33.83;
1-830;13.83;49.97;9.000;214.3;33.88;
1-831;13.85;49.97;8.900;214.3;33.93;
1-832;13.86;49.97;9.100;214.3;33.97;
1-833;13.88;49.97;8.900;214.3;34.02;
1-834;13.90;49.97;9.100;214.3;34.07;
1-835;13.91;49.97;9.000;214.3;34.11;
1-836;13.93;49.97;9.100;214.3;34.16;
1-837;13.95;49.97;9.000;214.3;34.21;
1-838;13.96;49.97;9.000;214.3;34.26;
1-839;13.98;49.97;9.000;214.3;34.30;
1-840;14.00;49.97;9.000;214.3;34.35;
1-841;14.01;49.97;9.200;214.3;34.40;
1-842;14.03;49.97;9.000;214.3;34.45;
1-843;14.05;49.97;9.000;214.3;34.49;
1-844;14.06;49.97;9.000;214.3;34.54;
1-845;14.08;49.97;9.000;214.3;34.59;
1-846;14.10;49.97;9.000;214.3;34.63;
1-847;14.11;49.97;9.000;214.3;34.68;
1-848;14.13;49.97;9.100;214.3;34.73;
1-849;14.15;49.97;8.900;214.3;34.78;
1-850;14.16;49.97;9.100;214.3;34.82;
1-851;14.18;49.97;8.900;214.3;34.87;
1-852;14.20;49.97;9.100;214.3;34.92;
1-853;14.21;49.97;9.000;214.3;34.96;

